Orthogroup	Stichodactyla_haddoni_longest_pep	Heterodactyla_longest_pep
OG0006420	Shad_tr2106_c1_g1_i50.p1	Hetdac_DN12468_c0_g1_i8.p1
OG0006421	Shad_tr18911_c0_g1_i9.p1	Hetdac_DN5158_c0_g1_i3.p1
OG0006422	Shad_tr19505_c1_g1_i6.p1	Hetdac_DN8223_c0_g2_i1.p1, Hetdac_DN6433_c0_g2_i5.p1
OG0006423	Shad_tr30118_c2_g1_i2.p1	Hetdac_DN23123_c0_g1_i1.p1
OG0006424	Shad_tr9209_c0_g2_i15.p1	Hetdac_DN1732_c0_g1_i2.p1
OG0006425	Shad_tr10055_c1_g1_i1.p1	Hetdac_DN18488_c0_g1_i1.p1
OG0006426	Shad_tr38631_c0_g1_i22.p1	Hetdac_DN1261_c1_g1_i1.p1
OG0006427	Shad_tr1234_c4_g1_i1.p1	Hetdac_DN22823_c0_g1_i1.p1
OG0006428	Shad_tr11149_c0_g2_i2.p1	Hetdac_DN480_c0_g1_i1.p1
OG0006429	Shad_tr12856_c0_g1_i4.p1	Hetdac_DN18870_c0_g1_i1.p1
OG0006430	Shad_tr4320_c2_g1_i1.p1	Hetdac_DN43_c0_g1_i1.p1
OG0006430	Shad_tr41094_c0_g1_i6.p1	Hetdac_DN8804_c0_g1_i2.p1
OG0006431	Shad_tr31469_c0_g1_i1.p1	Hetdac_DN64355_c0_g1_i1.p1
OG0006432	Shad_tr4370_c1_g1_i4.p1	Hetdac_DN6755_c0_g1_i1.p1
OG0006433	Shad_tr2329_c4_g2_i4.p1	Hetdac_DN10571_c0_g1_i1.p1
OG0006434	Shad_tr6347_c0_g1_i9.p1	Hetdac_DN850_c0_g1_i4.p1
OG0006435	Shad_tr8314_c0_g1_i3.p1	Hetdac_DN7214_c0_g1_i2.p1
OG0006436	Shad_tr23044_c0_g1_i12.p1	Hetdac_DN10396_c0_g1_i3.p1
OG0006437	Shad_tr6293_c0_g1_i84.p1	Hetdac_DN13227_c0_g1_i2.p1
OG0006438	Shad_tr11480_c3_g2_i5.p1	Hetdac_DN1696_c0_g1_i1.p1
OG0006439	Shad_tr518_c0_g1_i3.p1	Hetdac_DN4994_c0_g1_i3.p1
OG0006440	Shad_tr3285_c2_g1_i7.p1	Hetdac_DN10126_c0_g1_i6.p1
OG0006441	Shad_tr7547_c0_g1_i4.p1	Hetdac_DN22000_c0_g1_i3.p1
OG0006442	Shad_tr16488_c0_g1_i3.p1	Hetdac_DN1058_c0_g1_i1.p1
OG0006443	Shad_tr16458_c0_g1_i1.p1	Hetdac_DN6169_c0_g1_i1.p1
OG0006444	Shad_tr6381_c0_g1_i15.p1	Hetdac_DN14076_c0_g1_i1.p1
OG0006445	Shad_tr3787_c0_g1_i3.p1	Hetdac_DN1301_c0_g2_i3.p1
OG0006446	Shad_tr936_c2_g1_i4.p1	Hetdac_DN27611_c0_g1_i1.p1
OG0006447	Shad_tr7196_c0_g1_i28.p1	Hetdac_DN7124_c0_g1_i7.p1
OG0006448	Shad_tr113195_c0_g1_i1.p1, Shad_tr9161_c0_g1_i8.p1	Hetdac_DN4589_c0_g1_i1.p1
OG0006449	Shad_tr28376_c0_g1_i2.p1	Hetdac_DN70701_c0_g1_i1.p1
OG0006450	Shad_tr11780_c0_g1_i1.p1	Hetdac_DN347_c2_g3_i1.p1
OG0006451	Shad_tr28531_c0_g1_i1.p1	Hetdac_DN1040_c1_g1_i2.p1
OG0006452	Shad_tr8894_c0_g1_i2.p1	Hetdac_DN10120_c0_g1_i1.p1
OG0006453	Shad_tr912_c0_g1_i9.p1	Hetdac_DN9282_c0_g1_i1.p1
OG0006454	Shad_tr18813_c0_g1_i10.p1	Hetdac_DN8325_c0_g1_i2.p1
OG0006455	Shad_tr395_c0_g1_i1.p1	Hetdac_DN193_c1_g1_i1.p1
OG0006456	Shad_tr8169_c2_g1_i3.p1	Hetdac_DN2799_c0_g1_i1.p1
OG0006457	Shad_tr103470_c0_g1_i1.p1, Shad_tr84148_c0_g1_i1.p1	Hetdac_DN5841_c0_g1_i2.p1
OG0006458	Shad_tr1000_c2_g1_i27.p1	Hetdac_DN2099_c3_g1_i3.p1
OG0006459	Shad_tr2992_c3_g1_i2.p1	Hetdac_DN394_c1_g1_i1.p1
OG0006460	Shad_tr55965_c0_g1_i1.p1	Hetdac_DN46853_c0_g1_i1.p1
OG0006461	Shad_tr2590_c0_g1_i1.p1	Hetdac_DN44353_c0_g1_i1.p1
OG0006462	Shad_tr17112_c0_g1_i21.p1	Hetdac_DN4897_c1_g1_i3.p1
OG0006463	Shad_tr16683_c0_g1_i1.p1	Hetdac_DN14885_c0_g1_i1.p1
OG0006464	Shad_tr3148_c0_g1_i3.p1	Hetdac_DN1347_c0_g1_i1.p1
OG0006465	Shad_tr965_c0_g2_i1.p1	Hetdac_DN890_c0_g1_i1.p1
OG0006466	Shad_tr7686_c0_g1_i21.p1	Hetdac_DN4696_c0_g1_i1.p1
OG0006467	Shad_tr14720_c0_g1_i4.p1	Hetdac_DN16339_c0_g1_i1.p1
OG0006468	Shad_tr811_c4_g1_i1.p1	Hetdac_DN7569_c0_g1_i2.p1
OG0006469	Shad_tr24006_c1_g6_i1.p1	Hetdac_DN72451_c0_g1_i1.p1
OG0006470	Shad_tr98496_c0_g1_i6.p1	Hetdac_DN65104_c0_g1_i1.p1, Hetdac_DN11267_c0_g1_i1.p1
OG0006471	Shad_tr19224_c0_g1_i1.p1	Hetdac_DN2593_c0_g1_i1.p1
OG0006472	Shad_tr931_c1_g1_i12.p1	Hetdac_DN1836_c1_g1_i1.p1
OG0006473	Shad_tr3371_c4_g1_i3.p1	Hetdac_DN4241_c0_g1_i1.p1
OG0006474	Shad_tr32327_c1_g1_i1.p1	Hetdac_DN12580_c0_g1_i7.p1
OG0006474	Shad_tr27103_c1_g1_i1.p1, Shad_tr27103_c0_g1_i2.p1	Hetdac_DN8837_c0_g1_i1.p1
OG0006475	Shad_tr19862_c0_g1_i14.p1	Hetdac_DN5858_c0_g1_i6.p1
OG0006476	Shad_tr19193_c0_g1_i11.p1	Hetdac_DN9061_c0_g1_i1.p1
OG0006477	Shad_tr11316_c1_g1_i6.p1	Hetdac_DN79650_c0_g1_i1.p1
OG0006478	Shad_tr33554_c0_g1_i7.p1	Hetdac_DN13478_c0_g1_i1.p1
OG0006479	Shad_tr7767_c0_g1_i5.p1	Hetdac_DN7741_c0_g1_i1.p1
OG0006480	Shad_tr5883_c0_g1_i2.p1	Hetdac_DN825_c1_g2_i1.p1
OG0006481	Shad_tr12396_c0_g1_i11.p1	Hetdac_DN3011_c0_g1_i2.p1
OG0006482	Shad_tr13896_c0_g1_i2.p1	Hetdac_DN11254_c0_g1_i1.p1
OG0006483	Shad_tr7134_c0_g2_i1.p1	Hetdac_DN1744_c0_g1_i1.p1
OG0006484	Shad_tr19383_c1_g1_i2.p1	Hetdac_DN3439_c0_g1_i1.p1
OG0006485	Shad_tr27294_c0_g3_i2.p1	Hetdac_DN4181_c0_g1_i1.p1
OG0006486	Shad_tr6404_c1_g2_i3.p1	Hetdac_DN5576_c0_g1_i1.p1
OG0006487	Shad_tr93787_c0_g1_i1.p1	Hetdac_DN39208_c0_g1_i1.p1
OG0006489	Shad_tr2160_c0_g1_i10.p1	Hetdac_DN192_c0_g1_i3.p1
OG0006490	Shad_tr13546_c1_g1_i3.p1, Shad_tr187_c0_g3_i1.p1	Hetdac_DN2415_c0_g1_i6.p1
OG0006491	Shad_tr21446_c1_g1_i1.p1	Hetdac_DN4899_c1_g1_i1.p1
OG0006492	Shad_tr472_c9_g1_i2.p1	Hetdac_DN79726_c0_g1_i1.p1
OG0006493	Shad_tr15783_c0_g3_i1.p1	Hetdac_DN16831_c0_g1_i1.p1
OG0006494	Shad_tr9631_c0_g1_i16.p1	Hetdac_DN324_c0_g1_i2.p1
OG0006495	Shad_tr34088_c0_g2_i1.p1	Hetdac_DN34686_c0_g1_i3.p1
OG0006496	Shad_tr11250_c0_g1_i1.p1	Hetdac_DN33074_c0_g1_i1.p1, Hetdac_DN63355_c0_g1_i1.p1
OG0006497	Shad_tr23751_c0_g1_i2.p1	Hetdac_DN10844_c0_g1_i1.p1
OG0006498	Shad_tr6778_c5_g1_i2.p1	Hetdac_DN2552_c3_g1_i1.p1
OG0006499	Shad_tr9925_c0_g1_i19.p1	Hetdac_DN15496_c0_g1_i5.p1
OG0006500	Shad_tr19085_c1_g1_i7.p1	Hetdac_DN3360_c0_g1_i3.p1
OG0006501	Shad_tr1285_c0_g1_i13.p1	Hetdac_DN3217_c0_g1_i15.p1
OG0006502	Shad_tr467_c2_g2_i2.p1	Hetdac_DN6454_c0_g1_i3.p1
OG0006503	Shad_tr3252_c2_g1_i6.p1	Hetdac_DN10390_c0_g1_i2.p1
OG0006504	Shad_tr18874_c0_g2_i2.p1	Hetdac_DN3261_c0_g1_i1.p1
OG0006505	Shad_tr494_c0_g2_i1.p1	Hetdac_DN22480_c0_g1_i1.p1
OG0006506	Shad_tr26905_c0_g2_i1.p1	Hetdac_DN1241_c2_g3_i1.p1
OG0006507	Shad_tr2481_c0_g1_i11.p1	Hetdac_DN8007_c0_g1_i1.p1
OG0006508	Shad_tr7315_c0_g1_i6.p1	Hetdac_DN39368_c0_g1_i1.p1
OG0006509	Shad_tr18168_c2_g1_i4.p1	Hetdac_DN811_c0_g1_i2.p1
OG0006510	Shad_tr20812_c0_g1_i27.p1	Hetdac_DN10194_c0_g1_i4.p1
OG0006511	Shad_tr2203_c0_g1_i4.p1	Hetdac_DN64615_c0_g1_i1.p1
OG0006512	Shad_tr9291_c0_g1_i3.p1	Hetdac_DN8654_c0_g1_i2.p1
OG0006513	Shad_tr1887_c0_g1_i1.p1	Hetdac_DN4773_c0_g1_i2.p1
OG0006514	Shad_tr3892_c1_g1_i6.p1	Hetdac_DN7946_c0_g1_i2.p1
OG0006515	Shad_tr19772_c1_g1_i1.p1	Hetdac_DN975_c0_g2_i2.p1
OG0006516	Shad_tr9555_c0_g1_i5.p1	Hetdac_DN2354_c0_g1_i2.p1
OG0006518	Shad_tr15341_c0_g1_i1.p1	Hetdac_DN80431_c0_g1_i1.p1
OG0006519	Shad_tr2146_c0_g1_i1.p1	Hetdac_DN2718_c0_g1_i1.p1
OG0006521	Shad_tr32372_c0_g2_i1.p1	Hetdac_DN18243_c0_g1_i1.p1
OG0006522	Shad_tr14384_c0_g1_i1.p1	Hetdac_DN15933_c0_g1_i1.p1
OG0006524	Shad_tr9436_c0_g1_i2.p1	Hetdac_DN10273_c0_g1_i1.p1
OG0006525	Shad_tr8455_c1_g1_i4.p1	Hetdac_DN23376_c0_g1_i2.p1
OG0006526	Shad_tr8173_c0_g1_i1.p1	Hetdac_DN80026_c0_g1_i1.p1
OG0006527	Shad_tr2928_c0_g1_i4.p1	Hetdac_DN12069_c0_g1_i1.p1
OG0006528	Shad_tr17070_c0_g1_i1.p1	Hetdac_DN19151_c0_g1_i1.p1
OG0006529	Shad_tr1233_c9_g1_i4.p1	Hetdac_DN25115_c0_g1_i1.p1
OG0006530	Shad_tr979_c3_g2_i1.p1	Hetdac_DN75175_c0_g1_i1.p1
OG0006532	Shad_tr6520_c0_g1_i1.p1	Hetdac_DN12664_c2_g3_i1.p1
OG0006533	Shad_tr1767_c6_g1_i1.p1	Hetdac_DN17775_c0_g1_i1.p1
OG0006535	Shad_tr3185_c0_g1_i2.p1	Hetdac_DN16014_c1_g1_i4.p1
OG0006536	Shad_tr12208_c0_g3_i2.p1	Hetdac_DN52_c0_g1_i7.p1
OG0006537	Shad_tr14391_c0_g1_i5.p1	Hetdac_DN27317_c0_g1_i1.p1
OG0006538	Shad_tr47410_c0_g1_i1.p1	Hetdac_DN560_c0_g1_i1.p1, Hetdac_DN20809_c0_g1_i1.p1
OG0006539	Shad_tr9176_c1_g1_i1.p1	Hetdac_DN35998_c0_g1_i2.p1
OG0006540	Shad_tr22071_c0_g1_i3.p1	Hetdac_DN45089_c0_g1_i1.p1
OG0006541	Shad_tr35380_c4_g1_i2.p1	Hetdac_DN9791_c0_g1_i1.p1
OG0006542	Shad_tr6800_c3_g1_i1.p1	Hetdac_DN2275_c0_g1_i1.p1
OG0006543	Shad_tr18344_c0_g1_i8.p1	Hetdac_DN1356_c0_g1_i1.p1
OG0006545	Shad_tr16368_c0_g2_i1.p1	Hetdac_DN11169_c0_g1_i1.p1
OG0006546	Shad_tr66_c1_g1_i1.p1	Hetdac_DN2229_c0_g1_i3.p1
OG0006547	Shad_tr22143_c1_g1_i1.p1	Hetdac_DN3892_c0_g1_i1.p1
OG0006549	Shad_tr22198_c0_g2_i3.p1	Hetdac_DN77115_c0_g1_i1.p1, Hetdac_DN16248_c0_g1_i2.p1
OG0006550	Shad_tr38515_c0_g1_i4.p1	Hetdac_DN2217_c0_g1_i5.p1
OG0006551	Shad_tr87666_c0_g1_i1.p1	Hetdac_DN4736_c0_g1_i1.p1
OG0006552	Shad_tr4326_c0_g1_i2.p1	Hetdac_DN6049_c0_g2_i1.p1
OG0006553	Shad_tr9859_c0_g1_i14.p1	Hetdac_DN513_c1_g1_i2.p1
OG0006554	Shad_tr10275_c0_g1_i10.p1	Hetdac_DN590_c0_g2_i1.p2
OG0006555	Shad_tr23234_c0_g1_i1.p1	Hetdac_DN13769_c0_g1_i1.p1
OG0006556	Shad_tr7463_c0_g1_i4.p1	Hetdac_DN83681_c0_g1_i1.p1
OG0006557	Shad_tr9594_c0_g1_i3.p1	Hetdac_DN63068_c0_g1_i1.p1
OG0006558	Shad_tr11057_c0_g1_i1.p1	Hetdac_DN79623_c0_g1_i1.p1
OG0006558	Shad_tr92912_c0_g1_i1.p1	Hetdac_DN89337_c0_g1_i1.p1
OG0006559	Shad_tr10580_c0_g1_i2.p1	Hetdac_DN25148_c0_g1_i3.p1
OG0006560	Shad_tr42109_c0_g1_i1.p1	Hetdac_DN40971_c0_g1_i2.p1
OG0006561	Shad_tr8402_c0_g1_i2.p1	Hetdac_DN5132_c0_g2_i3.p1
OG0006562	Shad_tr60_c0_g1_i2.p1	Hetdac_DN4958_c0_g1_i2.p1
OG0006563	Shad_tr58167_c0_g1_i1.p1, Shad_tr64960_c0_g1_i1.p1	Hetdac_DN31594_c0_g1_i1.p1
OG0006564	Shad_tr21455_c0_g1_i1.p1	Hetdac_DN9266_c0_g1_i1.p1
OG0006565	Shad_tr6753_c0_g1_i7.p1	Hetdac_DN10541_c0_g1_i1.p1
OG0006566	Shad_tr7668_c0_g1_i9.p1	Hetdac_DN14323_c0_g1_i2.p1
OG0006567	Shad_tr8732_c0_g2_i1.p1	Hetdac_DN21279_c0_g1_i1.p1
OG0006568	Shad_tr18456_c0_g1_i1.p1	Hetdac_DN8450_c0_g1_i8.p1
OG0006569	Shad_tr24231_c0_g1_i4.p1	Hetdac_DN10869_c0_g1_i2.p1
OG0006570	Shad_tr39905_c2_g2_i1.p1	Hetdac_DN6209_c0_g1_i1.p1
OG0006571	Shad_tr24236_c2_g1_i1.p1, Shad_tr85543_c0_g1_i1.p1	Hetdac_DN37314_c0_g1_i1.p1
OG0006572	Shad_tr13585_c0_g1_i1.p1	Hetdac_DN7931_c0_g2_i2.p1
OG0006573	Shad_tr5036_c0_g1_i20.p1	Hetdac_DN74607_c0_g1_i1.p1
OG0006575	Shad_tr5837_c6_g1_i2.p1	Hetdac_DN3343_c0_g1_i1.p1
OG0006576	Shad_tr10982_c1_g1_i2.p1	Hetdac_DN12660_c0_g1_i1.p1
OG0006577	Shad_tr3471_c0_g1_i7.p1	Hetdac_DN7393_c1_g1_i1.p1
OG0006578	Shad_tr23682_c0_g1_i1.p1	Hetdac_DN12324_c0_g1_i1.p1
OG0006579	Shad_tr126_c0_g1_i1.p1	Hetdac_DN4169_c0_g3_i1.p1
OG0006580	Shad_tr16414_c0_g2_i2.p1	Hetdac_DN35364_c0_g1_i1.p1
OG0006581	Shad_tr17059_c2_g1_i10.p1	Hetdac_DN17262_c0_g1_i2.p1
OG0006582	Shad_tr24800_c0_g3_i3.p1	Hetdac_DN76428_c0_g1_i1.p1
OG0006583	Shad_tr2747_c5_g1_i3.p1	Hetdac_DN11658_c0_g1_i1.p1, Hetdac_DN7314_c0_g1_i1.p1
OG0006584	Shad_tr14287_c0_g1_i25.p1	Hetdac_DN60043_c0_g1_i1.p1
OG0006585	Shad_tr22776_c1_g1_i1.p1	Hetdac_DN3320_c0_g1_i2.p1
OG0006586	Shad_tr10122_c1_g1_i4.p1	Hetdac_DN12033_c0_g1_i1.p1
OG0006587	Shad_tr23619_c3_g1_i1.p1, Shad_tr12691_c0_g1_i2.p1	Hetdac_DN15772_c0_g1_i1.p1
OG0006588	Shad_tr226_c0_g1_i14.p2	Hetdac_DN10361_c0_g1_i1.p1
OG0006589	Shad_tr30701_c0_g1_i1.p1	Hetdac_DN63512_c0_g1_i1.p1
OG0006591	Shad_tr2939_c0_g2_i2.p1	Hetdac_DN7632_c0_g1_i1.p1
OG0006592	Shad_tr11308_c1_g1_i1.p1	Hetdac_DN30329_c0_g1_i1.p1
OG0006593	Shad_tr14135_c0_g1_i3.p1	Hetdac_DN8736_c0_g1_i2.p1
OG0006594	Shad_tr11091_c0_g2_i1.p1	Hetdac_DN87593_c0_g1_i1.p1
OG0006595	Shad_tr10629_c0_g2_i2.p1	Hetdac_DN10364_c0_g1_i1.p1
OG0006596	Shad_tr7347_c1_g2_i5.p1	Hetdac_DN51768_c0_g1_i1.p1
OG0006597	Shad_tr21202_c0_g1_i25.p1	Hetdac_DN7301_c0_g1_i2.p1
OG0006598	Shad_tr33976_c0_g1_i30.p1	Hetdac_DN14184_c0_g1_i1.p1
OG0006599	Shad_tr32517_c3_g1_i2.p1	Hetdac_DN63379_c0_g1_i1.p1
OG0006600	Shad_tr2461_c1_g4_i2.p1	Hetdac_DN1794_c0_g1_i1.p1
OG0006601	Shad_tr106286_c0_g1_i1.p1, Shad_tr47715_c0_g1_i4.p1	Hetdac_DN20281_c0_g1_i2.p1
OG0006602	Shad_tr13265_c0_g1_i4.p1	Hetdac_DN57426_c0_g1_i1.p1
OG0006603	Shad_tr38343_c2_g1_i7.p1	Hetdac_DN15098_c0_g1_i1.p1
OG0006604	Shad_tr6961_c2_g1_i1.p1	Hetdac_DN32185_c0_g1_i3.p1
OG0006605	Shad_tr3155_c0_g1_i9.p1	Hetdac_DN4649_c0_g1_i3.p1
OG0006606	Shad_tr34874_c0_g1_i10.p1	Hetdac_DN6444_c0_g1_i1.p1
OG0006607	Shad_tr1759_c9_g1_i3.p1	Hetdac_DN54290_c0_g1_i1.p1
OG0006608	Shad_tr22582_c1_g2_i4.p1	Hetdac_DN48070_c0_g1_i2.p1
OG0006609	Shad_tr39913_c1_g1_i1.p1	Hetdac_DN2223_c2_g1_i1.p1
OG0006610	Shad_tr11804_c0_g1_i1.p1	Hetdac_DN26861_c0_g1_i2.p1
OG0006611	Shad_tr19636_c1_g1_i3.p1	Hetdac_DN72178_c0_g1_i1.p1
OG0006612	Shad_tr9062_c0_g1_i15.p1	Hetdac_DN10701_c0_g1_i2.p1
OG0006614	Shad_tr1489_c5_g1_i3.p1, Shad_tr187_c8_g1_i1.p1, Shad_tr32716_c3_g1_i1.p1	Hetdac_DN12020_c0_g1_i4.p1
OG0006615	Shad_tr2549_c0_g1_i4.p1	Hetdac_DN3467_c1_g1_i1.p1
OG0006616	Shad_tr1276_c1_g1_i1.p1	Hetdac_DN1016_c0_g1_i1.p1
OG0006617	Shad_tr92020_c0_g1_i1.p1	Hetdac_DN11456_c0_g1_i1.p1
OG0006618	Shad_tr6146_c0_g1_i1.p1	Hetdac_DN15420_c0_g1_i1.p1
OG0006619	Shad_tr6944_c0_g1_i6.p1	Hetdac_DN553_c2_g1_i2.p1
OG0006620	Shad_tr6416_c0_g1_i4.p1	Hetdac_DN13940_c0_g1_i1.p1
OG0006621	Shad_tr2525_c0_g1_i24.p1	Hetdac_DN1143_c2_g1_i1.p1
OG0006622	Shad_tr17310_c2_g1_i8.p1	Hetdac_DN14674_c0_g1_i2.p1
OG0006623	Shad_tr8069_c0_g1_i1.p1	Hetdac_DN1516_c0_g1_i1.p1
OG0006624	Shad_tr10226_c0_g1_i3.p1	Hetdac_DN76467_c0_g1_i1.p1
OG0006625	Shad_tr20457_c1_g1_i3.p1	Hetdac_DN37485_c0_g1_i2.p1
OG0006626	Shad_tr7010_c0_g1_i19.p1	Hetdac_DN7833_c0_g1_i3.p1
OG0006627	Shad_tr13272_c0_g1_i2.p1	Hetdac_DN5624_c0_g1_i5.p1
OG0006629	Shad_tr4872_c1_g1_i2.p1	Hetdac_DN5817_c0_g1_i2.p1
OG0006632	Shad_tr16108_c0_g1_i14.p1	Hetdac_DN6992_c0_g1_i1.p1
OG0006633	Shad_tr48337_c0_g1_i43.p1	Hetdac_DN8950_c0_g1_i2.p1
OG0006634	Shad_tr21439_c0_g1_i2.p1	Hetdac_DN46135_c0_g1_i1.p1
OG0006635	Shad_tr12627_c2_g1_i1.p1	Hetdac_DN85991_c0_g1_i1.p1
OG0006636	Shad_tr4301_c0_g1_i1.p1	Hetdac_DN885_c0_g1_i1.p1
OG0006638	Shad_tr26516_c0_g1_i1.p1	Hetdac_DN30949_c0_g1_i1.p1
OG0006639	Shad_tr7073_c0_g2_i3.p1	Hetdac_DN24786_c0_g1_i3.p1
OG0006640	Shad_tr11406_c0_g1_i3.p1	Hetdac_DN10150_c0_g1_i1.p1
OG0006641	Shad_tr4962_c0_g1_i7.p1	Hetdac_DN5685_c0_g1_i2.p1
OG0006642	Shad_tr12238_c0_g1_i2.p1	Hetdac_DN8656_c0_g1_i3.p1
OG0006643	Shad_tr2414_c1_g1_i1.p1	Hetdac_DN9530_c0_g1_i3.p1
OG0006644	Shad_tr30928_c0_g1_i9.p1	Hetdac_DN6622_c2_g1_i2.p1
OG0006645	Shad_tr6988_c0_g1_i1.p1	Hetdac_DN1850_c0_g1_i1.p1
OG0006646	Shad_tr32524_c0_g1_i1.p1	Hetdac_DN65962_c0_g1_i1.p1
OG0006647	Shad_tr9666_c1_g1_i5.p1	Hetdac_DN4503_c1_g1_i4.p1
OG0006648	Shad_tr8498_c0_g1_i3.p1	Hetdac_DN9869_c0_g1_i4.p1
OG0006649	Shad_tr10280_c0_g1_i16.p1	Hetdac_DN5562_c0_g1_i9.p1
OG0006650	Shad_tr9353_c1_g1_i2.p1	Hetdac_DN11978_c0_g1_i2.p1
OG0006652	Shad_tr2364_c0_g1_i1.p1	Hetdac_DN1587_c0_g1_i1.p1
OG0006653	Shad_tr11093_c5_g1_i1.p1	Hetdac_DN5346_c0_g1_i2.p1
OG0006654	Shad_tr7009_c1_g1_i1.p1	Hetdac_DN16901_c0_g1_i1.p1
OG0006655	Shad_tr14316_c0_g1_i4.p1	Hetdac_DN4573_c0_g1_i2.p1
OG0006656	Shad_tr13988_c0_g1_i7.p1	Hetdac_DN787_c0_g1_i1.p1
OG0006657	Shad_tr16477_c5_g2_i2.p1	Hetdac_DN1683_c0_g1_i1.p1
OG0006659	Shad_tr3164_c1_g1_i2.p1	Hetdac_DN4627_c0_g1_i1.p1
OG0006660	Shad_tr7573_c0_g1_i2.p1	Hetdac_DN6183_c0_g1_i1.p1
OG0006661	Shad_tr22186_c0_g3_i4.p1	Hetdac_DN12060_c0_g1_i3.p1
OG0006662	Shad_tr9784_c0_g2_i3.p1	Hetdac_DN17793_c0_g1_i1.p1
OG0006663	Shad_tr3624_c0_g1_i2.p1	Hetdac_DN243_c0_g1_i1.p1
OG0006664	Shad_tr3680_c0_g1_i6.p1	Hetdac_DN3308_c0_g1_i1.p1
OG0006665	Shad_tr688_c3_g1_i1.p1	Hetdac_DN12464_c0_g1_i3.p1
OG0006666	Shad_tr2842_c0_g1_i5.p1	Hetdac_DN2076_c0_g1_i1.p1
OG0006667	Shad_tr34880_c0_g1_i1.p1, Shad_tr103684_c0_g1_i1.p1	Hetdac_DN24343_c0_g1_i1.p1
OG0006668	Shad_tr7287_c1_g1_i12.p1	Hetdac_DN51114_c0_g1_i2.p1, Hetdac_DN25127_c0_g1_i1.p1
OG0006669	Shad_tr53872_c0_g1_i18.p1	Hetdac_DN4846_c0_g1_i3.p1
OG0006670	Shad_tr6206_c1_g1_i1.p1	Hetdac_DN2583_c0_g3_i1.p1
OG0006671	Shad_tr1820_c0_g3_i2.p1	Hetdac_DN23263_c0_g1_i1.p1
OG0006672	Shad_tr2856_c1_g2_i1.p1	Hetdac_DN19056_c0_g1_i1.p1
OG0006674	Shad_tr13422_c0_g1_i2.p1	Hetdac_DN2100_c0_g1_i2.p1
OG0006675	Shad_tr14083_c0_g1_i26.p1	Hetdac_DN3465_c1_g1_i3.p1
OG0006676	Shad_tr1108_c2_g2_i1.p1	Hetdac_DN5633_c0_g1_i1.p1
OG0006677	Shad_tr2080_c6_g1_i1.p1	Hetdac_DN28838_c0_g1_i1.p1
OG0006678	Shad_tr19807_c0_g1_i1.p1	Hetdac_DN3060_c0_g1_i1.p1
OG0006679	Shad_tr9225_c4_g1_i1.p1	Hetdac_DN2322_c0_g1_i1.p1
OG0006680	Shad_tr13834_c0_g1_i8.p1	Hetdac_DN11818_c1_g1_i2.p1
OG0006681	Shad_tr15590_c0_g2_i1.p1	Hetdac_DN82980_c0_g1_i1.p1
OG0006682	Shad_tr11910_c0_g1_i6.p1	Hetdac_DN4660_c0_g1_i1.p1
OG0006683	Shad_tr3633_c0_g1_i1.p1	Hetdac_DN86036_c0_g1_i1.p1
OG0006685	Shad_tr28976_c0_g1_i1.p1	Hetdac_DN3925_c0_g1_i1.p1
OG0006686	Shad_tr8948_c0_g1_i1.p1	Hetdac_DN3670_c0_g1_i1.p1
OG0006687	Shad_tr32475_c0_g1_i2.p1	Hetdac_DN1187_c0_g1_i1.p1
OG0006688	Shad_tr24891_c0_g1_i1.p1	Hetdac_DN9830_c0_g1_i1.p1
OG0006689	Shad_tr8342_c0_g1_i3.p1	Hetdac_DN24631_c0_g1_i1.p1
OG0006691	Shad_tr5679_c1_g1_i1.p1	Hetdac_DN9372_c0_g1_i1.p1
OG0006692	Shad_tr26080_c0_g1_i2.p1	Hetdac_DN8560_c0_g1_i1.p1
OG0006693	Shad_tr8227_c1_g4_i4.p1	Hetdac_DN17542_c1_g1_i12.p1
OG0006694	Shad_tr4258_c0_g2_i2.p1	Hetdac_DN9991_c0_g1_i1.p1
OG0006695	Shad_tr98370_c0_g1_i1.p1	Hetdac_DN81217_c0_g1_i1.p1, Hetdac_DN64757_c0_g1_i1.p1
OG0006696	Shad_tr2052_c0_g3_i1.p1	Hetdac_DN4169_c0_g2_i3.p1
OG0006697	Shad_tr2612_c2_g1_i1.p1	Hetdac_DN1497_c0_g1_i1.p1
OG0006698	Shad_tr35649_c0_g1_i4.p1	Hetdac_DN12123_c0_g1_i3.p1
OG0006699	Shad_tr2433_c1_g2_i2.p1	Hetdac_DN10499_c0_g1_i2.p1
OG0006701	Shad_tr9335_c0_g1_i3.p1	Hetdac_DN11516_c0_g1_i1.p1
OG0006702	Shad_tr226_c20_g1_i1.p1	Hetdac_DN11253_c0_g1_i1.p1
OG0006703	Shad_tr4780_c1_g2_i4.p1	Hetdac_DN1571_c0_g1_i1.p1
OG0006704	Shad_tr7009_c0_g2_i1.p1	Hetdac_DN12381_c1_g1_i1.p1
OG0006705	Shad_tr7904_c0_g1_i18.p1	Hetdac_DN3573_c0_g1_i2.p1
OG0006706	Shad_tr7094_c1_g2_i5.p1	Hetdac_DN15474_c0_g1_i1.p1
OG0006707	Shad_tr188_c1_g1_i4.p1	Hetdac_DN9619_c0_g1_i3.p1
OG0006708	Shad_tr4119_c3_g1_i5.p1	Hetdac_DN12619_c0_g2_i3.p1
