Orthogroup	Stichodactyla_haddoni_longest_pep	Macrodactyla_doreensis_longest_pep
OG0006046	Shad_tr45115_c0_g1_i4.p1	Macdac_DN2362_c4_g1_i1.p1
OG0006047	Shad_tr5430_c1_g2_i3.p1	Macdac_DN12204_c0_g3_i3.p1, Macdac_DN12204_c0_g2_i1.p1
OG0006049	Shad_tr20174_c0_g1_i1.p1	Macdac_DN14140_c2_g2_i1.p1
OG0006050	Shad_tr35851_c0_g1_i3.p1	Macdac_DN12628_c0_g1_i1.p1
OG0006051	Shad_tr13495_c0_g2_i1.p1	Macdac_DN10454_c0_g1_i2.p1
OG0006052	Shad_tr15957_c1_g1_i7.p1	Macdac_DN5972_c0_g1_i3.p1
OG0006053	Shad_tr15046_c0_g1_i1.p1	Macdac_DN276_c1_g1_i2.p1
OG0006054	Shad_tr6445_c0_g2_i1.p1	Macdac_DN29726_c0_g1_i1.p1
OG0006055	Shad_tr83574_c0_g1_i1.p1, Shad_tr19401_c0_g1_i11.p1	Macdac_DN6773_c0_g1_i1.p1
OG0006056	Shad_tr5408_c0_g2_i10.p1	Macdac_DN32721_c0_g1_i1.p1
OG0006057	Shad_tr66554_c0_g1_i1.p1	Macdac_DN11360_c0_g3_i1.p1
OG0006058	Shad_tr90646_c0_g1_i1.p1	Macdac_DN3989_c0_g1_i3.p1
OG0006059	Shad_tr16567_c1_g1_i1.p1	Macdac_DN13126_c0_g1_i1.p1
OG0006060	Shad_tr1186_c1_g2_i13.p1	Macdac_DN1229_c0_g2_i6.p1
OG0006061	Shad_tr17887_c0_g1_i17.p1	Macdac_DN38561_c0_g1_i3.p1
OG0006063	Shad_tr23258_c0_g1_i1.p1	Macdac_DN33991_c0_g2_i3.p1
OG0006064	Shad_tr10666_c2_g1_i1.p1	Macdac_DN3869_c0_g3_i5.p1
OG0006065	Shad_tr18092_c2_g1_i7.p1	Macdac_DN16774_c1_g1_i3.p1
OG0006066	Shad_tr2579_c2_g1_i3.p1	Macdac_DN23547_c0_g1_i1.p1
OG0006067	Shad_tr7973_c0_g1_i1.p1	Macdac_DN24157_c0_g1_i1.p1, Macdac_DN26184_c0_g3_i1.p1
OG0006068	Shad_tr31033_c2_g1_i2.p1	Macdac_DN11056_c0_g1_i4.p1
OG0006070	Shad_tr6074_c0_g1_i18.p1	Macdac_DN8934_c0_g1_i1.p1
OG0006071	Shad_tr24755_c1_g1_i1.p1	Macdac_DN29202_c0_g2_i1.p1
OG0006072	Shad_tr64414_c0_g1_i1.p1	Macdac_DN6521_c0_g3_i1.p1
OG0006073	Shad_tr1339_c0_g1_i3.p1	Macdac_DN11885_c0_g1_i1.p1
OG0006074	Shad_tr3243_c2_g1_i3.p1	Macdac_DN13605_c0_g1_i1.p1
OG0006075	Shad_tr8039_c6_g1_i1.p1	Macdac_DN17431_c0_g1_i4.p1
OG0006076	Shad_tr3755_c0_g1_i1.p1	Macdac_DN10303_c0_g2_i1.p1
OG0006078	Shad_tr12627_c3_g1_i1.p1	Macdac_DN9236_c2_g1_i1.p1
OG0006079	Shad_tr7679_c0_g1_i1.p1	Macdac_DN4495_c0_g1_i6.p1
OG0006080	Shad_tr16226_c0_g1_i1.p1	Macdac_DN2874_c0_g1_i6.p1
OG0006081	Shad_tr43692_c2_g1_i1.p1	Macdac_DN1012_c0_g2_i2.p1
OG0006082	Shad_tr11366_c0_g1_i2.p1	Macdac_DN12565_c1_g1_i2.p1, Macdac_DN12565_c1_g2_i1.p1
OG0006083	Shad_tr3302_c0_g3_i1.p1	Macdac_DN8194_c1_g1_i1.p1
OG0006084	Shad_tr10832_c0_g1_i11.p1	Macdac_DN25601_c0_g1_i6.p1
OG0006085	Shad_tr93822_c0_g1_i1.p1	Macdac_DN9661_c0_g1_i2.p1
OG0006086	Shad_tr13230_c0_g1_i3.p1	Macdac_DN4763_c0_g1_i2.p1
OG0006087	Shad_tr34029_c0_g1_i2.p1	Macdac_DN11361_c0_g1_i1.p2
OG0006088	Shad_tr69498_c0_g1_i1.p1	Macdac_DN40822_c0_g1_i1.p1
OG0006089	Shad_tr4570_c1_g1_i6.p1	Macdac_DN26897_c0_g1_i8.p1
OG0006090	Shad_tr17731_c5_g1_i1.p1	Macdac_DN46664_c0_g1_i2.p1
OG0006091	Shad_tr21727_c3_g1_i1.p1	Macdac_DN15987_c1_g1_i1.p1
OG0006092	Shad_tr55011_c0_g3_i1.p1, Shad_tr55863_c0_g1_i1.p1	Macdac_DN6663_c0_g2_i1.p1
OG0006093	Shad_tr22320_c0_g1_i1.p1	Macdac_DN19674_c0_g1_i1.p1
OG0006094	Shad_tr4728_c1_g1_i1.p1	Macdac_DN17345_c0_g1_i1.p1
OG0006095	Shad_tr93191_c0_g1_i1.p1	Macdac_DN1554_c1_g1_i3.p1
OG0006096	Shad_tr77905_c0_g1_i1.p1	Macdac_DN78_c1_g1_i2.p1
OG0006097	Shad_tr2925_c1_g1_i1.p1	Macdac_DN15774_c0_g2_i2.p1
OG0006098	Shad_tr9469_c0_g1_i2.p1	Macdac_DN6408_c0_g1_i1.p1
OG0006099	Shad_tr1453_c2_g1_i2.p1	Macdac_DN470_c2_g1_i1.p1
OG0006100	Shad_tr10524_c0_g2_i3.p1	Macdac_DN4375_c1_g1_i4.p1
OG0006102	Shad_tr50079_c0_g1_i1.p1	Macdac_DN29700_c0_g1_i4.p1
OG0006103	Shad_tr22586_c1_g1_i2.p1	Macdac_DN29665_c0_g2_i1.p1
OG0006104	Shad_tr21252_c7_g1_i1.p1	Macdac_DN11029_c0_g1_i1.p1
OG0006105	Shad_tr12209_c2_g1_i1.p1	Macdac_DN10373_c0_g1_i1.p1
OG0006106	Shad_tr46082_c0_g1_i1.p1	Macdac_DN45465_c0_g1_i1.p1
OG0006107	Shad_tr5443_c0_g1_i1.p1	Macdac_DN5496_c0_g1_i1.p1
OG0006108	Shad_tr11168_c0_g1_i10.p1	Macdac_DN9782_c0_g1_i6.p1
OG0006110	Shad_tr9039_c0_g1_i1.p1	Macdac_DN6129_c0_g1_i2.p1
OG0006111	Shad_tr46194_c3_g1_i2.p1	Macdac_DN3586_c3_g1_i2.p1
OG0006112	Shad_tr24721_c0_g1_i1.p1	Macdac_DN1081_c0_g2_i2.p1
OG0006113	Shad_tr12164_c0_g1_i8.p1	Macdac_DN6369_c1_g1_i1.p1
OG0006114	Shad_tr3373_c0_g1_i3.p1	Macdac_DN3653_c0_g1_i1.p1
OG0006115	Shad_tr9432_c0_g1_i1.p1	Macdac_DN13848_c0_g1_i2.p1
OG0006116	Shad_tr2052_c1_g1_i2.p1	Macdac_DN23444_c0_g1_i1.p1
OG0006117	Shad_tr6914_c0_g5_i1.p1	Macdac_DN19970_c0_g2_i1.p1
OG0006118	Shad_tr347_c0_g1_i8.p1	Macdac_DN10356_c0_g1_i2.p1
OG0006119	Shad_tr10951_c1_g1_i14.p1	Macdac_DN46668_c0_g1_i3.p1
OG0006120	Shad_tr70579_c0_g1_i1.p1	Macdac_DN61472_c0_g1_i1.p1
OG0006122	Shad_tr52310_c0_g1_i3.p1	Macdac_DN7826_c1_g1_i2.p1
OG0006123	Shad_tr8446_c0_g1_i3.p1	Macdac_DN40947_c0_g1_i1.p1
OG0006124	Shad_tr2132_c1_g1_i6.p1	Macdac_DN7908_c0_g2_i1.p1
OG0006125	Shad_tr17157_c0_g1_i1.p1	Macdac_DN1211_c0_g1_i1.p1
OG0006126	Shad_tr10047_c0_g1_i3.p1	Macdac_DN3067_c0_g2_i2.p1
OG0006127	Shad_tr7112_c0_g4_i2.p1	Macdac_DN324_c0_g1_i4.p1
OG0006128	Shad_tr39609_c0_g1_i3.p1	Macdac_DN3983_c0_g1_i3.p1
OG0006129	Shad_tr9483_c0_g1_i1.p1	Macdac_DN15473_c0_g1_i1.p1
OG0006130	Shad_tr4018_c0_g1_i12.p1	Macdac_DN10660_c0_g1_i2.p1
OG0006131	Shad_tr34097_c0_g1_i1.p1	Macdac_DN9146_c0_g1_i1.p1
OG0006132	Shad_tr24880_c0_g1_i1.p1	Macdac_DN9455_c0_g1_i1.p1
OG0006134	Shad_tr198_c0_g1_i1.p1	Macdac_DN1211_c2_g1_i8.p1
OG0006135	Shad_tr12649_c0_g2_i1.p1	Macdac_DN7172_c1_g1_i3.p1
OG0006137	Shad_tr1184_c0_g2_i1.p1	Macdac_DN7163_c0_g1_i2.p1
OG0006138	Shad_tr34113_c2_g1_i1.p1	Macdac_DN37266_c0_g2_i1.p1
OG0006139	Shad_tr2335_c6_g1_i5.p1	Macdac_DN17326_c0_g1_i3.p1
OG0006140	Shad_tr1244_c0_g1_i14.p1	Macdac_DN9802_c1_g1_i1.p1
OG0006141	Shad_tr29721_c0_g1_i5.p1	Macdac_DN10053_c1_g1_i2.p1
OG0006143	Shad_tr50910_c0_g1_i1.p1	Macdac_DN24404_c0_g1_i3.p1
OG0006145	Shad_tr4526_c0_g1_i4.p1	Macdac_DN33884_c0_g1_i5.p1
OG0006146	Shad_tr62280_c0_g1_i1.p1	Macdac_DN9294_c0_g1_i2.p1
OG0006147	Shad_tr64495_c0_g1_i2.p1, Shad_tr23822_c0_g1_i1.p1	Macdac_DN15537_c0_g1_i2.p2
OG0006150	Shad_tr10618_c3_g1_i1.p1	Macdac_DN25878_c0_g1_i1.p1
OG0006151	Shad_tr584_c0_g1_i14.p1	Macdac_DN2943_c0_g3_i1.p1
OG0006153	Shad_tr17506_c0_g1_i3.p1	Macdac_DN13339_c0_g1_i2.p1
OG0006154	Shad_tr20608_c0_g1_i1.p1	Macdac_DN26548_c0_g2_i1.p1
OG0006155	Shad_tr25566_c2_g1_i1.p1, Shad_tr29333_c2_g1_i1.p1	Macdac_DN16996_c1_g2_i1.p1
OG0006156	Shad_tr10625_c0_g1_i6.p1	Macdac_DN9173_c0_g1_i7.p1
OG0006157	Shad_tr31679_c1_g1_i1.p1	Macdac_DN6767_c0_g1_i9.p1
OG0006159	Shad_tr55823_c1_g1_i3.p1	Macdac_DN25452_c0_g1_i1.p1
OG0006160	Shad_tr3327_c0_g1_i8.p1	Macdac_DN20652_c0_g1_i1.p1
OG0006161	Shad_tr183_c0_g1_i2.p1	Macdac_DN14732_c1_g1_i3.p1
OG0006162	Shad_tr2140_c0_g1_i3.p1	Macdac_DN560_c0_g2_i1.p1
OG0006163	Shad_tr419_c0_g1_i3.p1	Macdac_DN4242_c0_g3_i3.p1
OG0006164	Shad_tr3487_c5_g1_i1.p1	Macdac_DN11372_c0_g1_i5.p1
OG0006165	Shad_tr31121_c1_g1_i1.p1	Macdac_DN17564_c0_g1_i1.p1
OG0006166	Shad_tr12502_c0_g1_i13.p1	Macdac_DN11700_c0_g3_i1.p1
OG0006167	Shad_tr21374_c0_g3_i1.p1, Shad_tr25352_c1_g1_i2.p1	Macdac_DN4256_c0_g1_i2.p1
OG0006168	Shad_tr7024_c3_g1_i2.p1	Macdac_DN17629_c0_g1_i1.p1
OG0006169	Shad_tr23519_c0_g1_i8.p1, Shad_tr31065_c0_g2_i7.p1	Macdac_DN16790_c0_g1_i4.p1
OG0006170	Shad_tr2406_c0_g1_i3.p1	Macdac_DN1328_c0_g3_i1.p1
OG0006171	Shad_tr21420_c1_g1_i3.p1, Shad_tr13298_c1_g1_i3.p1, Shad_tr21420_c0_g2_i1.p1	Macdac_DN17005_c0_g1_i1.p1
OG0006172	Shad_tr1767_c3_g1_i1.p1	Macdac_DN2538_c0_g2_i1.p1
OG0006173	Shad_tr72983_c0_g1_i1.p1, Shad_tr95252_c0_g1_i1.p1, Shad_tr17554_c1_g1_i1.p1, Shad_tr29331_c1_g1_i3.p1	Macdac_DN14181_c1_g2_i1.p1
OG0006176	Shad_tr8778_c12_g1_i1.p1	Macdac_DN6370_c0_g2_i1.p1
OG0006177	Shad_tr15445_c0_g1_i1.p1	Macdac_DN10318_c0_g1_i3.p1
OG0006178	Shad_tr29185_c0_g1_i2.p1	Macdac_DN18067_c0_g2_i1.p1
OG0006179	Shad_tr10004_c0_g2_i1.p1	Macdac_DN5071_c0_g1_i1.p1
OG0006181	Shad_tr30764_c1_g1_i3.p1, Shad_tr25979_c1_g1_i1.p1	Macdac_DN14928_c0_g1_i4.p1
OG0006182	Shad_tr10794_c0_g1_i1.p1	Macdac_DN16945_c0_g1_i2.p1
OG0006183	Shad_tr5385_c0_g1_i12.p1	Macdac_DN15795_c0_g1_i2.p1
OG0006183	Shad_tr1001_c0_g4_i1.p1	Macdac_DN15795_c0_g2_i1.p1
OG0006184	Shad_tr17603_c0_g1_i2.p1	Macdac_DN4857_c0_g1_i2.p1
OG0006186	Shad_tr9607_c1_g1_i14.p1	Macdac_DN4482_c0_g2_i5.p1
OG0006188	Shad_tr22812_c0_g1_i1.p1	Macdac_DN35003_c0_g1_i1.p1
OG0006189	Shad_tr11571_c7_g1_i1.p1	Macdac_DN5475_c0_g2_i1.p1
OG0006190	Shad_tr1833_c0_g2_i1.p1	Macdac_DN2721_c0_g1_i1.p1
OG0006191	Shad_tr10397_c3_g1_i1.p1	Macdac_DN22632_c0_g1_i1.p1
OG0006192	Shad_tr14063_c0_g1_i1.p1	Macdac_DN8588_c0_g1_i1.p1
OG0006193	Shad_tr5750_c4_g1_i1.p1	Macdac_DN4254_c0_g3_i1.p1
OG0006194	Shad_tr45057_c0_g1_i1.p1	Macdac_DN4592_c0_g1_i1.p1
OG0006195	Shad_tr40378_c0_g1_i2.p1	Macdac_DN34102_c0_g1_i1.p1
OG0006196	Shad_tr34442_c0_g1_i2.p1, Shad_tr4798_c0_g2_i4.p1	Macdac_DN2189_c0_g4_i1.p1
OG0006197	Shad_tr8308_c0_g1_i1.p1	Macdac_DN8120_c0_g2_i1.p1
OG0006198	Shad_tr9531_c1_g1_i9.p1	Macdac_DN14494_c0_g1_i2.p1
OG0006199	Shad_tr21494_c0_g1_i3.p1	Macdac_DN31184_c0_g1_i1.p1
OG0006200	Shad_tr2492_c1_g2_i2.p1	Macdac_DN10765_c0_g3_i1.p1
OG0006201	Shad_tr1879_c0_g3_i1.p1	Macdac_DN13758_c0_g1_i1.p1
OG0006204	Shad_tr39556_c4_g1_i1.p1	Macdac_DN18579_c0_g1_i2.p1
OG0006205	Shad_tr3167_c0_g2_i1.p1	Macdac_DN5796_c0_g2_i1.p1
OG0006206	Shad_tr41240_c0_g1_i1.p1, Shad_tr2027_c4_g1_i1.p1, Shad_tr11879_c0_g1_i3.p1, Shad_tr8789_c0_g1_i4.p1	Macdac_DN24762_c0_g2_i1.p1
OG0006207	Shad_tr3652_c2_g1_i2.p1	Macdac_DN30087_c0_g1_i2.p1
OG0006208	Shad_tr9955_c0_g1_i2.p1	Macdac_DN13942_c0_g1_i3.p1
OG0006209	Shad_tr7697_c0_g4_i1.p1	Macdac_DN5562_c0_g1_i1.p1
OG0006210	Shad_tr10829_c0_g1_i1.p1	Macdac_DN1115_c1_g1_i1.p1
OG0006211	Shad_tr10188_c1_g1_i1.p1	Macdac_DN2027_c0_g1_i1.p1
OG0006212	Shad_tr46056_c0_g1_i3.p1	Macdac_DN41622_c0_g1_i1.p1
OG0006214	Shad_tr36351_c0_g1_i1.p3, Shad_tr36351_c0_g2_i1.p1	Macdac_DN9573_c0_g2_i1.p1
OG0006215	Shad_tr3577_c1_g1_i1.p1	Macdac_DN3440_c0_g1_i2.p1
OG0006217	Shad_tr4207_c0_g1_i1.p1	Macdac_DN1578_c0_g1_i2.p1
OG0006219	Shad_tr5695_c1_g2_i1.p1	Macdac_DN3160_c0_g1_i1.p1
OG0006220	Shad_tr21055_c1_g1_i1.p1	Macdac_DN23411_c0_g2_i1.p1, Macdac_DN23411_c0_g3_i1.p1
OG0006221	Shad_tr46998_c0_g1_i2.p1	Macdac_DN127_c0_g1_i5.p1
OG0006222	Shad_tr3493_c7_g1_i1.p1	Macdac_DN4251_c1_g1_i1.p1
OG0006224	Shad_tr10326_c0_g1_i1.p1	Macdac_DN5661_c0_g1_i1.p1
OG0006225	Shad_tr7066_c0_g1_i2.p1	Macdac_DN10507_c0_g2_i1.p1
OG0006226	Shad_tr10062_c2_g1_i1.p1	Macdac_DN9459_c0_g1_i1.p1
OG0006227	Shad_tr25586_c0_g1_i2.p2	Macdac_DN773_c0_g1_i2.p1
OG0006228	Shad_tr5375_c0_g1_i1.p1	Macdac_DN1921_c2_g1_i1.p1
OG0006229	Shad_tr3674_c0_g1_i1.p1	Macdac_DN10297_c0_g1_i1.p1
OG0006232	Shad_tr8404_c1_g2_i2.p1, Shad_tr964_c0_g1_i6.p1	Macdac_DN451_c0_g1_i2.p1
OG0006233	Shad_tr22588_c5_g1_i1.p1	Macdac_DN25765_c0_g1_i1.p1
OG0006234	Shad_tr24231_c1_g1_i2.p1	Macdac_DN55269_c0_g1_i1.p1
OG0006235	Shad_tr769_c7_g1_i1.p1	Macdac_DN1137_c1_g2_i2.p2
OG0006236	Shad_tr17767_c0_g1_i3.p1	Macdac_DN22191_c1_g1_i2.p1
OG0006237	Shad_tr61856_c0_g1_i2.p1	Macdac_DN21520_c2_g1_i1.p1
OG0006238	Shad_tr15807_c1_g1_i1.p1	Macdac_DN8937_c0_g1_i1.p1
OG0006241	Shad_tr14700_c0_g1_i3.p1	Macdac_DN5174_c0_g1_i3.p1
OG0006242	Shad_tr15228_c2_g3_i1.p1	Macdac_DN13801_c0_g1_i1.p1
OG0006243	Shad_tr421_c1_g1_i1.p1	Macdac_DN6484_c0_g1_i1.p1
OG0006244	Shad_tr3552_c0_g2_i1.p1	Macdac_DN29820_c0_g1_i1.p1
OG0006245	Shad_tr63464_c0_g1_i1.p1	Macdac_DN606_c0_g1_i2.p1
OG0006246	Shad_tr20770_c0_g1_i3.p1	Macdac_DN25537_c0_g2_i3.p1
OG0006248	Shad_tr88335_c0_g1_i1.p1	Macdac_DN5680_c1_g1_i1.p1
OG0006249	Shad_tr42198_c0_g1_i1.p1	Macdac_DN19903_c0_g1_i1.p1
OG0006250	Shad_tr4755_c0_g1_i16.p1	Macdac_DN6636_c0_g1_i1.p1
OG0006251	Shad_tr5207_c0_g2_i1.p1	Macdac_DN17192_c1_g1_i2.p1
OG0006252	Shad_tr7561_c0_g1_i12.p1	Macdac_DN1212_c0_g2_i1.p1
OG0006256	Shad_tr13815_c0_g2_i2.p1, Shad_tr23022_c0_g3_i2.p1, Shad_tr16111_c0_g1_i14.p1, Shad_tr16111_c0_g2_i1.p1	Macdac_DN36712_c0_g1_i8.p1, Macdac_DN1938_c0_g1_i7.p1
OG0006258	Shad_tr90_c0_g1_i1.p1	Macdac_DN58095_c0_g1_i1.p1
OG0006262	Shad_tr9964_c0_g1_i1.p1	Macdac_DN13138_c0_g2_i1.p1
OG0006264	Shad_tr2528_c0_g1_i1.p1	Macdac_DN1557_c0_g1_i6.p1
OG0006265	Shad_tr36831_c0_g1_i21.p1	Macdac_DN314_c0_g1_i2.p1
OG0006266	Shad_tr11107_c0_g1_i21.p1	Macdac_DN7233_c0_g1_i4.p1
OG0006268	Shad_tr73916_c0_g1_i1.p1, Shad_tr8699_c0_g1_i1.p1	Macdac_DN5425_c0_g2_i1.p1
OG0006270	Shad_tr1050_c0_g1_i2.p1	Macdac_DN14334_c0_g1_i1.p1
OG0006271	Shad_tr10494_c0_g1_i2.p1	Macdac_DN9523_c0_g4_i2.p1
OG0006272	Shad_tr515_c0_g1_i13.p1	Macdac_DN3651_c0_g2_i1.p1
OG0006273	Shad_tr1527_c15_g1_i8.p1	Macdac_DN15017_c0_g1_i5.p1
OG0006274	Shad_tr20858_c0_g1_i9.p1	Macdac_DN970_c0_g4_i2.p1
OG0006275	Shad_tr27585_c0_g1_i7.p1	Macdac_DN19416_c0_g1_i1.p1
OG0006276	Shad_tr10099_c0_g1_i5.p1	Macdac_DN8045_c0_g1_i2.p1
OG0006277	Shad_tr472_c3_g2_i1.p1	Macdac_DN31280_c0_g2_i1.p1
OG0006278	Shad_tr4751_c0_g2_i6.p1	Macdac_DN3687_c0_g1_i4.p1
OG0006279	Shad_tr554_c3_g1_i1.p1	Macdac_DN219_c0_g1_i11.p1
OG0006281	Shad_tr56756_c0_g1_i7.p1	Macdac_DN1032_c0_g5_i1.p1
OG0006282	Shad_tr76005_c0_g1_i1.p1	Macdac_DN24135_c0_g2_i2.p1
OG0006283	Shad_tr16116_c1_g1_i3.p1	Macdac_DN4212_c0_g1_i2.p1
OG0006284	Shad_tr18547_c0_g1_i29.p1	Macdac_DN27653_c0_g1_i2.p1
OG0006285	Shad_tr7091_c0_g3_i1.p1	Macdac_DN929_c2_g1_i3.p1
OG0006286	Shad_tr7130_c1_g1_i3.p1	Macdac_DN15070_c0_g1_i8.p1, Macdac_DN15070_c0_g2_i1.p1
OG0006287	Shad_tr3259_c0_g1_i1.p1	Macdac_DN6895_c0_g2_i5.p1
OG0006289	Shad_tr7079_c0_g1_i2.p1	Macdac_DN11462_c0_g2_i1.p1
OG0006290	Shad_tr3368_c0_g1_i7.p1	Macdac_DN2347_c0_g1_i1.p1
OG0006291	Shad_tr34313_c0_g1_i5.p1	Macdac_DN10883_c0_g2_i2.p1
OG0006292	Shad_tr9737_c0_g1_i7.p1	Macdac_DN7861_c0_g1_i10.p1
OG0006293	Shad_tr39906_c0_g1_i1.p1	Macdac_DN7099_c0_g1_i7.p1
OG0006294	Shad_tr9740_c0_g1_i1.p1	Macdac_DN39387_c0_g1_i1.p1
OG0006295	Shad_tr10175_c1_g1_i2.p1	Macdac_DN9265_c1_g4_i1.p1
OG0006297	Shad_tr33018_c0_g1_i5.p1	Macdac_DN12099_c0_g1_i2.p1
OG0006298	Shad_tr10233_c1_g1_i4.p1	Macdac_DN4601_c1_g1_i2.p1
OG0006300	Shad_tr4596_c1_g1_i5.p1	Macdac_DN6913_c0_g3_i2.p1
OG0006301	Shad_tr20845_c0_g1_i2.p1	Macdac_DN35324_c0_g2_i3.p1
OG0006302	Shad_tr12942_c0_g1_i1.p1	Macdac_DN2872_c0_g3_i2.p1
OG0006303	Shad_tr63096_c0_g1_i1.p1	Macdac_DN37948_c0_g1_i1.p1
OG0006304	Shad_tr17736_c0_g1_i2.p1	Macdac_DN15991_c0_g1_i4.p1
OG0006305	Shad_tr1508_c1_g1_i1.p1	Macdac_DN8088_c0_g1_i2.p1
OG0006306	Shad_tr17681_c0_g2_i1.p1	Macdac_DN1433_c4_g2_i2.p1
OG0006307	Shad_tr30263_c0_g1_i4.p1	Macdac_DN27130_c0_g1_i4.p1
OG0006308	Shad_tr3856_c0_g1_i1.p1	Macdac_DN29542_c0_g1_i4.p1
OG0006309	Shad_tr1713_c6_g1_i3.p1	Macdac_DN63503_c0_g1_i1.p1
OG0006311	Shad_tr23130_c0_g1_i1.p1	Macdac_DN31270_c0_g1_i1.p1
OG0006312	Shad_tr98256_c0_g1_i1.p1	Macdac_DN49_c0_g1_i1.p1
OG0006312	Shad_tr62314_c0_g1_i1.p1	Macdac_DN4938_c0_g1_i1.p1
OG0006315	Shad_tr12367_c4_g1_i1.p1	Macdac_DN3556_c0_g1_i1.p1
OG0006322	Shad_tr86465_c0_g1_i1.p1	Macdac_DN13931_c0_g2_i1.p1
OG0006322	Shad_tr15773_c0_g2_i1.p2	Macdac_DN16101_c0_g6_i1.p1
OG0006323	Shad_tr56942_c1_g1_i1.p1, Shad_tr56942_c0_g1_i1.p1	Macdac_DN36938_c0_g2_i1.p1
OG0006324	Shad_tr19075_c0_g1_i4.p1, Shad_tr34261_c0_g1_i2.p1	Macdac_DN36648_c0_g1_i1.p1
OG0006325	Shad_tr22760_c0_g2_i3.p1	Macdac_DN22218_c0_g1_i1.p2
OG0006325	Shad_tr87376_c0_g1_i1.p1	Macdac_DN23747_c0_g2_i1.p1
OG0006333	Shad_tr34053_c0_g2_i1.p1	Macdac_DN9783_c1_g2_i1.p1
OG0006334	Shad_tr4772_c0_g1_i7.p1, Shad_tr5064_c0_g1_i19.p1, Shad_tr5064_c1_g1_i1.p1	Macdac_DN7274_c0_g1_i3.p1, Macdac_DN31371_c0_g1_i2.p1
OG0006335	Shad_tr49584_c0_g1_i1.p1	Macdac_DN9320_c0_g1_i1.p1
OG0006338	Shad_tr41686_c0_g1_i5.p1	Macdac_DN28801_c0_g1_i1.p1
OG0006341	Shad_tr71298_c0_g1_i1.p1	Macdac_DN30871_c1_g1_i1.p1, Macdac_DN16253_c0_g1_i2.p1
OG0006341	Shad_tr93142_c0_g1_i1.p1	Macdac_DN20441_c0_g1_i1.p1, Macdac_DN37046_c0_g3_i1.p1, Macdac_DN4259_c0_g2_i1.p1
OG0006347	Shad_tr7617_c0_g3_i1.p1	Macdac_DN16217_c0_g1_i1.p1
OG0006349	Shad_tr5361_c0_g1_i1.p2	Macdac_DN4006_c0_g2_i1.p1, Macdac_DN4006_c0_g3_i4.p1
OG0006350	Shad_tr1008_c0_g1_i6.p1	Macdac_DN27051_c0_g2_i1.p1
OG0006351	Shad_tr12858_c0_g1_i7.p1	Macdac_DN27237_c1_g1_i2.p1
OG0006353	Shad_tr12924_c0_g1_i7.p1	Macdac_DN4525_c0_g2_i6.p1
OG0006355	Shad_tr4904_c0_g1_i10.p1	Macdac_DN3101_c0_g1_i1.p1
OG0006356	Shad_tr5962_c0_g1_i22.p1	Macdac_DN11376_c0_g3_i1.p1
OG0006357	Shad_tr1928_c4_g1_i2.p1	Macdac_DN2667_c2_g1_i1.p1
OG0006358	Shad_tr26689_c0_g1_i7.p1	Macdac_DN17297_c0_g1_i8.p1
OG0006359	Shad_tr22893_c0_g1_i2.p1	Macdac_DN3118_c0_g1_i1.p1
OG0006360	Shad_tr9357_c0_g1_i1.p1	Macdac_DN18266_c1_g1_i1.p1
OG0006362	Shad_tr29310_c0_g2_i12.p1	Macdac_DN2552_c0_g1_i16.p1
OG0006363	Shad_tr8737_c3_g1_i4.p1	Macdac_DN6628_c0_g1_i2.p1
OG0006364	Shad_tr4290_c0_g2_i2.p1	Macdac_DN628_c2_g1_i1.p1
OG0006365	Shad_tr14085_c0_g1_i10.p1	Macdac_DN69226_c0_g1_i1.p1, Macdac_DN2538_c0_g3_i2.p1
OG0006366	Shad_tr3210_c1_g1_i3.p1	Macdac_DN12670_c0_g2_i3.p1
OG0006367	Shad_tr1567_c2_g1_i2.p1	Macdac_DN20419_c0_g2_i1.p1
OG0006368	Shad_tr6959_c0_g1_i2.p1	Macdac_DN13326_c2_g1_i5.p1
OG0006369	Shad_tr13910_c0_g1_i6.p1	Macdac_DN35385_c0_g2_i4.p1
OG0006370	Shad_tr7708_c0_g1_i12.p1	Macdac_DN19896_c0_g1_i1.p1
OG0006371	Shad_tr91_c0_g1_i1.p1	Macdac_DN37199_c0_g1_i1.p1
OG0006372	Shad_tr8039_c2_g1_i1.p1	Macdac_DN33503_c1_g3_i1.p1, Macdac_DN33503_c1_g2_i1.p1, Macdac_DN33503_c1_g1_i1.p1
OG0006373	Shad_tr345_c0_g1_i7.p1	Macdac_DN612_c1_g1_i10.p1
OG0006374	Shad_tr341_c1_g1_i1.p1	Macdac_DN402_c0_g1_i1.p1
OG0006375	Shad_tr8194_c0_g1_i1.p1	Macdac_DN15870_c0_g1_i1.p1
OG0006376	Shad_tr12360_c0_g1_i13.p1	Macdac_DN27239_c0_g1_i1.p1, Macdac_DN12533_c1_g1_i4.p1
OG0006377	Shad_tr7844_c4_g1_i7.p1	Macdac_DN2739_c0_g2_i3.p1
OG0006378	Shad_tr16592_c1_g1_i3.p1	Macdac_DN4899_c0_g1_i9.p1
OG0006379	Shad_tr5196_c1_g1_i6.p1	Macdac_DN45899_c1_g3_i1.p1, Macdac_DN45899_c1_g1_i1.p1
OG0006380	Shad_tr12978_c0_g1_i3.p1	Macdac_DN2378_c0_g2_i2.p1, Macdac_DN6369_c0_g1_i1.p1
