Orthogroup	Stichodactyla_haddoni_longest_pep	Heteractis_aurelias_longest_pep
OG0005432	Shad_tr958_c0_g1_i4.p1	Haur_tr285_c3_g1_i1.p1
OG0005433	Shad_tr19018_c0_g1_i6.p1	Haur_tr40483_c0_g1_i3.p1
OG0005434	Shad_tr19188_c0_g1_i5.p1	Haur_tr8359_c0_g1_i4.p1
OG0005435	Shad_tr32133_c0_g1_i6.p1	Haur_tr895_c1_g1_i2.p1
OG0005437	Shad_tr3601_c0_g1_i18.p1	Haur_tr8133_c0_g2_i6.p1
OG0005438	Shad_tr11160_c4_g1_i2.p1	Haur_tr3558_c1_g1_i3.p1
OG0005439	Shad_tr6345_c0_g1_i4.p1	Haur_tr8216_c0_g1_i19.p1
OG0005440	Shad_tr5200_c2_g1_i3.p1	Haur_tr38143_c0_g1_i6.p1
OG0005441	Shad_tr1747_c1_g1_i1.p1	Haur_tr8437_c0_g2_i14.p1
OG0005442	Shad_tr8100_c0_g1_i6.p1	Haur_tr6175_c0_g2_i2.p1
OG0005443	Shad_tr24918_c0_g1_i5.p1	Haur_tr228_c0_g1_i7.p1
OG0005444	Shad_tr3684_c0_g1_i5.p1	Haur_tr38215_c0_g1_i1.p1
OG0005445	Shad_tr23409_c0_g1_i1.p1	Haur_tr33837_c0_g1_i2.p1
OG0005447	Shad_tr1653_c0_g1_i2.p1	Haur_tr2019_c0_g1_i4.p1
OG0005448	Shad_tr3507_c0_g1_i2.p1	Haur_tr1858_c0_g1_i2.p1
OG0005449	Shad_tr30933_c1_g1_i23.p1	Haur_tr12314_c0_g1_i1.p1
OG0005451	Shad_tr15111_c0_g1_i12.p1	Haur_tr3339_c0_g1_i8.p1
OG0005453	Shad_tr3607_c0_g1_i5.p1	Haur_tr3514_c0_g1_i1.p1
OG0005454	Shad_tr13542_c0_g1_i7.p1	Haur_tr38141_c0_g1_i2.p1
OG0005455	Shad_tr2979_c1_g1_i2.p1	Haur_tr6304_c1_g1_i2.p1
OG0005456	Shad_tr17195_c0_g1_i13.p1	Haur_tr4999_c0_g1_i2.p1
OG0005457	Shad_tr14009_c0_g1_i2.p1	Haur_tr1804_c0_g1_i15.p1
OG0005458	Shad_tr11751_c0_g1_i5.p1	Haur_tr1795_c3_g1_i1.p1
OG0005459	Shad_tr6791_c1_g1_i2.p1	Haur_tr5914_c0_g1_i2.p1
OG0005460	Shad_tr4692_c11_g1_i4.p1	Haur_tr37255_c0_g1_i6.p1
OG0005461	Shad_tr13845_c0_g1_i10.p1	Haur_tr38520_c0_g1_i1.p1
OG0005462	Shad_tr1836_c2_g1_i6.p1	Haur_tr3253_c2_g3_i1.p1
OG0005463	Shad_tr13556_c0_g1_i1.p1	Haur_tr27383_c0_g1_i1.p1
OG0005464	Shad_tr12715_c0_g1_i39.p1	Haur_tr8486_c0_g1_i4.p1
OG0005465	Shad_tr7807_c0_g1_i2.p1	Haur_tr32885_c0_g1_i4.p1
OG0005466	Shad_tr1856_c0_g1_i6.p1	Haur_tr11369_c0_g1_i1.p1
OG0005467	Shad_tr12247_c0_g1_i4.p1	Haur_tr520_c18_g1_i3.p1
OG0005468	Shad_tr13221_c0_g1_i3.p1	Haur_tr16593_c1_g1_i1.p1
OG0005469	Shad_tr3346_c2_g2_i2.p1	Haur_tr2931_c0_g1_i10.p1
OG0005471	Shad_tr11582_c0_g1_i7.p1	Haur_tr5986_c0_g1_i2.p1
OG0005472	Shad_tr27536_c0_g1_i5.p1	Haur_tr3465_c0_g3_i8.p1
OG0005474	Shad_tr18525_c0_g1_i8.p1	Haur_tr5446_c0_g2_i5.p1
OG0005475	Shad_tr16215_c0_g2_i1.p1	Haur_tr1359_c5_g1_i1.p1
OG0005476	Shad_tr7190_c0_g1_i1.p1	Haur_tr90056_c0_g1_i1.p1
OG0005477	Shad_tr31090_c0_g1_i2.p1	Haur_tr23072_c0_g1_i1.p1
OG0005478	Shad_tr12788_c0_g1_i7.p1	Haur_tr67726_c0_g1_i8.p1, Haur_tr29957_c1_g2_i3.p1
OG0005479	Shad_tr20619_c0_g1_i4.p1	Haur_tr25247_c1_g1_i1.p1
OG0005480	Shad_tr27125_c1_g1_i7.p1	Haur_tr12775_c0_g1_i2.p1
OG0005481	Shad_tr2993_c0_g1_i1.p1	Haur_tr21256_c0_g2_i1.p1
OG0005482	Shad_tr172_c1_g2_i1.p1	Haur_tr61_c2_g2_i4.p1
OG0005483	Shad_tr11566_c2_g1_i1.p1	Haur_tr43277_c0_g1_i2.p1
OG0005484	Shad_tr6275_c0_g1_i15.p1	Haur_tr28256_c0_g1_i1.p1
OG0005486	Shad_tr13446_c0_g1_i3.p1	Haur_tr5416_c0_g1_i2.p1
OG0005487	Shad_tr197_c2_g1_i1.p1	Haur_tr2303_c1_g2_i1.p1
OG0005488	Shad_tr30506_c0_g1_i11.p1	Haur_tr22589_c0_g1_i3.p1
OG0005489	Shad_tr9786_c0_g1_i4.p1	Haur_tr6511_c0_g4_i1.p1
OG0005490	Shad_tr21423_c0_g1_i6.p1	Haur_tr2163_c1_g1_i3.p1
OG0005491	Shad_tr2138_c5_g1_i6.p1	Haur_tr12796_c0_g1_i2.p1
OG0005492	Shad_tr18570_c2_g1_i1.p1	Haur_tr16947_c0_g1_i1.p1
OG0005493	Shad_tr7298_c0_g1_i15.p1	Haur_tr11044_c0_g2_i3.p1
OG0005494	Shad_tr18338_c0_g1_i9.p1	Haur_tr23603_c0_g2_i1.p1
OG0005495	Shad_tr16533_c0_g1_i3.p1	Haur_tr8632_c1_g1_i4.p1
OG0005496	Shad_tr40493_c0_g1_i3.p1	Haur_tr24387_c2_g1_i2.p1
OG0005497	Shad_tr51687_c0_g1_i1.p1	Haur_tr38746_c0_g3_i1.p1
OG0005498	Shad_tr5575_c0_g1_i1.p1	Haur_tr4229_c0_g1_i2.p1
OG0005499	Shad_tr7251_c0_g3_i3.p1	Haur_tr5023_c0_g1_i1.p1
OG0005500	Shad_tr9571_c0_g1_i3.p1	Haur_tr7310_c0_g1_i4.p1
OG0005501	Shad_tr5233_c1_g1_i2.p1, Shad_tr4636_c0_g1_i1.p1	Haur_tr37939_c0_g1_i6.p1
OG0005502	Shad_tr30006_c0_g1_i1.p1	Haur_tr4175_c0_g1_i2.p1
OG0005503	Shad_tr3106_c1_g1_i9.p1	Haur_tr9248_c0_g2_i2.p1
OG0005504	Shad_tr29164_c0_g1_i1.p1	Haur_tr18010_c0_g4_i2.p1
OG0005505	Shad_tr3255_c2_g1_i1.p1	Haur_tr64924_c0_g1_i1.p1
OG0005506	Shad_tr6179_c0_g1_i6.p1	Haur_tr9713_c0_g2_i4.p1
OG0005507	Shad_tr12776_c1_g1_i1.p1	Haur_tr3334_c2_g2_i6.p1
OG0005508	Shad_tr27781_c0_g1_i1.p1	Haur_tr4266_c0_g1_i1.p1
OG0005509	Shad_tr6223_c0_g1_i4.p1	Haur_tr6262_c0_g4_i1.p1
OG0005510	Shad_tr36850_c0_g1_i1.p1, Shad_tr22667_c0_g1_i6.p1	Haur_tr45438_c0_g1_i2.p1
OG0005512	Shad_tr3340_c0_g1_i3.p1	Haur_tr17260_c0_g1_i5.p1
OG0005513	Shad_tr7883_c0_g1_i1.p1	Haur_tr21797_c0_g3_i2.p1
OG0005514	Shad_tr9369_c0_g1_i1.p1	Haur_tr53187_c0_g1_i1.p1
OG0005515	Shad_tr3841_c1_g1_i7.p1	Haur_tr18414_c0_g1_i3.p1
OG0005516	Shad_tr25713_c0_g1_i5.p1	Haur_tr7529_c0_g1_i7.p1
OG0005517	Shad_tr4566_c0_g3_i2.p1	Haur_tr15267_c0_g1_i7.p1
OG0005518	Shad_tr5709_c0_g1_i1.p1	Haur_tr1886_c0_g1_i1.p1
OG0005519	Shad_tr16209_c0_g1_i1.p1	Haur_tr2304_c0_g1_i1.p1
OG0005520	Shad_tr4520_c0_g1_i11.p1	Haur_tr5490_c2_g1_i7.p1
OG0005521	Shad_tr38573_c0_g1_i2.p1	Haur_tr14492_c0_g1_i2.p1
OG0005522	Shad_tr62334_c0_g1_i1.p1	Haur_tr8483_c0_g1_i6.p1
OG0005523	Shad_tr6649_c0_g1_i9.p1	Haur_tr27034_c0_g1_i5.p1
OG0005524	Shad_tr27_c3_g1_i4.p1	Haur_tr13203_c0_g2_i5.p1
OG0005525	Shad_tr2670_c0_g2_i3.p1, Shad_tr7210_c1_g1_i4.p1	Haur_tr7023_c0_g1_i1.p1
OG0005527	Shad_tr2791_c0_g1_i17.p1	Haur_tr13233_c0_g1_i3.p1
OG0005528	Shad_tr1338_c5_g2_i1.p1	Haur_tr1390_c0_g1_i2.p1
OG0005529	Shad_tr5895_c0_g1_i17.p1	Haur_tr1808_c2_g2_i4.p1
OG0005530	Shad_tr6693_c0_g1_i2.p1	Haur_tr48903_c1_g1_i1.p1, Haur_tr2527_c0_g1_i5.p1
OG0005531	Shad_tr3581_c1_g1_i1.p1	Haur_tr7604_c0_g1_i1.p1
OG0005532	Shad_tr3469_c0_g1_i2.p1	Haur_tr12746_c0_g1_i2.p1
OG0005533	Shad_tr16842_c3_g1_i2.p1	Haur_tr28481_c0_g1_i2.p1, Haur_tr7005_c1_g1_i1.p1, Haur_tr108880_c0_g1_i1.p1
OG0005534	Shad_tr2419_c0_g1_i33.p1	Haur_tr198_c1_g2_i4.p1
OG0005535	Shad_tr70336_c0_g1_i1.p1	Haur_tr10813_c0_g1_i1.p1
OG0005536	Shad_tr5492_c0_g2_i1.p1	Haur_tr4084_c0_g1_i1.p1
OG0005537	Shad_tr17256_c0_g1_i16.p1	Haur_tr12786_c0_g2_i1.p1
OG0005538	Shad_tr18803_c0_g1_i5.p1	Haur_tr11386_c0_g1_i9.p1
OG0005539	Shad_tr7846_c0_g1_i1.p1	Haur_tr5200_c0_g1_i2.p1
OG0005540	Shad_tr13262_c1_g1_i13.p1	Haur_tr37383_c0_g1_i7.p1
OG0005541	Shad_tr17755_c0_g1_i4.p1	Haur_tr2895_c0_g1_i1.p1
OG0005542	Shad_tr27968_c0_g1_i2.p1	Haur_tr4796_c1_g1_i3.p1
OG0005543	Shad_tr12096_c0_g1_i22.p1	Haur_tr6967_c0_g1_i1.p1
OG0005544	Shad_tr1733_c0_g3_i1.p1	Haur_tr22920_c0_g1_i1.p1
OG0005545	Shad_tr11464_c1_g1_i2.p1	Haur_tr2492_c0_g2_i3.p1
OG0005547	Shad_tr6224_c0_g1_i28.p1	Haur_tr24818_c0_g1_i1.p1
OG0005548	Shad_tr1172_c0_g1_i3.p1	Haur_tr3812_c0_g1_i1.p1
OG0005549	Shad_tr3303_c0_g1_i4.p1	Haur_tr9327_c0_g1_i1.p1
OG0005550	Shad_tr31032_c0_g1_i8.p1	Haur_tr15394_c0_g1_i1.p1
OG0005551	Shad_tr7937_c0_g1_i8.p1	Haur_tr6083_c0_g1_i1.p1
OG0005552	Shad_tr19392_c1_g1_i2.p1	Haur_tr15020_c0_g1_i1.p1
OG0005553	Shad_tr19078_c0_g3_i3.p1	Haur_tr7257_c2_g2_i1.p1
OG0005554	Shad_tr21045_c3_g1_i3.p1	Haur_tr15143_c0_g1_i1.p1
OG0005555	Shad_tr10696_c0_g1_i16.p1	Haur_tr14921_c0_g1_i1.p1
OG0005556	Shad_tr3906_c0_g3_i2.p1	Haur_tr4653_c0_g1_i4.p1
OG0005557	Shad_tr5071_c0_g1_i11.p2	Haur_tr4009_c1_g1_i2.p1
OG0005558	Shad_tr89827_c0_g1_i1.p1, Shad_tr19564_c0_g2_i16.p1	Haur_tr27008_c0_g1_i1.p1
OG0005559	Shad_tr6717_c0_g1_i11.p1	Haur_tr1319_c0_g1_i7.p1
OG0005560	Shad_tr2154_c2_g1_i1.p1	Haur_tr2951_c2_g4_i1.p1
OG0005561	Shad_tr55624_c1_g1_i1.p1, Shad_tr29801_c3_g1_i1.p1	Haur_tr24142_c0_g1_i1.p1
OG0005563	Shad_tr2128_c0_g1_i4.p1	Haur_tr2739_c0_g1_i4.p1
OG0005564	Shad_tr8311_c0_g1_i2.p1	Haur_tr10441_c1_g1_i3.p1
OG0005565	Shad_tr47064_c0_g1_i3.p1	Haur_tr3899_c0_g1_i5.p1
OG0005566	Shad_tr23160_c0_g1_i8.p1	Haur_tr7633_c1_g1_i6.p1
OG0005567	Shad_tr3367_c0_g1_i1.p1	Haur_tr7371_c0_g1_i1.p1
OG0005568	Shad_tr9054_c1_g1_i11.p1	Haur_tr2414_c0_g4_i1.p1
OG0005569	Shad_tr9068_c0_g1_i1.p1	Haur_tr1209_c0_g1_i2.p1
OG0005570	Shad_tr11046_c0_g1_i1.p1	Haur_tr4531_c0_g1_i1.p1
OG0005571	Shad_tr7630_c1_g1_i2.p1	Haur_tr6942_c0_g4_i3.p1
OG0005572	Shad_tr6046_c0_g1_i1.p1	Haur_tr787_c0_g4_i3.p1
OG0005573	Shad_tr35701_c0_g1_i2.p1	Haur_tr9896_c6_g1_i1.p1
OG0005574	Shad_tr2481_c4_g1_i1.p1	Haur_tr37289_c0_g1_i1.p1
OG0005575	Shad_tr7921_c1_g1_i7.p1	Haur_tr85103_c0_g1_i1.p1, Haur_tr13304_c0_g1_i5.p1
OG0005576	Shad_tr5090_c1_g2_i1.p1	Haur_tr23123_c0_g2_i2.p1
OG0005578	Shad_tr16048_c0_g1_i43.p1	Haur_tr43480_c0_g1_i1.p1
OG0005579	Shad_tr11205_c0_g1_i27.p1	Haur_tr3570_c0_g2_i10.p1
OG0005580	Shad_tr31762_c0_g1_i14.p1	Haur_tr840_c2_g1_i1.p1
OG0005581	Shad_tr1018_c3_g1_i2.p1	Haur_tr1072_c0_g1_i3.p1
OG0005582	Shad_tr5132_c0_g1_i4.p1	Haur_tr11230_c0_g1_i3.p1
OG0005583	Shad_tr20972_c2_g1_i6.p1	Haur_tr20312_c0_g1_i1.p1
OG0005584	Shad_tr18885_c0_g1_i1.p1, Shad_tr80297_c0_g1_i1.p1	Haur_tr2085_c0_g2_i1.p1
OG0005585	Shad_tr12776_c0_g1_i5.p1	Haur_tr14806_c1_g1_i3.p1
OG0005586	Shad_tr9140_c0_g2_i4.p1	Haur_tr2373_c0_g1_i10.p1
OG0005588	Shad_tr14596_c0_g1_i1.p1	Haur_tr2232_c0_g1_i4.p1
OG0005591	Shad_tr14871_c0_g1_i2.p1	Haur_tr127_c1_g1_i1.p1
OG0005592	Shad_tr6287_c1_g1_i1.p1	Haur_tr7548_c0_g2_i1.p1
OG0005593	Shad_tr41229_c0_g1_i19.p1	Haur_tr5453_c0_g1_i11.p1
OG0005594	Shad_tr24276_c0_g1_i12.p1	Haur_tr8143_c0_g6_i1.p1
OG0005595	Shad_tr2023_c1_g1_i2.p1	Haur_tr5644_c0_g1_i5.p1
OG0005596	Shad_tr47358_c0_g1_i1.p1, Shad_tr25486_c0_g2_i4.p1	Haur_tr28924_c0_g1_i1.p1
OG0005597	Shad_tr4349_c0_g3_i1.p1	Haur_tr14097_c0_g1_i1.p1
OG0005598	Shad_tr4677_c0_g1_i9.p1	Haur_tr2191_c0_g1_i3.p1
OG0005599	Shad_tr18433_c1_g2_i2.p1	Haur_tr884_c3_g1_i2.p1
OG0005600	Shad_tr22135_c0_g1_i4.p1	Haur_tr16671_c0_g1_i5.p1
OG0005601	Shad_tr7971_c2_g1_i2.p1	Haur_tr33112_c0_g1_i2.p1
OG0005602	Shad_tr480_c3_g1_i2.p1	Haur_tr4179_c0_g1_i3.p1
OG0005603	Shad_tr11603_c3_g1_i2.p1	Haur_tr10215_c0_g1_i1.p1
OG0005604	Shad_tr36433_c0_g1_i1.p1	Haur_tr27112_c0_g1_i1.p1
OG0005605	Shad_tr8341_c0_g1_i1.p1	Haur_tr6234_c0_g1_i1.p1
OG0005606	Shad_tr2160_c0_g3_i1.p1	Haur_tr36137_c0_g1_i1.p1
OG0005607	Shad_tr6294_c0_g2_i2.p1	Haur_tr6326_c0_g1_i1.p1
OG0005608	Shad_tr13708_c1_g1_i11.p1	Haur_tr5897_c0_g2_i3.p1
OG0005609	Shad_tr6589_c0_g1_i4.p1	Haur_tr7086_c1_g1_i3.p1
OG0005610	Shad_tr1517_c3_g1_i1.p1	Haur_tr511_c0_g2_i1.p1
OG0005612	Shad_tr25741_c0_g1_i36.p1	Haur_tr7544_c0_g1_i1.p1
OG0005613	Shad_tr89334_c0_g1_i1.p1	Haur_tr4892_c0_g1_i1.p1
OG0005614	Shad_tr17616_c0_g1_i2.p1	Haur_tr30489_c0_g1_i2.p1
OG0005615	Shad_tr7685_c0_g2_i12.p1	Haur_tr182_c1_g1_i1.p1
OG0005616	Shad_tr60363_c0_g1_i2.p1	Haur_tr17557_c0_g1_i1.p1
OG0005617	Shad_tr5108_c0_g1_i1.p1	Haur_tr1709_c0_g1_i10.p1
OG0005618	Shad_tr8007_c0_g1_i1.p1	Haur_tr12800_c0_g3_i1.p1
OG0005619	Shad_tr1560_c0_g1_i1.p1	Haur_tr6440_c0_g2_i3.p1
OG0005621	Shad_tr33701_c0_g2_i1.p1	Haur_tr15996_c1_g4_i2.p2
OG0005622	Shad_tr30198_c1_g1_i2.p1, Shad_tr36388_c0_g6_i1.p1	Haur_tr16249_c1_g2_i1.p1
OG0005623	Shad_tr29966_c0_g1_i24.p1	Haur_tr10129_c0_g1_i7.p1
OG0005624	Shad_tr8727_c1_g1_i6.p1	Haur_tr2647_c2_g1_i1.p1
OG0005625	Shad_tr7844_c1_g1_i4.p1	Haur_tr10395_c0_g2_i1.p1
OG0005626	Shad_tr1098_c2_g1_i19.p1	Haur_tr1009_c8_g1_i1.p1
OG0005627	Shad_tr14969_c0_g1_i4.p1	Haur_tr2544_c0_g2_i2.p1
OG0005628	Shad_tr12231_c0_g1_i1.p1	Haur_tr2615_c1_g2_i1.p1
OG0005629	Shad_tr995_c8_g1_i1.p1	Haur_tr36872_c0_g1_i1.p1
OG0005630	Shad_tr13024_c3_g1_i1.p1	Haur_tr17685_c0_g1_i1.p1
OG0005631	Shad_tr809_c6_g1_i4.p1	Haur_tr4128_c0_g1_i5.p1
OG0005632	Shad_tr289_c0_g2_i1.p1	Haur_tr5144_c0_g1_i4.p1
OG0005635	Shad_tr2892_c3_g1_i2.p1, Shad_tr20543_c0_g1_i2.p1	Haur_tr12253_c1_g1_i3.p1
OG0005636	Shad_tr4928_c1_g1_i4.p1	Haur_tr51997_c0_g1_i2.p1
OG0005637	Shad_tr9319_c2_g1_i3.p1	Haur_tr1290_c0_g1_i3.p1
OG0005638	Shad_tr6356_c0_g1_i1.p1	Haur_tr28598_c2_g1_i2.p1
OG0005639	Shad_tr182_c2_g1_i2.p1	Haur_tr4874_c0_g3_i1.p1
OG0005640	Shad_tr17433_c2_g1_i1.p1	Haur_tr3253_c0_g2_i1.p1
OG0005641	Shad_tr8518_c2_g2_i5.p1	Haur_tr71987_c0_g1_i1.p1, Haur_tr29307_c0_g1_i2.p1
OG0005642	Shad_tr10386_c1_g1_i2.p1	Haur_tr9277_c1_g1_i3.p1
OG0005643	Shad_tr8937_c0_g2_i1.p1	Haur_tr6331_c1_g1_i1.p1
OG0005644	Shad_tr39579_c1_g1_i1.p1, Shad_tr12570_c0_g1_i1.p1, Shad_tr13492_c1_g1_i1.p1, Shad_tr39579_c0_g1_i1.p1	Haur_tr15127_c0_g2_i2.p1
OG0005645	Shad_tr12999_c0_g1_i4.p1, Shad_tr9085_c1_g1_i16.p1	Haur_tr7495_c0_g1_i9.p1
OG0005646	Shad_tr92362_c0_g1_i1.p1	Haur_tr55431_c0_g1_i1.p1
OG0005647	Shad_tr52962_c0_g1_i7.p1	Haur_tr1795_c0_g2_i5.p1
OG0005648	Shad_tr6948_c0_g1_i1.p1	Haur_tr4765_c0_g1_i2.p1
OG0005649	Shad_tr20897_c0_g1_i1.p1, Shad_tr18023_c3_g1_i1.p1	Haur_tr52066_c0_g3_i1.p1
OG0005650	Shad_tr27315_c1_g2_i1.p1	Haur_tr4343_c0_g1_i2.p1
OG0005651	Shad_tr2905_c0_g1_i26.p1	Haur_tr19230_c0_g1_i1.p1
OG0005652	Shad_tr7226_c1_g2_i1.p1	Haur_tr1966_c0_g3_i2.p1
OG0005653	Shad_tr11294_c2_g1_i8.p1	Haur_tr6279_c0_g1_i3.p1
OG0005654	Shad_tr7723_c0_g1_i3.p1	Haur_tr40706_c0_g1_i5.p1
OG0005655	Shad_tr7858_c0_g1_i5.p1	Haur_tr15454_c0_g1_i1.p1
OG0005656	Shad_tr2728_c0_g2_i1.p1	Haur_tr6713_c0_g1_i2.p1
OG0005657	Shad_tr6594_c0_g2_i1.p1	Haur_tr19368_c0_g1_i2.p1
OG0005658	Shad_tr5251_c0_g1_i16.p1	Haur_tr11106_c0_g2_i3.p1
OG0005659	Shad_tr3364_c0_g2_i2.p1	Haur_tr12558_c0_g1_i8.p1
OG0005660	Shad_tr54714_c0_g1_i10.p1	Haur_tr5682_c1_g2_i1.p1
OG0005661	Shad_tr11503_c1_g1_i2.p1	Haur_tr8973_c0_g1_i1.p1
OG0005662	Shad_tr6674_c0_g1_i3.p1	Haur_tr2764_c1_g1_i2.p1
OG0005664	Shad_tr25883_c0_g2_i7.p1	Haur_tr5009_c0_g5_i1.p1
OG0005665	Shad_tr30531_c0_g1_i2.p1	Haur_tr3948_c1_g2_i2.p1
OG0005666	Shad_tr602_c2_g1_i1.p1	Haur_tr1964_c3_g1_i1.p1
OG0005667	Shad_tr8924_c0_g1_i10.p1	Haur_tr8422_c0_g2_i1.p1
OG0005668	Shad_tr35863_c0_g1_i1.p1	Haur_tr6271_c0_g1_i1.p1
OG0005669	Shad_tr15572_c0_g2_i10.p1	Haur_tr10235_c1_g2_i2.p1
OG0005670	Shad_tr1809_c3_g1_i3.p1	Haur_tr11065_c0_g2_i4.p1
OG0005671	Shad_tr15118_c0_g2_i3.p1	Haur_tr13264_c0_g1_i1.p1
OG0005672	Shad_tr20583_c0_g1_i4.p1	Haur_tr7768_c0_g2_i3.p1
OG0005673	Shad_tr26376_c0_g1_i1.p1	Haur_tr54415_c0_g1_i1.p1
OG0005674	Shad_tr2875_c0_g1_i2.p1	Haur_tr90701_c0_g1_i1.p1
OG0005675	Shad_tr39079_c0_g1_i16.p1	Haur_tr78746_c0_g1_i1.p1, Haur_tr6784_c1_g1_i2.p1
OG0005676	Shad_tr32963_c0_g1_i5.p1	Haur_tr9980_c0_g1_i3.p1
OG0005677	Shad_tr11929_c0_g1_i1.p1	Haur_tr5132_c1_g1_i1.p1
OG0005678	Shad_tr16582_c1_g2_i1.p1	Haur_tr35044_c0_g1_i1.p1
OG0005679	Shad_tr21586_c0_g2_i1.p1	Haur_tr7532_c0_g2_i4.p1
OG0005680	Shad_tr8688_c0_g1_i5.p1	Haur_tr1058_c2_g1_i2.p1
OG0005682	Shad_tr4814_c0_g2_i1.p1	Haur_tr512_c4_g1_i1.p1
OG0005684	Shad_tr30437_c2_g1_i1.p1	Haur_tr12326_c0_g1_i2.p1
OG0005685	Shad_tr1404_c0_g1_i10.p1	Haur_tr250_c1_g3_i1.p1
OG0005686	Shad_tr92662_c0_g1_i1.p1	Haur_tr4747_c0_g1_i1.p1
OG0005687	Shad_tr15324_c0_g1_i3.p1	Haur_tr12474_c1_g1_i4.p1
OG0005688	Shad_tr4287_c0_g1_i1.p1	Haur_tr2539_c0_g1_i3.p1
OG0005689	Shad_tr28378_c1_g1_i4.p1	Haur_tr12104_c1_g1_i1.p1
OG0005690	Shad_tr303_c0_g1_i1.p1	Haur_tr3056_c0_g1_i1.p1
OG0005691	Shad_tr41280_c1_g1_i1.p1	Haur_tr17957_c0_g2_i1.p1
OG0005692	Shad_tr8286_c0_g1_i16.p1	Haur_tr8962_c0_g1_i3.p1
OG0005693	Shad_tr4967_c0_g1_i2.p1	Haur_tr1493_c0_g2_i2.p1
OG0005694	Shad_tr2788_c0_g2_i2.p1	Haur_tr1833_c0_g2_i2.p1
OG0005695	Shad_tr9273_c0_g1_i14.p1	Haur_tr15217_c0_g1_i4.p1
OG0005697	Shad_tr2963_c0_g1_i1.p1	Haur_tr16367_c0_g1_i3.p1
OG0005698	Shad_tr1344_c5_g1_i3.p1	Haur_tr24821_c3_g1_i1.p1
OG0005699	Shad_tr27044_c1_g1_i4.p1	Haur_tr37549_c0_g1_i1.p1
OG0005700	Shad_tr14386_c0_g1_i4.p1	Haur_tr14935_c0_g1_i5.p1
OG0005701	Shad_tr238_c7_g1_i2.p1	Haur_tr3217_c5_g1_i2.p1
OG0005703	Shad_tr9527_c0_g1_i1.p1	Haur_tr90857_c0_g1_i1.p1
OG0005704	Shad_tr9417_c2_g1_i3.p1	Haur_tr4919_c3_g1_i2.p1
OG0005705	Shad_tr15403_c0_g3_i1.p1	Haur_tr7335_c0_g1_i1.p1
OG0005706	Shad_tr40533_c1_g1_i1.p1	Haur_tr3559_c6_g1_i1.p1
OG0005707	Shad_tr20449_c0_g1_i1.p1	Haur_tr748_c0_g2_i1.p1
OG0005708	Shad_tr8775_c0_g2_i1.p1	Haur_tr2232_c0_g2_i1.p1
OG0005709	Shad_tr5729_c0_g1_i1.p1	Haur_tr4705_c1_g1_i2.p1
OG0005710	Shad_tr1489_c14_g1_i1.p1	Haur_tr1171_c0_g1_i2.p1
OG0005711	Shad_tr2199_c4_g1_i1.p1	Haur_tr12027_c0_g1_i1.p1
OG0005714	Shad_tr11489_c0_g1_i19.p1	Haur_tr11096_c0_g1_i4.p1
OG0005715	Shad_tr13453_c0_g1_i3.p1	Haur_tr3036_c0_g1_i1.p1
OG0005716	Shad_tr1684_c4_g1_i1.p1	Haur_tr27104_c0_g1_i1.p1
OG0005717	Shad_tr4455_c0_g1_i1.p1	Haur_tr5768_c0_g1_i1.p1
OG0005718	Shad_tr10572_c2_g1_i3.p1	Haur_tr12763_c0_g1_i1.p1
OG0005719	Shad_tr15373_c0_g2_i1.p1	Haur_tr1563_c0_g1_i1.p1
OG0005720	Shad_tr20059_c0_g1_i1.p1	Haur_tr1405_c0_g1_i4.p1
OG0005721	Shad_tr5334_c0_g1_i3.p1	Haur_tr194_c0_g4_i1.p1
OG0005722	Shad_tr41072_c0_g1_i4.p1	Haur_tr21382_c1_g3_i3.p1
OG0005723	Shad_tr8240_c0_g2_i11.p1	Haur_tr36082_c0_g1_i2.p1
OG0005724	Shad_tr25439_c0_g2_i2.p1	Haur_tr6371_c1_g1_i1.p1
OG0005725	Shad_tr47852_c0_g1_i2.p1	Haur_tr38843_c0_g1_i2.p1
OG0005726	Shad_tr7250_c0_g1_i2.p1	Haur_tr89909_c0_g1_i1.p1
OG0005727	Shad_tr4053_c0_g1_i17.p1	Haur_tr4896_c2_g1_i1.p1, Haur_tr754_c3_g1_i2.p1
OG0005728	Shad_tr68852_c0_g1_i1.p1	Haur_tr3730_c1_g2_i1.p1
OG0005729	Shad_tr14215_c0_g1_i2.p1	Haur_tr18061_c1_g2_i7.p1
OG0005730	Shad_tr2327_c1_g1_i1.p1	Haur_tr879_c1_g1_i2.p1
OG0005731	Shad_tr867_c0_g2_i1.p1	Haur_tr92484_c0_g1_i1.p1
OG0005732	Shad_tr25196_c0_g1_i1.p1	Haur_tr18731_c0_g1_i1.p1
OG0005733	Shad_tr5368_c0_g1_i3.p1	Haur_tr75515_c0_g1_i1.p1
OG0005734	Shad_tr448_c0_g1_i15.p1	Haur_tr3131_c0_g1_i5.p1
OG0005735	Shad_tr21870_c0_g2_i3.p1	Haur_tr18662_c0_g2_i3.p1
OG0005736	Shad_tr1339_c0_g4_i1.p1	Haur_tr5265_c0_g1_i1.p1
OG0005737	Shad_tr4143_c0_g1_i1.p1	Haur_tr4924_c0_g1_i1.p1
OG0005738	Shad_tr11721_c0_g1_i3.p1	Haur_tr12325_c0_g1_i1.p1
