Orthogroup	Stichodactyla_haddoni_longest_pep	Galaxea_fascicularis_longest_pep
OG0003470	Shad_tr8362_c0_g1_i9.p1	Gafa_DN15904_c1_g1_i10.p1
OG0003471	Shad_tr1792_c0_g1_i1.p1	Gafa_DN81443_c0_g1_i1.p1, Gafa_DN29814_c0_g1_i1.p1
OG0003472	Shad_tr4351_c2_g1_i2.p1	Gafa_DN62888_c0_g1_i1.p1
OG0003473	Shad_tr1139_c0_g2_i2.p1	Gafa_DN37135_c0_g1_i4.p1
OG0003476	Shad_tr16845_c0_g2_i1.p1	Gafa_DN51028_c0_g2_i1.p1
OG0003478	Shad_tr108666_c0_g1_i1.p1, Shad_tr443_c0_g1_i4.p1	Gafa_DN14838_c0_g2_i1.p1
OG0003479	Shad_tr2540_c1_g1_i1.p1	Gafa_DN11989_c0_g1_i4.p1
OG0003480	Shad_tr25837_c0_g2_i11.p1, Shad_tr25837_c0_g4_i1.p1	Gafa_DN1902_c0_g3_i1.p1
OG0003481	Shad_tr6811_c0_g1_i1.p2, Shad_tr115_c0_g1_i1.p1, Shad_tr6811_c2_g1_i1.p1	Gafa_DN59070_c0_g1_i1.p1, Gafa_DN37575_c0_g1_i1.p1
OG0003482	Shad_tr9463_c0_g1_i1.p1, Shad_tr85986_c0_g1_i1.p1	Gafa_DN22180_c0_g1_i1.p1
OG0003483	Shad_tr23428_c0_g1_i11.p1	Gafa_DN9433_c0_g1_i4.p1
OG0003484	Shad_tr31872_c0_g2_i1.p1, Shad_tr12619_c0_g1_i13.p1, Shad_tr10396_c0_g1_i4.p1	Gafa_DN4053_c1_g2_i2.p1
OG0003488	Shad_tr23036_c1_g3_i4.p1	Gafa_DN1856_c0_g1_i6.p1, Gafa_DN6371_c2_g1_i1.p1, Gafa_DN57482_c1_g2_i1.p1, Gafa_DN57482_c0_g1_i1.p1, Gafa_DN47715_c0_g1_i1.p1, Gafa_DN73158_c0_g1_i2.p1, Gafa_DN14578_c0_g1_i2.p1
OG0003489	Shad_tr26999_c0_g2_i2.p1	Gafa_DN23029_c0_g1_i5.p1
OG0003491	Shad_tr10048_c0_g1_i1.p1	Gafa_DN75090_c0_g1_i1.p1
OG0003492	Shad_tr11405_c2_g1_i1.p1, Shad_tr30630_c0_g1_i5.p1, Shad_tr53643_c0_g1_i1.p1, Shad_tr103636_c0_g1_i1.p1	Gafa_DN26756_c0_g2_i1.p1
OG0003493	Shad_tr3826_c0_g1_i2.p1	Gafa_DN79506_c0_g1_i1.p1, Gafa_DN115099_c0_g1_i1.p1, Gafa_DN140176_c0_g1_i1.p1, Gafa_DN74162_c0_g1_i1.p1, Gafa_DN61611_c0_g2_i1.p1, Gafa_DN22711_c0_g1_i3.p1
OG0003494	Shad_tr33734_c0_g1_i8.p1	Gafa_DN3054_c0_g2_i1.p1
OG0003497	Shad_tr4746_c0_g2_i1.p1, Shad_tr17920_c1_g1_i1.p1	Gafa_DN8171_c0_g3_i2.p1
OG0003498	Shad_tr39939_c0_g1_i1.p1	Gafa_DN100945_c0_g1_i2.p1, Gafa_DN19026_c0_g1_i16.p1, Gafa_DN13058_c1_g1_i12.p1, Gafa_DN22269_c0_g1_i4.p1, Gafa_DN77821_c0_g1_i1.p1, Gafa_DN37846_c1_g1_i2.p1, Gafa_DN140431_c0_g1_i1.p1, Gafa_DN146405_c0_g1_i1.p1, Gafa_DN66836_c0_g1_i1.p1, Gafa_DN37782_c0_g1_i1.p1
OG0003500	Shad_tr38962_c0_g1_i5.p1	Gafa_DN142773_c0_g1_i1.p1
OG0003500	Shad_tr38962_c0_g2_i1.p1	Gafa_DN72039_c0_g1_i1.p1
OG0003503	Shad_tr24225_c0_g1_i2.p1	Gafa_DN84123_c0_g3_i3.p1
OG0003507	Shad_tr92018_c0_g1_i1.p1	Gafa_DN46245_c0_g1_i1.p1
OG0003509	Shad_tr110544_c0_g1_i1.p1	Gafa_DN64220_c0_g1_i3.p1, Gafa_DN138811_c0_g1_i1.p1, Gafa_DN71774_c0_g1_i2.p1, Gafa_DN15649_c0_g3_i1.p1
OG0003509	Shad_tr18564_c0_g3_i3.p1, Shad_tr72056_c0_g1_i1.p1	Gafa_DN55067_c0_g1_i1.p1
OG0003510	Shad_tr2034_c0_g2_i2.p1	Gafa_DN44764_c0_g1_i1.p1
OG0003511	Shad_tr45548_c0_g2_i1.p1, Shad_tr108942_c0_g1_i1.p1	Gafa_DN147806_c0_g1_i1.p1
OG0003512	Shad_tr6930_c0_g1_i10.p1	Gafa_DN4667_c0_g1_i6.p2
OG0003514	Shad_tr12279_c0_g4_i1.p1	Gafa_DN6849_c1_g1_i4.p1
OG0003514	Shad_tr27936_c0_g1_i1.p1	Gafa_DN58418_c0_g1_i1.p1
OG0003514	Shad_tr18918_c0_g1_i3.p1	Gafa_DN44443_c0_g1_i3.p1
OG0003515	Shad_tr4669_c0_g2_i2.p1	Gafa_DN104850_c0_g1_i1.p1
OG0003517	Shad_tr79636_c0_g1_i1.p1	Gafa_DN122609_c0_g1_i1.p2
OG0003517	Shad_tr21911_c0_g1_i4.p1	Gafa_DN83221_c0_g1_i2.p1
OG0003519	Shad_tr3949_c5_g1_i1.p1, Shad_tr5703_c2_g5_i1.p1, Shad_tr27563_c0_g1_i1.p1	Gafa_DN3983_c2_g3_i14.p1
OG0003520	Shad_tr105274_c0_g1_i1.p1	Gafa_DN58962_c0_g2_i1.p1
OG0003520	Shad_tr21658_c0_g1_i2.p1	Gafa_DN110443_c0_g1_i1.p1
OG0003525	Shad_tr67101_c0_g1_i1.p1	Gafa_DN51643_c0_g1_i1.p1
OG0003525	Shad_tr24681_c0_g1_i2.p1	Gafa_DN25267_c1_g1_i2.p1
OG0003526	Shad_tr6243_c0_g1_i1.p1	Gafa_DN2084_c1_g1_i5.p1
OG0003527	Shad_tr7306_c1_g1_i2.p1	Gafa_DN2227_c0_g2_i1.p1
OG0003528	Shad_tr7718_c0_g3_i1.p1	Gafa_DN6468_c0_g1_i2.p1
OG0003529	Shad_tr21768_c0_g1_i1.p1	Gafa_DN20802_c0_g1_i4.p1
OG0003530	Shad_tr1451_c0_g1_i1.p1	Gafa_DN7539_c0_g1_i1.p1
OG0003532	Shad_tr20666_c0_g1_i3.p1	Gafa_DN6029_c0_g1_i1.p1
OG0003533	Shad_tr5037_c0_g2_i2.p1	Gafa_DN24059_c0_g1_i16.p1
OG0003534	Shad_tr2747_c2_g1_i8.p1	Gafa_DN3829_c0_g1_i1.p1
OG0003535	Shad_tr34784_c0_g1_i15.p1	Gafa_DN21470_c0_g1_i11.p1
OG0003536	Shad_tr8646_c0_g1_i6.p1	Gafa_DN108888_c0_g1_i1.p1, Gafa_DN6115_c0_g1_i2.p1
OG0003537	Shad_tr112223_c0_g1_i1.p1, Shad_tr556_c0_g1_i1.p1, Shad_tr44421_c0_g1_i1.p1	Gafa_DN6572_c0_g1_i1.p1
OG0003539	Shad_tr371_c0_g1_i1.p1, Shad_tr20373_c3_g1_i1.p1	Gafa_DN3628_c0_g1_i15.p1
OG0003540	Shad_tr2782_c1_g1_i3.p1	Gafa_DN27350_c0_g2_i2.p1, Gafa_DN27350_c0_g1_i11.p1
OG0003541	Shad_tr19129_c0_g2_i1.p1	Gafa_DN6173_c0_g1_i6.p1
OG0003542	Shad_tr6626_c0_g1_i6.p1	Gafa_DN20271_c0_g2_i4.p1
OG0003543	Shad_tr6289_c0_g1_i19.p1	Gafa_DN16466_c0_g1_i2.p1
OG0003545	Shad_tr10665_c1_g1_i2.p1	Gafa_DN2007_c0_g4_i1.p1
OG0003546	Shad_tr4225_c0_g1_i18.p1	Gafa_DN1903_c0_g4_i1.p1
OG0003547	Shad_tr17459_c0_g1_i6.p1	Gafa_DN28693_c0_g1_i11.p1
OG0003548	Shad_tr2892_c5_g1_i1.p1	Gafa_DN11253_c0_g1_i3.p1
OG0003549	Shad_tr170_c1_g1_i20.p1	Gafa_DN41240_c0_g1_i1.p1
OG0003550	Shad_tr21479_c0_g1_i5.p1	Gafa_DN15374_c0_g1_i3.p1
OG0003551	Shad_tr2226_c0_g1_i3.p1	Gafa_DN4993_c0_g1_i2.p1
OG0003552	Shad_tr9225_c0_g1_i18.p1	Gafa_DN16752_c0_g1_i4.p1
OG0003553	Shad_tr1274_c2_g1_i3.p1, Shad_tr7318_c0_g1_i62.p1	Gafa_DN35047_c0_g1_i5.p1
OG0003554	Shad_tr1940_c0_g1_i2.p1	Gafa_DN13518_c0_g1_i2.p1
OG0003555	Shad_tr19690_c5_g1_i1.p1, Shad_tr10178_c0_g2_i3.p1	Gafa_DN12563_c0_g1_i8.p1
OG0003556	Shad_tr2334_c1_g1_i6.p1	Gafa_DN17782_c0_g1_i9.p1
OG0003557	Shad_tr13920_c4_g1_i1.p1, Shad_tr13920_c0_g4_i1.p1	Gafa_DN10510_c0_g1_i7.p1
OG0003558	Shad_tr462_c2_g1_i8.p1	Gafa_DN9397_c0_g1_i8.p1
OG0003559	Shad_tr4552_c0_g3_i1.p1	Gafa_DN8377_c0_g1_i5.p1
OG0003560	Shad_tr55948_c0_g1_i3.p1	Gafa_DN1866_c0_g4_i1.p1
OG0003561	Shad_tr6276_c0_g1_i1.p1	Gafa_DN1137_c0_g1_i2.p2
OG0003562	Shad_tr3168_c1_g1_i2.p1	Gafa_DN2186_c5_g1_i8.p1
OG0003563	Shad_tr8693_c0_g1_i5.p1	Gafa_DN5568_c0_g1_i6.p1
OG0003564	Shad_tr835_c1_g1_i3.p1	Gafa_DN14608_c0_g1_i3.p1
OG0003565	Shad_tr15258_c0_g1_i5.p1	Gafa_DN21903_c0_g1_i10.p1
OG0003566	Shad_tr15371_c1_g4_i1.p1	Gafa_DN6485_c0_g1_i6.p1
OG0003568	Shad_tr8517_c1_g1_i83.p1	Gafa_DN299_c0_g1_i10.p1
OG0003569	Shad_tr10798_c2_g1_i3.p1, Shad_tr4210_c0_g1_i20.p1, Shad_tr2953_c2_g1_i2.p1	Gafa_DN28559_c0_g1_i1.p1
OG0003570	Shad_tr17225_c0_g2_i1.p1	Gafa_DN7426_c0_g1_i2.p1
OG0003571	Shad_tr8129_c0_g1_i30.p1	Gafa_DN12443_c1_g1_i1.p1
OG0003572	Shad_tr8556_c0_g1_i3.p1	Gafa_DN2787_c0_g2_i1.p1
OG0003573	Shad_tr5231_c1_g2_i1.p1	Gafa_DN57298_c0_g1_i12.p1
OG0003574	Shad_tr5200_c0_g1_i1.p1	Gafa_DN5712_c1_g1_i1.p1
OG0003575	Shad_tr9619_c0_g1_i1.p1	Gafa_DN9235_c0_g1_i6.p1
OG0003576	Shad_tr19408_c0_g1_i4.p1	Gafa_DN12390_c0_g2_i1.p1
OG0003577	Shad_tr37328_c0_g1_i1.p1	Gafa_DN22664_c0_g3_i1.p1, Gafa_DN22664_c0_g1_i4.p1, Gafa_DN5906_c0_g1_i1.p1
OG0003578	Shad_tr38967_c0_g1_i1.p1	Gafa_DN2840_c1_g1_i7.p1
OG0003579	Shad_tr6666_c0_g1_i4.p1	Gafa_DN25916_c0_g1_i3.p1
OG0003580	Shad_tr19149_c0_g1_i3.p1	Gafa_DN3068_c0_g2_i4.p1
OG0003582	Shad_tr29691_c1_g1_i1.p1	Gafa_DN29917_c0_g1_i1.p1
OG0003583	Shad_tr4901_c0_g1_i6.p1	Gafa_DN13731_c0_g1_i1.p1
OG0003584	Shad_tr3297_c1_g1_i3.p1, Shad_tr64760_c0_g1_i1.p1	Gafa_DN2049_c0_g1_i9.p1
OG0003585	Shad_tr12338_c0_g1_i1.p1, Shad_tr4400_c3_g1_i1.p1	Gafa_DN17134_c0_g1_i6.p1
OG0003586	Shad_tr5829_c0_g2_i1.p1	Gafa_DN2240_c0_g1_i1.p1
OG0003587	Shad_tr18412_c0_g1_i9.p1	Gafa_DN17696_c0_g2_i2.p1
OG0003588	Shad_tr14791_c0_g1_i3.p1	Gafa_DN925_c0_g2_i1.p1
OG0003589	Shad_tr467_c7_g2_i1.p1, Shad_tr26090_c0_g1_i1.p1	Gafa_DN8307_c0_g1_i2.p1
OG0003590	Shad_tr26327_c0_g1_i1.p1	Gafa_DN29678_c0_g1_i11.p1
OG0003591	Shad_tr11795_c0_g1_i2.p1	Gafa_DN3675_c0_g1_i9.p1
OG0003594	Shad_tr44202_c0_g1_i4.p1	Gafa_DN8956_c0_g2_i12.p1
OG0003595	Shad_tr1659_c2_g1_i10.p1	Gafa_DN24688_c0_g1_i3.p1
OG0003596	Shad_tr7561_c1_g1_i1.p1	Gafa_DN2856_c0_g3_i4.p1
OG0003597	Shad_tr4705_c1_g1_i2.p1	Gafa_DN16060_c0_g1_i9.p1
OG0003598	Shad_tr8601_c0_g1_i10.p1	Gafa_DN34217_c0_g1_i5.p1
OG0003599	Shad_tr4870_c0_g1_i4.p1	Gafa_DN51735_c0_g1_i1.p1
OG0003600	Shad_tr13164_c0_g1_i9.p1	Gafa_DN125233_c0_g1_i1.p1
OG0003601	Shad_tr27494_c0_g1_i6.p1	Gafa_DN31348_c0_g1_i2.p1
OG0003602	Shad_tr9924_c0_g3_i2.p1, Shad_tr986_c4_g1_i2.p1	Gafa_DN30039_c0_g1_i2.p1
OG0003603	Shad_tr24858_c0_g1_i1.p1	Gafa_DN25604_c0_g1_i2.p1
OG0003604	Shad_tr10886_c0_g2_i1.p1	Gafa_DN19238_c0_g1_i5.p1
OG0003605	Shad_tr8705_c0_g1_i4.p1	Gafa_DN22986_c0_g1_i9.p1
OG0003606	Shad_tr855_c0_g1_i2.p1	Gafa_DN2627_c1_g1_i4.p1
OG0003607	Shad_tr7285_c0_g1_i4.p1	Gafa_DN3303_c1_g1_i1.p1
OG0003608	Shad_tr10212_c2_g1_i1.p1	Gafa_DN8011_c0_g1_i12.p1
OG0003609	Shad_tr18166_c1_g1_i4.p1	Gafa_DN1307_c1_g1_i1.p1
OG0003610	Shad_tr6867_c0_g1_i13.p1	Gafa_DN3982_c2_g3_i1.p1
OG0003611	Shad_tr9815_c0_g3_i8.p1	Gafa_DN62154_c0_g1_i10.p1
OG0003612	Shad_tr14915_c1_g1_i9.p1	Gafa_DN15474_c0_g1_i7.p1
OG0003613	Shad_tr35273_c0_g1_i4.p1	Gafa_DN13124_c0_g1_i1.p1
OG0003614	Shad_tr5110_c0_g1_i2.p1, Shad_tr5110_c0_g3_i1.p1	Gafa_DN900_c0_g1_i5.p1
OG0003615	Shad_tr22216_c0_g2_i12.p1	Gafa_DN13834_c0_g3_i1.p1
OG0003616	Shad_tr10440_c0_g1_i11.p1	Gafa_DN38429_c0_g1_i3.p1
OG0003617	Shad_tr6160_c0_g1_i3.p1	Gafa_DN7112_c0_g2_i1.p1
OG0003618	Shad_tr74101_c0_g1_i1.p1, Shad_tr29025_c0_g2_i1.p1, Shad_tr29025_c0_g1_i1.p1	Gafa_DN1925_c0_g2_i2.p1
OG0003619	Shad_tr3667_c1_g1_i6.p1	Gafa_DN6234_c0_g2_i2.p1
OG0003620	Shad_tr5655_c2_g1_i1.p1	Gafa_DN54146_c0_g1_i1.p1, Gafa_DN18290_c0_g2_i5.p1
OG0003622	Shad_tr13444_c0_g1_i6.p1	Gafa_DN7384_c0_g1_i2.p1
OG0003623	Shad_tr53362_c0_g1_i1.p1	Gafa_DN24397_c0_g1_i1.p1
OG0003624	Shad_tr2191_c1_g1_i1.p1	Gafa_DN3118_c0_g3_i3.p1
OG0003625	Shad_tr1411_c2_g3_i1.p1	Gafa_DN1022_c0_g4_i1.p1
OG0003626	Shad_tr107567_c0_g1_i1.p1	Gafa_DN5984_c1_g2_i3.p1
OG0003627	Shad_tr5871_c4_g1_i12.p1	Gafa_DN1160_c2_g1_i4.p1
OG0003628	Shad_tr11741_c0_g1_i8.p1	Gafa_DN4532_c0_g1_i3.p1
OG0003629	Shad_tr6521_c0_g1_i123.p1, Shad_tr31228_c0_g1_i2.p1	Gafa_DN2786_c0_g1_i1.p1
OG0003630	Shad_tr3924_c2_g1_i3.p1	Gafa_DN7589_c0_g2_i1.p1
OG0003632	Shad_tr11750_c0_g1_i2.p1	Gafa_DN17704_c1_g1_i8.p1
OG0003633	Shad_tr39304_c0_g1_i6.p1	Gafa_DN27112_c0_g1_i1.p1
OG0003634	Shad_tr8439_c1_g1_i5.p1	Gafa_DN970_c0_g1_i1.p1
OG0003635	Shad_tr3571_c1_g1_i4.p1	Gafa_DN5576_c0_g1_i4.p1
OG0003636	Shad_tr4038_c0_g1_i7.p1	Gafa_DN8640_c0_g1_i13.p1
OG0003637	Shad_tr2004_c0_g1_i12.p1	Gafa_DN9140_c0_g2_i11.p1
OG0003638	Shad_tr11398_c0_g1_i2.p1	Gafa_DN122774_c0_g1_i1.p1, Gafa_DN3943_c1_g1_i1.p1, Gafa_DN85290_c0_g1_i1.p1, Gafa_DN20860_c0_g1_i4.p1, Gafa_DN20860_c1_g1_i2.p1, Gafa_DN3943_c1_g2_i2.p1, Gafa_DN3943_c0_g2_i2.p1, Gafa_DN42680_c0_g1_i1.p1, Gafa_DN3943_c1_g3_i2.p1
OG0003639	Shad_tr14850_c0_g1_i1.p1	Gafa_DN378_c0_g3_i1.p1
OG0003640	Shad_tr2175_c2_g1_i2.p1	Gafa_DN18348_c0_g1_i1.p1
OG0003641	Shad_tr34156_c0_g1_i17.p1	Gafa_DN18249_c0_g2_i2.p1
OG0003642	Shad_tr35468_c0_g1_i3.p1	Gafa_DN25774_c0_g1_i2.p1
OG0003643	Shad_tr95798_c0_g1_i1.p1	Gafa_DN11638_c0_g1_i6.p1
OG0003644	Shad_tr47745_c0_g1_i1.p1	Gafa_DN216_c0_g1_i4.p1
OG0003645	Shad_tr538_c0_g1_i4.p1	Gafa_DN13073_c0_g1_i1.p1
OG0003646	Shad_tr6751_c0_g1_i8.p1	Gafa_DN12615_c0_g1_i2.p1
OG0003647	Shad_tr28205_c0_g3_i1.p1	Gafa_DN70109_c0_g1_i3.p1
OG0003648	Shad_tr4910_c0_g1_i27.p1	Gafa_DN44884_c0_g1_i6.p1
OG0003649	Shad_tr114003_c0_g1_i1.p1	Gafa_DN75126_c0_g1_i6.p1
OG0003650	Shad_tr6013_c0_g1_i5.p1	Gafa_DN52475_c0_g1_i5.p1
OG0003651	Shad_tr2202_c0_g2_i1.p1	Gafa_DN5564_c0_g1_i10.p1
OG0003652	Shad_tr10746_c0_g1_i8.p1	Gafa_DN13131_c0_g1_i5.p1
OG0003653	Shad_tr24261_c0_g1_i2.p1	Gafa_DN11211_c0_g1_i4.p1
OG0003654	Shad_tr13084_c0_g1_i2.p1	Gafa_DN7734_c0_g1_i3.p1
OG0003655	Shad_tr8896_c0_g1_i2.p1	Gafa_DN113_c1_g6_i4.p1
OG0003656	Shad_tr10971_c0_g1_i2.p1	Gafa_DN2186_c4_g1_i2.p1
OG0003657	Shad_tr10320_c0_g1_i2.p1	Gafa_DN32855_c0_g4_i1.p1, Gafa_DN20214_c0_g2_i3.p1, Gafa_DN32855_c0_g1_i2.p1
OG0003659	Shad_tr21587_c0_g1_i14.p1	Gafa_DN11095_c0_g1_i7.p1
OG0003661	Shad_tr57_c10_g1_i2.p1	Gafa_DN23023_c0_g1_i2.p1
OG0003662	Shad_tr7090_c0_g1_i10.p1, Shad_tr2531_c7_g1_i2.p1	Gafa_DN22906_c0_g1_i2.p1
OG0003663	Shad_tr3051_c3_g1_i17.p1	Gafa_DN7154_c1_g1_i3.p1
OG0003664	Shad_tr7101_c0_g1_i1.p1	Gafa_DN805_c0_g1_i4.p1
OG0003665	Shad_tr15208_c0_g1_i14.p1	Gafa_DN44501_c0_g1_i2.p1
OG0003666	Shad_tr22143_c0_g1_i9.p1	Gafa_DN5154_c0_g1_i2.p1
OG0003667	Shad_tr45633_c0_g2_i2.p1	Gafa_DN2525_c1_g2_i1.p1
OG0003668	Shad_tr13296_c2_g1_i3.p1	Gafa_DN6153_c0_g1_i5.p1
OG0003669	Shad_tr25533_c0_g1_i1.p1	Gafa_DN13327_c0_g1_i4.p1
OG0003670	Shad_tr14550_c1_g1_i1.p1, Shad_tr109291_c0_g1_i1.p1	Gafa_DN39522_c0_g1_i1.p1, Gafa_DN54752_c0_g1_i7.p1
OG0003671	Shad_tr9816_c0_g1_i19.p1	Gafa_DN17132_c0_g1_i4.p1
OG0003672	Shad_tr3581_c4_g1_i1.p1	Gafa_DN7827_c0_g1_i1.p1
OG0003674	Shad_tr3485_c0_g1_i17.p1	Gafa_DN5540_c1_g1_i4.p1
OG0003675	Shad_tr14416_c0_g1_i3.p1	Gafa_DN2661_c1_g1_i2.p1
OG0003676	Shad_tr24313_c0_g1_i28.p1	Gafa_DN55412_c0_g1_i7.p1
OG0003677	Shad_tr1506_c1_g1_i7.p1	Gafa_DN11775_c0_g1_i13.p1
OG0003678	Shad_tr2240_c2_g1_i1.p1, Shad_tr7378_c0_g1_i2.p1	Gafa_DN6752_c0_g2_i1.p1
OG0003679	Shad_tr1885_c1_g1_i2.p1	Gafa_DN16139_c0_g1_i6.p1
OG0003680	Shad_tr10098_c0_g1_i17.p1	Gafa_DN8741_c0_g1_i7.p1
OG0003681	Shad_tr12565_c0_g2_i1.p1, Shad_tr8763_c0_g1_i1.p1	Gafa_DN4729_c0_g1_i13.p1
OG0003682	Shad_tr19721_c0_g1_i2.p1	Gafa_DN97374_c0_g1_i4.p1
OG0003683	Shad_tr4280_c0_g1_i10.p1	Gafa_DN3950_c0_g1_i13.p1
OG0003684	Shad_tr6239_c2_g1_i1.p1	Gafa_DN4530_c0_g1_i4.p1
OG0003685	Shad_tr25232_c0_g1_i1.p1	Gafa_DN111341_c0_g1_i1.p1
OG0003686	Shad_tr15975_c0_g1_i1.p1	Gafa_DN86255_c0_g1_i5.p1
OG0003687	Shad_tr5840_c2_g1_i2.p1	Gafa_DN4437_c0_g1_i3.p1
OG0003688	Shad_tr5922_c0_g1_i4.p1	Gafa_DN5900_c0_g1_i13.p1
OG0003689	Shad_tr43539_c0_g1_i1.p1, Shad_tr99192_c0_g1_i1.p1	Gafa_DN4084_c0_g1_i1.p1
OG0003690	Shad_tr16457_c0_g1_i2.p1	Gafa_DN453_c0_g3_i6.p1
OG0003691	Shad_tr6702_c1_g1_i7.p1	Gafa_DN275_c0_g1_i4.p1
OG0003692	Shad_tr29107_c0_g1_i12.p1	Gafa_DN32535_c0_g1_i4.p1
OG0003693	Shad_tr818_c5_g1_i1.p1	Gafa_DN2452_c0_g1_i1.p1
OG0003694	Shad_tr8395_c0_g1_i12.p1	Gafa_DN3754_c1_g1_i3.p1
OG0003695	Shad_tr34332_c0_g1_i22.p1	Gafa_DN7128_c0_g3_i4.p1
OG0003696	Shad_tr9406_c1_g1_i2.p1	Gafa_DN6606_c0_g1_i8.p1, Gafa_DN112302_c0_g1_i1.p1
OG0003697	Shad_tr2638_c0_g1_i1.p1	Gafa_DN4718_c3_g1_i3.p1
OG0003698	Shad_tr1836_c5_g1_i1.p1	Gafa_DN7921_c0_g1_i5.p1
OG0003699	Shad_tr11246_c0_g3_i2.p1	Gafa_DN4921_c0_g3_i1.p1
OG0003701	Shad_tr2052_c0_g1_i2.p1	Gafa_DN7571_c0_g1_i9.p1
OG0003702	Shad_tr908_c0_g1_i1.p1	Gafa_DN14557_c0_g1_i4.p1
OG0003703	Shad_tr2487_c1_g1_i12.p1	Gafa_DN3180_c0_g1_i4.p1
OG0003704	Shad_tr4992_c0_g1_i4.p1	Gafa_DN1593_c0_g4_i1.p1
OG0003705	Shad_tr12637_c0_g1_i2.p1	Gafa_DN795_c1_g2_i2.p1
OG0003706	Shad_tr21207_c0_g1_i23.p1	Gafa_DN1014_c1_g1_i1.p1
OG0003707	Shad_tr2892_c0_g1_i2.p1	Gafa_DN18724_c0_g2_i1.p1
OG0003708	Shad_tr4640_c1_g2_i1.p1	Gafa_DN19880_c0_g2_i1.p1
OG0003709	Shad_tr15368_c0_g1_i54.p1	Gafa_DN531_c2_g2_i1.p1
OG0003710	Shad_tr11560_c0_g1_i8.p1	Gafa_DN1584_c0_g1_i6.p1
OG0003711	Shad_tr12860_c0_g1_i3.p1	Gafa_DN28725_c0_g1_i3.p1
OG0003712	Shad_tr42160_c0_g1_i2.p1	Gafa_DN116127_c0_g1_i1.p1
OG0003714	Shad_tr9249_c0_g1_i6.p1	Gafa_DN12755_c0_g1_i18.p1
OG0003715	Shad_tr51195_c0_g1_i5.p1	Gafa_DN1413_c1_g1_i11.p1
OG0003716	Shad_tr32268_c0_g1_i3.p1	Gafa_DN25885_c0_g4_i1.p1
OG0003717	Shad_tr4270_c0_g1_i4.p1	Gafa_DN8336_c0_g1_i5.p1
OG0003718	Shad_tr43984_c1_g1_i2.p1	Gafa_DN16802_c0_g1_i1.p1
OG0003719	Shad_tr18057_c0_g2_i3.p1	Gafa_DN2186_c1_g6_i1.p1
OG0003720	Shad_tr4601_c2_g1_i2.p1	Gafa_DN9997_c0_g1_i6.p1
OG0003721	Shad_tr109788_c0_g1_i1.p1	Gafa_DN117221_c0_g1_i1.p1, Gafa_DN42720_c0_g1_i1.p1
OG0003721	Shad_tr3912_c0_g1_i12.p1	Gafa_DN1457_c1_g1_i4.p1
OG0003722	Shad_tr2461_c1_g3_i2.p1	Gafa_DN5717_c0_g1_i13.p1
OG0003723	Shad_tr937_c0_g1_i10.p1	Gafa_DN33475_c0_g1_i1.p1, Gafa_DN21642_c0_g1_i3.p1
OG0003724	Shad_tr4933_c1_g1_i2.p1	Gafa_DN7383_c1_g1_i1.p1
OG0003725	Shad_tr13390_c0_g1_i1.p1	Gafa_DN32623_c0_g1_i5.p1
OG0003726	Shad_tr21_c1_g2_i1.p1, Shad_tr21406_c0_g1_i1.p1	Gafa_DN36077_c0_g1_i1.p1
OG0003727	Shad_tr22582_c1_g1_i1.p1	Gafa_DN9632_c0_g2_i2.p1
OG0003728	Shad_tr37_c4_g1_i1.p1	Gafa_DN7514_c0_g1_i3.p1
OG0003729	Shad_tr28708_c0_g1_i1.p1, Shad_tr914_c3_g1_i3.p1	Gafa_DN6686_c0_g1_i4.p1
OG0003730	Shad_tr3483_c3_g1_i3.p1	Gafa_DN8332_c1_g1_i3.p1
OG0003733	Shad_tr14192_c1_g1_i6.p1	Gafa_DN19450_c0_g1_i6.p1
OG0003734	Shad_tr25370_c0_g1_i3.p1	Gafa_DN6794_c0_g2_i6.p1, Gafa_DN47718_c0_g1_i2.p1, Gafa_DN13295_c0_g1_i3.p1
OG0003735	Shad_tr4490_c0_g1_i7.p1	Gafa_DN3912_c1_g2_i2.p1
OG0003736	Shad_tr34219_c0_g1_i1.p1	Gafa_DN3319_c1_g2_i5.p1
OG0003736	Shad_tr26117_c1_g1_i3.p1	Gafa_DN99366_c0_g2_i1.p1
OG0003737	Shad_tr34007_c0_g1_i2.p1	Gafa_DN12851_c0_g1_i2.p1
OG0003738	Shad_tr4040_c0_g1_i3.p1	Gafa_DN7761_c0_g2_i1.p1
OG0003739	Shad_tr1307_c0_g1_i2.p1	Gafa_DN7929_c1_g1_i2.p1
OG0003740	Shad_tr767_c3_g1_i1.p1	Gafa_DN8391_c0_g1_i1.p1
OG0003741	Shad_tr4584_c0_g1_i6.p1	Gafa_DN40476_c0_g1_i1.p1
OG0003742	Shad_tr15049_c0_g1_i5.p1	Gafa_DN4611_c0_g1_i5.p1
OG0003743	Shad_tr24271_c0_g1_i1.p1	Gafa_DN16219_c0_g1_i4.p1
OG0003744	Shad_tr6300_c0_g1_i22.p1	Gafa_DN37140_c1_g1_i1.p1
OG0003745	Shad_tr16570_c0_g1_i50.p1	Gafa_DN5464_c0_g1_i9.p1
OG0003746	Shad_tr585_c1_g2_i12.p1	Gafa_DN4143_c1_g3_i1.p1, Gafa_DN148324_c0_g1_i1.p1, Gafa_DN106521_c0_g1_i1.p1
