Orthogroup	Stichodactyla_haddoni_longest_pep	Chironex_fleckeri_longest_pep
OG0004506	Shad_tr63466_c0_g1_i1.p1, Shad_tr80793_c0_g1_i1.p1	Chfl_DN2101_c0_g1_i1.p1
OG0004508	Shad_tr15880_c1_g1_i3.p1	Chfl_DN7535_c0_g1_i1.p1
OG0004511	Shad_tr2782_c0_g2_i3.p1	Chfl_DN355_c0_g1_i1.p1
OG0004512	Shad_tr87430_c0_g1_i1.p1	Chfl_DN27831_c0_g1_i1.p1
OG0004514	Shad_tr14226_c2_g1_i4.p1	Chfl_DN7156_c0_g2_i1.p1, Chfl_DN7989_c0_g1_i2.p1
OG0004515	Shad_tr139_c0_g1_i1.p1	Chfl_DN1491_c0_g1_i1.p1
OG0004518	Shad_tr24547_c2_g1_i1.p1	Chfl_DN2465_c0_g1_i1.p1
OG0004519	Shad_tr5358_c0_g1_i1.p1	Chfl_DN26313_c0_g1_i1.p1
OG0004520	Shad_tr4400_c1_g1_i1.p1	Chfl_DN16579_c0_g1_i1.p1
OG0004522	Shad_tr21160_c0_g3_i1.p1	Chfl_DN26629_c0_g1_i1.p1
OG0004523	Shad_tr2042_c4_g1_i3.p1	Chfl_DN13462_c0_g1_i1.p1
OG0004524	Shad_tr93889_c0_g1_i1.p1	Chfl_DN11743_c0_g1_i1.p1
OG0004528	Shad_tr2838_c0_g1_i7.p1	Chfl_DN22468_c0_g2_i1.p1, Chfl_DN17039_c0_g1_i1.p1
OG0004530	Shad_tr8430_c1_g1_i2.p1	Chfl_DN2581_c0_g1_i1.p1
OG0004531	Shad_tr414_c0_g1_i1.p1	Chfl_DN26835_c0_g1_i1.p1
OG0004533	Shad_tr15879_c0_g2_i2.p1	Chfl_DN795_c0_g1_i3.p1
OG0004534	Shad_tr1767_c1_g1_i7.p1	Chfl_DN130_c0_g1_i3.p1
OG0004535	Shad_tr32656_c0_g1_i2.p1	Chfl_DN8364_c0_g1_i1.p1
OG0004536	Shad_tr4612_c1_g2_i1.p1	Chfl_DN19207_c0_g1_i2.p1
OG0004537	Shad_tr745_c6_g1_i1.p1	Chfl_DN4136_c0_g1_i1.p1
OG0004540	Shad_tr10513_c0_g1_i1.p1	Chfl_DN3324_c0_g1_i1.p1
OG0004542	Shad_tr32311_c2_g2_i3.p1	Chfl_DN14067_c0_g1_i3.p1
OG0004543	Shad_tr6645_c0_g1_i4.p1	Chfl_DN18638_c0_g2_i1.p1
OG0004546	Shad_tr11241_c0_g1_i1.p1	Chfl_DN16692_c0_g1_i1.p1
OG0004547	Shad_tr10417_c0_g1_i1.p1	Chfl_DN25426_c0_g2_i1.p1, Chfl_DN2792_c0_g1_i3.p1
OG0004548	Shad_tr12041_c0_g1_i1.p1	Chfl_DN758_c0_g1_i1.p1
OG0004549	Shad_tr1090_c0_g2_i1.p1	Chfl_DN13916_c0_g1_i1.p1
OG0004550	Shad_tr33642_c0_g1_i1.p1	Chfl_DN4234_c0_g1_i1.p1
OG0004552	Shad_tr10466_c0_g1_i2.p1	Chfl_DN27411_c0_g1_i1.p1
OG0004554	Shad_tr3203_c2_g1_i1.p1	Chfl_DN26267_c0_g1_i1.p1
OG0004559	Shad_tr739_c0_g1_i1.p1	Chfl_DN1627_c0_g1_i1.p1
OG0004565	Shad_tr3371_c2_g1_i1.p1	Chfl_DN165_c0_g1_i1.p1
OG0004567	Shad_tr5712_c1_g1_i6.p1	Chfl_DN122_c0_g1_i2.p1, Chfl_DN2680_c0_g1_i1.p1
OG0004574	Shad_tr58820_c0_g1_i1.p1, Shad_tr102365_c0_g1_i1.p1	Chfl_DN17670_c0_g1_i1.p1
OG0004575	Shad_tr38038_c0_g1_i1.p1	Chfl_DN128_c1_g1_i2.p1
OG0004576	Shad_tr56117_c0_g1_i1.p1	Chfl_DN15563_c0_g1_i1.p1
OG0004577	Shad_tr16725_c0_g2_i1.p1	Chfl_DN102_c0_g1_i1.p1
OG0004580	Shad_tr114612_c0_g1_i1.p1, Shad_tr3716_c0_g1_i1.p1	Chfl_DN28543_c0_g1_i1.p1
OG0004585	Shad_tr30252_c0_g2_i8.p1	Chfl_DN4227_c0_g3_i1.p1
OG0004586	Shad_tr30244_c3_g1_i1.p1, Shad_tr3371_c0_g1_i1.p1	Chfl_DN17634_c0_g1_i1.p1
OG0004587	Shad_tr12502_c1_g1_i1.p1	Chfl_DN1965_c0_g1_i1.p1
OG0004588	Shad_tr8728_c1_g2_i2.p1	Chfl_DN3149_c0_g1_i1.p1
OG0004590	Shad_tr5163_c0_g4_i1.p1, Shad_tr5163_c0_g1_i1.p1	Chfl_DN2175_c0_g1_i1.p1
OG0004591	Shad_tr28166_c0_g1_i4.p1	Chfl_DN23974_c0_g2_i1.p1, Chfl_DN9736_c0_g2_i2.p1, Chfl_DN340_c1_g1_i2.p1
OG0004594	Shad_tr24879_c0_g1_i6.p1	Chfl_DN3130_c0_g4_i1.p1
OG0004595	Shad_tr3501_c1_g1_i1.p1	Chfl_DN9722_c0_g1_i1.p1
OG0004597	Shad_tr8499_c0_g2_i1.p1	Chfl_DN3714_c0_g1_i4.p1
OG0004600	Shad_tr6750_c0_g1_i1.p1	Chfl_DN26254_c0_g1_i1.p1
OG0004603	Shad_tr25761_c1_g1_i3.p1, Shad_tr67959_c0_g1_i1.p1	Chfl_DN20141_c0_g2_i1.p1
OG0004607	Shad_tr1207_c7_g1_i1.p1	Chfl_DN25670_c0_g1_i1.p1
OG0004608	Shad_tr30965_c1_g2_i1.p1	Chfl_DN7000_c0_g1_i1.p1, Chfl_DN16630_c0_g1_i1.p1, Chfl_DN16630_c0_g2_i1.p1
OG0004612	Shad_tr101451_c0_g1_i1.p1	Chfl_DN22652_c0_g3_i1.p1, Chfl_DN25271_c0_g1_i1.p1, Chfl_DN9152_c0_g3_i1.p1
OG0004614	Shad_tr101977_c0_g1_i1.p1	Chfl_DN25895_c0_g1_i1.p1
OG0004637	Shad_tr1006_c0_g1_i21.p1	Chfl_DN800_c0_g1_i6.p1
OG0004639	Shad_tr2449_c0_g1_i3.p1	Chfl_DN52_c0_g1_i6.p1
OG0004640	Shad_tr4549_c0_g1_i16.p1	Chfl_DN7617_c0_g3_i1.p1
OG0004641	Shad_tr26073_c0_g1_i2.p1, Shad_tr112335_c0_g1_i1.p1	Chfl_DN24877_c0_g1_i1.p1
OG0004642	Shad_tr3370_c0_g3_i1.p1	Chfl_DN5877_c0_g2_i2.p1, Chfl_DN5877_c0_g3_i1.p1
OG0004643	Shad_tr12203_c0_g1_i2.p1	Chfl_DN28129_c0_g1_i1.p1, Chfl_DN15204_c0_g1_i1.p1, Chfl_DN13151_c0_g1_i1.p1, Chfl_DN8930_c0_g1_i1.p1
OG0004644	Shad_tr9108_c0_g1_i3.p1	Chfl_DN5265_c0_g1_i1.p1
OG0004646	Shad_tr2154_c1_g1_i11.p1	Chfl_DN67_c0_g3_i1.p1
OG0004647	Shad_tr19678_c0_g1_i1.p1	Chfl_DN8011_c0_g1_i1.p1
OG0004652	Shad_tr5096_c0_g1_i19.p1	Chfl_DN1432_c0_g1_i2.p1
OG0004654	Shad_tr10483_c0_g2_i8.p1	Chfl_DN2163_c1_g1_i1.p1
OG0004656	Shad_tr3056_c0_g1_i4.p1	Chfl_DN487_c0_g1_i2.p1
OG0004657	Shad_tr238_c9_g1_i4.p1	Chfl_DN4502_c0_g2_i1.p1, Chfl_DN4502_c0_g3_i1.p1
OG0004658	Shad_tr5436_c0_g1_i41.p1	Chfl_DN4217_c0_g1_i3.p1
OG0004660	Shad_tr1620_c0_g1_i2.p1	Chfl_DN3887_c0_g1_i1.p1
OG0004661	Shad_tr1027_c2_g2_i3.p1	Chfl_DN194_c1_g1_i2.p1, Chfl_DN6186_c0_g1_i1.p1
OG0004662	Shad_tr5848_c0_g1_i8.p1	Chfl_DN1657_c0_g3_i1.p1
OG0004663	Shad_tr3463_c0_g1_i15.p1	Chfl_DN5149_c0_g2_i1.p1, Chfl_DN5149_c0_g1_i1.p1
OG0004664	Shad_tr1049_c1_g1_i4.p1	Chfl_DN13030_c0_g2_i1.p1
OG0004665	Shad_tr8775_c0_g1_i3.p1	Chfl_DN1482_c0_g2_i1.p1, Chfl_DN1482_c0_g5_i1.p1
OG0004666	Shad_tr1285_c0_g2_i1.p1	Chfl_DN10448_c0_g2_i1.p1
OG0004667	Shad_tr20858_c2_g1_i1.p1	Chfl_DN23757_c0_g1_i1.p1
OG0004668	Shad_tr720_c0_g1_i1.p1	Chfl_DN25706_c0_g1_i1.p1
OG0004671	Shad_tr1713_c3_g1_i2.p1	Chfl_DN9991_c0_g1_i1.p1
OG0004672	Shad_tr8408_c1_g1_i18.p1	Chfl_DN1561_c0_g1_i1.p1
OG0004673	Shad_tr4962_c0_g2_i2.p1	Chfl_DN455_c0_g1_i3.p1
OG0004676	Shad_tr1151_c2_g1_i1.p1	Chfl_DN2456_c0_g1_i2.p1
OG0004678	Shad_tr10843_c2_g1_i14.p1	Chfl_DN2973_c0_g2_i4.p1
OG0004679	Shad_tr17183_c0_g1_i1.p1	Chfl_DN11032_c0_g2_i1.p1
OG0004680	Shad_tr14226_c0_g1_i8.p1	Chfl_DN23779_c0_g1_i1.p1
OG0004681	Shad_tr5253_c10_g1_i1.p1	Chfl_DN14708_c0_g1_i2.p1
OG0004683	Shad_tr7040_c0_g1_i4.p1	Chfl_DN3386_c0_g1_i1.p1
OG0004684	Shad_tr5535_c0_g1_i2.p1	Chfl_DN3078_c0_g2_i1.p1
OG0004685	Shad_tr8037_c0_g1_i3.p1	Chfl_DN725_c0_g1_i15.p1
OG0004687	Shad_tr2800_c0_g1_i3.p1	Chfl_DN4000_c0_g2_i1.p1
OG0004689	Shad_tr2505_c0_g1_i7.p1	Chfl_DN27391_c0_g1_i1.p1, Chfl_DN4552_c0_g4_i1.p1, Chfl_DN4552_c0_g1_i3.p1
OG0004691	Shad_tr49007_c0_g1_i4.p1	Chfl_DN3779_c0_g1_i1.p1, Chfl_DN3779_c0_g2_i1.p1
OG0004692	Shad_tr3382_c1_g1_i5.p1	Chfl_DN20900_c0_g1_i1.p1, Chfl_DN13790_c0_g1_i1.p1
OG0004695	Shad_tr25817_c0_g1_i14.p1	Chfl_DN3622_c0_g2_i3.p1
OG0004697	Shad_tr11229_c0_g1_i2.p1	Chfl_DN3570_c0_g2_i1.p1, Chfl_DN3570_c0_g1_i1.p1
OG0004698	Shad_tr51897_c0_g1_i6.p1	Chfl_DN1681_c0_g1_i3.p1
OG0004699	Shad_tr12845_c0_g1_i1.p1, Shad_tr114624_c0_g1_i1.p1	Chfl_DN22940_c0_g1_i1.p1
OG0004701	Shad_tr102584_c0_g1_i1.p1, Shad_tr37560_c0_g1_i6.p1	Chfl_DN22226_c0_g1_i6.p1
OG0004702	Shad_tr7091_c0_g2_i1.p1	Chfl_DN20093_c0_g1_i1.p1
OG0004703	Shad_tr15421_c0_g1_i6.p1	Chfl_DN6149_c0_g1_i1.p1
OG0004704	Shad_tr10274_c0_g4_i1.p1	Chfl_DN22617_c0_g1_i1.p1
OG0004705	Shad_tr29311_c1_g1_i1.p1	Chfl_DN1514_c0_g1_i2.p1
OG0004706	Shad_tr8232_c0_g1_i1.p1	Chfl_DN24314_c0_g1_i1.p1
OG0004707	Shad_tr5786_c1_g1_i2.p1, Shad_tr971_c0_g1_i7.p1	Chfl_DN18053_c0_g1_i1.p1
OG0004708	Shad_tr1229_c1_g1_i7.p1	Chfl_DN995_c0_g1_i1.p1
OG0004709	Shad_tr13414_c0_g1_i2.p1	Chfl_DN2845_c0_g1_i2.p1
OG0004710	Shad_tr1812_c0_g1_i3.p1	Chfl_DN2348_c0_g1_i2.p1
OG0004711	Shad_tr13088_c1_g2_i2.p1	Chfl_DN7402_c0_g1_i1.p1
OG0004712	Shad_tr1370_c0_g2_i1.p1	Chfl_DN14281_c0_g1_i1.p1
OG0004713	Shad_tr4928_c0_g1_i26.p1	Chfl_DN4875_c0_g1_i1.p1
OG0004714	Shad_tr13224_c1_g1_i1.p1	Chfl_DN15406_c0_g1_i1.p1
OG0004715	Shad_tr5294_c0_g1_i1.p1	Chfl_DN18981_c0_g2_i1.p1
OG0004716	Shad_tr14218_c0_g1_i1.p1	Chfl_DN1302_c0_g1_i1.p1
OG0004717	Shad_tr21052_c0_g1_i3.p1	Chfl_DN6556_c0_g1_i1.p1
OG0004718	Shad_tr17030_c0_g2_i2.p1	Chfl_DN7563_c0_g2_i1.p1, Chfl_DN26991_c0_g1_i1.p1
OG0004719	Shad_tr6446_c0_g1_i26.p1	Chfl_DN11665_c0_g2_i1.p1, Chfl_DN11665_c0_g1_i1.p1
OG0004722	Shad_tr3111_c2_g1_i1.p1	Chfl_DN15163_c0_g1_i1.p1
OG0004723	Shad_tr11723_c0_g1_i25.p1	Chfl_DN3043_c0_g1_i3.p1
OG0004725	Shad_tr61986_c0_g1_i1.p1	Chfl_DN6990_c0_g1_i3.p1
OG0004726	Shad_tr10393_c0_g2_i1.p1	Chfl_DN8032_c0_g1_i10.p1
OG0004728	Shad_tr11444_c1_g1_i37.p1	Chfl_DN432_c0_g1_i1.p1
OG0004729	Shad_tr105565_c0_g1_i1.p1, Shad_tr24299_c0_g1_i3.p1	Chfl_DN9046_c0_g3_i1.p1, Chfl_DN4449_c0_g2_i1.p1
OG0004730	Shad_tr19396_c0_g2_i1.p1	Chfl_DN12256_c0_g1_i1.p1
OG0004733	Shad_tr20457_c0_g1_i5.p1	Chfl_DN12342_c0_g2_i2.p1
OG0004734	Shad_tr4838_c0_g1_i3.p1	Chfl_DN3808_c0_g2_i3.p1
OG0004736	Shad_tr6787_c0_g1_i1.p1	Chfl_DN5653_c1_g2_i3.p1
OG0004737	Shad_tr7830_c1_g1_i5.p1	Chfl_DN4912_c0_g1_i1.p1
OG0004739	Shad_tr4991_c0_g1_i5.p1	Chfl_DN632_c0_g1_i7.p1
OG0004741	Shad_tr13065_c0_g2_i5.p1	Chfl_DN1259_c3_g1_i4.p1
OG0004742	Shad_tr35687_c0_g1_i1.p1	Chfl_DN436_c1_g2_i1.p1
OG0004743	Shad_tr21478_c0_g1_i1.p1	Chfl_DN9389_c0_g2_i1.p1, Chfl_DN9389_c0_g1_i1.p1
OG0004744	Shad_tr8909_c0_g1_i2.p1	Chfl_DN10818_c0_g1_i1.p1
OG0004745	Shad_tr18280_c0_g2_i1.p1, Shad_tr18280_c0_g1_i1.p1	Chfl_DN12574_c0_g1_i1.p1, Chfl_DN12574_c0_g2_i1.p1
OG0004746	Shad_tr2759_c6_g1_i2.p1	Chfl_DN21814_c0_g2_i3.p1
OG0004748	Shad_tr3734_c3_g1_i2.p1	Chfl_DN2987_c0_g1_i2.p1
OG0004749	Shad_tr20214_c0_g1_i1.p1, Shad_tr113272_c0_g1_i1.p1, Shad_tr11279_c1_g1_i44.p1	Chfl_DN24354_c0_g1_i1.p1
OG0004750	Shad_tr1143_c0_g1_i1.p1	Chfl_DN533_c0_g1_i1.p1
OG0004751	Shad_tr6956_c4_g1_i4.p1	Chfl_DN723_c0_g1_i1.p1
OG0004752	Shad_tr1557_c0_g1_i10.p1	Chfl_DN595_c0_g3_i1.p1
OG0004753	Shad_tr2461_c1_g1_i5.p1	Chfl_DN25988_c0_g1_i1.p1
OG0004754	Shad_tr21758_c0_g2_i2.p1	Chfl_DN1401_c0_g3_i1.p1
OG0004755	Shad_tr7263_c3_g1_i1.p1	Chfl_DN5936_c0_g1_i1.p1, Chfl_DN11823_c0_g1_i2.p1
OG0004756	Shad_tr443_c12_g1_i1.p1	Chfl_DN23051_c0_g1_i1.p1
OG0004757	Shad_tr4769_c0_g1_i3.p1	Chfl_DN4481_c0_g1_i3.p1
OG0004758	Shad_tr22509_c0_g1_i5.p1	Chfl_DN16799_c0_g1_i1.p1, Chfl_DN26921_c0_g1_i1.p1
OG0004759	Shad_tr3629_c1_g1_i4.p1	Chfl_DN13835_c0_g1_i1.p1, Chfl_DN14645_c0_g1_i1.p1
OG0004760	Shad_tr14062_c0_g1_i6.p1	Chfl_DN731_c0_g1_i8.p1
OG0004761	Shad_tr5857_c0_g1_i1.p1, Shad_tr187_c30_g1_i1.p1	Chfl_DN6832_c0_g1_i1.p1
OG0004762	Shad_tr6558_c0_g1_i8.p1	Chfl_DN3273_c0_g1_i1.p1
OG0004763	Shad_tr9846_c0_g1_i3.p1	Chfl_DN27638_c0_g1_i1.p1, Chfl_DN17407_c0_g1_i1.p1
OG0004765	Shad_tr1754_c2_g1_i3.p1	Chfl_DN6515_c0_g1_i3.p1
OG0004767	Shad_tr32676_c0_g1_i6.p1	Chfl_DN24799_c0_g1_i1.p1
OG0004768	Shad_tr16895_c0_g2_i1.p1	Chfl_DN1066_c0_g2_i1.p1
OG0004769	Shad_tr10385_c0_g1_i21.p1	Chfl_DN25124_c0_g1_i1.p1
OG0004770	Shad_tr25326_c0_g1_i4.p1	Chfl_DN7683_c0_g1_i1.p1
OG0004772	Shad_tr4711_c0_g1_i6.p1	Chfl_DN1914_c0_g2_i1.p1
OG0004773	Shad_tr20838_c0_g1_i1.p1, Shad_tr4044_c0_g3_i1.p1	Chfl_DN3175_c0_g1_i1.p1
OG0004774	Shad_tr27144_c0_g1_i1.p1	Chfl_DN28464_c0_g1_i1.p1
OG0004777	Shad_tr9590_c0_g1_i2.p1	Chfl_DN21542_c0_g1_i1.p1
OG0004779	Shad_tr2616_c6_g1_i5.p1	Chfl_DN393_c0_g1_i2.p1
OG0004781	Shad_tr3478_c4_g1_i2.p1	Chfl_DN5244_c0_g1_i1.p1
OG0004782	Shad_tr526_c0_g1_i52.p1	Chfl_DN21712_c0_g2_i6.p1
OG0004783	Shad_tr38107_c0_g1_i2.p1	Chfl_DN4393_c0_g1_i1.p1
OG0004784	Shad_tr19815_c1_g1_i8.p1	Chfl_DN1924_c0_g1_i2.p1
OG0004785	Shad_tr9037_c0_g1_i7.p1	Chfl_DN8990_c0_g3_i1.p1
OG0004786	Shad_tr7671_c0_g1_i13.p1	Chfl_DN15581_c0_g1_i1.p1
OG0004789	Shad_tr17124_c0_g1_i3.p1	Chfl_DN4183_c0_g2_i1.p1
OG0004792	Shad_tr11118_c0_g1_i4.p1	Chfl_DN20640_c0_g1_i3.p1
OG0004794	Shad_tr23129_c0_g2_i3.p1	Chfl_DN7070_c0_g2_i1.p1, Chfl_DN7070_c0_g1_i1.p1
OG0004795	Shad_tr7476_c0_g2_i2.p1	Chfl_DN6156_c0_g1_i1.p1, Chfl_DN6584_c0_g2_i1.p1
OG0004796	Shad_tr3969_c0_g1_i7.p1	Chfl_DN152_c0_g1_i10.p1
OG0004798	Shad_tr17734_c0_g2_i11.p1	Chfl_DN14903_c0_g2_i1.p1
OG0004799	Shad_tr6350_c0_g1_i17.p1	Chfl_DN26507_c0_g1_i1.p1
OG0004800	Shad_tr11586_c0_g2_i6.p1	Chfl_DN5276_c0_g2_i1.p1
OG0004801	Shad_tr3438_c0_g1_i2.p1	Chfl_DN14053_c0_g1_i1.p1
OG0004802	Shad_tr13548_c0_g1_i1.p1	Chfl_DN4467_c0_g1_i4.p1
OG0004803	Shad_tr6559_c0_g1_i18.p1	Chfl_DN3176_c0_g1_i1.p1
OG0004804	Shad_tr30710_c0_g1_i2.p1	Chfl_DN9735_c0_g1_i1.p1
OG0004805	Shad_tr103_c4_g1_i1.p1	Chfl_DN11181_c0_g1_i3.p1
OG0004806	Shad_tr17361_c0_g1_i9.p1	Chfl_DN5777_c0_g2_i1.p1
OG0004807	Shad_tr44010_c1_g1_i2.p1	Chfl_DN21649_c0_g1_i5.p1
OG0004808	Shad_tr114275_c0_g1_i1.p1, Shad_tr46859_c0_g1_i1.p1, Shad_tr6473_c0_g1_i2.p1	Chfl_DN8468_c0_g1_i1.p1
OG0004810	Shad_tr1560_c7_g1_i13.p1	Chfl_DN12818_c0_g1_i1.p1, Chfl_DN7126_c0_g1_i1.p1
OG0004812	Shad_tr11895_c0_g1_i10.p1	Chfl_DN8186_c0_g1_i1.p1
OG0004813	Shad_tr3126_c0_g2_i1.p1	Chfl_DN26027_c0_g1_i1.p1
OG0004815	Shad_tr33460_c0_g1_i14.p1	Chfl_DN19915_c0_g1_i1.p1
OG0004816	Shad_tr3742_c1_g1_i1.p1	Chfl_DN8451_c0_g1_i2.p1
OG0004817	Shad_tr1749_c0_g2_i1.p1	Chfl_DN4782_c0_g2_i1.p1
OG0004818	Shad_tr2911_c1_g1_i4.p1	Chfl_DN5233_c0_g1_i4.p1
OG0004819	Shad_tr12506_c0_g1_i1.p1	Chfl_DN20437_c0_g1_i1.p1
OG0004821	Shad_tr5921_c0_g1_i6.p1	Chfl_DN18157_c0_g2_i4.p1
OG0004822	Shad_tr39023_c0_g1_i11.p1	Chfl_DN19419_c1_g1_i2.p1
OG0004823	Shad_tr10651_c0_g1_i10.p1	Chfl_DN7464_c0_g1_i1.p1
OG0004824	Shad_tr8464_c1_g1_i2.p1	Chfl_DN4850_c0_g2_i1.p1
OG0004825	Shad_tr10714_c0_g1_i2.p1	Chfl_DN20280_c0_g1_i1.p1
OG0004827	Shad_tr5212_c0_g3_i4.p1	Chfl_DN1553_c0_g1_i1.p1
OG0004828	Shad_tr12002_c0_g1_i1.p1	Chfl_DN5212_c0_g1_i1.p1
OG0004829	Shad_tr3701_c0_g1_i8.p1	Chfl_DN6456_c0_g1_i2.p1
OG0004831	Shad_tr25984_c0_g1_i1.p1	Chfl_DN11617_c0_g1_i1.p1
OG0004835	Shad_tr10697_c0_g1_i53.p1	Chfl_DN4581_c0_g1_i1.p1
OG0004836	Shad_tr39098_c0_g1_i3.p1	Chfl_DN8278_c0_g1_i1.p1
OG0004837	Shad_tr16496_c0_g1_i1.p1, Shad_tr16496_c0_g2_i3.p1	Chfl_DN5884_c0_g1_i1.p1
OG0004838	Shad_tr4872_c3_g2_i1.p1	Chfl_DN5960_c0_g1_i3.p1
OG0004841	Shad_tr37970_c0_g1_i1.p1	Chfl_DN2937_c0_g1_i2.p1
OG0004842	Shad_tr38528_c0_g1_i3.p1	Chfl_DN3915_c0_g1_i1.p1
OG0004845	Shad_tr1202_c0_g1_i1.p1	Chfl_DN5837_c0_g1_i1.p1
OG0004846	Shad_tr11566_c3_g1_i1.p1	Chfl_DN4972_c0_g2_i1.p1
OG0004847	Shad_tr3551_c0_g1_i5.p1, Shad_tr42367_c1_g1_i1.p1	Chfl_DN900_c0_g2_i1.p1
OG0004848	Shad_tr21900_c0_g1_i1.p1	Chfl_DN27462_c0_g1_i1.p1, Chfl_DN25832_c0_g1_i1.p1
OG0004849	Shad_tr31123_c0_g1_i3.p1	Chfl_DN11953_c0_g1_i1.p1
OG0004851	Shad_tr56933_c0_g1_i1.p1	Chfl_DN10752_c0_g1_i1.p1
OG0004852	Shad_tr17753_c0_g1_i5.p1	Chfl_DN22540_c0_g1_i1.p1
OG0004853	Shad_tr2651_c0_g1_i1.p1	Chfl_DN2895_c0_g1_i2.p1
OG0004854	Shad_tr423_c3_g1_i1.p1	Chfl_DN15425_c0_g1_i1.p1
OG0004855	Shad_tr3492_c2_g1_i1.p1	Chfl_DN19_c0_g2_i1.p1
OG0004856	Shad_tr11788_c0_g1_i5.p1	Chfl_DN12575_c0_g1_i2.p1
OG0004857	Shad_tr22413_c0_g1_i12.p1	Chfl_DN13041_c0_g1_i1.p1
OG0004858	Shad_tr18023_c1_g1_i5.p1	Chfl_DN3367_c0_g1_i1.p1
OG0004859	Shad_tr697_c0_g2_i30.p1	Chfl_DN717_c0_g1_i3.p1
OG0004860	Shad_tr11330_c0_g1_i2.p1	Chfl_DN1688_c0_g1_i4.p1
OG0004861	Shad_tr26882_c0_g2_i10.p1	Chfl_DN21984_c0_g1_i1.p1
OG0004862	Shad_tr108787_c0_g1_i1.p1, Shad_tr45152_c0_g1_i7.p1	Chfl_DN8689_c0_g1_i1.p1
OG0004863	Shad_tr1689_c1_g1_i3.p1	Chfl_DN1994_c0_g1_i1.p1
OG0004864	Shad_tr11144_c0_g1_i9.p1	Chfl_DN10460_c0_g1_i1.p1
OG0004865	Shad_tr5661_c1_g2_i1.p1	Chfl_DN5513_c0_g1_i1.p1
OG0004866	Shad_tr6661_c1_g1_i3.p1, Shad_tr16978_c1_g1_i5.p1	Chfl_DN1068_c0_g1_i1.p1
OG0004867	Shad_tr3250_c0_g1_i1.p1	Chfl_DN25015_c0_g1_i13.p1
OG0004868	Shad_tr5581_c0_g1_i12.p1	Chfl_DN6890_c0_g2_i1.p1, Chfl_DN6890_c0_g1_i1.p1
OG0004869	Shad_tr3726_c0_g1_i3.p1	Chfl_DN8238_c0_g1_i2.p1
OG0004871	Shad_tr24457_c0_g1_i2.p1	Chfl_DN2286_c0_g2_i1.p1
OG0004872	Shad_tr9187_c0_g2_i4.p1	Chfl_DN755_c0_g1_i9.p1
OG0004873	Shad_tr4540_c1_g1_i5.p1, Shad_tr109413_c0_g1_i1.p1	Chfl_DN6657_c0_g1_i1.p1
OG0004875	Shad_tr8923_c0_g2_i6.p1	Chfl_DN12964_c0_g1_i1.p1
OG0004876	Shad_tr23652_c0_g1_i7.p1	Chfl_DN5916_c0_g1_i2.p1
OG0004877	Shad_tr21571_c0_g1_i6.p1	Chfl_DN7328_c0_g1_i1.p1
OG0004878	Shad_tr158_c14_g1_i1.p1	Chfl_DN8224_c0_g2_i1.p1
OG0004879	Shad_tr27008_c0_g2_i2.p1	Chfl_DN3398_c2_g1_i1.p1
OG0004880	Shad_tr41873_c0_g1_i4.p1	Chfl_DN598_c0_g1_i1.p1
OG0004881	Shad_tr20043_c2_g1_i2.p1	Chfl_DN9325_c0_g3_i1.p1
OG0004882	Shad_tr16710_c0_g1_i7.p1	Chfl_DN9957_c0_g2_i1.p1, Chfl_DN14019_c0_g1_i1.p1
OG0004883	Shad_tr12989_c2_g1_i18.p1	Chfl_DN10042_c0_g1_i1.p1
OG0004884	Shad_tr15260_c0_g1_i2.p1	Chfl_DN5101_c0_g1_i2.p1
OG0004886	Shad_tr13337_c1_g1_i8.p1	Chfl_DN11682_c0_g1_i1.p1
OG0004888	Shad_tr24448_c0_g1_i5.p1	Chfl_DN9057_c0_g1_i1.p1
OG0004889	Shad_tr845_c0_g2_i3.p1	Chfl_DN27413_c0_g1_i1.p1
OG0004890	Shad_tr17847_c0_g1_i2.p1	Chfl_DN7131_c0_g1_i1.p1
OG0004891	Shad_tr23198_c1_g1_i14.p1	Chfl_DN25098_c0_g1_i1.p1
OG0004892	Shad_tr4479_c0_g1_i16.p1	Chfl_DN18573_c0_g1_i1.p1
OG0004893	Shad_tr8141_c0_g1_i20.p1	Chfl_DN20220_c0_g1_i1.p1
OG0004894	Shad_tr9904_c0_g1_i10.p1	Chfl_DN16048_c0_g1_i1.p1
OG0004896	Shad_tr9632_c0_g3_i2.p1	Chfl_DN3379_c0_g1_i1.p1
OG0004897	Shad_tr643_c0_g1_i5.p1	Chfl_DN41_c0_g1_i4.p1
OG0004898	Shad_tr14912_c0_g1_i12.p1	Chfl_DN22537_c0_g1_i1.p1
OG0004899	Shad_tr4929_c0_g1_i7.p1	Chfl_DN13210_c0_g1_i1.p1
OG0004900	Shad_tr16190_c0_g1_i4.p1	Chfl_DN8208_c0_g1_i1.p1
OG0004901	Shad_tr41440_c1_g1_i3.p1	Chfl_DN12066_c0_g2_i1.p1
OG0004902	Shad_tr23393_c1_g1_i2.p1	Chfl_DN1708_c0_g1_i1.p1
OG0004903	Shad_tr1815_c2_g1_i2.p1	Chfl_DN5066_c1_g1_i1.p1
OG0004905	Shad_tr16438_c2_g1_i4.p1	Chfl_DN22135_c0_g1_i1.p1
OG0004907	Shad_tr36202_c0_g1_i1.p1	Chfl_DN2521_c0_g2_i1.p1
