Orthogroup	Stichodactyla_haddoni_longest_pep	Anthopleura_dowii_longest_pep
OG0007247	Shad_tr8033_c5_g1_i2.p1	Ando_DN638_c0_g2_i1.p1
OG0007248	Shad_tr26884_c0_g1_i7.p1	Ando_DN10119_c0_g1_i1.p1
OG0007250	Shad_tr30631_c0_g1_i8.p1, Shad_tr3803_c1_g1_i6.p1	Ando_DN18454_c0_g1_i1.p1
OG0007252	Shad_tr2579_c0_g2_i2.p1	Ando_DN673_c0_g1_i1.p1
OG0007253	Shad_tr8932_c0_g1_i9.p1	Ando_DN1653_c1_g1_i1.p1
OG0007254	Shad_tr1787_c2_g1_i2.p1	Ando_DN2613_c0_g1_i1.p1
OG0007255	Shad_tr6006_c2_g1_i10.p1	Ando_DN9919_c0_g1_i1.p1
OG0007256	Shad_tr197_c3_g1_i1.p1	Ando_DN6446_c0_g1_i1.p1
OG0007257	Shad_tr171_c1_g1_i1.p1	Ando_DN19844_c0_g1_i1.p1
OG0007258	Shad_tr21563_c0_g1_i2.p1	Ando_DN3612_c0_g1_i1.p1
OG0007260	Shad_tr1361_c0_g1_i1.p1	Ando_DN1540_c0_g1_i1.p2
OG0007261	Shad_tr19743_c0_g3_i1.p1	Ando_DN13856_c0_g1_i1.p1
OG0007262	Shad_tr2218_c0_g1_i1.p1	Ando_DN25706_c0_g1_i1.p1
OG0007263	Shad_tr10191_c0_g1_i8.p1	Ando_DN5791_c0_g1_i5.p1
OG0007264	Shad_tr101866_c0_g1_i1.p1, Shad_tr45465_c0_g1_i1.p1	Ando_DN2481_c0_g1_i2.p1
OG0007265	Shad_tr17561_c0_g1_i17.p1	Ando_DN20334_c0_g2_i2.p1
OG0007266	Shad_tr9307_c3_g1_i2.p1	Ando_DN4446_c0_g1_i1.p1
OG0007267	Shad_tr3595_c0_g1_i8.p1	Ando_DN13518_c1_g1_i2.p1
OG0007269	Shad_tr7546_c0_g2_i1.p1	Ando_DN6346_c1_g1_i1.p1
OG0007271	Shad_tr8104_c0_g2_i2.p1	Ando_DN6515_c0_g1_i6.p1
OG0007273	Shad_tr17963_c1_g1_i2.p1	Ando_DN9179_c0_g1_i1.p1
OG0007274	Shad_tr25444_c0_g1_i1.p1	Ando_DN5718_c0_g2_i2.p1
OG0007275	Shad_tr20989_c0_g2_i3.p1	Ando_DN3595_c1_g2_i2.p1
OG0007276	Shad_tr21374_c0_g2_i4.p1	Ando_DN16453_c0_g1_i1.p1
OG0007278	Shad_tr93718_c0_g1_i2.p1	Ando_DN25269_c0_g1_i1.p1
OG0007279	Shad_tr16724_c0_g1_i3.p1	Ando_DN17557_c0_g1_i1.p1
OG0007280	Shad_tr9116_c0_g1_i3.p1	Ando_DN26103_c0_g1_i1.p1
OG0007281	Shad_tr11732_c1_g1_i6.p1	Ando_DN6589_c0_g3_i1.p1
OG0007282	Shad_tr57_c23_g1_i1.p1	Ando_DN101_c0_g1_i1.p1
OG0007283	Shad_tr14041_c0_g1_i2.p1	Ando_DN6097_c0_g1_i1.p1
OG0007284	Shad_tr44826_c0_g2_i2.p1	Ando_DN4826_c0_g2_i1.p1
OG0007285	Shad_tr2462_c0_g1_i1.p1	Ando_DN42_c0_g1_i1.p1
OG0007286	Shad_tr62615_c0_g1_i1.p1	Ando_DN2936_c0_g1_i1.p1
OG0007287	Shad_tr2118_c4_g1_i1.p1	Ando_DN2674_c1_g1_i1.p1
OG0007288	Shad_tr6088_c0_g1_i3.p1	Ando_DN2200_c0_g2_i1.p1
OG0007289	Shad_tr14518_c0_g1_i2.p1	Ando_DN3657_c0_g1_i1.p1
OG0007290	Shad_tr1652_c0_g1_i1.p1	Ando_DN693_c0_g1_i1.p1
OG0007291	Shad_tr7009_c0_g1_i1.p1	Ando_DN2782_c1_g1_i1.p1
OG0007292	Shad_tr17005_c3_g1_i1.p1	Ando_DN11611_c0_g2_i1.p1
OG0007293	Shad_tr93631_c0_g1_i1.p1	Ando_DN26264_c0_g1_i1.p1
OG0007294	Shad_tr9917_c0_g1_i4.p1	Ando_DN16025_c0_g1_i1.p1
OG0007295	Shad_tr11945_c0_g1_i1.p1	Ando_DN951_c0_g1_i1.p1
OG0007297	Shad_tr13989_c4_g1_i1.p1	Ando_DN6523_c0_g1_i1.p1
OG0007298	Shad_tr1567_c2_g2_i1.p1	Ando_DN4354_c0_g1_i1.p1
OG0007299	Shad_tr80_c1_g2_i1.p1	Ando_DN7396_c0_g1_i1.p1
OG0007301	Shad_tr12758_c0_g1_i1.p1	Ando_DN4408_c0_g1_i1.p1
OG0007302	Shad_tr63530_c0_g1_i1.p1	Ando_DN2207_c0_g1_i1.p1
OG0007303	Shad_tr10073_c1_g1_i1.p1, Shad_tr15922_c0_g1_i1.p1, Shad_tr11608_c8_g1_i1.p1	Ando_DN2576_c0_g1_i2.p1
OG0007304	Shad_tr843_c4_g1_i2.p1	Ando_DN4720_c0_g1_i1.p1
OG0007305	Shad_tr2433_c0_g1_i1.p1	Ando_DN4982_c1_g1_i1.p1
OG0007306	Shad_tr7602_c0_g1_i1.p1	Ando_DN1347_c1_g1_i1.p1
OG0007308	Shad_tr72919_c0_g1_i1.p1	Ando_DN10582_c0_g1_i1.p1
OG0007309	Shad_tr29716_c0_g1_i1.p1	Ando_DN9385_c0_g1_i1.p1
OG0007310	Shad_tr36362_c2_g1_i1.p1	Ando_DN21038_c0_g1_i1.p1
OG0007311	Shad_tr7541_c0_g1_i2.p1	Ando_DN3573_c0_g1_i1.p1
OG0007312	Shad_tr2110_c0_g1_i3.p1	Ando_DN9369_c0_g1_i1.p1
OG0007313	Shad_tr5562_c0_g3_i3.p1	Ando_DN13859_c0_g3_i1.p1
OG0007314	Shad_tr23289_c0_g1_i2.p1	Ando_DN27298_c0_g1_i1.p1
OG0007316	Shad_tr10670_c0_g1_i1.p1	Ando_DN205_c2_g1_i1.p1
OG0007317	Shad_tr246_c1_g1_i1.p1	Ando_DN835_c0_g1_i1.p1
OG0007318	Shad_tr21071_c0_g1_i1.p1	Ando_DN9381_c0_g1_i1.p1
OG0007319	Shad_tr12479_c0_g1_i2.p1	Ando_DN8703_c0_g1_i2.p1
OG0007320	Shad_tr93998_c0_g1_i1.p2	Ando_DN26939_c0_g1_i1.p1
OG0007321	Shad_tr1613_c1_g1_i1.p1	Ando_DN454_c2_g1_i1.p1
OG0007323	Shad_tr855_c0_g2_i1.p1	Ando_DN26156_c0_g1_i1.p1
OG0007324	Shad_tr10176_c5_g1_i1.p1	Ando_DN13245_c0_g1_i1.p1
OG0007325	Shad_tr29240_c1_g1_i2.p1	Ando_DN17803_c0_g1_i1.p1
OG0007326	Shad_tr1810_c0_g2_i1.p1	Ando_DN10565_c0_g1_i1.p1
OG0007327	Shad_tr1096_c0_g1_i1.p1	Ando_DN591_c2_g2_i1.p1
OG0007328	Shad_tr4492_c0_g1_i3.p1	Ando_DN538_c0_g1_i2.p1
OG0007329	Shad_tr25465_c0_g1_i1.p1	Ando_DN10271_c1_g1_i2.p1
OG0007330	Shad_tr10524_c0_g1_i1.p1	Ando_DN9479_c0_g1_i1.p1
OG0007332	Shad_tr61317_c0_g1_i1.p1	Ando_DN6809_c0_g1_i1.p1
OG0007333	Shad_tr7032_c1_g1_i3.p1	Ando_DN22626_c0_g1_i1.p1
OG0007334	Shad_tr3308_c1_g2_i1.p1	Ando_DN522_c0_g1_i1.p1
OG0007335	Shad_tr2890_c0_g1_i1.p1	Ando_DN1245_c0_g1_i1.p1
OG0007336	Shad_tr10522_c0_g1_i1.p1	Ando_DN7557_c0_g2_i3.p1
OG0007338	Shad_tr4647_c0_g2_i2.p1	Ando_DN1442_c0_g2_i1.p1
OG0007339	Shad_tr482_c7_g1_i1.p1	Ando_DN895_c1_g1_i1.p1
OG0007340	Shad_tr18317_c0_g2_i3.p1	Ando_DN13696_c0_g1_i1.p1
OG0007341	Shad_tr44066_c0_g1_i2.p1	Ando_DN16874_c0_g1_i1.p1
OG0007342	Shad_tr10214_c0_g2_i1.p1	Ando_DN27225_c0_g1_i1.p1
OG0007343	Shad_tr96549_c0_g1_i1.p1	Ando_DN1241_c0_g1_i1.p1
OG0007344	Shad_tr688_c1_g1_i1.p1	Ando_DN2768_c0_g1_i2.p1
OG0007345	Shad_tr388_c0_g2_i1.p1	Ando_DN205_c0_g1_i6.p1
OG0007348	Shad_tr797_c0_g1_i10.p1	Ando_DN1588_c0_g1_i1.p1
OG0007349	Shad_tr21290_c0_g2_i2.p1	Ando_DN2749_c0_g1_i2.p1
OG0007350	Shad_tr96492_c0_g1_i1.p1	Ando_DN1608_c0_g1_i2.p1
OG0007351	Shad_tr7345_c0_g1_i12.p1	Ando_DN9106_c0_g1_i5.p1, Ando_DN9106_c0_g2_i1.p1
OG0007353	Shad_tr2934_c0_g1_i4.p1	Ando_DN1293_c0_g1_i1.p1
OG0007354	Shad_tr14847_c0_g2_i1.p1, Shad_tr111605_c0_g1_i1.p2	Ando_DN132_c0_g1_i1.p1
OG0007355	Shad_tr23056_c0_g1_i1.p1	Ando_DN6390_c1_g6_i1.p1
OG0007356	Shad_tr7649_c0_g1_i1.p1	Ando_DN25720_c0_g1_i1.p1
OG0007357	Shad_tr9252_c4_g1_i2.p1	Ando_DN1987_c0_g1_i1.p1
OG0007358	Shad_tr10513_c0_g3_i1.p1	Ando_DN5951_c0_g1_i1.p1
OG0007361	Shad_tr780_c3_g1_i1.p1	Ando_DN1732_c0_g1_i1.p1
OG0007365	Shad_tr1854_c0_g1_i8.p1	Ando_DN1763_c1_g1_i1.p1
OG0007366	Shad_tr430_c0_g3_i2.p1	Ando_DN1550_c0_g1_i4.p1
OG0007367	Shad_tr92317_c0_g1_i1.p1, Shad_tr29792_c0_g1_i2.p1	Ando_DN15832_c1_g1_i1.p1
OG0007368	Shad_tr73203_c0_g1_i1.p1, Shad_tr40104_c0_g1_i2.p1	Ando_DN2667_c1_g1_i2.p1
OG0007369	Shad_tr1895_c2_g1_i1.p1	Ando_DN5150_c0_g1_i1.p1
OG0007370	Shad_tr2413_c0_g1_i9.p1	Ando_DN5358_c0_g1_i3.p1
OG0007371	Shad_tr428_c0_g1_i2.p1	Ando_DN2048_c0_g1_i3.p1
OG0007372	Shad_tr3824_c0_g1_i22.p1	Ando_DN4832_c0_g1_i1.p1
OG0007373	Shad_tr3236_c0_g1_i47.p1	Ando_DN7326_c0_g1_i1.p1
OG0007374	Shad_tr10437_c0_g1_i12.p1	Ando_DN10083_c0_g2_i1.p1
OG0007375	Shad_tr8597_c0_g3_i1.p1	Ando_DN4658_c0_g1_i3.p1
OG0007376	Shad_tr7716_c2_g1_i1.p1, Shad_tr16583_c0_g1_i3.p1	Ando_DN8517_c0_g2_i1.p1
OG0007377	Shad_tr12649_c0_g3_i2.p1	Ando_DN2598_c0_g1_i1.p1
OG0007378	Shad_tr50587_c1_g1_i12.p1	Ando_DN12270_c0_g1_i1.p1
OG0007379	Shad_tr11081_c0_g1_i9.p1	Ando_DN19406_c0_g1_i1.p1
OG0007380	Shad_tr9216_c1_g1_i1.p1	Ando_DN8839_c0_g6_i1.p1
OG0007381	Shad_tr7419_c2_g1_i10.p1	Ando_DN14285_c0_g1_i1.p1
OG0007382	Shad_tr4043_c0_g1_i23.p1	Ando_DN3104_c0_g3_i3.p1
OG0007383	Shad_tr2492_c1_g1_i17.p1	Ando_DN1712_c0_g2_i1.p1
OG0007384	Shad_tr32191_c2_g1_i3.p1	Ando_DN4101_c1_g1_i1.p1
OG0007385	Shad_tr86447_c0_g1_i1.p1, Shad_tr35988_c0_g2_i1.p1	Ando_DN9759_c0_g1_i1.p1
OG0007386	Shad_tr7972_c0_g1_i2.p1	Ando_DN2908_c0_g3_i1.p1
OG0007387	Shad_tr1737_c0_g1_i4.p1, Shad_tr30850_c0_g1_i1.p1	Ando_DN4350_c0_g1_i4.p1
OG0007388	Shad_tr27466_c1_g1_i3.p1	Ando_DN1100_c2_g1_i1.p1
OG0007389	Shad_tr26363_c0_g1_i2.p1	Ando_DN5693_c0_g1_i1.p1
OG0007390	Shad_tr6240_c0_g1_i3.p1	Ando_DN819_c0_g1_i1.p1
OG0007391	Shad_tr9222_c0_g1_i16.p1	Ando_DN8628_c0_g4_i1.p1
OG0007392	Shad_tr39372_c0_g1_i5.p1	Ando_DN10950_c0_g1_i1.p1
OG0007393	Shad_tr40122_c0_g2_i1.p1	Ando_DN6170_c0_g1_i1.p1
OG0007394	Shad_tr24976_c1_g1_i2.p1	Ando_DN13875_c0_g1_i1.p1
OG0007395	Shad_tr3629_c6_g1_i3.p1	Ando_DN19656_c0_g3_i1.p1, Ando_DN19656_c0_g1_i1.p1, Ando_DN19656_c0_g2_i1.p1
OG0007396	Shad_tr16877_c0_g1_i3.p1	Ando_DN13231_c0_g1_i1.p1
OG0007397	Shad_tr16699_c0_g1_i11.p1	Ando_DN21051_c0_g1_i1.p1
OG0007398	Shad_tr15160_c0_g1_i1.p1	Ando_DN3803_c0_g1_i1.p1
OG0007399	Shad_tr24255_c0_g1_i19.p1	Ando_DN26497_c0_g1_i1.p1
OG0007400	Shad_tr32706_c0_g1_i1.p1	Ando_DN14263_c0_g2_i1.p1
OG0007401	Shad_tr17966_c0_g2_i1.p1	Ando_DN5342_c0_g1_i1.p1
OG0007402	Shad_tr16704_c0_g1_i1.p1	Ando_DN10783_c1_g1_i1.p1
OG0007403	Shad_tr4895_c1_g1_i11.p1	Ando_DN7417_c0_g1_i2.p1
OG0007404	Shad_tr2329_c9_g1_i1.p1	Ando_DN5774_c1_g1_i1.p1
OG0007405	Shad_tr35985_c0_g1_i4.p1	Ando_DN8210_c0_g3_i1.p1
OG0007406	Shad_tr6351_c0_g3_i2.p1	Ando_DN5378_c0_g1_i1.p1
OG0007407	Shad_tr3160_c2_g1_i1.p1	Ando_DN1764_c0_g1_i1.p1
OG0007408	Shad_tr3346_c0_g1_i1.p1	Ando_DN311_c0_g1_i1.p1
OG0007409	Shad_tr4261_c8_g1_i1.p1, Shad_tr4044_c0_g1_i2.p1	Ando_DN10294_c0_g1_i1.p1
OG0007410	Shad_tr8686_c0_g1_i10.p1	Ando_DN17583_c0_g2_i1.p1
OG0007411	Shad_tr4090_c0_g3_i12.p1	Ando_DN11400_c0_g3_i2.p1
OG0007412	Shad_tr3851_c1_g2_i2.p1	Ando_DN18261_c0_g1_i1.p1
OG0007414	Shad_tr18901_c0_g1_i3.p1	Ando_DN9869_c0_g1_i1.p1
OG0007416	Shad_tr10919_c0_g1_i8.p1	Ando_DN1_c4_g1_i1.p1
OG0007417	Shad_tr25424_c1_g1_i5.p1	Ando_DN17588_c0_g1_i1.p1
OG0007418	Shad_tr16530_c0_g1_i2.p1	Ando_DN10086_c0_g3_i1.p1
OG0007419	Shad_tr11930_c0_g1_i1.p1	Ando_DN24983_c0_g1_i1.p1, Ando_DN20930_c0_g2_i1.p1
OG0007420	Shad_tr12602_c2_g1_i3.p1	Ando_DN525_c0_g1_i2.p1
OG0007421	Shad_tr2724_c0_g3_i1.p1	Ando_DN990_c0_g1_i1.p1
OG0007422	Shad_tr2705_c0_g1_i1.p2	Ando_DN3053_c0_g1_i1.p1
OG0007423	Shad_tr182_c1_g2_i4.p1	Ando_DN5009_c0_g1_i1.p1
OG0007424	Shad_tr10641_c0_g1_i3.p1, Shad_tr40229_c0_g1_i1.p2	Ando_DN3067_c0_g1_i2.p1
OG0007425	Shad_tr388_c7_g1_i3.p1	Ando_DN140_c0_g3_i1.p1
OG0007426	Shad_tr3295_c0_g1_i1.p1	Ando_DN3797_c0_g1_i1.p1
OG0007427	Shad_tr27_c0_g1_i1.p1	Ando_DN43_c0_g2_i1.p1
OG0007428	Shad_tr33578_c1_g1_i1.p1	Ando_DN18596_c0_g1_i1.p1
OG0007429	Shad_tr10851_c0_g1_i1.p1	Ando_DN18946_c0_g1_i1.p1
OG0007430	Shad_tr6459_c0_g2_i3.p1	Ando_DN26586_c0_g1_i1.p1
OG0007431	Shad_tr22415_c0_g1_i5.p1	Ando_DN17323_c0_g1_i1.p1
OG0007433	Shad_tr28641_c0_g1_i2.p1, Shad_tr14190_c1_g1_i2.p1	Ando_DN2431_c0_g3_i1.p1, Ando_DN2431_c0_g2_i1.p1, Ando_DN2431_c0_g1_i1.p1
OG0007434	Shad_tr10089_c1_g2_i1.p1	Ando_DN1267_c0_g3_i1.p1
OG0007485	Shad_tr439_c6_g1_i1.p1	Ando_DN948_c0_g1_i1.p1
OG0007487	Shad_tr25360_c0_g1_i12.p1	Ando_DN26376_c0_g1_i1.p1
OG0007488	Shad_tr8343_c0_g1_i4.p1	Ando_DN15391_c0_g1_i1.p1
OG0007491	Shad_tr8059_c0_g1_i4.p1	Ando_DN24399_c0_g1_i1.p1, Ando_DN8127_c0_g2_i2.p1
OG0007493	Shad_tr1325_c0_g1_i7.p1	Ando_DN4826_c0_g3_i1.p2, Ando_DN1936_c0_g1_i1.p1
OG0007494	Shad_tr13153_c0_g1_i1.p1	Ando_DN17187_c0_g1_i1.p1
OG0007495	Shad_tr2165_c5_g1_i4.p1	Ando_DN21771_c0_g1_i1.p1, Ando_DN13806_c0_g2_i1.p1, Ando_DN13806_c0_g3_i1.p1, Ando_DN23153_c0_g1_i1.p1, Ando_DN13806_c0_g1_i1.p1
OG0007496	Shad_tr10051_c0_g1_i2.p1	Ando_DN13819_c0_g1_i1.p1
OG0007497	Shad_tr5079_c1_g1_i7.p1	Ando_DN5506_c0_g1_i1.p1
OG0007499	Shad_tr30945_c1_g1_i3.p1	Ando_DN19323_c0_g1_i1.p1
OG0007500	Shad_tr6099_c0_g1_i17.p1	Ando_DN26999_c0_g1_i1.p1
OG0007502	Shad_tr3889_c1_g1_i2.p1	Ando_DN2458_c1_g1_i1.p1
OG0007503	Shad_tr216_c17_g1_i1.p1	Ando_DN10804_c0_g3_i1.p1
OG0007504	Shad_tr5837_c4_g1_i2.p1	Ando_DN19665_c0_g2_i1.p1
OG0007505	Shad_tr33112_c0_g1_i2.p1	Ando_DN12290_c0_g2_i1.p1
OG0007506	Shad_tr12107_c0_g1_i1.p1	Ando_DN17496_c0_g2_i1.p1, Ando_DN17496_c0_g1_i1.p1
OG0007507	Shad_tr7010_c1_g1_i5.p1	Ando_DN21264_c0_g1_i1.p1
OG0007509	Shad_tr11715_c0_g1_i10.p1	Ando_DN19789_c0_g2_i1.p1
OG0007510	Shad_tr754_c0_g1_i3.p1	Ando_DN4310_c0_g2_i3.p1
OG0007511	Shad_tr7921_c2_g1_i17.p1	Ando_DN6154_c0_g1_i1.p1
OG0007514	Shad_tr19540_c0_g1_i4.p1	Ando_DN7928_c0_g1_i2.p1
OG0007515	Shad_tr16239_c0_g1_i7.p1	Ando_DN25646_c0_g1_i1.p1
OG0007516	Shad_tr33734_c1_g1_i8.p1	Ando_DN12157_c0_g1_i1.p1
OG0007518	Shad_tr8270_c0_g2_i5.p1	Ando_DN7812_c0_g1_i1.p1
OG0007520	Shad_tr4947_c1_g1_i2.p1	Ando_DN13706_c0_g2_i1.p1
OG0007522	Shad_tr3207_c0_g1_i2.p1	Ando_DN24771_c0_g1_i1.p1
OG0007524	Shad_tr2532_c2_g1_i2.p1	Ando_DN15845_c1_g1_i1.p1
OG0007525	Shad_tr32269_c3_g1_i2.p1, Shad_tr110220_c0_g1_i1.p1	Ando_DN13202_c0_g1_i1.p1
OG0007526	Shad_tr69487_c0_g1_i1.p1	Ando_DN1252_c0_g1_i1.p1
OG0007527	Shad_tr4236_c0_g1_i1.p1	Ando_DN9499_c0_g1_i1.p1
OG0007528	Shad_tr823_c1_g1_i10.p1	Ando_DN295_c1_g2_i1.p1
OG0007530	Shad_tr7029_c0_g1_i2.p1	Ando_DN10471_c0_g1_i1.p1
OG0007532	Shad_tr3986_c0_g1_i2.p1	Ando_DN13749_c0_g1_i1.p1
OG0007533	Shad_tr10402_c0_g1_i1.p1	Ando_DN5815_c0_g1_i4.p1
OG0007534	Shad_tr2546_c0_g1_i12.p1	Ando_DN4272_c0_g3_i1.p1
OG0007535	Shad_tr16082_c2_g1_i6.p1	Ando_DN20292_c0_g1_i1.p1
OG0007536	Shad_tr3546_c1_g1_i1.p1	Ando_DN4070_c0_g2_i1.p1
OG0007541	Shad_tr2832_c0_g1_i6.p1	Ando_DN6201_c0_g1_i1.p1
OG0007542	Shad_tr1260_c0_g1_i1.p1	Ando_DN549_c0_g1_i1.p1
OG0007543	Shad_tr3297_c0_g1_i8.p1	Ando_DN3482_c1_g1_i3.p1
OG0007544	Shad_tr16750_c1_g1_i4.p1	Ando_DN10791_c0_g1_i2.p1
OG0007545	Shad_tr5570_c1_g1_i6.p1	Ando_DN7470_c1_g1_i2.p1
OG0007548	Shad_tr18812_c0_g4_i4.p1	Ando_DN8188_c0_g1_i1.p1
OG0007549	Shad_tr20652_c0_g1_i4.p1	Ando_DN19464_c0_g1_i1.p1, Ando_DN19287_c0_g1_i1.p1
OG0007550	Shad_tr10137_c0_g2_i1.p1	Ando_DN5215_c0_g1_i26.p1
OG0007553	Shad_tr42241_c0_g1_i3.p1	Ando_DN18648_c0_g2_i1.p1, Ando_DN18648_c0_g1_i1.p1
OG0007554	Shad_tr9413_c0_g1_i8.p1	Ando_DN7613_c0_g1_i2.p1
OG0007556	Shad_tr31311_c0_g1_i1.p1	Ando_DN8695_c0_g1_i3.p1
OG0007557	Shad_tr33636_c0_g1_i2.p1	Ando_DN2990_c0_g1_i2.p1
OG0007558	Shad_tr1643_c0_g1_i23.p1	Ando_DN319_c0_g1_i13.p1
OG0007559	Shad_tr13035_c0_g1_i10.p1	Ando_DN20602_c0_g1_i1.p1
OG0007560	Shad_tr10370_c0_g1_i3.p1	Ando_DN3364_c0_g1_i2.p1
OG0007561	Shad_tr917_c0_g1_i2.p1	Ando_DN6518_c0_g1_i1.p1
OG0007562	Shad_tr9134_c1_g1_i11.p1	Ando_DN6404_c0_g2_i6.p1
OG0007563	Shad_tr12091_c0_g1_i16.p1	Ando_DN5491_c0_g1_i1.p1
OG0007564	Shad_tr9804_c0_g1_i2.p1	Ando_DN16233_c0_g1_i1.p1
OG0007566	Shad_tr5823_c0_g2_i1.p1	Ando_DN5573_c1_g1_i1.p1
OG0007567	Shad_tr11302_c0_g1_i7.p1	Ando_DN22124_c0_g1_i1.p1
OG0007568	Shad_tr2614_c0_g2_i2.p1	Ando_DN19617_c0_g1_i1.p1, Ando_DN19617_c0_g2_i1.p1, Ando_DN18290_c0_g1_i1.p1
OG0007569	Shad_tr10795_c0_g1_i1.p1	Ando_DN6511_c0_g1_i2.p1
OG0007570	Shad_tr8990_c0_g2_i4.p1	Ando_DN5414_c1_g2_i1.p1
OG0007571	Shad_tr15940_c0_g1_i17.p1	Ando_DN20919_c0_g1_i2.p1
OG0007572	Shad_tr26336_c0_g1_i1.p1	Ando_DN18255_c0_g1_i1.p1
OG0007575	Shad_tr6204_c0_g1_i6.p1	Ando_DN21164_c0_g1_i1.p1
OG0007576	Shad_tr2044_c0_g1_i3.p1	Ando_DN5497_c0_g1_i2.p1
OG0007578	Shad_tr7277_c0_g1_i7.p1	Ando_DN6322_c0_g1_i2.p1, Ando_DN6322_c0_g2_i1.p1
OG0007580	Shad_tr3177_c0_g3_i5.p1	Ando_DN9237_c0_g1_i1.p1
OG0007583	Shad_tr35468_c1_g1_i26.p1	Ando_DN10056_c1_g2_i2.p1
OG0007584	Shad_tr18925_c2_g1_i3.p1	Ando_DN11089_c0_g1_i2.p1
OG0007585	Shad_tr2154_c6_g1_i1.p1	Ando_DN6388_c0_g3_i1.p1, Ando_DN6388_c0_g1_i1.p1
OG0007587	Shad_tr31517_c0_g1_i7.p1	Ando_DN5314_c0_g1_i1.p1
OG0007588	Shad_tr28444_c0_g1_i2.p1	Ando_DN9616_c3_g1_i2.p1
OG0007590	Shad_tr27062_c0_g1_i3.p1	Ando_DN12232_c0_g1_i2.p1
OG0007591	Shad_tr5743_c0_g1_i11.p1	Ando_DN10415_c0_g1_i1.p1
OG0007592	Shad_tr4591_c3_g1_i7.p1	Ando_DN4343_c2_g1_i1.p1
OG0007593	Shad_tr1901_c0_g1_i1.p1	Ando_DN6683_c1_g1_i1.p1
OG0007595	Shad_tr1435_c1_g1_i1.p1	Ando_DN9355_c0_g1_i1.p1
OG0007596	Shad_tr6322_c2_g1_i1.p1	Ando_DN19071_c0_g1_i1.p1
OG0007597	Shad_tr6135_c0_g1_i5.p1	Ando_DN2929_c0_g3_i1.p1
OG0007599	Shad_tr2334_c3_g1_i1.p1	Ando_DN2556_c0_g1_i2.p1
OG0007601	Shad_tr30192_c0_g1_i2.p1	Ando_DN7993_c0_g1_i1.p1
OG0007602	Shad_tr4707_c0_g1_i4.p1	Ando_DN351_c0_g1_i5.p1
OG0007604	Shad_tr12162_c0_g2_i2.p1	Ando_DN17066_c0_g1_i1.p1
OG0007605	Shad_tr2269_c2_g1_i3.p1	Ando_DN5923_c0_g1_i3.p1
OG0007608	Shad_tr3957_c0_g1_i10.p1	Ando_DN2261_c0_g1_i2.p1
OG0007609	Shad_tr11957_c0_g1_i1.p1	Ando_DN23943_c0_g1_i1.p1
OG0007612	Shad_tr11405_c1_g1_i1.p1	Ando_DN7119_c0_g2_i1.p1
OG0007615	Shad_tr32306_c0_g2_i3.p1	Ando_DN21559_c0_g2_i1.p1
OG0007616	Shad_tr2120_c0_g1_i24.p1	Ando_DN2973_c0_g1_i6.p1
OG0007618	Shad_tr12141_c1_g1_i2.p1	Ando_DN6163_c0_g1_i2.p1
OG0007619	Shad_tr19078_c0_g1_i18.p1	Ando_DN2065_c0_g4_i1.p1
OG0007620	Shad_tr8033_c3_g1_i4.p1	Ando_DN14946_c0_g1_i1.p1
OG0007621	Shad_tr3984_c0_g3_i1.p1	Ando_DN5974_c0_g1_i1.p1
OG0007622	Shad_tr32279_c0_g1_i4.p1	Ando_DN1888_c0_g3_i1.p1
OG0007623	Shad_tr40958_c0_g2_i4.p1	Ando_DN22818_c0_g2_i2.p1
OG0007623	Shad_tr10855_c1_g1_i11.p1	Ando_DN22818_c0_g1_i1.p1
OG0007625	Shad_tr2768_c0_g1_i2.p1	Ando_DN939_c0_g1_i3.p1
OG0007628	Shad_tr112369_c0_g1_i1.p1, Shad_tr30669_c0_g1_i18.p1	Ando_DN8464_c1_g1_i1.p1
OG0007629	Shad_tr4380_c0_g2_i1.p1	Ando_DN7156_c0_g2_i1.p1
OG0007630	Shad_tr10498_c0_g1_i9.p1	Ando_DN9382_c1_g1_i1.p1
OG0007632	Shad_tr25910_c0_g1_i3.p1	Ando_DN3991_c0_g1_i1.p1
OG0007634	Shad_tr16482_c0_g1_i3.p1	Ando_DN2698_c0_g1_i1.p1
OG0007635	Shad_tr18067_c0_g1_i3.p1	Ando_DN16777_c0_g1_i1.p1
OG0007636	Shad_tr13851_c0_g1_i28.p1	Ando_DN20173_c0_g1_i1.p1
OG0007637	Shad_tr39329_c0_g2_i2.p1	Ando_DN12185_c0_g1_i1.p1
OG0007638	Shad_tr8202_c0_g1_i16.p1	Ando_DN13151_c0_g2_i1.p1
OG0007639	Shad_tr6314_c0_g1_i5.p1	Ando_DN22656_c0_g1_i4.p1
OG0007640	Shad_tr38692_c0_g1_i1.p1	Ando_DN8240_c0_g2_i1.p1, Ando_DN8240_c0_g1_i1.p1
OG0007641	Shad_tr27934_c0_g1_i1.p1	Ando_DN30_c1_g1_i2.p1
OG0007643	Shad_tr11825_c0_g1_i16.p1	Ando_DN24253_c0_g1_i1.p1
OG0007644	Shad_tr16096_c0_g1_i1.p1	Ando_DN13308_c0_g2_i1.p1
OG0007645	Shad_tr5771_c0_g1_i2.p1	Ando_DN22188_c0_g1_i1.p1
OG0007646	Shad_tr7642_c0_g1_i1.p1	Ando_DN15995_c0_g1_i1.p1
