Orthogroup	Stichodactyla_haddoni_longest_pep	Stichidactyla_gigantea_longest_pep
OG0007472	Shad_tr25931_c0_g2_i4.p1	Sgig_tr25579_c0_g1_i4.p1
OG0007475	Shad_tr24528_c0_g1_i1.p1, Shad_tr9125_c0_g1_i17.p1	Sgig_tr1024_c3_g1_i1.p1, Sgig_tr11451_c0_g1_i19.p1
OG0007476	Shad_tr33438_c0_g2_i1.p1	Sgig_tr7687_c0_g2_i5.p1
OG0007476	Shad_tr61764_c0_g1_i1.p1	Sgig_tr103497_c0_g1_i2.p1
OG0007484	Shad_tr9750_c0_g1_i2.p1	Sgig_tr2348_c0_g1_i2.p1
OG0007485	Shad_tr439_c6_g1_i1.p1	Sgig_tr286_c1_g1_i16.p1
OG0007486	Shad_tr10508_c1_g1_i3.p1	Sgig_tr7858_c1_g1_i2.p1
OG0007487	Shad_tr25360_c0_g1_i12.p1	Sgig_tr38955_c1_g1_i1.p1, Sgig_tr33012_c0_g1_i1.p1, Sgig_tr33012_c0_g2_i1.p1
OG0007488	Shad_tr8343_c0_g1_i4.p1	Sgig_tr15411_c0_g1_i2.p1
OG0007489	Shad_tr9537_c0_g1_i11.p1	Sgig_tr98146_c0_g1_i1.p1, Sgig_tr26745_c0_g1_i3.p1
OG0007490	Shad_tr55335_c0_g1_i1.p1	Sgig_tr1406_c0_g1_i24.p1
OG0007491	Shad_tr8059_c0_g1_i4.p1	Sgig_tr8640_c0_g1_i7.p1
OG0007492	Shad_tr33627_c0_g1_i1.p1	Sgig_tr18752_c0_g2_i2.p1
OG0007493	Shad_tr1325_c0_g1_i7.p1	Sgig_tr8860_c0_g1_i16.p1
OG0007494	Shad_tr13153_c0_g1_i1.p1	Sgig_tr804_c2_g1_i9.p1
OG0007495	Shad_tr2165_c5_g1_i4.p1	Sgig_tr3607_c0_g1_i1.p1
OG0007496	Shad_tr10051_c0_g1_i2.p1	Sgig_tr2001_c1_g1_i1.p1
OG0007497	Shad_tr5079_c1_g1_i7.p1	Sgig_tr1589_c0_g1_i34.p1
OG0007498	Shad_tr19884_c0_g1_i16.p1	Sgig_tr23253_c0_g1_i19.p1
OG0007499	Shad_tr30945_c1_g1_i3.p1	Sgig_tr19679_c1_g1_i1.p1
OG0007501	Shad_tr24222_c1_g2_i3.p1	Sgig_tr39557_c0_g3_i1.p1
OG0007502	Shad_tr3889_c1_g1_i2.p1	Sgig_tr2689_c0_g3_i1.p1
OG0007503	Shad_tr216_c17_g1_i1.p1	Sgig_tr13642_c4_g1_i1.p1
OG0007504	Shad_tr5837_c4_g1_i2.p1	Sgig_tr740_c6_g1_i4.p1
OG0007505	Shad_tr33112_c0_g1_i2.p1	Sgig_tr18842_c0_g1_i2.p1
OG0007506	Shad_tr12107_c0_g1_i1.p1	Sgig_tr21108_c0_g1_i2.p1
OG0007507	Shad_tr7010_c1_g1_i5.p1	Sgig_tr2273_c1_g2_i2.p1
OG0007508	Shad_tr11381_c0_g1_i2.p1	Sgig_tr84538_c0_g1_i1.p1
OG0007509	Shad_tr11715_c0_g1_i10.p1	Sgig_tr3600_c0_g1_i7.p1
OG0007510	Shad_tr754_c0_g1_i3.p1	Sgig_tr8246_c1_g1_i7.p2, Sgig_tr183_c0_g2_i1.p1
OG0007511	Shad_tr7921_c2_g1_i17.p1	Sgig_tr4956_c1_g1_i16.p1
OG0007512	Shad_tr10620_c0_g1_i4.p1	Sgig_tr1107_c10_g1_i4.p1
OG0007513	Shad_tr21316_c0_g1_i1.p1	Sgig_tr62402_c0_g1_i1.p1
OG0007514	Shad_tr19540_c0_g1_i4.p1	Sgig_tr24671_c0_g2_i1.p1
OG0007515	Shad_tr16239_c0_g1_i7.p1	Sgig_tr13996_c0_g1_i20.p1
OG0007516	Shad_tr33734_c1_g1_i8.p1	Sgig_tr7012_c0_g1_i2.p1
OG0007517	Shad_tr22195_c0_g1_i1.p1	Sgig_tr24481_c0_g1_i2.p1
OG0007518	Shad_tr8270_c0_g2_i5.p1	Sgig_tr19415_c0_g1_i10.p1
OG0007519	Shad_tr26794_c0_g1_i6.p1	Sgig_tr43477_c0_g1_i3.p1
OG0007520	Shad_tr4947_c1_g1_i2.p1	Sgig_tr1605_c0_g1_i1.p1
OG0007521	Shad_tr8819_c0_g1_i1.p1	Sgig_tr78530_c0_g1_i1.p1
OG0007522	Shad_tr3207_c0_g1_i2.p1	Sgig_tr9663_c0_g1_i1.p1
OG0007523	Shad_tr39149_c0_g1_i1.p1	Sgig_tr6180_c0_g2_i1.p1
OG0007524	Shad_tr2532_c2_g1_i2.p1	Sgig_tr7250_c0_g1_i2.p1
OG0007525	Shad_tr32269_c3_g1_i2.p1, Shad_tr110220_c0_g1_i1.p1	Sgig_tr9397_c1_g2_i1.p1
OG0007526	Shad_tr69487_c0_g1_i1.p1	Sgig_tr16035_c2_g1_i2.p1
OG0007527	Shad_tr4236_c0_g1_i1.p1	Sgig_tr1755_c2_g1_i1.p1
OG0007528	Shad_tr823_c1_g1_i10.p1	Sgig_tr12183_c0_g1_i4.p1
OG0007529	Shad_tr26974_c0_g1_i18.p1	Sgig_tr20244_c0_g1_i6.p1
OG0007530	Shad_tr7029_c0_g1_i2.p1	Sgig_tr28194_c1_g1_i1.p1
OG0007531	Shad_tr11100_c1_g1_i4.p1	Sgig_tr8139_c1_g1_i2.p1
OG0007532	Shad_tr3986_c0_g1_i2.p1	Sgig_tr29287_c0_g1_i9.p1
OG0007533	Shad_tr10402_c0_g1_i1.p1	Sgig_tr1508_c0_g1_i21.p1
OG0007534	Shad_tr2546_c0_g1_i12.p1	Sgig_tr12520_c1_g3_i2.p1
OG0007535	Shad_tr16082_c2_g1_i6.p1	Sgig_tr57041_c0_g1_i1.p1
OG0007536	Shad_tr3546_c1_g1_i1.p1	Sgig_tr1616_c1_g1_i1.p1
OG0007537	Shad_tr20091_c0_g3_i2.p1	Sgig_tr48804_c1_g3_i2.p1
OG0007539	Shad_tr47255_c0_g1_i1.p1	Sgig_tr29160_c2_g1_i2.p1
OG0007540	Shad_tr14591_c0_g1_i5.p1	Sgig_tr13053_c1_g1_i1.p1
OG0007541	Shad_tr2832_c0_g1_i6.p1	Sgig_tr9785_c0_g1_i16.p1
OG0007542	Shad_tr1260_c0_g1_i1.p1	Sgig_tr2604_c0_g1_i2.p1
OG0007543	Shad_tr3297_c0_g1_i8.p1	Sgig_tr400_c0_g1_i4.p1
OG0007544	Shad_tr16750_c1_g1_i4.p1	Sgig_tr2170_c2_g1_i3.p1
OG0007545	Shad_tr5570_c1_g1_i6.p1	Sgig_tr6344_c0_g1_i1.p1
OG0007548	Shad_tr18812_c0_g4_i4.p1	Sgig_tr22656_c0_g1_i4.p1
OG0007549	Shad_tr20652_c0_g1_i4.p1	Sgig_tr7976_c1_g1_i7.p1
OG0007550	Shad_tr10137_c0_g2_i1.p1	Sgig_tr1341_c0_g1_i3.p1
OG0007551	Shad_tr22311_c1_g3_i1.p1, Shad_tr22311_c1_g1_i1.p1	Sgig_tr37584_c0_g1_i1.p1
OG0007552	Shad_tr36918_c0_g1_i1.p1	Sgig_tr25517_c0_g1_i5.p1
OG0007553	Shad_tr42241_c0_g1_i3.p1	Sgig_tr25640_c0_g1_i6.p1
OG0007554	Shad_tr9413_c0_g1_i8.p1	Sgig_tr1254_c1_g2_i1.p1
OG0007556	Shad_tr31311_c0_g1_i1.p1	Sgig_tr431_c0_g1_i10.p1
OG0007557	Shad_tr33636_c0_g1_i2.p1	Sgig_tr19852_c0_g3_i2.p1
OG0007558	Shad_tr1643_c0_g1_i23.p1	Sgig_tr1951_c0_g1_i42.p1
OG0007559	Shad_tr13035_c0_g1_i10.p1	Sgig_tr4180_c2_g1_i2.p1
OG0007560	Shad_tr10370_c0_g1_i3.p1	Sgig_tr8775_c0_g1_i7.p1
OG0007561	Shad_tr917_c0_g1_i2.p1	Sgig_tr15769_c0_g1_i11.p1
OG0007562	Shad_tr9134_c1_g1_i11.p1	Sgig_tr4675_c0_g1_i3.p1
OG0007563	Shad_tr12091_c0_g1_i16.p1	Sgig_tr17541_c0_g1_i16.p1
OG0007563	Shad_tr31042_c1_g1_i1.p1	Sgig_tr17541_c0_g2_i4.p1
OG0007564	Shad_tr9804_c0_g1_i2.p1	Sgig_tr18980_c0_g1_i15.p1
OG0007565	Shad_tr6538_c0_g1_i7.p1	Sgig_tr11013_c3_g1_i1.p1, Sgig_tr2286_c0_g1_i12.p1
OG0007566	Shad_tr5823_c0_g2_i1.p1	Sgig_tr1043_c10_g2_i1.p1
OG0007567	Shad_tr11302_c0_g1_i7.p1	Sgig_tr7588_c0_g1_i2.p1
OG0007568	Shad_tr2614_c0_g2_i2.p1	Sgig_tr21885_c0_g1_i3.p1
OG0007569	Shad_tr10795_c0_g1_i1.p1	Sgig_tr7276_c2_g1_i3.p1
OG0007570	Shad_tr8990_c0_g2_i4.p1	Sgig_tr18173_c0_g1_i1.p1
OG0007571	Shad_tr15940_c0_g1_i17.p1	Sgig_tr25894_c0_g1_i1.p1
OG0007572	Shad_tr26336_c0_g1_i1.p1	Sgig_tr16095_c0_g1_i1.p1
OG0007574	Shad_tr46644_c0_g1_i18.p1	Sgig_tr12681_c0_g1_i17.p1
OG0007575	Shad_tr6204_c0_g1_i6.p1	Sgig_tr7223_c0_g1_i4.p1
OG0007576	Shad_tr2044_c0_g1_i3.p1	Sgig_tr441_c1_g1_i9.p1
OG0007577	Shad_tr19392_c0_g1_i6.p1	Sgig_tr28354_c0_g1_i4.p1
OG0007578	Shad_tr7277_c0_g1_i7.p1	Sgig_tr3975_c1_g1_i5.p1
OG0007579	Shad_tr16254_c0_g1_i3.p1	Sgig_tr85646_c0_g1_i2.p1
OG0007580	Shad_tr3177_c0_g3_i5.p1	Sgig_tr11537_c0_g1_i7.p1
OG0007581	Shad_tr95852_c0_g1_i1.p1	Sgig_tr46538_c0_g1_i2.p1
OG0007582	Shad_tr44503_c0_g4_i1.p1	Sgig_tr104428_c0_g1_i1.p1
OG0007583	Shad_tr35468_c1_g1_i26.p1	Sgig_tr34045_c0_g1_i11.p1
OG0007584	Shad_tr18925_c2_g1_i3.p1	Sgig_tr1756_c2_g1_i2.p1
OG0007585	Shad_tr2154_c6_g1_i1.p1	Sgig_tr17822_c0_g1_i2.p1
OG0007586	Shad_tr33981_c0_g2_i1.p1	Sgig_tr40180_c1_g1_i5.p1, Sgig_tr43317_c0_g2_i1.p1
OG0007587	Shad_tr31517_c0_g1_i7.p1	Sgig_tr25735_c0_g1_i6.p1
OG0007588	Shad_tr28444_c0_g1_i2.p1	Sgig_tr12740_c0_g1_i2.p1
OG0007589	Shad_tr50965_c0_g1_i13.p1	Sgig_tr37751_c0_g1_i1.p1
OG0007590	Shad_tr27062_c0_g1_i3.p1	Sgig_tr13457_c0_g1_i3.p1
OG0007591	Shad_tr5743_c0_g1_i11.p1	Sgig_tr16252_c0_g1_i12.p1
OG0007592	Shad_tr4591_c3_g1_i7.p1	Sgig_tr15246_c0_g1_i1.p1
OG0007593	Shad_tr1901_c0_g1_i1.p1	Sgig_tr4528_c0_g1_i2.p1
OG0007595	Shad_tr1435_c1_g1_i1.p1	Sgig_tr982_c0_g1_i14.p1
OG0007596	Shad_tr6322_c2_g1_i1.p1	Sgig_tr13587_c2_g1_i2.p1
OG0007597	Shad_tr6135_c0_g1_i5.p1	Sgig_tr14287_c0_g1_i2.p1
OG0007598	Shad_tr6748_c1_g1_i3.p1	Sgig_tr16621_c1_g1_i8.p1
OG0007599	Shad_tr2334_c3_g1_i1.p1	Sgig_tr55129_c0_g1_i3.p1
OG0007601	Shad_tr30192_c0_g1_i2.p1	Sgig_tr5702_c0_g2_i2.p1
OG0007602	Shad_tr4707_c0_g1_i4.p1	Sgig_tr4307_c0_g1_i3.p1
OG0007603	Shad_tr12092_c0_g3_i1.p1	Sgig_tr41373_c1_g2_i2.p1
OG0007604	Shad_tr12162_c0_g2_i2.p1	Sgig_tr14260_c0_g1_i3.p1
OG0007605	Shad_tr2269_c2_g1_i3.p1	Sgig_tr1418_c3_g1_i2.p1
OG0007606	Shad_tr15760_c0_g1_i5.p1	Sgig_tr37203_c0_g1_i3.p1
OG0007607	Shad_tr57586_c0_g1_i1.p1	Sgig_tr56399_c0_g1_i1.p1
OG0007608	Shad_tr3957_c0_g1_i10.p1	Sgig_tr1178_c0_g1_i5.p1
OG0007609	Shad_tr11957_c0_g1_i1.p1	Sgig_tr2119_c0_g1_i1.p1
OG0007610	Shad_tr56144_c0_g1_i1.p1	Sgig_tr16176_c2_g2_i3.p1
OG0007610	Shad_tr13127_c0_g1_i2.p1	Sgig_tr16176_c2_g1_i6.p1
OG0007610	Shad_tr13127_c0_g2_i1.p1	Sgig_tr16176_c2_g3_i1.p1
OG0007611	Shad_tr31095_c0_g2_i1.p1	Sgig_tr7489_c1_g1_i1.p1
OG0007612	Shad_tr11405_c1_g1_i1.p1	Sgig_tr3452_c2_g1_i21.p1
OG0007614	Shad_tr10483_c1_g1_i2.p1	Sgig_tr12309_c0_g1_i2.p1
OG0007615	Shad_tr32306_c0_g2_i3.p1	Sgig_tr1175_c4_g1_i1.p1
OG0007616	Shad_tr2120_c0_g1_i24.p1	Sgig_tr1242_c0_g1_i6.p1
OG0007617	Shad_tr24948_c0_g1_i1.p1	Sgig_tr46481_c0_g1_i1.p1
OG0007618	Shad_tr12141_c1_g1_i2.p1	Sgig_tr2532_c0_g3_i1.p1
OG0007619	Shad_tr19078_c0_g1_i18.p1	Sgig_tr14328_c1_g1_i2.p1
OG0007620	Shad_tr8033_c3_g1_i4.p1	Sgig_tr1933_c6_g1_i1.p1
OG0007621	Shad_tr3984_c0_g3_i1.p1	Sgig_tr9331_c2_g1_i1.p1
OG0007622	Shad_tr32279_c0_g1_i4.p1	Sgig_tr1546_c0_g1_i1.p1
OG0007623	Shad_tr40958_c0_g2_i4.p1	Sgig_tr21318_c1_g1_i4.p1
OG0007624	Shad_tr19715_c0_g1_i5.p1	Sgig_tr14674_c1_g1_i1.p1
OG0007625	Shad_tr2768_c0_g1_i2.p1	Sgig_tr21158_c0_g1_i7.p1
OG0007627	Shad_tr76349_c0_g1_i1.p1	Sgig_tr27909_c0_g1_i1.p1
OG0007628	Shad_tr112369_c0_g1_i1.p1, Shad_tr30669_c0_g1_i18.p1	Sgig_tr8080_c0_g1_i14.p1
OG0007629	Shad_tr4380_c0_g2_i1.p1	Sgig_tr4865_c0_g1_i24.p1
OG0007630	Shad_tr10498_c0_g1_i9.p1	Sgig_tr19419_c0_g1_i4.p1
OG0007631	Shad_tr15331_c0_g3_i1.p1	Sgig_tr10219_c0_g1_i1.p1
OG0007632	Shad_tr25910_c0_g1_i3.p1	Sgig_tr14235_c0_g1_i3.p1
OG0007633	Shad_tr41693_c0_g1_i2.p1	Sgig_tr14040_c0_g3_i1.p1
OG0007634	Shad_tr16482_c0_g1_i3.p1	Sgig_tr5227_c2_g1_i3.p1
OG0007635	Shad_tr18067_c0_g1_i3.p1	Sgig_tr6292_c0_g1_i12.p1
OG0007636	Shad_tr13851_c0_g1_i28.p1	Sgig_tr3835_c1_g1_i15.p1
OG0007637	Shad_tr39329_c0_g2_i2.p1	Sgig_tr8502_c3_g1_i1.p1
OG0007638	Shad_tr8202_c0_g1_i16.p1	Sgig_tr7163_c0_g1_i3.p1
OG0007639	Shad_tr6314_c0_g1_i5.p1	Sgig_tr4276_c3_g1_i5.p1
OG0007640	Shad_tr38692_c0_g1_i1.p1	Sgig_tr17448_c0_g1_i12.p1
OG0007641	Shad_tr27934_c0_g1_i1.p1	Sgig_tr102712_c0_g1_i1.p1, Sgig_tr13481_c0_g1_i3.p1
OG0007642	Shad_tr2998_c1_g2_i4.p1	Sgig_tr12758_c1_g1_i4.p1
OG0007643	Shad_tr10089_c4_g1_i1.p1	Sgig_tr2733_c0_g1_i8.p1
OG0007644	Shad_tr16096_c0_g1_i1.p1	Sgig_tr44214_c0_g1_i1.p1, Sgig_tr44214_c0_g2_i1.p1
OG0007645	Shad_tr5771_c0_g1_i2.p1	Sgig_tr8817_c0_g1_i2.p1
OG0007646	Shad_tr7642_c0_g1_i1.p1	Sgig_tr4464_c0_g1_i1.p1
OG0007647	Shad_tr1002_c1_g1_i1.p1	Sgig_tr205_c12_g1_i5.p1
OG0007648	Shad_tr22180_c0_g1_i1.p1	Sgig_tr28357_c0_g1_i3.p1
OG0007650	Shad_tr21313_c1_g2_i1.p1	Sgig_tr11104_c0_g2_i1.p1
OG0007651	Shad_tr3040_c1_g1_i7.p1	Sgig_tr28110_c1_g1_i1.p1
OG0007652	Shad_tr10951_c0_g1_i4.p1	Sgig_tr5_c17_g1_i1.p1
OG0007653	Shad_tr8601_c2_g1_i1.p1	Sgig_tr14699_c3_g1_i1.p1
OG0007653	Shad_tr9475_c0_g1_i8.p1	Sgig_tr28423_c0_g2_i7.p1
OG0007654	Shad_tr8930_c1_g1_i2.p1	Sgig_tr1043_c3_g1_i11.p1
OG0007655	Shad_tr451_c30_g1_i4.p1	Sgig_tr8122_c0_g1_i7.p1
OG0007656	Shad_tr78420_c0_g1_i1.p1	Sgig_tr47249_c0_g1_i1.p1
OG0007656	Shad_tr55202_c0_g1_i2.p1	Sgig_tr47249_c0_g2_i2.p1
OG0007657	Shad_tr13112_c0_g1_i4.p1	Sgig_tr2552_c0_g1_i2.p1
OG0007658	Shad_tr42839_c0_g1_i2.p1	Sgig_tr6806_c0_g1_i3.p1
OG0007659	Shad_tr24068_c0_g1_i6.p1	Sgig_tr9464_c0_g1_i1.p1
OG0007660	Shad_tr12390_c0_g2_i2.p1	Sgig_tr55322_c0_g1_i3.p1
OG0007661	Shad_tr12972_c0_g1_i84.p1	Sgig_tr40_c1_g1_i5.p1
OG0007662	Shad_tr8916_c1_g1_i1.p1	Sgig_tr80835_c0_g1_i1.p1
OG0007663	Shad_tr5894_c3_g1_i1.p1	Sgig_tr11056_c0_g1_i1.p1
OG0007664	Shad_tr93075_c0_g1_i1.p1	Sgig_tr13706_c0_g2_i1.p1
OG0007665	Shad_tr18957_c1_g1_i1.p1	Sgig_tr2648_c0_g3_i1.p1
OG0007666	Shad_tr8890_c0_g1_i1.p1	Sgig_tr1657_c0_g2_i5.p1
OG0007667	Shad_tr19918_c0_g2_i4.p1	Sgig_tr31768_c0_g1_i1.p1
OG0007668	Shad_tr14120_c0_g1_i1.p1	Sgig_tr15159_c1_g2_i3.p1
OG0007669	Shad_tr14096_c0_g1_i2.p1	Sgig_tr17273_c0_g1_i1.p1
OG0007670	Shad_tr24003_c3_g1_i1.p1	Sgig_tr53341_c0_g1_i2.p1
OG0007671	Shad_tr2951_c0_g1_i1.p1	Sgig_tr3777_c0_g2_i5.p1
OG0007672	Shad_tr1529_c0_g1_i4.p1	Sgig_tr2268_c0_g4_i5.p1
OG0007673	Shad_tr6465_c2_g1_i4.p1	Sgig_tr33416_c0_g1_i2.p1
OG0007674	Shad_tr7635_c1_g1_i2.p1	Sgig_tr12453_c1_g1_i14.p1
OG0007675	Shad_tr26032_c0_g1_i1.p1	Sgig_tr91394_c0_g1_i1.p1
OG0007676	Shad_tr13000_c2_g1_i2.p1	Sgig_tr10747_c0_g2_i1.p1
OG0007677	Shad_tr3612_c0_g1_i4.p1	Sgig_tr15902_c0_g1_i1.p1
OG0007678	Shad_tr21727_c0_g1_i2.p1	Sgig_tr26729_c0_g1_i8.p1
OG0007679	Shad_tr38538_c1_g1_i3.p1	Sgig_tr14222_c1_g1_i1.p1
OG0007680	Shad_tr2473_c0_g1_i4.p1	Sgig_tr9964_c0_g1_i27.p1
OG0007681	Shad_tr108_c1_g1_i6.p1	Sgig_tr5467_c0_g1_i1.p1
OG0007682	Shad_tr20910_c0_g2_i3.p1	Sgig_tr19218_c0_g1_i2.p1
OG0007683	Shad_tr9081_c0_g1_i6.p1	Sgig_tr8202_c0_g2_i1.p1
OG0007684	Shad_tr44201_c0_g1_i4.p1	Sgig_tr40060_c0_g1_i1.p1
OG0007684	Shad_tr16230_c1_g1_i1.p1	Sgig_tr27207_c0_g1_i1.p1
OG0007685	Shad_tr2856_c1_g3_i3.p1	Sgig_tr1996_c1_g1_i3.p1
OG0007686	Shad_tr24793_c0_g1_i2.p1	Sgig_tr26849_c2_g1_i1.p1
OG0007687	Shad_tr23558_c0_g2_i1.p1	Sgig_tr86692_c0_g1_i2.p1
OG0007688	Shad_tr17342_c0_g2_i2.p1	Sgig_tr15635_c0_g1_i6.p1
OG0007689	Shad_tr12869_c0_g1_i1.p1	Sgig_tr4014_c0_g3_i4.p1
OG0007690	Shad_tr21255_c0_g1_i1.p1	Sgig_tr30435_c0_g1_i1.p1
OG0007691	Shad_tr17806_c0_g1_i1.p1	Sgig_tr33335_c0_g1_i1.p1
OG0007692	Shad_tr6618_c0_g2_i1.p1	Sgig_tr7051_c0_g1_i18.p1
OG0007693	Shad_tr5202_c0_g1_i1.p1	Sgig_tr4257_c0_g2_i1.p1
OG0007694	Shad_tr21_c3_g4_i1.p1	Sgig_tr5726_c0_g1_i2.p1
OG0007695	Shad_tr14609_c0_g2_i1.p1	Sgig_tr292_c4_g3_i1.p1
OG0007696	Shad_tr9945_c0_g1_i7.p1	Sgig_tr10842_c0_g1_i1.p1
OG0007697	Shad_tr17216_c0_g2_i1.p1	Sgig_tr28272_c3_g1_i2.p1
OG0007698	Shad_tr38413_c0_g1_i12.p1	Sgig_tr7569_c0_g1_i4.p1
OG0007699	Shad_tr3449_c0_g1_i1.p1	Sgig_tr7999_c0_g1_i2.p1
OG0007700	Shad_tr7815_c0_g3_i1.p1	Sgig_tr651_c0_g2_i1.p1
OG0007701	Shad_tr38535_c0_g1_i1.p1	Sgig_tr21762_c0_g1_i1.p1
OG0007702	Shad_tr1112_c2_g1_i6.p1	Sgig_tr30530_c0_g1_i6.p1
OG0007703	Shad_tr9138_c0_g1_i3.p1	Sgig_tr8320_c1_g1_i3.p1
OG0007704	Shad_tr44557_c0_g1_i4.p1, Shad_tr94200_c0_g1_i1.p1	Sgig_tr96807_c0_g1_i1.p1
OG0007705	Shad_tr5240_c1_g1_i3.p1	Sgig_tr17090_c0_g1_i10.p1
OG0007706	Shad_tr19590_c2_g1_i2.p1	Sgig_tr27899_c0_g2_i1.p1
OG0007708	Shad_tr430_c5_g1_i1.p1	Sgig_tr22433_c0_g1_i1.p1
OG0007709	Shad_tr72853_c0_g1_i1.p1	Sgig_tr95497_c0_g1_i1.p1
OG0007709	Shad_tr49242_c0_g1_i1.p1	Sgig_tr108649_c0_g1_i1.p1
OG0007710	Shad_tr7834_c0_g1_i10.p1	Sgig_tr1534_c0_g1_i2.p1
OG0007711	Shad_tr19959_c0_g1_i1.p1	Sgig_tr11859_c1_g2_i1.p1
OG0007712	Shad_tr38243_c0_g1_i5.p1	Sgig_tr676_c6_g1_i1.p1
OG0007713	Shad_tr15539_c0_g1_i30.p1	Sgig_tr24244_c0_g1_i17.p1
OG0007714	Shad_tr9578_c1_g1_i7.p1	Sgig_tr21957_c0_g1_i3.p1
OG0007715	Shad_tr3971_c1_g1_i4.p1	Sgig_tr5998_c0_g1_i5.p1
OG0007716	Shad_tr46206_c0_g1_i1.p1	Sgig_tr37960_c2_g1_i4.p1
OG0007717	Shad_tr6145_c0_g2_i1.p1	Sgig_tr8262_c0_g1_i9.p1
OG0007718	Shad_tr8012_c0_g1_i2.p1	Sgig_tr23062_c0_g1_i9.p1
OG0007719	Shad_tr13999_c0_g1_i1.p1	Sgig_tr11066_c0_g1_i2.p1
OG0007720	Shad_tr11617_c0_g1_i1.p1	Sgig_tr1896_c0_g1_i2.p1
OG0007721	Shad_tr4472_c0_g1_i3.p1	Sgig_tr2763_c0_g1_i7.p1
OG0007722	Shad_tr12143_c1_g1_i2.p1	Sgig_tr22998_c0_g1_i2.p1
OG0007723	Shad_tr4767_c0_g1_i3.p1	Sgig_tr21978_c0_g1_i2.p1
OG0007724	Shad_tr29304_c1_g1_i5.p1	Sgig_tr2113_c0_g1_i1.p1
OG0007725	Shad_tr33680_c0_g1_i3.p1	Sgig_tr12467_c0_g1_i4.p1
OG0007726	Shad_tr3304_c0_g1_i49.p1	Sgig_tr36279_c0_g1_i6.p1
OG0007728	Shad_tr4990_c0_g1_i2.p1	Sgig_tr8585_c0_g2_i5.p1
OG0007729	Shad_tr41303_c0_g1_i1.p1	Sgig_tr14604_c1_g1_i7.p1
OG0007730	Shad_tr70842_c0_g1_i1.p1	Sgig_tr33459_c0_g1_i3.p1
OG0007731	Shad_tr5971_c0_g1_i1.p1	Sgig_tr10584_c0_g1_i5.p1
OG0007732	Shad_tr4042_c4_g1_i1.p1	Sgig_tr50_c5_g2_i2.p1
OG0007733	Shad_tr13157_c0_g1_i9.p1	Sgig_tr12460_c0_g1_i18.p1
OG0007734	Shad_tr23987_c0_g1_i2.p1	Sgig_tr13962_c0_g1_i1.p1
OG0007735	Shad_tr6722_c0_g1_i1.p1	Sgig_tr10647_c3_g1_i2.p1
OG0007736	Shad_tr479_c20_g1_i3.p1	Sgig_tr1041_c2_g2_i1.p1
OG0007737	Shad_tr8441_c0_g1_i4.p1	Sgig_tr9117_c0_g1_i9.p1
OG0007738	Shad_tr8077_c0_g1_i4.p1	Sgig_tr15667_c1_g1_i1.p1
OG0007739	Shad_tr4637_c0_g1_i1.p1	Sgig_tr5599_c0_g1_i2.p1
OG0007740	Shad_tr35334_c0_g1_i1.p1	Sgig_tr37116_c2_g1_i2.p1
OG0007741	Shad_tr44601_c4_g1_i1.p1	Sgig_tr85942_c0_g1_i1.p1
OG0007742	Shad_tr18600_c0_g1_i2.p1	Sgig_tr3705_c1_g1_i1.p1
OG0007743	Shad_tr16118_c1_g1_i2.p1	Sgig_tr27216_c0_g1_i2.p1
OG0007744	Shad_tr816_c2_g1_i4.p1	Sgig_tr2388_c1_g1_i2.p1
OG0007745	Shad_tr24344_c1_g1_i1.p1	Sgig_tr19492_c1_g1_i1.p1
OG0007746	Shad_tr9917_c1_g1_i9.p1	Sgig_tr4889_c0_g2_i1.p1
OG0007747	Shad_tr37404_c3_g1_i1.p1	Sgig_tr20667_c1_g1_i1.p1
OG0007748	Shad_tr3799_c0_g1_i1.p1	Sgig_tr3164_c1_g1_i1.p1
OG0007749	Shad_tr6354_c0_g1_i4.p1	Sgig_tr5455_c0_g1_i8.p1
OG0007750	Shad_tr5319_c1_g1_i1.p1	Sgig_tr58974_c0_g1_i1.p1
OG0007751	Shad_tr23961_c0_g1_i2.p1	Sgig_tr1305_c1_g2_i2.p1
OG0007752	Shad_tr10212_c3_g1_i3.p1	Sgig_tr203_c2_g1_i2.p1
OG0007753	Shad_tr15814_c0_g1_i1.p1	Sgig_tr1975_c5_g1_i1.p1
OG0007754	Shad_tr29705_c2_g1_i1.p1	Sgig_tr78532_c0_g1_i1.p1
OG0007755	Shad_tr28775_c0_g2_i1.p1	Sgig_tr31010_c0_g1_i1.p1
OG0007756	Shad_tr1935_c0_g1_i3.p1	Sgig_tr1297_c3_g1_i1.p1
OG0007757	Shad_tr18859_c0_g1_i2.p1	Sgig_tr18762_c0_g1_i8.p3
OG0007758	Shad_tr19049_c0_g1_i2.p1	Sgig_tr63150_c0_g1_i1.p1
OG0007759	Shad_tr54323_c0_g1_i1.p1	Sgig_tr54230_c0_g1_i1.p1
OG0007760	Shad_tr37443_c0_g1_i2.p1	Sgig_tr35160_c0_g1_i1.p1
OG0007761	Shad_tr9738_c1_g1_i2.p1	Sgig_tr11830_c0_g1_i2.p1
OG0007762	Shad_tr56211_c0_g1_i1.p1	Sgig_tr29283_c0_g1_i1.p1
OG0007763	Shad_tr4760_c0_g1_i1.p1	Sgig_tr9824_c0_g1_i2.p1
OG0007764	Shad_tr4798_c3_g1_i2.p1	Sgig_tr9604_c0_g1_i6.p1
