Orthogroup	Stichodactyla_haddoni_longest_pep	Cyanea_capillata_longest_pep
OG0004279	Shad_tr36296_c1_g2_i1.p2	Cyca_DN4233_c0_g1_i2.p1
OG0004279	Shad_tr19341_c0_g1_i4.p1	Cyca_DN4374_c0_g1_i1.p1
OG0004280	Shad_tr1265_c1_g2_i1.p1	Cyca_DN5542_c0_g1_i3.p1
OG0004282	Shad_tr910_c2_g1_i2.p1	Cyca_DN3390_c0_g1_i2.p1
OG0004283	Shad_tr28884_c0_g1_i9.p1	Cyca_DN3383_c0_g2_i1.p1
OG0004284	Shad_tr3984_c0_g4_i1.p1	Cyca_DN21064_c0_g2_i1.p1
OG0004285	Shad_tr6912_c0_g1_i4.p1, Shad_tr20478_c0_g3_i2.p1	Cyca_DN2224_c0_g1_i1.p1
OG0004287	Shad_tr2953_c1_g1_i5.p1	Cyca_DN2387_c0_g1_i8.p2
OG0004288	Shad_tr30621_c0_g1_i3.p1	Cyca_DN10587_c0_g1_i2.p1, Cyca_DN17219_c0_g1_i1.p1
OG0004289	Shad_tr11076_c1_g1_i5.p1	Cyca_DN5516_c0_g1_i1.p1
OG0004291	Shad_tr1593_c4_g1_i3.p1, Shad_tr3939_c1_g1_i7.p1	Cyca_DN5032_c0_g1_i1.p1
OG0004294	Shad_tr20271_c3_g1_i1.p1	Cyca_DN10733_c0_g1_i1.p1, Cyca_DN10733_c0_g3_i1.p1, Cyca_DN10733_c0_g2_i2.p1
OG0004295	Shad_tr19666_c1_g1_i1.p1	Cyca_DN24921_c0_g1_i1.p1, Cyca_DN7713_c0_g2_i2.p1, Cyca_DN7713_c0_g1_i1.p1
OG0004296	Shad_tr1940_c5_g1_i2.p1	Cyca_DN11045_c0_g2_i1.p1, Cyca_DN9512_c0_g1_i1.p1, Cyca_DN11045_c0_g1_i1.p1
OG0004297	Shad_tr13312_c1_g1_i1.p1	Cyca_DN17272_c0_g2_i1.p1, Cyca_DN10431_c0_g1_i2.p1
OG0004298	Shad_tr17871_c0_g3_i1.p1	Cyca_DN33417_c0_g1_i1.p1
OG0004300	Shad_tr27527_c0_g2_i5.p1	Cyca_DN19403_c0_g1_i2.p1, Cyca_DN25193_c0_g1_i1.p1
OG0004301	Shad_tr4692_c5_g1_i1.p1	Cyca_DN13571_c0_g1_i1.p1
OG0004302	Shad_tr7332_c1_g1_i1.p1, Shad_tr113579_c0_g1_i1.p1	Cyca_DN8295_c0_g1_i1.p1, Cyca_DN16445_c0_g1_i1.p1
OG0004303	Shad_tr22151_c0_g1_i1.p1	Cyca_DN9828_c0_g1_i3.p1
OG0004304	Shad_tr15562_c2_g1_i11.p1	Cyca_DN29391_c0_g1_i1.p1, Cyca_DN2954_c0_g1_i1.p1
OG0004305	Shad_tr3519_c0_g3_i1.p1	Cyca_DN23590_c0_g1_i1.p1
OG0004306	Shad_tr86402_c0_g1_i1.p1, Shad_tr42012_c0_g4_i1.p1, Shad_tr42012_c0_g5_i1.p1	Cyca_DN18177_c0_g1_i2.p1
OG0004308	Shad_tr2935_c0_g1_i12.p1	Cyca_DN5277_c0_g1_i1.p1
OG0004309	Shad_tr61213_c0_g1_i1.p1	Cyca_DN4349_c0_g1_i1.p1
OG0004310	Shad_tr47696_c0_g1_i1.p1	Cyca_DN8160_c0_g3_i1.p1, Cyca_DN8160_c0_g2_i3.p1
OG0004311	Shad_tr44960_c0_g1_i3.p1	Cyca_DN14631_c0_g1_i1.p1
OG0004312	Shad_tr41988_c0_g1_i1.p1	Cyca_DN2417_c0_g1_i6.p1
OG0004313	Shad_tr34982_c0_g1_i6.p1	Cyca_DN34294_c0_g1_i1.p1, Cyca_DN33463_c0_g1_i1.p1
OG0004315	Shad_tr7253_c0_g1_i3.p1	Cyca_DN13816_c0_g1_i1.p1, Cyca_DN6081_c0_g1_i1.p1
OG0004316	Shad_tr4530_c0_g1_i1.p1	Cyca_DN27936_c0_g1_i1.p1, Cyca_DN2327_c0_g1_i2.p1
OG0004317	Shad_tr11911_c0_g1_i3.p1	Cyca_DN3282_c0_g2_i1.p1, Cyca_DN33847_c0_g1_i1.p1
OG0004318	Shad_tr5753_c0_g2_i1.p1	Cyca_DN11103_c0_g1_i1.p1
OG0004319	Shad_tr7388_c1_g1_i3.p1	Cyca_DN18703_c0_g1_i1.p1, Cyca_DN8452_c0_g1_i2.p1
OG0004320	Shad_tr312_c0_g1_i10.p1	Cyca_DN22940_c0_g1_i4.p1
OG0004322	Shad_tr12036_c2_g1_i1.p1	Cyca_DN6101_c0_g2_i1.p1, Cyca_DN6101_c0_g3_i1.p1, Cyca_DN6101_c0_g1_i4.p1
OG0004324	Shad_tr14003_c0_g1_i3.p1	Cyca_DN17221_c0_g1_i2.p1
OG0004325	Shad_tr14094_c0_g3_i1.p1, Shad_tr14094_c0_g2_i3.p1, Shad_tr14094_c0_g1_i1.p1	Cyca_DN16554_c0_g1_i1.p1
OG0004326	Shad_tr14050_c0_g1_i1.p1	Cyca_DN11381_c0_g2_i1.p1
OG0004327	Shad_tr16435_c0_g1_i3.p1	Cyca_DN11910_c0_g2_i1.p1
OG0004330	Shad_tr18107_c0_g1_i4.p1	Cyca_DN9401_c0_g1_i7.p1
OG0004331	Shad_tr36813_c0_g3_i1.p1	Cyca_DN4875_c0_g2_i1.p1, Cyca_DN6960_c0_g1_i1.p1
OG0004332	Shad_tr11274_c0_g1_i11.p1	Cyca_DN34271_c0_g1_i1.p1
OG0004334	Shad_tr24496_c0_g1_i1.p1	Cyca_DN1929_c0_g1_i3.p2
OG0004335	Shad_tr14737_c0_g1_i2.p1, Shad_tr1236_c17_g1_i2.p1	Cyca_DN20195_c0_g1_i3.p1
OG0004336	Shad_tr108367_c0_g1_i1.p1, Shad_tr658_c0_g1_i1.p1	Cyca_DN20175_c0_g1_i2.p1
OG0004337	Shad_tr2415_c1_g1_i1.p1, Shad_tr22070_c0_g1_i3.p1	Cyca_DN12590_c0_g1_i1.p1
OG0004339	Shad_tr8244_c2_g1_i2.p1	Cyca_DN3846_c0_g1_i2.p1, Cyca_DN6728_c0_g1_i3.p1, Cyca_DN12333_c0_g2_i1.p1
OG0004340	Shad_tr8189_c0_g1_i1.p1, Shad_tr8250_c0_g2_i2.p1	Cyca_DN5611_c0_g1_i1.p1
OG0004341	Shad_tr35338_c0_g1_i1.p1	Cyca_DN22194_c0_g1_i1.p1
OG0004342	Shad_tr10742_c0_g1_i4.p1	Cyca_DN10756_c0_g2_i1.p1
OG0004343	Shad_tr13848_c0_g1_i1.p1	Cyca_DN10217_c0_g1_i1.p1
OG0004345	Shad_tr8371_c1_g1_i4.p1	Cyca_DN12922_c0_g1_i1.p1, Cyca_DN28774_c0_g1_i1.p1
OG0004346	Shad_tr17442_c0_g1_i1.p1	Cyca_DN27895_c0_g2_i1.p1
OG0004347	Shad_tr23397_c0_g1_i1.p1	Cyca_DN4664_c0_g1_i9.p1
OG0004348	Shad_tr2128_c0_g2_i2.p1	Cyca_DN5131_c0_g1_i2.p1, Cyca_DN5131_c0_g2_i1.p1
OG0004349	Shad_tr27082_c0_g1_i1.p1	Cyca_DN13641_c0_g1_i1.p1, Cyca_DN1762_c0_g1_i2.p1
OG0004350	Shad_tr4928_c1_g3_i2.p1	Cyca_DN13228_c0_g1_i1.p1
OG0004351	Shad_tr14578_c0_g1_i6.p1	Cyca_DN9058_c0_g1_i1.p2
OG0004352	Shad_tr18168_c0_g1_i1.p1	Cyca_DN20484_c0_g1_i1.p1
OG0004353	Shad_tr2254_c1_g1_i10.p1	Cyca_DN28348_c0_g1_i1.p1, Cyca_DN10719_c0_g1_i2.p1
OG0004356	Shad_tr32605_c0_g1_i4.p1	Cyca_DN23266_c0_g1_i1.p1
OG0004357	Shad_tr11012_c0_g1_i1.p1	Cyca_DN1409_c0_g1_i1.p1
OG0004358	Shad_tr1724_c0_g1_i2.p1	Cyca_DN13478_c0_g1_i1.p1
OG0004359	Shad_tr17852_c0_g2_i11.p1	Cyca_DN16704_c0_g1_i2.p1
OG0004360	Shad_tr36269_c1_g1_i2.p1	Cyca_DN587_c0_g1_i1.p1
OG0004362	Shad_tr47807_c0_g1_i1.p1	Cyca_DN10645_c0_g1_i1.p1, Cyca_DN10645_c0_g2_i2.p1
OG0004363	Shad_tr35595_c0_g1_i3.p1	Cyca_DN16401_c0_g1_i1.p1, Cyca_DN16401_c0_g2_i1.p1
OG0004364	Shad_tr33452_c0_g1_i2.p1	Cyca_DN3376_c0_g2_i1.p1
OG0004365	Shad_tr3280_c1_g2_i3.p1	Cyca_DN1968_c0_g2_i1.p1, Cyca_DN1968_c0_g1_i2.p1
OG0004368	Shad_tr44833_c0_g1_i1.p1, Shad_tr65800_c0_g1_i1.p1	Cyca_DN8620_c0_g1_i2.p1
OG0004371	Shad_tr10418_c0_g1_i1.p1	Cyca_DN3781_c0_g4_i1.p1
OG0004372	Shad_tr24022_c0_g1_i10.p1	Cyca_DN1053_c0_g1_i1.p1
OG0004373	Shad_tr24207_c3_g1_i2.p1	Cyca_DN1019_c0_g1_i3.p1
OG0004374	Shad_tr5313_c1_g1_i1.p1	Cyca_DN6291_c0_g1_i1.p1
OG0004375	Shad_tr40480_c0_g1_i1.p1, Shad_tr427_c8_g1_i2.p1	Cyca_DN646_c0_g1_i2.p1
OG0004376	Shad_tr25867_c0_g1_i4.p1	Cyca_DN6334_c0_g1_i1.p1
OG0004377	Shad_tr8332_c0_g1_i1.p1	Cyca_DN7960_c0_g3_i1.p1
OG0004378	Shad_tr30400_c0_g1_i1.p1	Cyca_DN5859_c0_g1_i1.p1, Cyca_DN4323_c0_g1_i4.p1
OG0004380	Shad_tr19377_c2_g1_i2.p1	Cyca_DN11656_c0_g1_i1.p1, Cyca_DN19159_c0_g1_i1.p1, Cyca_DN5842_c0_g1_i3.p1
OG0004381	Shad_tr12613_c0_g2_i6.p1	Cyca_DN819_c0_g1_i1.p1
OG0004383	Shad_tr15148_c0_g1_i2.p1	Cyca_DN2993_c0_g1_i2.p1
OG0004385	Shad_tr14898_c0_g1_i14.p1	Cyca_DN34392_c0_g1_i1.p1
OG0004386	Shad_tr20291_c0_g1_i1.p1	Cyca_DN6319_c0_g1_i1.p1
OG0004387	Shad_tr64680_c0_g1_i1.p1	Cyca_DN2103_c0_g1_i3.p1
OG0004388	Shad_tr1551_c1_g2_i2.p1, Shad_tr12298_c1_g1_i1.p1	Cyca_DN28601_c0_g1_i3.p1
OG0004389	Shad_tr11779_c1_g1_i2.p1, Shad_tr30840_c0_g1_i1.p1	Cyca_DN6703_c0_g1_i2.p1
OG0004390	Shad_tr27_c6_g1_i2.p1	Cyca_DN6494_c0_g1_i5.p1
OG0004391	Shad_tr5985_c0_g2_i2.p1	Cyca_DN4215_c0_g1_i2.p1, Cyca_DN5983_c0_g1_i1.p1
OG0004393	Shad_tr3472_c0_g1_i1.p1	Cyca_DN310_c0_g3_i1.p1
OG0004394	Shad_tr34056_c0_g1_i3.p1	Cyca_DN6168_c0_g1_i5.p1
OG0004396	Shad_tr64104_c0_g1_i1.p1	Cyca_DN12389_c0_g1_i1.p1
OG0004397	Shad_tr1055_c0_g1_i3.p1	Cyca_DN1260_c0_g1_i3.p1
OG0004399	Shad_tr12247_c0_g2_i5.p1	Cyca_DN4895_c0_g1_i1.p1
OG0004400	Shad_tr2867_c0_g2_i1.p1, Shad_tr2049_c2_g1_i2.p1	Cyca_DN1723_c0_g1_i1.p1
OG0004401	Shad_tr109006_c0_g1_i1.p1, Shad_tr16049_c0_g1_i1.p1	Cyca_DN2868_c0_g1_i1.p1
OG0004402	Shad_tr20555_c0_g1_i3.p1	Cyca_DN11916_c0_g1_i1.p1
OG0004404	Shad_tr1498_c1_g1_i1.p1	Cyca_DN8960_c0_g1_i2.p1
OG0004406	Shad_tr9060_c0_g2_i1.p1	Cyca_DN7055_c0_g1_i1.p1
OG0004407	Shad_tr1098_c1_g2_i3.p1	Cyca_DN2139_c0_g1_i2.p1
OG0004408	Shad_tr8221_c2_g1_i2.p1	Cyca_DN24036_c0_g1_i1.p1
OG0004409	Shad_tr1427_c17_g1_i1.p1, Shad_tr19404_c0_g1_i2.p1	Cyca_DN13589_c0_g1_i1.p1, Cyca_DN33783_c0_g1_i1.p1
OG0004410	Shad_tr591_c6_g1_i2.p1	Cyca_DN744_c0_g1_i2.p1
OG0004411	Shad_tr14922_c0_g1_i4.p1	Cyca_DN31262_c0_g1_i1.p1
OG0004412	Shad_tr12407_c0_g2_i1.p1	Cyca_DN3081_c0_g3_i2.p1, Cyca_DN3081_c0_g2_i1.p1
OG0004413	Shad_tr16667_c1_g1_i1.p1, Shad_tr16667_c1_g2_i3.p1	Cyca_DN22674_c0_g1_i1.p2, Cyca_DN2967_c0_g1_i1.p1
OG0004415	Shad_tr5187_c0_g1_i3.p1	Cyca_DN1169_c0_g1_i1.p1
OG0004416	Shad_tr35945_c0_g1_i1.p1	Cyca_DN13295_c0_g1_i1.p1
OG0004417	Shad_tr9307_c2_g1_i2.p1	Cyca_DN3733_c0_g1_i1.p1
OG0004418	Shad_tr5784_c0_g2_i1.p1, Shad_tr84132_c0_g1_i1.p1	Cyca_DN10725_c0_g2_i1.p1, Cyca_DN18746_c0_g2_i1.p1
OG0004419	Shad_tr3430_c1_g1_i11.p1	Cyca_DN7760_c1_g1_i1.p1
OG0004420	Shad_tr15757_c0_g1_i10.p1	Cyca_DN19657_c0_g1_i3.p1
OG0004421	Shad_tr648_c1_g1_i1.p1	Cyca_DN306_c0_g1_i1.p1
OG0004422	Shad_tr16422_c1_g1_i1.p1	Cyca_DN11557_c0_g2_i1.p1
OG0004423	Shad_tr7751_c0_g4_i1.p1	Cyca_DN2724_c0_g2_i2.p1, Cyca_DN2724_c0_g3_i2.p1
OG0004426	Shad_tr6851_c0_g2_i1.p1	Cyca_DN25286_c0_g1_i1.p1, Cyca_DN7413_c0_g1_i1.p1
OG0004427	Shad_tr36714_c0_g1_i1.p1	Cyca_DN11248_c0_g1_i1.p1
OG0004428	Shad_tr8802_c0_g1_i7.p1	Cyca_DN7752_c0_g1_i1.p1
OG0004432	Shad_tr7899_c0_g1_i1.p1	Cyca_DN15231_c0_g1_i2.p1, Cyca_DN13212_c0_g1_i1.p1
OG0004433	Shad_tr24591_c0_g1_i1.p1	Cyca_DN12063_c0_g2_i1.p1, Cyca_DN12063_c0_g1_i1.p1
OG0004434	Shad_tr16192_c1_g1_i2.p1	Cyca_DN662_c0_g1_i6.p1
OG0004435	Shad_tr971_c13_g1_i1.p1, Shad_tr8_c1_g2_i3.p1	Cyca_DN2541_c0_g1_i1.p1
OG0004436	Shad_tr8766_c6_g1_i1.p1	Cyca_DN12001_c0_g2_i1.p1
OG0004437	Shad_tr3145_c0_g1_i1.p1	Cyca_DN5028_c0_g1_i1.p1
OG0004438	Shad_tr12854_c0_g1_i3.p1	Cyca_DN6858_c0_g1_i2.p1
OG0004439	Shad_tr40845_c0_g1_i1.p1	Cyca_DN18454_c0_g1_i1.p1
OG0004440	Shad_tr2774_c4_g1_i1.p1	Cyca_DN15797_c0_g1_i3.p1
OG0004441	Shad_tr5855_c0_g1_i1.p1	Cyca_DN288_c0_g1_i1.p1
OG0004442	Shad_tr7225_c0_g1_i4.p1, Shad_tr7225_c1_g1_i1.p1	Cyca_DN1256_c0_g1_i2.p1
OG0004443	Shad_tr2484_c0_g1_i1.p1	Cyca_DN10152_c0_g1_i2.p1
OG0004445	Shad_tr45224_c0_g1_i7.p1	Cyca_DN7463_c0_g1_i1.p1, Cyca_DN12963_c0_g1_i1.p1
OG0004446	Shad_tr19091_c0_g2_i1.p1	Cyca_DN12418_c0_g1_i1.p1
OG0004447	Shad_tr2603_c0_g1_i7.p1	Cyca_DN24339_c0_g1_i1.p1, Cyca_DN24339_c0_g2_i2.p1
OG0004448	Shad_tr108944_c0_g1_i1.p1, Shad_tr20345_c3_g1_i1.p1, Shad_tr1015_c1_g1_i2.p1	Cyca_DN11370_c0_g2_i2.p1
OG0004450	Shad_tr48662_c0_g1_i2.p1	Cyca_DN14608_c0_g1_i2.p1
OG0004451	Shad_tr36649_c0_g1_i19.p1	Cyca_DN1858_c0_g1_i1.p1
OG0004452	Shad_tr32295_c0_g1_i8.p1	Cyca_DN2670_c0_g1_i1.p1, Cyca_DN2670_c0_g2_i1.p1
OG0004453	Shad_tr20624_c0_g1_i2.p1	Cyca_DN6632_c0_g1_i2.p1
OG0004454	Shad_tr10350_c0_g1_i5.p1	Cyca_DN22651_c0_g1_i1.p1
OG0004455	Shad_tr8384_c0_g1_i2.p1	Cyca_DN8166_c0_g1_i1.p1, Cyca_DN8166_c0_g2_i1.p1
OG0004457	Shad_tr21767_c0_g1_i1.p1, Shad_tr2092_c0_g3_i1.p1, Shad_tr24289_c0_g2_i1.p1	Cyca_DN7067_c0_g1_i1.p1, Cyca_DN12881_c0_g1_i1.p1, Cyca_DN31516_c0_g1_i1.p1
OG0004458	Shad_tr6752_c0_g1_i6.p1	Cyca_DN9782_c0_g1_i2.p1
OG0004460	Shad_tr13507_c3_g1_i5.p1, Shad_tr13252_c0_g4_i4.p1	Cyca_DN1654_c0_g1_i5.p1
OG0004461	Shad_tr19025_c0_g2_i3.p1	Cyca_DN6217_c0_g2_i1.p1, Cyca_DN6217_c0_g1_i1.p1
OG0004462	Shad_tr1677_c0_g1_i11.p1	Cyca_DN8588_c0_g1_i2.p1, Cyca_DN14779_c0_g1_i1.p1
OG0004463	Shad_tr12493_c2_g1_i31.p1	Cyca_DN4716_c0_g1_i3.p1
OG0004464	Shad_tr10233_c2_g1_i2.p1	Cyca_DN13061_c0_g1_i1.p1, Cyca_DN13061_c0_g3_i1.p1
OG0004465	Shad_tr35612_c0_g3_i1.p1	Cyca_DN401_c0_g2_i3.p1
OG0004466	Shad_tr33536_c0_g1_i2.p1	Cyca_DN27060_c0_g1_i1.p1
OG0004468	Shad_tr28690_c1_g1_i1.p1	Cyca_DN26394_c0_g1_i2.p1
OG0004470	Shad_tr2219_c1_g1_i1.p1	Cyca_DN22795_c0_g1_i1.p1, Cyca_DN5290_c0_g1_i3.p1
OG0004471	Shad_tr17508_c0_g1_i17.p1	Cyca_DN9145_c1_g1_i1.p1, Cyca_DN29108_c0_g1_i1.p1
OG0004473	Shad_tr8363_c0_g1_i7.p1	Cyca_DN15328_c0_g1_i3.p1
OG0004475	Shad_tr2516_c0_g1_i1.p1	Cyca_DN33709_c0_g1_i1.p1
OG0004476	Shad_tr7849_c0_g1_i6.p1	Cyca_DN9657_c0_g1_i1.p1
OG0004479	Shad_tr7729_c0_g2_i6.p1	Cyca_DN6215_c0_g1_i1.p1
OG0004480	Shad_tr7926_c0_g1_i19.p1	Cyca_DN13831_c0_g1_i1.p1
OG0004481	Shad_tr20561_c0_g1_i1.p1	Cyca_DN11194_c0_g1_i2.p1
OG0004483	Shad_tr2299_c0_g1_i3.p1	Cyca_DN26888_c0_g1_i2.p1
OG0004484	Shad_tr23496_c1_g1_i1.p1, Shad_tr2255_c10_g1_i1.p1	Cyca_DN7663_c0_g1_i1.p1
OG0004485	Shad_tr3571_c7_g1_i1.p1	Cyca_DN9230_c0_g1_i2.p1
OG0004486	Shad_tr73180_c0_g1_i1.p1	Cyca_DN5427_c0_g1_i1.p1, Cyca_DN6445_c0_g1_i1.p1, Cyca_DN34301_c0_g1_i1.p1
OG0004487	Shad_tr5022_c0_g1_i22.p1	Cyca_DN7336_c0_g1_i2.p1
OG0004489	Shad_tr39564_c1_g1_i2.p1, Shad_tr1720_c0_g1_i24.p1	Cyca_DN7611_c0_g2_i2.p1, Cyca_DN7611_c0_g1_i2.p1
OG0004490	Shad_tr310_c0_g1_i1.p1	Cyca_DN1919_c0_g1_i2.p1
OG0004491	Shad_tr637_c0_g1_i16.p1	Cyca_DN1145_c0_g1_i1.p1
OG0004494	Shad_tr29066_c0_g1_i2.p1	Cyca_DN15104_c0_g2_i1.p1
OG0004497	Shad_tr7387_c0_g1_i21.p1	Cyca_DN4563_c0_g3_i1.p1, Cyca_DN4563_c0_g1_i1.p1
OG0004498	Shad_tr903_c2_g1_i3.p1	Cyca_DN3414_c0_g1_i1.p1
OG0004499	Shad_tr29432_c0_g1_i15.p1	Cyca_DN80_c0_g1_i5.p1
OG0004500	Shad_tr16672_c0_g3_i2.p1	Cyca_DN4395_c0_g1_i3.p1, Cyca_DN32_c0_g1_i6.p2
OG0004501	Shad_tr6748_c0_g1_i1.p1	Cyca_DN2514_c0_g1_i2.p1
OG0004502	Shad_tr7806_c0_g1_i1.p1	Cyca_DN16502_c0_g1_i1.p1
OG0004503	Shad_tr4816_c0_g1_i3.p1, Shad_tr18067_c2_g2_i1.p1, Shad_tr101178_c0_g1_i1.p1	Cyca_DN1012_c0_g3_i1.p1
OG0004505	Shad_tr18549_c4_g2_i1.p1	Cyca_DN5578_c0_g1_i1.p1
OG0004507	Shad_tr46938_c0_g2_i2.p1	Cyca_DN10464_c0_g2_i1.p1
OG0004508	Shad_tr15880_c1_g1_i3.p1	Cyca_DN15134_c0_g1_i2.p1, Cyca_DN24068_c0_g3_i1.p1
OG0004509	Shad_tr12527_c0_g1_i5.p1	Cyca_DN8034_c0_g1_i1.p1
OG0004511	Shad_tr2782_c0_g2_i3.p1	Cyca_DN1941_c0_g1_i1.p1
OG0004512	Shad_tr87430_c0_g1_i1.p1	Cyca_DN1702_c0_g1_i2.p1
OG0004514	Shad_tr14226_c2_g1_i4.p1	Cyca_DN16457_c0_g1_i3.p1, Cyca_DN16060_c0_g1_i2.p1
OG0004515	Shad_tr139_c0_g1_i1.p1	Cyca_DN1342_c0_g1_i1.p1
OG0004516	Shad_tr2199_c3_g1_i3.p1	Cyca_DN1203_c0_g1_i1.p1, Cyca_DN1022_c0_g1_i1.p2
OG0004518	Shad_tr24547_c2_g1_i1.p1	Cyca_DN3863_c0_g1_i2.p1
OG0004519	Shad_tr5358_c0_g1_i1.p1	Cyca_DN2279_c0_g3_i2.p1, Cyca_DN3646_c0_g1_i1.p1, Cyca_DN15_c0_g1_i2.p1
OG0004520	Shad_tr4400_c1_g1_i1.p1	Cyca_DN11015_c0_g1_i4.p1
OG0004522	Shad_tr21160_c0_g3_i1.p1	Cyca_DN27348_c0_g1_i2.p1
OG0004523	Shad_tr2042_c4_g1_i3.p1	Cyca_DN6191_c0_g1_i1.p1
OG0004524	Shad_tr93889_c0_g1_i1.p1	Cyca_DN7335_c0_g1_i1.p1
OG0004525	Shad_tr5385_c1_g1_i13.p1	Cyca_DN16824_c0_g1_i1.p1, Cyca_DN23336_c0_g1_i1.p1
OG0004528	Shad_tr2838_c0_g1_i7.p1	Cyca_DN11057_c0_g2_i1.p1, Cyca_DN16470_c4_g1_i5.p1
OG0004530	Shad_tr8430_c1_g1_i2.p1	Cyca_DN3217_c0_g1_i2.p1
OG0004531	Shad_tr414_c0_g1_i1.p1	Cyca_DN4848_c0_g1_i3.p1
OG0004532	Shad_tr6577_c0_g2_i4.p1	Cyca_DN17971_c0_g1_i1.p1
OG0004533	Shad_tr15879_c0_g2_i2.p1	Cyca_DN4611_c0_g1_i1.p1
OG0004534	Shad_tr1767_c1_g1_i7.p1	Cyca_DN36_c0_g1_i10.p1
OG0004535	Shad_tr32656_c0_g1_i2.p1	Cyca_DN2051_c0_g1_i1.p1
OG0004536	Shad_tr4612_c1_g2_i1.p1	Cyca_DN19227_c0_g1_i2.p1
OG0004537	Shad_tr745_c6_g1_i1.p1	Cyca_DN17062_c0_g2_i1.p1
OG0004540	Shad_tr10513_c0_g1_i1.p1	Cyca_DN1550_c0_g1_i1.p1
OG0004542	Shad_tr32311_c2_g2_i3.p1	Cyca_DN18125_c0_g1_i2.p1
OG0004543	Shad_tr6645_c0_g1_i4.p1	Cyca_DN3603_c0_g1_i1.p1
OG0004546	Shad_tr11241_c0_g1_i1.p1	Cyca_DN27011_c0_g1_i1.p1
OG0004547	Shad_tr10417_c0_g1_i1.p1	Cyca_DN28843_c0_g1_i1.p1, Cyca_DN1361_c0_g2_i1.p1, Cyca_DN24477_c0_g1_i2.p1, Cyca_DN5832_c0_g1_i1.p1
OG0004548	Shad_tr12041_c0_g1_i1.p1	Cyca_DN1518_c0_g1_i2.p1
OG0004549	Shad_tr1090_c0_g2_i1.p1	Cyca_DN22574_c0_g1_i1.p1
OG0004550	Shad_tr33642_c0_g1_i1.p1	Cyca_DN10422_c0_g1_i1.p1, Cyca_DN10804_c0_g1_i3.p1
OG0004552	Shad_tr10466_c0_g1_i2.p1	Cyca_DN473_c0_g1_i2.p1
OG0004554	Shad_tr3203_c2_g1_i1.p1	Cyca_DN1003_c0_g1_i2.p1
OG0004559	Shad_tr739_c0_g1_i1.p1	Cyca_DN1220_c0_g1_i1.p1
OG0004560	Shad_tr38396_c0_g2_i1.p1	Cyca_DN8750_c0_g1_i1.p1
OG0004565	Shad_tr3371_c2_g1_i1.p1	Cyca_DN284_c0_g1_i1.p1
OG0004567	Shad_tr5712_c1_g1_i6.p1	Cyca_DN6235_c0_g1_i1.p1, Cyca_DN1132_c0_g1_i7.p2
OG0004575	Shad_tr38038_c0_g1_i1.p1	Cyca_DN4140_c0_g2_i1.p1
OG0004576	Shad_tr56117_c0_g1_i1.p1	Cyca_DN32392_c0_g1_i3.p1
OG0004577	Shad_tr16725_c0_g2_i1.p1	Cyca_DN34396_c0_g1_i1.p1
OG0004580	Shad_tr114612_c0_g1_i1.p1, Shad_tr3716_c0_g1_i1.p1	Cyca_DN103_c0_g1_i1.p1
OG0004585	Shad_tr30252_c0_g2_i8.p1	Cyca_DN17869_c0_g1_i5.p1
OG0004586	Shad_tr30244_c3_g1_i1.p1, Shad_tr3371_c0_g1_i1.p1	Cyca_DN1746_c0_g1_i4.p1, Cyca_DN33860_c0_g1_i1.p1
OG0004588	Shad_tr8728_c1_g2_i2.p1	Cyca_DN3874_c0_g1_i1.p1
OG0004590	Shad_tr5163_c0_g4_i1.p1, Shad_tr5163_c0_g1_i1.p1	Cyca_DN8838_c0_g1_i2.p1, Cyca_DN8838_c0_g2_i1.p1
OG0004591	Shad_tr28166_c0_g1_i4.p1	Cyca_DN27611_c0_g1_i1.p1
OG0004594	Shad_tr24879_c0_g1_i6.p1	Cyca_DN12491_c0_g1_i1.p1
OG0004595	Shad_tr3501_c1_g1_i1.p1	Cyca_DN16813_c0_g1_i1.p1
OG0004596	Shad_tr13411_c1_g1_i9.p1	Cyca_DN8544_c0_g1_i2.p1
OG0004597	Shad_tr8499_c0_g2_i1.p1	Cyca_DN2421_c0_g1_i2.p1
OG0004598	Shad_tr6573_c2_g1_i1.p1, Shad_tr31200_c0_g2_i1.p1	Cyca_DN2792_c0_g1_i2.p1
OG0004600	Shad_tr6750_c0_g1_i1.p1	Cyca_DN3672_c0_g2_i1.p1
OG0004606	Shad_tr9919_c0_g1_i7.p1	Cyca_DN30563_c0_g1_i1.p1
OG0004607	Shad_tr1207_c7_g1_i1.p1	Cyca_DN2995_c0_g1_i1.p1
OG0004608	Shad_tr30965_c1_g2_i1.p1	Cyca_DN8097_c0_g1_i1.p1
OG0004612	Shad_tr101451_c0_g1_i1.p1	Cyca_DN14296_c0_g1_i1.p1, Cyca_DN28057_c0_g1_i1.p1
OG0004617	Shad_tr49782_c0_g1_i1.p1	Cyca_DN612_c0_g2_i2.p1, Cyca_DN301_c0_g1_i2.p1
OG0004617	Shad_tr102393_c0_g1_i1.p1	Cyca_DN27385_c0_g1_i1.p1
OG0004637	Shad_tr1006_c0_g1_i21.p1	Cyca_DN11396_c0_g1_i3.p1
OG0004639	Shad_tr2449_c0_g1_i3.p1	Cyca_DN28930_c0_g1_i2.p1
OG0004642	Shad_tr3370_c0_g3_i1.p1	Cyca_DN33601_c0_g1_i1.p1
