Orthogroup	Stichodactyla_haddoni_longest_pep	Stichodactyla_mertensi_longest_pep
OG0006439	Shad_tr518_c0_g1_i3.p1	Smer_tr1817_c0_g1_i2.p1
OG0006440	Shad_tr3285_c2_g1_i7.p1	Smer_tr25559_c0_g1_i5.p1
OG0006441	Shad_tr7547_c0_g1_i4.p1	Smer_tr15386_c1_g1_i2.p1
OG0006442	Shad_tr16488_c0_g1_i3.p1	Smer_tr9073_c0_g1_i2.p1
OG0006443	Shad_tr16458_c0_g1_i1.p1	Smer_tr5574_c2_g1_i1.p1
OG0006445	Shad_tr3787_c0_g1_i3.p1	Smer_tr9651_c0_g1_i5.p1
OG0006446	Shad_tr936_c2_g1_i4.p1	Smer_tr15481_c0_g2_i3.p1
OG0006447	Shad_tr7196_c0_g1_i28.p1	Smer_tr12122_c1_g1_i1.p1
OG0006449	Shad_tr28376_c0_g1_i2.p1	Smer_tr61593_c0_g1_i1.p1, Smer_tr37470_c0_g2_i1.p1
OG0006450	Shad_tr11780_c0_g1_i1.p1	Smer_tr24560_c0_g1_i1.p1
OG0006451	Shad_tr28531_c0_g1_i1.p1	Smer_tr25141_c0_g1_i29.p1
OG0006452	Shad_tr8894_c0_g1_i2.p1	Smer_tr2396_c0_g3_i2.p1
OG0006453	Shad_tr912_c0_g1_i9.p1	Smer_tr4254_c0_g1_i7.p1
OG0006454	Shad_tr18813_c0_g1_i10.p1	Smer_tr21118_c1_g2_i2.p1
OG0006455	Shad_tr395_c0_g1_i1.p1	Smer_tr12435_c0_g1_i1.p1
OG0006456	Shad_tr8169_c2_g1_i3.p1	Smer_tr78_c2_g1_i1.p1
OG0006457	Shad_tr103470_c0_g1_i1.p1, Shad_tr84148_c0_g1_i1.p1	Smer_tr71211_c0_g1_i1.p1
OG0006458	Shad_tr1000_c2_g1_i27.p1	Smer_tr9930_c0_g1_i42.p1
OG0006461	Shad_tr2590_c0_g1_i1.p1	Smer_tr1140_c1_g1_i1.p1
OG0006462	Shad_tr17112_c0_g1_i21.p1	Smer_tr14526_c1_g1_i2.p1
OG0006463	Shad_tr16683_c0_g1_i1.p1	Smer_tr5713_c0_g1_i1.p1
OG0006464	Shad_tr3148_c0_g1_i3.p1	Smer_tr468_c2_g1_i1.p1
OG0006465	Shad_tr965_c0_g2_i1.p1	Smer_tr3779_c0_g1_i1.p1
OG0006466	Shad_tr7686_c0_g1_i21.p1	Smer_tr9833_c0_g1_i2.p1
OG0006467	Shad_tr14720_c0_g1_i4.p1	Smer_tr33362_c0_g1_i1.p1
OG0006468	Shad_tr811_c4_g1_i1.p1	Smer_tr1716_c2_g1_i12.p1
OG0006469	Shad_tr24006_c1_g6_i1.p1	Smer_tr53937_c0_g1_i2.p2
OG0006470	Shad_tr98496_c0_g1_i6.p1	Smer_tr19954_c0_g1_i5.p1
OG0006471	Shad_tr19224_c0_g1_i1.p1	Smer_tr59790_c0_g1_i1.p1
OG0006472	Shad_tr931_c1_g1_i12.p1	Smer_tr6187_c0_g1_i14.p1
OG0006473	Shad_tr3371_c4_g1_i3.p1	Smer_tr29035_c0_g1_i2.p1
OG0006474	Shad_tr32327_c1_g1_i1.p1	Smer_tr11838_c0_g1_i1.p1
OG0006475	Shad_tr19862_c0_g1_i14.p1	Smer_tr2960_c0_g1_i5.p1
OG0006476	Shad_tr19193_c0_g1_i11.p1	Smer_tr15177_c0_g1_i22.p1
OG0006477	Shad_tr11316_c1_g1_i6.p1	Smer_tr7739_c0_g1_i6.p1
OG0006478	Shad_tr33554_c0_g1_i7.p1	Smer_tr1161_c1_g1_i4.p1
OG0006479	Shad_tr7767_c0_g1_i5.p1	Smer_tr905_c0_g1_i1.p1
OG0006480	Shad_tr5883_c0_g1_i2.p1	Smer_tr15087_c0_g1_i3.p1
OG0006481	Shad_tr12396_c0_g1_i11.p1	Smer_tr9014_c0_g1_i2.p1
OG0006482	Shad_tr13896_c0_g1_i2.p1	Smer_tr12912_c1_g1_i4.p1
OG0006483	Shad_tr7134_c0_g2_i1.p1	Smer_tr20503_c0_g1_i5.p1
OG0006484	Shad_tr19383_c1_g1_i2.p1	Smer_tr683_c7_g2_i2.p1
OG0006485	Shad_tr27294_c0_g3_i2.p1	Smer_tr34102_c0_g2_i1.p1
OG0006486	Shad_tr6404_c1_g2_i3.p1	Smer_tr59236_c0_g1_i1.p1, Smer_tr6891_c0_g3_i1.p1
OG0006487	Shad_tr93787_c0_g1_i1.p1	Smer_tr16171_c0_g2_i1.p1
OG0006488	Shad_tr19277_c0_g1_i3.p1	Smer_tr78207_c0_g1_i2.p1
OG0006489	Shad_tr2160_c0_g1_i10.p1	Smer_tr687_c2_g4_i1.p1
OG0006491	Shad_tr21446_c1_g1_i1.p1	Smer_tr46611_c0_g1_i1.p1
OG0006492	Shad_tr472_c9_g1_i2.p1	Smer_tr21345_c0_g1_i3.p1
OG0006493	Shad_tr15783_c0_g3_i1.p1	Smer_tr78947_c0_g1_i1.p1
OG0006494	Shad_tr9631_c0_g1_i16.p1	Smer_tr20246_c0_g1_i3.p1
OG0006495	Shad_tr34088_c0_g2_i1.p1	Smer_tr24558_c0_g1_i1.p1
OG0006496	Shad_tr11250_c0_g1_i1.p1	Smer_tr82775_c0_g1_i1.p1
OG0006497	Shad_tr23751_c0_g1_i2.p1	Smer_tr23097_c0_g2_i1.p1
OG0006498	Shad_tr6778_c5_g1_i2.p1	Smer_tr414_c0_g2_i2.p1
OG0006499	Shad_tr9925_c0_g1_i19.p1	Smer_tr20928_c0_g1_i7.p1
OG0006500	Shad_tr19085_c1_g1_i7.p1	Smer_tr8477_c0_g1_i14.p1
OG0006501	Shad_tr1285_c0_g1_i13.p1	Smer_tr3359_c0_g1_i8.p1
OG0006502	Shad_tr467_c2_g2_i2.p1	Smer_tr23224_c0_g1_i1.p1
OG0006503	Shad_tr3252_c2_g1_i6.p1	Smer_tr22433_c1_g2_i2.p1
OG0006504	Shad_tr18874_c0_g2_i2.p1	Smer_tr21957_c1_g2_i1.p1
OG0006505	Shad_tr494_c0_g2_i1.p1	Smer_tr7549_c0_g1_i1.p1
OG0006506	Shad_tr26905_c0_g2_i1.p1	Smer_tr11434_c0_g2_i9.p1
OG0006507	Shad_tr2481_c0_g1_i11.p1	Smer_tr5578_c0_g1_i2.p1
OG0006508	Shad_tr7315_c0_g1_i6.p1	Smer_tr1126_c0_g1_i3.p1
OG0006509	Shad_tr18168_c2_g1_i4.p1	Smer_tr1688_c0_g1_i1.p1
OG0006510	Shad_tr20812_c0_g1_i27.p1	Smer_tr20457_c0_g1_i3.p1
OG0006511	Shad_tr2203_c0_g1_i4.p1	Smer_tr687_c2_g2_i1.p1
OG0006512	Shad_tr9291_c0_g1_i3.p1	Smer_tr10567_c0_g1_i8.p1
OG0006513	Shad_tr1887_c0_g1_i1.p1	Smer_tr10413_c0_g1_i1.p1
OG0006514	Shad_tr3892_c1_g1_i6.p1	Smer_tr5417_c0_g1_i5.p1
OG0006515	Shad_tr19772_c1_g1_i1.p1	Smer_tr1225_c0_g1_i24.p1
OG0006516	Shad_tr9555_c0_g1_i5.p1	Smer_tr8179_c0_g1_i13.p1
OG0006518	Shad_tr15341_c0_g1_i1.p1	Smer_tr80736_c0_g1_i1.p1
OG0006519	Shad_tr2146_c0_g1_i1.p1	Smer_tr56099_c0_g1_i1.p1
OG0006520	Shad_tr23992_c0_g2_i1.p1	Smer_tr67830_c0_g1_i1.p1
OG0006521	Shad_tr32372_c0_g2_i1.p1	Smer_tr25474_c0_g1_i2.p1
OG0006522	Shad_tr14384_c0_g1_i1.p1	Smer_tr6914_c1_g1_i1.p1
OG0006524	Shad_tr9436_c0_g1_i2.p1	Smer_tr2986_c0_g1_i1.p1
OG0006525	Shad_tr8455_c1_g1_i4.p1	Smer_tr12328_c0_g2_i4.p1
OG0006526	Shad_tr8173_c0_g1_i1.p1	Smer_tr5278_c0_g1_i1.p1
OG0006527	Shad_tr2928_c0_g1_i4.p1	Smer_tr2655_c3_g1_i1.p1
OG0006528	Shad_tr17070_c0_g1_i1.p1	Smer_tr21199_c0_g2_i1.p1
OG0006529	Shad_tr1233_c9_g1_i4.p1	Smer_tr8838_c1_g1_i11.p1
OG0006530	Shad_tr979_c3_g2_i1.p1	Smer_tr4281_c0_g1_i1.p1
OG0006532	Shad_tr6520_c0_g1_i1.p1	Smer_tr9306_c0_g1_i1.p1
OG0006533	Shad_tr1767_c6_g1_i1.p1	Smer_tr278_c0_g1_i10.p1
OG0006534	Shad_tr40172_c0_g1_i10.p1	Smer_tr22174_c0_g2_i1.p1
OG0006535	Shad_tr3185_c0_g1_i2.p1	Smer_tr7606_c3_g1_i2.p1
OG0006536	Shad_tr12208_c0_g3_i2.p1	Smer_tr10897_c0_g1_i2.p1
OG0006538	Shad_tr47410_c0_g1_i1.p1	Smer_tr16828_c0_g1_i4.p1
OG0006539	Shad_tr9176_c1_g1_i1.p1	Smer_tr8793_c2_g1_i2.p1
OG0006540	Shad_tr22071_c0_g1_i3.p1	Smer_tr66383_c0_g1_i1.p1
OG0006541	Shad_tr35380_c4_g1_i2.p1	Smer_tr15156_c0_g1_i6.p1
OG0006542	Shad_tr6800_c3_g1_i1.p1	Smer_tr6470_c0_g1_i1.p1
OG0006544	Shad_tr40163_c0_g2_i1.p1	Smer_tr1944_c1_g1_i12.p1
OG0006545	Shad_tr16368_c0_g2_i1.p1	Smer_tr26942_c0_g1_i8.p1
OG0006546	Shad_tr66_c1_g1_i1.p1	Smer_tr8676_c0_g1_i1.p1
OG0006547	Shad_tr22143_c1_g1_i1.p1	Smer_tr23462_c0_g3_i1.p1
OG0006548	Shad_tr17040_c0_g1_i2.p1	Smer_tr42177_c0_g1_i1.p1
OG0006549	Shad_tr22198_c0_g2_i3.p1	Smer_tr16282_c1_g1_i2.p1
OG0006550	Shad_tr38515_c0_g1_i4.p1	Smer_tr29902_c1_g1_i8.p1
OG0006551	Shad_tr87666_c0_g1_i1.p1	Smer_tr14775_c0_g1_i1.p1
OG0006552	Shad_tr4326_c0_g1_i2.p1	Smer_tr12456_c0_g2_i8.p1
OG0006553	Shad_tr9859_c0_g1_i14.p1	Smer_tr10680_c0_g1_i3.p1
OG0006554	Shad_tr10275_c0_g1_i10.p1	Smer_tr7706_c1_g1_i1.p1
OG0006555	Shad_tr23234_c0_g1_i1.p1	Smer_tr14743_c1_g1_i4.p1
OG0006556	Shad_tr7463_c0_g1_i4.p1	Smer_tr5675_c0_g1_i13.p1
OG0006558	Shad_tr11057_c0_g1_i1.p1	Smer_tr35474_c0_g3_i1.p1
OG0006559	Shad_tr10580_c0_g1_i2.p1	Smer_tr76262_c0_g1_i1.p1
OG0006560	Shad_tr42109_c0_g1_i1.p1	Smer_tr41760_c0_g6_i1.p1
OG0006561	Shad_tr8402_c0_g1_i2.p1	Smer_tr3741_c0_g1_i1.p1
OG0006562	Shad_tr60_c0_g1_i2.p1	Smer_tr53621_c0_g1_i1.p1
OG0006563	Shad_tr64960_c0_g1_i1.p1	Smer_tr39889_c0_g1_i1.p1
OG0006564	Shad_tr21455_c0_g1_i1.p1	Smer_tr1729_c4_g2_i1.p1
OG0006565	Shad_tr6753_c0_g1_i7.p1	Smer_tr22660_c0_g1_i2.p1
OG0006566	Shad_tr7668_c0_g1_i9.p1	Smer_tr44810_c0_g1_i1.p1
OG0006567	Shad_tr8732_c0_g2_i1.p1	Smer_tr4611_c0_g1_i11.p1
OG0006568	Shad_tr18456_c0_g1_i1.p1	Smer_tr27252_c2_g2_i1.p1
OG0006569	Shad_tr24231_c0_g1_i4.p1	Smer_tr27996_c0_g1_i2.p1
OG0006570	Shad_tr39905_c2_g2_i1.p1	Smer_tr20417_c0_g2_i1.p1
OG0006571	Shad_tr24236_c2_g1_i1.p1, Shad_tr85543_c0_g1_i1.p1	Smer_tr31791_c0_g2_i1.p1
OG0006572	Shad_tr13585_c0_g1_i1.p1	Smer_tr5709_c1_g1_i4.p1
OG0006573	Shad_tr5036_c0_g1_i20.p1	Smer_tr6616_c0_g1_i1.p1
OG0006575	Shad_tr5837_c6_g1_i2.p1	Smer_tr1502_c4_g3_i3.p1
OG0006576	Shad_tr10982_c1_g1_i2.p1	Smer_tr13900_c0_g1_i6.p1
OG0006577	Shad_tr3471_c0_g1_i7.p1	Smer_tr5126_c3_g1_i1.p1
OG0006578	Shad_tr23682_c0_g1_i1.p1	Smer_tr2277_c0_g1_i4.p1
OG0006579	Shad_tr126_c0_g1_i1.p1	Smer_tr319_c13_g1_i1.p1
OG0006580	Shad_tr16414_c0_g2_i2.p1	Smer_tr4227_c2_g1_i1.p1
OG0006581	Shad_tr17059_c2_g1_i10.p1	Smer_tr4269_c5_g1_i2.p1
OG0006582	Shad_tr24800_c0_g3_i3.p1	Smer_tr9525_c1_g1_i4.p1
OG0006583	Shad_tr2747_c5_g1_i3.p1	Smer_tr15091_c0_g1_i2.p1
OG0006584	Shad_tr14287_c0_g1_i25.p1	Smer_tr6476_c1_g3_i3.p1
OG0006585	Shad_tr22776_c1_g1_i1.p1	Smer_tr16062_c2_g1_i1.p1
OG0006586	Shad_tr10122_c1_g1_i4.p1	Smer_tr5757_c3_g1_i2.p1
OG0006587	Shad_tr12691_c0_g1_i2.p1	Smer_tr6180_c0_g1_i2.p1
OG0006588	Shad_tr226_c0_g1_i14.p2	Smer_tr4280_c1_g1_i8.p1
OG0006589	Shad_tr30701_c0_g1_i1.p1	Smer_tr29978_c0_g1_i1.p1
OG0006591	Shad_tr2939_c0_g2_i2.p1	Smer_tr6689_c0_g1_i13.p1
OG0006592	Shad_tr45964_c0_g1_i1.p1	Smer_tr12854_c0_g1_i2.p1
OG0006593	Shad_tr14135_c0_g1_i3.p1	Smer_tr22816_c1_g1_i1.p1
OG0006594	Shad_tr11091_c0_g2_i1.p1	Smer_tr18833_c0_g1_i1.p1
OG0006595	Shad_tr10629_c0_g2_i2.p1	Smer_tr636_c11_g1_i1.p1
OG0006596	Shad_tr7347_c1_g2_i5.p1	Smer_tr58656_c0_g1_i1.p1
OG0006597	Shad_tr21202_c0_g1_i25.p1	Smer_tr22837_c0_g1_i4.p1
OG0006598	Shad_tr33976_c0_g1_i30.p1	Smer_tr22937_c0_g1_i4.p1
OG0006599	Shad_tr32517_c3_g1_i2.p1	Smer_tr24955_c1_g2_i4.p1
OG0006600	Shad_tr2461_c1_g4_i2.p1	Smer_tr3228_c1_g1_i1.p1
OG0006601	Shad_tr47715_c0_g1_i4.p1	Smer_tr32241_c0_g1_i1.p1
OG0006602	Shad_tr13265_c0_g1_i4.p1	Smer_tr78787_c0_g1_i1.p1, Smer_tr59453_c0_g1_i1.p1
OG0006603	Shad_tr38343_c2_g1_i7.p1	Smer_tr18758_c2_g1_i4.p1
OG0006604	Shad_tr6961_c2_g1_i1.p1	Smer_tr5673_c5_g1_i1.p1
OG0006605	Shad_tr3155_c0_g1_i9.p1	Smer_tr9719_c0_g1_i1.p1
OG0006606	Shad_tr34874_c0_g1_i10.p1	Smer_tr4166_c0_g1_i1.p1
OG0006607	Shad_tr1759_c9_g1_i3.p1	Smer_tr4080_c4_g1_i2.p1
OG0006608	Shad_tr22582_c1_g2_i4.p1	Smer_tr80078_c0_g1_i1.p1
OG0006609	Shad_tr39913_c1_g1_i1.p1	Smer_tr3781_c1_g1_i5.p1
OG0006610	Shad_tr11804_c0_g1_i1.p1	Smer_tr922_c0_g2_i2.p1
OG0006611	Shad_tr19636_c1_g1_i3.p1	Smer_tr43120_c0_g1_i2.p1
OG0006612	Shad_tr9062_c0_g1_i15.p1	Smer_tr15793_c0_g2_i2.p1
OG0006613	Shad_tr59222_c0_g1_i1.p1	Smer_tr79836_c0_g1_i1.p1
OG0006614	Shad_tr187_c8_g1_i1.p1, Shad_tr32716_c3_g1_i1.p1	Smer_tr421_c0_g1_i5.p1
OG0006615	Shad_tr2549_c0_g1_i4.p1	Smer_tr7646_c0_g2_i1.p1
OG0006616	Shad_tr1276_c1_g1_i1.p1	Smer_tr5969_c1_g1_i8.p1
OG0006617	Shad_tr92020_c0_g1_i1.p1, Shad_tr10411_c1_g1_i1.p1	Smer_tr17414_c0_g1_i2.p1
OG0006618	Shad_tr6146_c0_g1_i1.p1	Smer_tr9643_c0_g1_i1.p1
OG0006619	Shad_tr6944_c0_g1_i6.p1	Smer_tr24946_c0_g1_i2.p1
OG0006620	Shad_tr6416_c0_g1_i4.p1	Smer_tr85975_c0_g1_i1.p1
OG0006621	Shad_tr2525_c0_g1_i24.p1	Smer_tr4170_c0_g1_i4.p1
OG0006622	Shad_tr17310_c2_g1_i8.p1	Smer_tr1745_c1_g1_i1.p1
OG0006623	Shad_tr8069_c0_g1_i1.p1	Smer_tr8757_c3_g1_i1.p1
OG0006624	Shad_tr10226_c0_g1_i3.p1	Smer_tr250_c0_g1_i6.p1
OG0006625	Shad_tr20457_c1_g1_i3.p1	Smer_tr6043_c1_g1_i1.p1
OG0006626	Shad_tr7010_c0_g1_i19.p1	Smer_tr10429_c0_g1_i4.p1
OG0006628	Shad_tr35897_c0_g1_i1.p1	Smer_tr11098_c6_g1_i8.p1
OG0006629	Shad_tr4872_c1_g1_i2.p1	Smer_tr609_c2_g2_i1.p1
OG0006630	Shad_tr6730_c0_g1_i5.p1	Smer_tr2652_c0_g1_i2.p1
OG0006632	Shad_tr16108_c0_g1_i14.p1	Smer_tr13687_c0_g1_i1.p1
OG0006633	Shad_tr48337_c0_g1_i43.p1	Smer_tr1734_c0_g2_i1.p1
OG0006634	Shad_tr21439_c0_g1_i2.p1	Smer_tr62341_c0_g1_i1.p1
OG0006635	Shad_tr12627_c2_g1_i1.p1	Smer_tr23224_c5_g1_i2.p1
OG0006636	Shad_tr4301_c0_g1_i1.p1	Smer_tr5046_c2_g1_i1.p1
OG0006637	Shad_tr77751_c0_g1_i1.p1	Smer_tr42210_c0_g2_i4.p1
OG0006638	Shad_tr26516_c0_g1_i1.p1	Smer_tr5360_c1_g1_i1.p1
OG0006639	Shad_tr7073_c0_g2_i3.p1	Smer_tr80300_c0_g1_i1.p1
OG0006641	Shad_tr4962_c0_g1_i7.p1	Smer_tr5865_c0_g1_i11.p1
OG0006642	Shad_tr12238_c0_g1_i2.p1	Smer_tr10920_c0_g1_i2.p1
OG0006643	Shad_tr2414_c1_g1_i1.p1	Smer_tr1508_c0_g4_i1.p1
OG0006644	Shad_tr30928_c0_g1_i9.p1	Smer_tr2463_c2_g1_i8.p1
OG0006645	Shad_tr6988_c0_g1_i1.p1	Smer_tr24587_c0_g1_i1.p1
OG0006646	Shad_tr32524_c0_g1_i1.p1	Smer_tr42684_c2_g1_i1.p1
OG0006647	Shad_tr9666_c1_g1_i5.p1	Smer_tr4620_c0_g1_i1.p1
OG0006648	Shad_tr8498_c0_g1_i3.p1	Smer_tr14253_c0_g1_i2.p1
OG0006649	Shad_tr10280_c0_g1_i16.p1	Smer_tr6391_c2_g1_i3.p1
OG0006650	Shad_tr9353_c1_g1_i2.p1	Smer_tr12811_c0_g1_i1.p1
OG0006652	Shad_tr2364_c0_g1_i1.p1	Smer_tr161_c7_g1_i1.p1
OG0006653	Shad_tr11093_c5_g1_i1.p1	Smer_tr17349_c2_g1_i1.p1
OG0006654	Shad_tr7009_c1_g1_i1.p1	Smer_tr12396_c0_g1_i12.p1
OG0006655	Shad_tr14316_c0_g1_i4.p1	Smer_tr16120_c0_g1_i13.p1
OG0006656	Shad_tr13988_c0_g1_i7.p1	Smer_tr1209_c0_g1_i2.p1
OG0006657	Shad_tr16477_c5_g2_i2.p1	Smer_tr74913_c0_g1_i1.p1
OG0006658	Shad_tr1636_c0_g2_i5.p1	Smer_tr2624_c0_g1_i2.p1
OG0006659	Shad_tr3164_c1_g1_i2.p1	Smer_tr4680_c0_g1_i1.p1
OG0006660	Shad_tr7573_c0_g1_i2.p1	Smer_tr54_c3_g1_i3.p1
OG0006661	Shad_tr22186_c0_g3_i4.p1	Smer_tr8903_c1_g1_i2.p1
OG0006662	Shad_tr9784_c0_g2_i3.p1	Smer_tr13475_c0_g1_i1.p1
OG0006663	Shad_tr3624_c0_g1_i2.p1	Smer_tr2821_c0_g1_i1.p1
OG0006664	Shad_tr3680_c0_g1_i6.p1	Smer_tr4762_c0_g1_i3.p1
OG0006665	Shad_tr688_c3_g1_i1.p1	Smer_tr5087_c8_g1_i1.p1
OG0006666	Shad_tr2842_c0_g1_i5.p1	Smer_tr1378_c0_g1_i1.p1
OG0006667	Shad_tr103684_c0_g1_i1.p1	Smer_tr48568_c0_g1_i1.p1
OG0006668	Shad_tr7287_c1_g1_i12.p1	Smer_tr14586_c0_g3_i1.p1
OG0006669	Shad_tr53872_c0_g1_i18.p1	Smer_tr25921_c0_g1_i3.p1
OG0006670	Shad_tr6206_c1_g1_i1.p1	Smer_tr6806_c4_g1_i1.p1
OG0006671	Shad_tr1820_c0_g3_i2.p1	Smer_tr958_c1_g2_i4.p1
OG0006672	Shad_tr2856_c1_g2_i1.p1	Smer_tr7843_c0_g1_i3.p1
OG0006674	Shad_tr13422_c0_g1_i2.p1	Smer_tr1963_c0_g1_i1.p1
OG0006675	Shad_tr14083_c0_g1_i26.p1	Smer_tr3015_c0_g1_i4.p1
OG0006676	Shad_tr1108_c2_g2_i1.p1	Smer_tr6439_c0_g1_i1.p1
OG0006677	Shad_tr2080_c6_g1_i1.p1	Smer_tr6026_c0_g1_i1.p1
OG0006678	Shad_tr19807_c0_g1_i1.p1	Smer_tr63728_c0_g1_i1.p1
OG0006679	Shad_tr9225_c4_g1_i1.p1	Smer_tr15933_c0_g3_i1.p1
OG0006680	Shad_tr13834_c0_g1_i8.p1	Smer_tr10827_c0_g1_i8.p1
OG0006681	Shad_tr15590_c0_g2_i1.p1	Smer_tr31899_c0_g1_i1.p1
OG0006682	Shad_tr11910_c0_g1_i6.p1	Smer_tr16899_c2_g1_i1.p1
OG0006683	Shad_tr3633_c0_g1_i1.p1	Smer_tr57028_c0_g1_i1.p1
OG0006685	Shad_tr28976_c0_g1_i1.p1	Smer_tr23892_c0_g1_i1.p1, Smer_tr389_c6_g1_i2.p1
OG0006686	Shad_tr8948_c0_g1_i1.p1	Smer_tr16512_c0_g1_i1.p1
OG0006687	Shad_tr32475_c0_g1_i2.p1	Smer_tr19754_c0_g1_i11.p1
OG0006688	Shad_tr24891_c0_g1_i1.p1	Smer_tr14332_c0_g1_i2.p1
OG0006689	Shad_tr8342_c0_g1_i3.p1	Smer_tr21630_c0_g1_i3.p1
OG0006691	Shad_tr5679_c1_g1_i1.p1	Smer_tr12083_c0_g1_i1.p1
OG0006692	Shad_tr26080_c0_g1_i2.p1	Smer_tr56549_c0_g1_i1.p1
OG0006693	Shad_tr8227_c1_g4_i4.p1	Smer_tr34723_c0_g1_i3.p1
OG0006694	Shad_tr4258_c0_g2_i2.p1	Smer_tr14297_c1_g1_i1.p1, Smer_tr14297_c1_g5_i1.p1, Smer_tr14297_c1_g3_i2.p1
OG0006695	Shad_tr98370_c0_g1_i1.p1	Smer_tr77384_c0_g1_i1.p1
OG0006696	Shad_tr2052_c0_g3_i1.p1	Smer_tr1310_c3_g1_i1.p1
OG0006697	Shad_tr3402_c3_g1_i1.p1, Shad_tr2612_c2_g1_i1.p1	Smer_tr1120_c1_g1_i1.p1
OG0006698	Shad_tr35649_c0_g1_i4.p1	Smer_tr2229_c0_g2_i2.p1
OG0006699	Shad_tr2433_c1_g2_i2.p1	Smer_tr31010_c0_g1_i1.p1
OG0006700	Shad_tr26961_c1_g1_i2.p1	Smer_tr13311_c1_g1_i3.p1
OG0006701	Shad_tr9335_c0_g1_i3.p1	Smer_tr9608_c0_g1_i3.p1
OG0006702	Shad_tr226_c20_g1_i1.p1	Smer_tr2072_c2_g1_i5.p1
OG0006703	Shad_tr4780_c1_g2_i4.p1	Smer_tr3973_c0_g1_i1.p1
OG0006704	Shad_tr7009_c0_g2_i1.p1	Smer_tr4343_c3_g1_i1.p1
OG0006705	Shad_tr7904_c0_g1_i18.p1	Smer_tr25343_c0_g1_i1.p1
OG0006706	Shad_tr7094_c1_g2_i5.p1	Smer_tr16589_c0_g1_i6.p1
OG0006707	Shad_tr188_c1_g1_i4.p1	Smer_tr19452_c0_g1_i2.p1
OG0006708	Shad_tr4119_c3_g1_i5.p1	Smer_tr30147_c0_g1_i2.p1
OG0006709	Shad_tr16728_c0_g1_i6.p1	Smer_tr3486_c0_g2_i1.p1
OG0006710	Shad_tr11919_c1_g1_i3.p1	Smer_tr19498_c0_g1_i9.p1
OG0006711	Shad_tr1487_c0_g1_i4.p1	Smer_tr7694_c0_g1_i7.p1
OG0006712	Shad_tr39905_c0_g1_i1.p1	Smer_tr48131_c0_g1_i1.p1
OG0006713	Shad_tr24777_c0_g1_i11.p1	Smer_tr18049_c0_g1_i2.p1
OG0006714	Shad_tr3231_c1_g1_i3.p1	Smer_tr6310_c0_g2_i14.p1
OG0006715	Shad_tr14035_c0_g1_i1.p1	Smer_tr15243_c2_g2_i1.p1
OG0006716	Shad_tr11748_c0_g1_i1.p1	Smer_tr15580_c0_g1_i4.p1
OG0006717	Shad_tr5204_c0_g1_i3.p1	Smer_tr11146_c0_g1_i1.p1
OG0006718	Shad_tr39379_c0_g1_i1.p1, Shad_tr39379_c0_g2_i1.p1	Smer_tr3757_c4_g1_i1.p1
OG0006719	Shad_tr790_c3_g2_i1.p1	Smer_tr15386_c0_g2_i3.p1
OG0006720	Shad_tr1584_c1_g1_i1.p1	Smer_tr7261_c0_g1_i1.p1
OG0006721	Shad_tr24766_c0_g1_i18.p1	Smer_tr11644_c0_g1_i6.p1
OG0006722	Shad_tr1890_c0_g1_i3.p1	Smer_tr1928_c0_g2_i1.p1
OG0006723	Shad_tr17961_c1_g1_i3.p1	Smer_tr14223_c0_g1_i9.p1
OG0006724	Shad_tr1027_c3_g1_i2.p1	Smer_tr9968_c0_g1_i1.p1
OG0006725	Shad_tr26108_c0_g1_i7.p1	Smer_tr14736_c1_g1_i5.p1
OG0006726	Shad_tr6945_c0_g2_i1.p1	Smer_tr16265_c0_g1_i1.p1
OG0006727	Shad_tr25861_c0_g1_i2.p1	Smer_tr15512_c0_g1_i3.p1
OG0006728	Shad_tr3122_c2_g1_i1.p1	Smer_tr11007_c1_g1_i1.p1
OG0006729	Shad_tr3186_c0_g1_i9.p1	Smer_tr15767_c0_g1_i5.p1
OG0006730	Shad_tr5987_c0_g1_i2.p1	Smer_tr3080_c2_g1_i1.p1
OG0006731	Shad_tr21378_c0_g1_i10.p1	Smer_tr7897_c0_g2_i3.p1
OG0006732	Shad_tr19893_c1_g1_i1.p1	Smer_tr11647_c0_g1_i2.p1
OG0006733	Shad_tr15753_c0_g1_i7.p1	Smer_tr25260_c0_g1_i1.p1
OG0006734	Shad_tr13510_c0_g1_i1.p1	Smer_tr19479_c1_g1_i1.p1
OG0006735	Shad_tr11775_c3_g1_i1.p1	Smer_tr14840_c0_g1_i1.p1
OG0006736	Shad_tr70980_c0_g1_i1.p1	Smer_tr8906_c6_g1_i1.p1
OG0006737	Shad_tr13532_c0_g1_i1.p1	Smer_tr17052_c0_g1_i20.p1
OG0006738	Shad_tr17998_c0_g1_i1.p1	Smer_tr8768_c0_g1_i8.p1
OG0006739	Shad_tr5596_c0_g1_i7.p1	Smer_tr3480_c0_g2_i1.p1
OG0006740	Shad_tr7828_c0_g1_i1.p1	Smer_tr22995_c0_g1_i1.p1
OG0006741	Shad_tr1276_c3_g1_i2.p1	Smer_tr11009_c0_g1_i4.p1
OG0006742	Shad_tr19080_c1_g1_i4.p1	Smer_tr22741_c0_g1_i1.p1
OG0006743	Shad_tr22150_c0_g1_i1.p1, Shad_tr64105_c0_g1_i1.p1	Smer_tr8611_c0_g1_i1.p1
