Orthogroup	Stichodactyla_haddoni_longest_pep	Chrysaora_fuscescens_longest_pep
OG0004193	Shad_tr55268_c1_g1_i3.p1	Chfu_DN13465_c0_g1_i1.p1, Chfu_DN5282_c0_g1_i1.p1, Chfu_DN15216_c0_g1_i1.p1
OG0004194	Shad_tr17284_c1_g1_i4.p1	Chfu_DN4709_c0_g2_i1.p1, Chfu_DN4709_c0_g1_i1.p1, Chfu_DN16765_c0_g1_i1.p1
OG0004195	Shad_tr3000_c0_g1_i2.p1	Chfu_DN1636_c0_g1_i2.p1
OG0004196	Shad_tr39861_c0_g1_i1.p1	Chfu_DN6252_c0_g2_i1.p1, Chfu_DN10077_c0_g1_i1.p1, Chfu_DN6252_c0_g1_i1.p1
OG0004197	Shad_tr10416_c0_g1_i2.p1	Chfu_DN7772_c0_g2_i1.p1, Chfu_DN7772_c0_g1_i1.p1, Chfu_DN7772_c0_g3_i1.p1
OG0004198	Shad_tr893_c1_g1_i16.p1	Chfu_DN4564_c0_g1_i1.p1
OG0004199	Shad_tr23186_c2_g1_i2.p1	Chfu_DN13508_c0_g1_i1.p1
OG0004201	Shad_tr43771_c1_g1_i9.p1	Chfu_DN10978_c0_g1_i1.p1
OG0004202	Shad_tr12993_c0_g1_i19.p1	Chfu_DN13645_c0_g1_i1.p1
OG0004204	Shad_tr356_c0_g1_i1.p1	Chfu_DN2844_c0_g1_i5.p1
OG0004205	Shad_tr275_c0_g1_i10.p1	Chfu_DN838_c0_g1_i1.p1
OG0004206	Shad_tr17500_c1_g1_i5.p1	Chfu_DN2299_c0_g1_i2.p1, Chfu_DN19485_c0_g1_i1.p1, Chfu_DN2299_c0_g3_i1.p1
OG0004207	Shad_tr1807_c0_g1_i24.p1	Chfu_DN1219_c0_g1_i3.p1
OG0004208	Shad_tr12988_c0_g1_i6.p1	Chfu_DN7321_c0_g3_i1.p1, Chfu_DN9462_c0_g1_i1.p1
OG0004209	Shad_tr4763_c2_g1_i3.p1	Chfu_DN13523_c0_g1_i1.p1
OG0004210	Shad_tr24154_c0_g1_i1.p1	Chfu_DN7783_c0_g1_i1.p1, Chfu_DN8520_c0_g1_i1.p1
OG0004211	Shad_tr22730_c0_g1_i3.p1	Chfu_DN4876_c0_g1_i1.p1, Chfu_DN16360_c0_g1_i1.p1
OG0004214	Shad_tr19188_c5_g3_i1.p1, Shad_tr37351_c0_g2_i1.p1, Shad_tr37351_c0_g1_i1.p1	Chfu_DN5033_c0_g1_i1.p1, Chfu_DN19858_c0_g1_i1.p1
OG0004215	Shad_tr6828_c0_g1_i7.p1	Chfu_DN8239_c0_g1_i1.p1
OG0004216	Shad_tr15593_c0_g1_i1.p1	Chfu_DN7364_c0_g2_i1.p1, Chfu_DN7364_c0_g1_i1.p1
OG0004217	Shad_tr16281_c0_g1_i1.p1	Chfu_DN12809_c0_g1_i1.p1, Chfu_DN9041_c0_g1_i1.p1
OG0004219	Shad_tr15956_c0_g1_i6.p1	Chfu_DN923_c0_g1_i5.p1
OG0004220	Shad_tr158_c2_g1_i1.p1	Chfu_DN7576_c1_g1_i1.p1
OG0004221	Shad_tr39726_c0_g1_i1.p1	Chfu_DN7534_c0_g1_i1.p1
OG0004222	Shad_tr6462_c0_g1_i6.p1	Chfu_DN1922_c0_g1_i1.p1
OG0004223	Shad_tr3607_c1_g1_i4.p1	Chfu_DN15453_c0_g1_i1.p1, Chfu_DN7880_c0_g3_i1.p1, Chfu_DN7880_c0_g2_i1.p1
OG0004225	Shad_tr8231_c0_g1_i3.p1	Chfu_DN3399_c0_g1_i1.p1
OG0004226	Shad_tr9006_c0_g1_i2.p1	Chfu_DN2830_c0_g1_i1.p1, Chfu_DN16216_c0_g1_i1.p1
OG0004227	Shad_tr9541_c0_g1_i1.p1	Chfu_DN8534_c0_g1_i3.p1
OG0004228	Shad_tr5716_c0_g3_i6.p1	Chfu_DN3374_c0_g2_i1.p1, Chfu_DN3374_c0_g1_i1.p1, Chfu_DN16200_c0_g1_i3.p1
OG0004229	Shad_tr22769_c2_g1_i10.p1	Chfu_DN5920_c0_g1_i1.p1
OG0004230	Shad_tr16007_c1_g3_i1.p1	Chfu_DN10607_c0_g1_i1.p1
OG0004231	Shad_tr3988_c0_g1_i1.p1	Chfu_DN12199_c0_g1_i1.p1, Chfu_DN8136_c0_g1_i1.p1, Chfu_DN19652_c0_g1_i1.p1
OG0004232	Shad_tr8411_c0_g2_i12.p1	Chfu_DN10893_c0_g1_i2.p1
OG0004233	Shad_tr4987_c0_g1_i12.p1	Chfu_DN2144_c0_g1_i1.p1
OG0004234	Shad_tr5302_c0_g1_i2.p1	Chfu_DN238_c0_g1_i3.p1
OG0004235	Shad_tr57_c35_g1_i3.p1	Chfu_DN2789_c0_g1_i1.p1
OG0004236	Shad_tr3579_c0_g1_i20.p1	Chfu_DN4719_c0_g5_i1.p1, Chfu_DN4719_c0_g2_i1.p1
OG0004237	Shad_tr12972_c1_g1_i2.p1	Chfu_DN6180_c0_g1_i1.p1
OG0004238	Shad_tr44065_c0_g1_i1.p1	Chfu_DN8623_c0_g2_i1.p1, Chfu_DN3127_c0_g1_i1.p1
OG0004240	Shad_tr14541_c0_g1_i3.p1	Chfu_DN11325_c0_g1_i1.p1, Chfu_DN9394_c0_g1_i1.p1
OG0004241	Shad_tr10358_c0_g2_i1.p1	Chfu_DN17874_c0_g1_i1.p1
OG0004245	Shad_tr388_c0_g1_i10.p1	Chfu_DN1214_c0_g2_i1.p1
OG0004246	Shad_tr23653_c1_g1_i3.p1	Chfu_DN11164_c0_g1_i1.p1
OG0004248	Shad_tr39371_c1_g1_i1.p1	Chfu_DN1652_c0_g1_i1.p1
OG0004249	Shad_tr13170_c1_g1_i1.p1, Shad_tr64079_c0_g1_i1.p1	Chfu_DN889_c0_g1_i1.p1
OG0004250	Shad_tr13815_c0_g1_i2.p1	Chfu_DN14925_c0_g1_i1.p1, Chfu_DN15360_c0_g1_i1.p1
OG0004251	Shad_tr7506_c0_g1_i11.p1	Chfu_DN14014_c0_g1_i1.p1
OG0004254	Shad_tr4492_c1_g1_i1.p1	Chfu_DN10644_c0_g2_i1.p1, Chfu_DN10644_c0_g3_i1.p1, Chfu_DN10644_c0_g1_i1.p1
OG0004256	Shad_tr3399_c3_g1_i1.p1	Chfu_DN2981_c0_g1_i1.p1
OG0004257	Shad_tr48629_c0_g1_i7.p1	Chfu_DN19425_c0_g1_i1.p1, Chfu_DN18325_c0_g1_i1.p1
OG0004258	Shad_tr16895_c0_g1_i6.p1	Chfu_DN11313_c0_g1_i1.p1
OG0004259	Shad_tr11540_c0_g1_i6.p1	Chfu_DN10502_c0_g1_i1.p1
OG0004260	Shad_tr32773_c0_g2_i1.p1	Chfu_DN1531_c0_g1_i2.p1
OG0004262	Shad_tr5024_c0_g1_i1.p2	Chfu_DN8627_c0_g1_i1.p1
OG0004263	Shad_tr836_c0_g1_i1.p1, Shad_tr105285_c0_g1_i1.p1	Chfu_DN775_c0_g1_i2.p1
OG0004264	Shad_tr5990_c0_g1_i7.p1	Chfu_DN568_c0_g3_i1.p1
OG0004265	Shad_tr38036_c0_g4_i1.p1, Shad_tr38036_c0_g1_i1.p1	Chfu_DN1076_c0_g3_i1.p1
OG0004266	Shad_tr38895_c0_g1_i2.p1	Chfu_DN14397_c0_g1_i1.p1
OG0004268	Shad_tr31472_c2_g2_i1.p1	Chfu_DN6602_c0_g1_i1.p1, Chfu_DN6602_c0_g2_i1.p1
OG0004269	Shad_tr10492_c0_g1_i2.p1	Chfu_DN5661_c0_g2_i1.p1, Chfu_DN5661_c0_g1_i1.p1
OG0004271	Shad_tr7881_c0_g1_i1.p1	Chfu_DN11381_c0_g1_i1.p1, Chfu_DN3654_c0_g1_i1.p1
OG0004272	Shad_tr26409_c1_g1_i2.p1	Chfu_DN7191_c0_g1_i1.p1
OG0004275	Shad_tr2531_c0_g1_i10.p1	Chfu_DN8081_c0_g1_i1.p1
OG0004276	Shad_tr22266_c0_g1_i1.p1	Chfu_DN8830_c0_g2_i1.p1
OG0004277	Shad_tr5413_c0_g1_i85.p1	Chfu_DN8669_c0_g2_i1.p1, Chfu_DN8669_c0_g1_i1.p1
OG0004278	Shad_tr9632_c0_g4_i1.p1	Chfu_DN16059_c0_g1_i1.p1
OG0004280	Shad_tr1265_c1_g2_i1.p1	Chfu_DN5528_c0_g1_i1.p1
OG0004281	Shad_tr20986_c1_g2_i2.p1	Chfu_DN20135_c0_g1_i1.p1
OG0004282	Shad_tr910_c2_g1_i2.p1	Chfu_DN12312_c0_g1_i1.p1
OG0004284	Shad_tr3984_c0_g4_i1.p1	Chfu_DN17059_c0_g1_i1.p1
OG0004285	Shad_tr6912_c0_g1_i4.p1, Shad_tr20478_c0_g3_i2.p1	Chfu_DN5472_c0_g1_i1.p1
OG0004287	Shad_tr2953_c1_g1_i5.p1	Chfu_DN589_c0_g1_i1.p1
OG0004289	Shad_tr11076_c1_g1_i5.p1	Chfu_DN18051_c0_g1_i1.p1
OG0004291	Shad_tr1593_c4_g1_i3.p1, Shad_tr3939_c1_g1_i7.p1	Chfu_DN7325_c0_g1_i1.p1
OG0004294	Shad_tr20271_c3_g1_i1.p1	Chfu_DN2328_c0_g1_i1.p1
OG0004295	Shad_tr19666_c1_g1_i1.p1	Chfu_DN5761_c0_g2_i1.p1
OG0004296	Shad_tr1940_c5_g1_i2.p1	Chfu_DN9543_c0_g2_i1.p1, Chfu_DN9543_c0_g1_i1.p1
OG0004297	Shad_tr13312_c1_g1_i1.p1	Chfu_DN12023_c0_g1_i1.p1
OG0004298	Shad_tr17871_c0_g3_i1.p1	Chfu_DN4839_c0_g1_i1.p1, Chfu_DN17179_c0_g1_i1.p1
OG0004301	Shad_tr4692_c5_g1_i1.p1	Chfu_DN4491_c0_g1_i1.p1
OG0004302	Shad_tr7332_c1_g1_i1.p1, Shad_tr113579_c0_g1_i1.p1	Chfu_DN15945_c0_g1_i1.p1
OG0004303	Shad_tr22151_c0_g1_i1.p1	Chfu_DN1812_c0_g1_i12.p1
OG0004304	Shad_tr15562_c2_g1_i11.p1	Chfu_DN5246_c0_g1_i1.p1, Chfu_DN5246_c0_g2_i2.p1
OG0004308	Shad_tr2935_c0_g1_i12.p1	Chfu_DN6841_c0_g1_i1.p1, Chfu_DN6841_c0_g2_i1.p1
OG0004309	Shad_tr61213_c0_g1_i1.p1	Chfu_DN17748_c0_g1_i1.p1
OG0004311	Shad_tr44960_c0_g1_i3.p1	Chfu_DN6947_c0_g1_i1.p1
OG0004312	Shad_tr41988_c0_g1_i1.p1	Chfu_DN6507_c0_g1_i1.p1
OG0004313	Shad_tr34982_c0_g1_i6.p1	Chfu_DN9035_c0_g3_i1.p1, Chfu_DN9035_c0_g2_i1.p1, Chfu_DN9035_c0_g1_i1.p1
OG0004315	Shad_tr7253_c0_g1_i3.p1	Chfu_DN1018_c0_g1_i3.p1
OG0004316	Shad_tr4530_c0_g1_i1.p1	Chfu_DN3834_c0_g1_i1.p1
OG0004317	Shad_tr11911_c0_g1_i3.p1	Chfu_DN14034_c0_g1_i2.p1
OG0004318	Shad_tr5753_c0_g2_i1.p1	Chfu_DN2277_c0_g1_i1.p1
OG0004319	Shad_tr7388_c1_g1_i3.p1	Chfu_DN2624_c0_g1_i1.p1, Chfu_DN8415_c0_g1_i1.p1
OG0004320	Shad_tr312_c0_g1_i10.p1	Chfu_DN1363_c0_g1_i2.p1
OG0004322	Shad_tr12036_c2_g1_i1.p1	Chfu_DN4559_c0_g1_i1.p1
OG0004324	Shad_tr14003_c0_g1_i3.p1	Chfu_DN19971_c0_g1_i1.p1
OG0004325	Shad_tr14094_c0_g3_i1.p1, Shad_tr14094_c0_g2_i3.p1, Shad_tr14094_c0_g1_i1.p1	Chfu_DN10792_c0_g1_i1.p1
OG0004326	Shad_tr14050_c0_g1_i1.p1	Chfu_DN7149_c0_g1_i1.p1
OG0004332	Shad_tr11274_c0_g1_i11.p1	Chfu_DN6119_c0_g1_i1.p1
OG0004333	Shad_tr10785_c0_g1_i5.p1	Chfu_DN13964_c0_g1_i1.p1
OG0004334	Shad_tr24496_c0_g1_i1.p1	Chfu_DN1524_c0_g1_i1.p1
OG0004335	Shad_tr14737_c0_g1_i2.p1, Shad_tr1236_c17_g1_i2.p1	Chfu_DN14279_c1_g1_i1.p1
OG0004336	Shad_tr108367_c0_g1_i1.p1, Shad_tr658_c0_g1_i1.p1	Chfu_DN761_c0_g1_i2.p1
OG0004340	Shad_tr8189_c0_g1_i1.p1, Shad_tr8250_c0_g2_i2.p1	Chfu_DN19887_c0_g1_i1.p1
OG0004341	Shad_tr35338_c0_g1_i1.p1	Chfu_DN5511_c0_g1_i1.p1, Chfu_DN5511_c0_g3_i1.p1
OG0004342	Shad_tr10742_c0_g1_i4.p1	Chfu_DN2559_c0_g2_i1.p1
OG0004343	Shad_tr13848_c0_g1_i1.p1	Chfu_DN15130_c0_g1_i1.p1
OG0004344	Shad_tr3479_c0_g1_i26.p1	Chfu_DN17318_c0_g1_i1.p1, Chfu_DN1323_c0_g1_i2.p1
OG0004347	Shad_tr23397_c0_g1_i1.p1	Chfu_DN3032_c0_g1_i1.p1, Chfu_DN12676_c0_g1_i1.p1
OG0004348	Shad_tr2128_c0_g2_i2.p1	Chfu_DN5520_c0_g2_i1.p1, Chfu_DN5520_c0_g1_i1.p1
OG0004349	Shad_tr27082_c0_g1_i1.p1	Chfu_DN7391_c0_g1_i1.p1
OG0004350	Shad_tr4928_c1_g3_i2.p1	Chfu_DN12972_c0_g1_i1.p1
OG0004351	Shad_tr14578_c0_g1_i6.p1	Chfu_DN9614_c0_g1_i2.p1
OG0004353	Shad_tr2254_c1_g1_i10.p1	Chfu_DN8358_c0_g1_i1.p1
OG0004354	Shad_tr30594_c1_g1_i1.p1	Chfu_DN18560_c0_g1_i1.p1
OG0004356	Shad_tr32605_c0_g1_i4.p1	Chfu_DN2270_c0_g1_i1.p1
OG0004357	Shad_tr11012_c0_g1_i1.p1	Chfu_DN5477_c0_g1_i1.p1
OG0004359	Shad_tr17852_c0_g2_i11.p1	Chfu_DN13583_c0_g1_i1.p1, Chfu_DN17833_c0_g1_i1.p1
OG0004360	Shad_tr36269_c1_g1_i2.p1	Chfu_DN15709_c0_g1_i1.p1
OG0004361	Shad_tr18884_c0_g1_i1.p1	Chfu_DN1090_c0_g1_i1.p1
OG0004362	Shad_tr47807_c0_g1_i1.p1	Chfu_DN18759_c0_g1_i1.p1
OG0004364	Shad_tr33452_c0_g1_i2.p1	Chfu_DN7560_c0_g1_i1.p1
OG0004365	Shad_tr3280_c1_g2_i3.p1	Chfu_DN12163_c0_g1_i1.p1
OG0004366	Shad_tr24938_c0_g1_i8.p1	Chfu_DN13966_c0_g1_i1.p1
OG0004372	Shad_tr24022_c0_g1_i10.p1	Chfu_DN2886_c0_g1_i1.p1
OG0004373	Shad_tr24207_c3_g1_i2.p1	Chfu_DN2133_c0_g1_i1.p1
OG0004377	Shad_tr8332_c0_g1_i1.p1	Chfu_DN11666_c0_g1_i1.p1, Chfu_DN17258_c0_g1_i1.p1
OG0004378	Shad_tr30400_c0_g1_i1.p1	Chfu_DN14143_c0_g2_i1.p1, Chfu_DN14143_c0_g1_i1.p1
OG0004380	Shad_tr19377_c2_g1_i2.p1	Chfu_DN13852_c0_g2_i1.p1
OG0004381	Shad_tr12613_c0_g2_i6.p1	Chfu_DN6999_c0_g1_i1.p1
OG0004383	Shad_tr15148_c0_g1_i2.p1	Chfu_DN14180_c0_g1_i1.p1
OG0004385	Shad_tr14898_c0_g1_i14.p1	Chfu_DN6084_c0_g1_i1.p1
OG0004387	Shad_tr64680_c0_g1_i1.p1	Chfu_DN398_c0_g1_i1.p1
OG0004388	Shad_tr1551_c1_g2_i2.p1, Shad_tr12298_c1_g1_i1.p1	Chfu_DN18823_c0_g1_i1.p1, Chfu_DN4947_c0_g1_i1.p1
OG0004389	Shad_tr11779_c1_g1_i2.p1, Shad_tr30840_c0_g1_i1.p1	Chfu_DN1503_c0_g1_i1.p1
OG0004390	Shad_tr27_c6_g1_i2.p1	Chfu_DN3734_c0_g1_i1.p1
OG0004391	Shad_tr5985_c0_g2_i2.p1	Chfu_DN15876_c0_g1_i1.p1, Chfu_DN9866_c0_g1_i1.p1
OG0004393	Shad_tr3472_c0_g1_i1.p1	Chfu_DN3915_c0_g1_i1.p1
OG0004396	Shad_tr64104_c0_g1_i1.p1	Chfu_DN16716_c0_g1_i1.p1
OG0004397	Shad_tr1055_c0_g1_i3.p1	Chfu_DN4574_c0_g1_i1.p1
OG0004398	Shad_tr13188_c0_g1_i1.p1	Chfu_DN9740_c0_g1_i1.p1, Chfu_DN9740_c0_g2_i1.p1
OG0004399	Shad_tr12247_c0_g2_i5.p1	Chfu_DN16583_c0_g1_i1.p1
OG0004400	Shad_tr2867_c0_g2_i1.p1, Shad_tr2049_c2_g1_i2.p1	Chfu_DN3630_c0_g1_i1.p1
OG0004401	Shad_tr109006_c0_g1_i1.p1, Shad_tr16049_c0_g1_i1.p1	Chfu_DN18345_c0_g1_i1.p1
OG0004402	Shad_tr20555_c0_g1_i3.p1	Chfu_DN7529_c0_g3_i1.p1
OG0004407	Shad_tr1098_c1_g2_i3.p1	Chfu_DN10856_c0_g1_i1.p1
OG0004408	Shad_tr8221_c2_g2_i2.p1	Chfu_DN13408_c0_g1_i1.p1
OG0004410	Shad_tr591_c6_g1_i2.p1	Chfu_DN12079_c0_g1_i2.p1
OG0004411	Shad_tr14922_c0_g1_i4.p1	Chfu_DN10543_c0_g2_i1.p1
OG0004412	Shad_tr12407_c0_g2_i1.p1	Chfu_DN4529_c0_g1_i1.p1
OG0004415	Shad_tr5187_c0_g1_i3.p1	Chfu_DN446_c0_g1_i1.p1
OG0004417	Shad_tr9307_c2_g1_i2.p1	Chfu_DN6779_c0_g2_i1.p1, Chfu_DN6779_c0_g1_i1.p1
OG0004420	Shad_tr15757_c0_g1_i10.p1	Chfu_DN1666_c0_g1_i1.p1
OG0004421	Shad_tr648_c1_g1_i1.p1	Chfu_DN4544_c0_g1_i1.p1
OG0004423	Shad_tr7751_c0_g4_i1.p1	Chfu_DN13803_c0_g1_i1.p1, Chfu_DN18165_c0_g1_i1.p1
OG0004426	Shad_tr6851_c0_g2_i1.p1	Chfu_DN8620_c0_g2_i1.p1
OG0004427	Shad_tr36714_c0_g1_i1.p1	Chfu_DN3386_c0_g1_i2.p1, Chfu_DN16439_c0_g1_i1.p1
OG0004428	Shad_tr8802_c0_g1_i7.p1	Chfu_DN11182_c0_g1_i1.p1
OG0004433	Shad_tr24591_c0_g1_i1.p1	Chfu_DN18920_c0_g1_i1.p1, Chfu_DN15102_c0_g1_i1.p1
OG0004434	Shad_tr16192_c1_g1_i2.p1	Chfu_DN9370_c0_g1_i1.p1
OG0004435	Shad_tr971_c13_g1_i1.p1, Shad_tr8_c1_g2_i3.p1	Chfu_DN10022_c0_g1_i1.p1, Chfu_DN10643_c0_g1_i1.p1
OG0004436	Shad_tr8766_c6_g1_i1.p1	Chfu_DN14937_c0_g1_i1.p1
OG0004437	Shad_tr3145_c0_g1_i1.p1	Chfu_DN823_c0_g1_i1.p1
OG0004438	Shad_tr12854_c0_g1_i3.p1	Chfu_DN4616_c0_g1_i1.p1
OG0004439	Shad_tr40845_c0_g1_i1.p1	Chfu_DN12558_c0_g2_i1.p1, Chfu_DN12558_c0_g1_i1.p1
OG0004440	Shad_tr2774_c4_g1_i1.p1	Chfu_DN2045_c0_g1_i1.p1
OG0004441	Shad_tr5855_c0_g1_i1.p1	Chfu_DN3938_c0_g1_i1.p1
OG0004442	Shad_tr7225_c0_g1_i4.p1, Shad_tr7225_c1_g1_i1.p1	Chfu_DN14232_c0_g1_i1.p1
OG0004443	Shad_tr2484_c0_g1_i1.p1	Chfu_DN923_c0_g2_i2.p1
OG0004445	Shad_tr45224_c0_g1_i7.p1	Chfu_DN17613_c0_g1_i1.p1
OG0004446	Shad_tr19091_c0_g2_i1.p1	Chfu_DN17267_c0_g1_i1.p1, Chfu_DN5912_c0_g3_i1.p1
OG0004447	Shad_tr2603_c0_g1_i7.p1	Chfu_DN17458_c0_g1_i1.p1
OG0004448	Shad_tr108944_c0_g1_i1.p1, Shad_tr20345_c3_g1_i1.p1, Shad_tr1015_c1_g1_i2.p1	Chfu_DN8379_c0_g1_i2.p1
OG0004450	Shad_tr48662_c0_g1_i2.p1	Chfu_DN16688_c0_g1_i1.p1, Chfu_DN19954_c0_g1_i1.p1
OG0004451	Shad_tr36649_c0_g1_i19.p1	Chfu_DN19786_c0_g1_i1.p1
OG0004453	Shad_tr20624_c0_g1_i2.p1	Chfu_DN11722_c0_g1_i1.p1
OG0004455	Shad_tr8384_c0_g1_i2.p1	Chfu_DN18322_c0_g1_i1.p1
OG0004460	Shad_tr13507_c3_g1_i5.p1, Shad_tr13252_c0_g4_i4.p1	Chfu_DN6881_c0_g1_i1.p1, Chfu_DN11590_c0_g1_i1.p1
OG0004461	Shad_tr19025_c0_g2_i3.p1	Chfu_DN17120_c0_g1_i1.p1
OG0004462	Shad_tr1677_c0_g1_i11.p1	Chfu_DN2413_c0_g1_i1.p1
OG0004463	Shad_tr12493_c2_g1_i31.p1	Chfu_DN6960_c0_g1_i1.p1, Chfu_DN6960_c0_g2_i1.p1
OG0004464	Shad_tr10233_c2_g1_i2.p1	Chfu_DN14963_c0_g1_i1.p1
OG0004465	Shad_tr35612_c0_g3_i1.p1	Chfu_DN1771_c0_g1_i2.p1
OG0004471	Shad_tr17508_c0_g1_i17.p1	Chfu_DN10350_c0_g1_i1.p1
OG0004473	Shad_tr8363_c0_g1_i7.p1	Chfu_DN1247_c0_g1_i6.p1
OG0004475	Shad_tr2516_c0_g1_i1.p1	Chfu_DN5403_c0_g1_i1.p1
OG0004479	Shad_tr7729_c0_g2_i6.p1	Chfu_DN9414_c0_g1_i1.p1, Chfu_DN17307_c0_g1_i1.p1
OG0004481	Shad_tr20561_c0_g1_i1.p1	Chfu_DN1883_c0_g1_i1.p1
OG0004482	Shad_tr42926_c0_g1_i4.p1	Chfu_DN16041_c0_g1_i1.p1
OG0004485	Shad_tr3571_c7_g1_i1.p1	Chfu_DN5405_c0_g1_i1.p1
OG0004486	Shad_tr73180_c0_g1_i1.p1	Chfu_DN8855_c0_g1_i1.p1
OG0004487	Shad_tr5022_c0_g1_i22.p1	Chfu_DN13547_c0_g1_i2.p1, Chfu_DN6301_c0_g1_i1.p1, Chfu_DN5358_c0_g1_i1.p1
OG0004490	Shad_tr310_c0_g1_i1.p1	Chfu_DN5257_c0_g1_i1.p1
OG0004491	Shad_tr637_c0_g1_i16.p1	Chfu_DN7714_c0_g1_i1.p1
OG0004494	Shad_tr29066_c0_g1_i2.p1	Chfu_DN11560_c0_g1_i1.p1
OG0004497	Shad_tr7387_c0_g1_i21.p1	Chfu_DN13770_c0_g1_i1.p1
OG0004499	Shad_tr29432_c0_g1_i15.p1	Chfu_DN11917_c0_g1_i1.p1
OG0004500	Shad_tr16672_c0_g3_i2.p1	Chfu_DN3242_c0_g1_i2.p1
OG0004501	Shad_tr6748_c0_g1_i1.p1	Chfu_DN17486_c0_g1_i1.p1
OG0004502	Shad_tr7806_c0_g1_i1.p1	Chfu_DN14236_c0_g1_i1.p1
OG0004503	Shad_tr4816_c0_g1_i3.p1, Shad_tr18067_c2_g2_i1.p1, Shad_tr101178_c0_g1_i1.p1	Chfu_DN18095_c0_g1_i1.p1, Chfu_DN9424_c0_g2_i1.p1
OG0004504	Shad_tr4742_c0_g4_i1.p1	Chfu_DN9453_c0_g3_i1.p1, Chfu_DN9453_c0_g2_i1.p1
OG0004505	Shad_tr18549_c4_g2_i1.p1	Chfu_DN11634_c0_g1_i1.p1
OG0004506	Shad_tr63466_c0_g1_i1.p1, Shad_tr80793_c0_g1_i1.p1	Chfu_DN7467_c0_g1_i1.p1
OG0004507	Shad_tr46938_c0_g2_i2.p1	Chfu_DN7299_c0_g1_i1.p1
OG0004508	Shad_tr15880_c1_g1_i3.p1	Chfu_DN1961_c0_g1_i1.p1
OG0004509	Shad_tr12527_c0_g1_i5.p1	Chfu_DN9645_c0_g1_i1.p1
OG0004511	Shad_tr2782_c0_g2_i3.p1	Chfu_DN881_c0_g1_i1.p1
OG0004512	Shad_tr87430_c0_g1_i1.p1	Chfu_DN218_c0_g1_i1.p1
OG0004514	Shad_tr14226_c2_g1_i4.p1	Chfu_DN16824_c0_g1_i1.p1
OG0004515	Shad_tr139_c0_g1_i1.p1	Chfu_DN2105_c0_g1_i1.p1
OG0004516	Shad_tr2199_c3_g1_i3.p1	Chfu_DN4643_c0_g1_i1.p1
OG0004518	Shad_tr24547_c2_g1_i1.p1	Chfu_DN10019_c0_g1_i1.p1
OG0004519	Shad_tr5358_c0_g1_i1.p1	Chfu_DN20131_c0_g1_i1.p1, Chfu_DN1287_c0_g1_i2.p1
OG0004520	Shad_tr4400_c1_g1_i1.p1	Chfu_DN7572_c0_g1_i2.p1
OG0004523	Shad_tr2042_c4_g1_i3.p1	Chfu_DN593_c0_g2_i1.p1, Chfu_DN593_c0_g1_i1.p1
OG0004524	Shad_tr93889_c0_g1_i1.p1	Chfu_DN15223_c0_g1_i1.p1
OG0004528	Shad_tr2838_c0_g1_i7.p1	Chfu_DN18022_c0_g1_i1.p1
OG0004530	Shad_tr8430_c1_g1_i2.p1	Chfu_DN1083_c0_g1_i2.p1
OG0004531	Shad_tr414_c0_g1_i1.p1	Chfu_DN4112_c0_g1_i1.p1, Chfu_DN4112_c0_g2_i1.p1
OG0004533	Shad_tr15879_c0_g2_i2.p1	Chfu_DN9709_c0_g1_i1.p2
OG0004534	Shad_tr1767_c1_g1_i7.p1	Chfu_DN712_c0_g1_i1.p2
OG0004535	Shad_tr32656_c0_g1_i2.p1	Chfu_DN15991_c0_g1_i1.p1
OG0004536	Shad_tr4612_c1_g2_i1.p1	Chfu_DN1427_c0_g1_i1.p1
OG0004537	Shad_tr745_c6_g1_i1.p1	Chfu_DN4263_c0_g1_i1.p1
OG0004540	Shad_tr10513_c0_g1_i1.p1	Chfu_DN8315_c0_g1_i1.p1
OG0004542	Shad_tr32311_c2_g2_i3.p1	Chfu_DN9535_c0_g1_i2.p1
OG0004543	Shad_tr6645_c0_g1_i4.p1	Chfu_DN13522_c0_g1_i1.p1
OG0004546	Shad_tr11241_c0_g1_i1.p1	Chfu_DN11262_c0_g2_i1.p1
OG0004547	Shad_tr10417_c0_g1_i1.p1	Chfu_DN8894_c0_g2_i2.p1, Chfu_DN9123_c0_g2_i1.p2
OG0004548	Shad_tr12041_c0_g1_i1.p1	Chfu_DN17670_c0_g1_i1.p1
OG0004549	Shad_tr1090_c0_g2_i1.p1	Chfu_DN6567_c0_g1_i1.p1
OG0004550	Shad_tr33642_c0_g1_i1.p1	Chfu_DN4083_c0_g1_i1.p1
OG0004552	Shad_tr10466_c0_g1_i2.p1	Chfu_DN19094_c0_g1_i1.p1
OG0004553	Shad_tr14630_c0_g1_i1.p1	Chfu_DN15055_c0_g1_i1.p1
OG0004554	Shad_tr3203_c2_g1_i1.p1	Chfu_DN5514_c1_g1_i1.p1
OG0004559	Shad_tr739_c0_g1_i1.p1	Chfu_DN6388_c0_g1_i1.p1
OG0004564	Shad_tr58586_c0_g1_i1.p1, Shad_tr19904_c1_g1_i7.p1, Shad_tr23398_c0_g1_i1.p1, Shad_tr779_c19_g1_i3.p1	Chfu_DN10010_c0_g1_i1.p1
OG0004565	Shad_tr3371_c2_g1_i1.p1	Chfu_DN344_c0_g1_i2.p1
OG0004567	Shad_tr5712_c1_g1_i6.p1	Chfu_DN91_c0_g1_i3.p1, Chfu_DN361_c0_g1_i2.p1
