Orthogroup	Stichodactyla_haddoni_longest_pep	Nematostella_vectensis_longest_pep
OG0003476	Shad_tr16845_c0_g2_i1.p1	Neva_DN77084_c0_g1_i1.p1
OG0003477	Shad_tr11919_c0_g1_i1.p1	Neva_DN4017_c0_g1_i1.p1
OG0003478	Shad_tr108666_c0_g1_i1.p1	Neva_DN171172_c0_g1_i1.p1
OG0003479	Shad_tr2540_c1_g1_i1.p1	Neva_DN97892_c0_g2_i2.p1
OG0003480	Shad_tr25837_c0_g4_i1.p1	Neva_DN174150_c0_g1_i1.p1
OG0003481	Shad_tr6811_c0_g1_i1.p2, Shad_tr115_c0_g1_i1.p1, Shad_tr6811_c2_g1_i1.p1	Neva_DN50741_c0_g1_i2.p1
OG0003482	Shad_tr9463_c0_g1_i1.p1	Neva_DN32556_c1_g1_i1.p1
OG0003483	Shad_tr23428_c0_g1_i11.p1	Neva_DN2598_c0_g1_i6.p1
OG0003484	Shad_tr31872_c0_g2_i1.p1, Shad_tr12619_c0_g1_i13.p1, Shad_tr10396_c0_g1_i4.p1	Neva_DN3676_c0_g1_i3.p1
OG0003485	Shad_tr14450_c1_g1_i1.p1	Neva_DN3774_c0_g1_i13.p1
OG0003487	Shad_tr6227_c14_g1_i1.p1	Neva_DN836_c0_g1_i10.p1, Neva_DN195_c0_g1_i7.p1, Neva_DN7526_c0_g1_i10.p1, Neva_DN12980_c0_g1_i4.p1
OG0003488	Shad_tr23036_c1_g3_i4.p1	Neva_DN936_c1_g1_i1.p1
OG0003491	Shad_tr10048_c0_g1_i1.p1	Neva_DN5499_c0_g2_i1.p1
OG0003493	Shad_tr3826_c0_g1_i2.p1	Neva_DN35023_c0_g1_i1.p1
OG0003494	Shad_tr33734_c0_g1_i8.p1	Neva_DN4341_c0_g1_i2.p1
OG0003496	Shad_tr2206_c1_g2_i1.p1, Shad_tr696_c1_g2_i1.p1, Shad_tr26535_c0_g1_i3.p1, Shad_tr2206_c1_g1_i2.p1, Shad_tr42145_c0_g1_i1.p1	Neva_DN40741_c0_g1_i1.p2, Neva_DN2678_c2_g1_i2.p1
OG0003497	Shad_tr4746_c0_g2_i1.p1, Shad_tr17920_c1_g1_i1.p1	Neva_DN123_c0_g1_i2.p1
OG0003498	Shad_tr39939_c0_g1_i1.p1	Neva_DN1513_c1_g1_i3.p1, Neva_DN43606_c0_g1_i1.p1, Neva_DN25788_c0_g2_i2.p1
OG0003500	Shad_tr38962_c0_g1_i5.p1	Neva_DN2745_c0_g1_i13.p1
OG0003503	Shad_tr24225_c0_g1_i2.p1	Neva_DN7513_c0_g1_i2.p1, Neva_DN41246_c0_g1_i1.p1
OG0003505	Shad_tr34745_c1_g2_i1.p1	Neva_DN9590_c0_g1_i10.p1
OG0003511	Shad_tr108942_c0_g1_i1.p1	Neva_DN41418_c0_g2_i1.p1
OG0003518	Shad_tr56801_c0_g2_i1.p1, Shad_tr56801_c0_g1_i1.p1, Shad_tr17594_c2_g1_i1.p1	Neva_DN26269_c0_g1_i4.p1
OG0003526	Shad_tr6243_c0_g1_i1.p1	Neva_DN4215_c3_g1_i2.p1
OG0003527	Shad_tr7306_c1_g1_i2.p1	Neva_DN6704_c0_g1_i8.p1
OG0003528	Shad_tr7718_c0_g3_i1.p1	Neva_DN3555_c0_g1_i4.p1
OG0003529	Shad_tr21768_c0_g1_i1.p1	Neva_DN6391_c0_g1_i2.p1
OG0003530	Shad_tr1451_c0_g1_i1.p1	Neva_DN1516_c0_g1_i1.p2, Neva_DN1516_c6_g1_i8.p1, Neva_DN24671_c0_g1_i1.p1
OG0003531	Shad_tr3047_c0_g1_i4.p1	Neva_DN5604_c0_g1_i1.p1
OG0003532	Shad_tr20666_c0_g1_i3.p1	Neva_DN2259_c0_g1_i2.p1
OG0003533	Shad_tr5037_c0_g2_i2.p1	Neva_DN11668_c0_g1_i7.p1
OG0003534	Shad_tr2747_c2_g1_i8.p1	Neva_DN1653_c0_g1_i3.p1
OG0003535	Shad_tr34784_c0_g1_i15.p1	Neva_DN4655_c0_g1_i17.p1
OG0003536	Shad_tr8646_c0_g1_i6.p1	Neva_DN26624_c0_g1_i1.p1
OG0003540	Shad_tr2782_c1_g1_i3.p1	Neva_DN1694_c0_g1_i1.p1
OG0003541	Shad_tr19129_c0_g2_i1.p1	Neva_DN4913_c6_g1_i3.p1
OG0003542	Shad_tr6626_c0_g1_i6.p1	Neva_DN82_c0_g1_i1.p1
OG0003543	Shad_tr6289_c0_g1_i19.p1	Neva_DN1067_c0_g1_i7.p1
OG0003544	Shad_tr14989_c0_g1_i6.p1	Neva_DN28892_c0_g1_i12.p1
OG0003545	Shad_tr10665_c1_g1_i2.p1	Neva_DN1808_c1_g1_i4.p1
OG0003546	Shad_tr4225_c0_g1_i18.p1	Neva_DN4090_c0_g2_i4.p1
OG0003547	Shad_tr17459_c0_g1_i6.p1	Neva_DN15230_c0_g4_i1.p1
OG0003548	Shad_tr2892_c5_g1_i1.p1	Neva_DN750_c1_g1_i17.p1
OG0003550	Shad_tr21479_c0_g1_i5.p1	Neva_DN5010_c0_g1_i22.p1
OG0003551	Shad_tr2226_c0_g1_i3.p1	Neva_DN6248_c0_g1_i4.p1
OG0003552	Shad_tr9225_c0_g1_i18.p1	Neva_DN3383_c1_g1_i2.p1
OG0003554	Shad_tr1940_c0_g1_i2.p1	Neva_DN3732_c0_g1_i15.p1
OG0003555	Shad_tr19690_c5_g1_i1.p1, Shad_tr10178_c0_g2_i3.p1	Neva_DN6191_c1_g1_i1.p1
OG0003556	Shad_tr2334_c1_g1_i6.p1	Neva_DN1591_c0_g8_i1.p1
OG0003557	Shad_tr13920_c4_g1_i1.p1, Shad_tr13920_c0_g4_i1.p1	Neva_DN1730_c0_g1_i10.p1
OG0003558	Shad_tr462_c2_g1_i8.p1	Neva_DN557_c0_g1_i4.p1
OG0003559	Shad_tr4552_c0_g3_i1.p1	Neva_DN1114_c0_g1_i2.p1
OG0003560	Shad_tr55948_c0_g1_i3.p1	Neva_DN13638_c0_g1_i2.p1
OG0003561	Shad_tr6276_c0_g1_i1.p1	Neva_DN33280_c0_g1_i2.p1
OG0003562	Shad_tr3168_c1_g1_i2.p1	Neva_DN694_c1_g1_i5.p1
OG0003563	Shad_tr8693_c0_g1_i5.p1	Neva_DN2339_c0_g1_i4.p1
OG0003564	Shad_tr835_c1_g1_i3.p1	Neva_DN1093_c0_g1_i1.p1
OG0003565	Shad_tr15258_c0_g1_i5.p1	Neva_DN5838_c0_g1_i5.p1
OG0003566	Shad_tr15371_c1_g4_i1.p1	Neva_DN26335_c0_g2_i1.p1
OG0003567	Shad_tr843_c1_g1_i1.p1	Neva_DN175_c0_g1_i1.p1
OG0003568	Shad_tr8517_c1_g1_i83.p1	Neva_DN2494_c0_g1_i2.p1
OG0003569	Shad_tr10798_c2_g1_i3.p1, Shad_tr4210_c0_g1_i20.p1, Shad_tr2953_c2_g1_i2.p1	Neva_DN397_c0_g1_i25.p1
OG0003570	Shad_tr17225_c0_g2_i1.p1	Neva_DN3762_c0_g1_i1.p1
OG0003571	Shad_tr8129_c0_g1_i30.p1	Neva_DN8668_c0_g1_i2.p1
OG0003572	Shad_tr8556_c0_g1_i3.p1	Neva_DN1430_c1_g1_i20.p1
OG0003573	Shad_tr5231_c1_g2_i1.p1	Neva_DN3495_c0_g1_i1.p1
OG0003574	Shad_tr5200_c0_g1_i1.p1	Neva_DN2314_c6_g1_i2.p1
OG0003575	Shad_tr9619_c0_g1_i1.p1	Neva_DN1183_c6_g1_i2.p1
OG0003576	Shad_tr19408_c0_g1_i4.p1	Neva_DN18741_c0_g1_i7.p1
OG0003578	Shad_tr38967_c0_g1_i1.p1	Neva_DN2884_c0_g1_i6.p1
OG0003579	Shad_tr6666_c0_g1_i4.p1	Neva_DN118153_c0_g1_i2.p1
OG0003580	Shad_tr19149_c0_g1_i3.p1	Neva_DN5814_c1_g1_i1.p1
OG0003582	Shad_tr29691_c1_g1_i1.p1	Neva_DN59_c12_g1_i2.p1
OG0003583	Shad_tr4901_c0_g1_i6.p1	Neva_DN38222_c0_g1_i7.p1
OG0003584	Shad_tr3297_c1_g1_i3.p1, Shad_tr64760_c0_g1_i1.p1	Neva_DN4956_c0_g2_i5.p1
OG0003585	Shad_tr4400_c3_g1_i1.p1	Neva_DN4287_c0_g1_i11.p1
OG0003586	Shad_tr5829_c0_g2_i1.p1	Neva_DN3969_c3_g2_i1.p1
OG0003587	Shad_tr18412_c0_g1_i9.p1	Neva_DN3103_c0_g1_i7.p1
OG0003588	Shad_tr14791_c0_g1_i3.p1	Neva_DN6346_c0_g2_i11.p1
OG0003589	Shad_tr467_c7_g2_i1.p1, Shad_tr26090_c0_g1_i1.p1	Neva_DN9434_c0_g1_i14.p1
OG0003590	Shad_tr26327_c0_g1_i1.p1	Neva_DN62922_c0_g1_i1.p1
OG0003591	Shad_tr11795_c0_g1_i2.p1	Neva_DN1362_c0_g2_i4.p1
OG0003593	Shad_tr8886_c1_g1_i1.p1	Neva_DN4949_c0_g1_i4.p1
OG0003594	Shad_tr44202_c0_g1_i4.p1	Neva_DN141654_c0_g1_i5.p1
OG0003595	Shad_tr1659_c2_g1_i10.p1	Neva_DN4775_c0_g1_i5.p1
OG0003596	Shad_tr7561_c1_g1_i1.p1	Neva_DN6358_c0_g1_i3.p1
OG0003597	Shad_tr4705_c1_g1_i2.p1	Neva_DN2646_c0_g1_i4.p1
OG0003598	Shad_tr8601_c0_g1_i10.p1	Neva_DN40760_c0_g1_i2.p1
OG0003599	Shad_tr4870_c0_g1_i4.p1	Neva_DN20974_c1_g1_i4.p1
OG0003601	Shad_tr27494_c0_g1_i6.p1	Neva_DN1176_c0_g1_i14.p1
OG0003602	Shad_tr9924_c0_g3_i2.p1, Shad_tr986_c4_g1_i2.p1	Neva_DN4132_c0_g1_i2.p1
OG0003603	Shad_tr24858_c0_g1_i1.p1	Neva_DN86311_c0_g1_i3.p1
OG0003604	Shad_tr10886_c0_g2_i1.p1	Neva_DN5376_c0_g1_i7.p1
OG0003605	Shad_tr8705_c0_g1_i4.p1	Neva_DN4922_c0_g1_i7.p1
OG0003607	Shad_tr7285_c0_g1_i4.p1	Neva_DN2817_c0_g1_i1.p1
OG0003608	Shad_tr10212_c2_g1_i1.p1	Neva_DN13964_c0_g1_i4.p1
OG0003609	Shad_tr18166_c1_g1_i4.p1	Neva_DN1612_c0_g1_i2.p1
OG0003610	Shad_tr6867_c0_g1_i13.p1	Neva_DN5686_c0_g1_i37.p1
OG0003611	Shad_tr9815_c0_g3_i8.p1	Neva_DN7231_c0_g1_i2.p1
OG0003612	Shad_tr14915_c1_g1_i9.p1	Neva_DN1639_c2_g1_i5.p1
OG0003613	Shad_tr35273_c0_g1_i4.p1	Neva_DN2270_c0_g1_i10.p1
OG0003614	Shad_tr5110_c0_g1_i2.p1, Shad_tr5110_c0_g3_i1.p1	Neva_DN3417_c0_g1_i1.p1
OG0003615	Shad_tr22216_c0_g2_i12.p1	Neva_DN1720_c0_g1_i3.p1
OG0003616	Shad_tr10440_c0_g1_i11.p1	Neva_DN4831_c0_g1_i3.p1
OG0003617	Shad_tr6160_c0_g1_i3.p1	Neva_DN936_c5_g1_i3.p1
OG0003618	Shad_tr74101_c0_g1_i1.p1, Shad_tr29025_c0_g2_i1.p1, Shad_tr29025_c0_g1_i1.p1	Neva_DN2707_c0_g1_i8.p2
OG0003619	Shad_tr3667_c1_g1_i6.p1	Neva_DN2011_c0_g1_i4.p1
OG0003620	Shad_tr5655_c2_g1_i1.p1	Neva_DN2262_c0_g2_i10.p1
OG0003621	Shad_tr17091_c0_g1_i9.p1	Neva_DN29873_c0_g1_i8.p1
OG0003622	Shad_tr13444_c0_g1_i6.p1	Neva_DN32510_c0_g1_i3.p1
OG0003623	Shad_tr53362_c0_g1_i1.p1	Neva_DN55071_c0_g2_i4.p1
OG0003624	Shad_tr2191_c1_g1_i1.p1	Neva_DN1142_c0_g1_i1.p1
OG0003625	Shad_tr1411_c2_g3_i1.p1	Neva_DN524_c0_g1_i11.p1
OG0003627	Shad_tr5871_c4_g1_i12.p1	Neva_DN5449_c0_g2_i8.p1
OG0003628	Shad_tr11741_c0_g1_i8.p1	Neva_DN3176_c0_g1_i4.p1
OG0003630	Shad_tr3924_c2_g1_i3.p1	Neva_DN34048_c0_g1_i5.p1
OG0003632	Shad_tr11750_c0_g1_i2.p1	Neva_DN3035_c0_g1_i2.p1
OG0003633	Shad_tr39304_c0_g1_i6.p1	Neva_DN3811_c0_g1_i9.p1, Neva_DN3811_c0_g2_i6.p1
OG0003634	Shad_tr8439_c1_g1_i5.p1	Neva_DN2310_c0_g1_i9.p1
OG0003635	Shad_tr3571_c1_g1_i4.p1	Neva_DN31256_c0_g2_i3.p2
OG0003636	Shad_tr4038_c0_g1_i7.p1	Neva_DN8664_c0_g1_i8.p1
OG0003639	Shad_tr14850_c0_g1_i1.p1	Neva_DN1249_c0_g1_i1.p1
OG0003640	Shad_tr2175_c2_g1_i2.p1	Neva_DN1748_c0_g1_i6.p1
OG0003641	Shad_tr34156_c0_g1_i17.p1	Neva_DN1456_c2_g1_i5.p1
OG0003642	Shad_tr35468_c0_g1_i3.p1	Neva_DN4780_c0_g1_i22.p1
OG0003643	Shad_tr95798_c0_g1_i1.p1	Neva_DN20797_c0_g1_i2.p1
OG0003644	Shad_tr47745_c0_g1_i1.p1	Neva_DN17084_c0_g1_i4.p1
OG0003645	Shad_tr538_c0_g1_i4.p1	Neva_DN5387_c0_g1_i8.p1
OG0003646	Shad_tr6751_c0_g1_i8.p1	Neva_DN2566_c0_g1_i12.p1
OG0003647	Shad_tr28205_c0_g3_i1.p1	Neva_DN292_c0_g1_i1.p1
OG0003648	Shad_tr4910_c0_g1_i27.p1	Neva_DN30371_c0_g1_i10.p1
OG0003649	Shad_tr114003_c0_g1_i1.p1	Neva_DN10988_c0_g3_i1.p1
OG0003650	Shad_tr6013_c0_g1_i5.p1	Neva_DN1366_c0_g1_i2.p1
OG0003651	Shad_tr2202_c0_g2_i1.p1	Neva_DN3216_c2_g1_i8.p1
OG0003653	Shad_tr24261_c0_g1_i2.p1	Neva_DN2303_c1_g1_i1.p1
OG0003654	Shad_tr13084_c0_g1_i2.p1	Neva_DN3410_c0_g1_i4.p1
OG0003656	Shad_tr10971_c0_g1_i2.p1	Neva_DN17142_c0_g1_i4.p1
OG0003657	Shad_tr10320_c0_g1_i2.p1	Neva_DN18539_c2_g1_i3.p1
OG0003659	Shad_tr21587_c0_g1_i14.p1	Neva_DN4369_c1_g1_i6.p1
OG0003660	Shad_tr12297_c0_g2_i2.p1	Neva_DN3964_c0_g2_i1.p1
OG0003661	Shad_tr57_c10_g1_i2.p1	Neva_DN101_c27_g1_i1.p1
OG0003662	Shad_tr7090_c0_g1_i10.p1, Shad_tr2531_c7_g1_i2.p1	Neva_DN713_c16_g1_i1.p1
OG0003663	Shad_tr3051_c3_g1_i17.p1	Neva_DN19675_c0_g1_i5.p1
OG0003664	Shad_tr7101_c0_g1_i1.p1	Neva_DN24300_c1_g1_i1.p1
OG0003665	Shad_tr15208_c0_g1_i14.p1	Neva_DN5385_c0_g1_i5.p1
OG0003667	Shad_tr45633_c0_g2_i2.p1	Neva_DN6996_c0_g1_i1.p1
OG0003668	Shad_tr13296_c2_g1_i3.p1	Neva_DN16867_c0_g1_i15.p1
OG0003669	Shad_tr25533_c0_g1_i1.p1	Neva_DN4754_c0_g1_i4.p1
OG0003670	Shad_tr14550_c1_g1_i1.p1	Neva_DN83827_c0_g1_i1.p1
OG0003671	Shad_tr9816_c0_g1_i19.p1	Neva_DN2166_c0_g1_i4.p1
OG0003672	Shad_tr3581_c4_g1_i1.p1	Neva_DN3075_c1_g1_i1.p1
OG0003673	Shad_tr41855_c0_g1_i1.p1	Neva_DN12001_c0_g1_i1.p1
OG0003674	Shad_tr3485_c0_g1_i17.p1	Neva_DN2438_c0_g1_i9.p1
OG0003675	Shad_tr14416_c0_g1_i3.p1	Neva_DN6088_c0_g1_i4.p1
OG0003676	Shad_tr24313_c0_g1_i28.p1	Neva_DN906_c0_g1_i8.p1
OG0003677	Shad_tr1506_c1_g1_i7.p1	Neva_DN3734_c0_g1_i6.p1
OG0003678	Shad_tr2240_c2_g1_i1.p1	Neva_DN5820_c1_g1_i5.p1
OG0003679	Shad_tr1885_c1_g1_i2.p1	Neva_DN99_c0_g1_i5.p1
OG0003680	Shad_tr10098_c0_g1_i17.p1	Neva_DN4586_c0_g1_i8.p1
OG0003681	Shad_tr12565_c0_g2_i1.p1, Shad_tr8763_c0_g1_i1.p1	Neva_DN10673_c0_g1_i4.p1
OG0003682	Shad_tr19721_c0_g1_i2.p1	Neva_DN5463_c1_g1_i2.p1
OG0003684	Shad_tr6239_c2_g1_i1.p1	Neva_DN403_c0_g1_i1.p1
OG0003685	Shad_tr25232_c0_g1_i1.p1	Neva_DN38752_c3_g1_i1.p1
OG0003686	Shad_tr15975_c0_g1_i1.p1	Neva_DN4089_c0_g1_i8.p1
OG0003687	Shad_tr5840_c2_g1_i2.p1	Neva_DN2131_c0_g1_i11.p1
OG0003688	Shad_tr5922_c0_g1_i4.p1	Neva_DN1531_c0_g1_i7.p1
OG0003689	Shad_tr43539_c0_g1_i1.p1, Shad_tr99192_c0_g1_i1.p1	Neva_DN13596_c0_g1_i1.p1
OG0003690	Shad_tr16457_c0_g1_i2.p1	Neva_DN23857_c0_g1_i5.p1
OG0003691	Shad_tr6702_c1_g1_i7.p1	Neva_DN3337_c0_g1_i3.p1
OG0003692	Shad_tr29107_c0_g1_i12.p1	Neva_DN12852_c0_g1_i2.p1
OG0003693	Shad_tr818_c5_g1_i1.p1	Neva_DN6467_c0_g1_i1.p1
OG0003694	Shad_tr8395_c0_g1_i12.p1	Neva_DN5105_c0_g1_i4.p1
OG0003696	Shad_tr9406_c1_g1_i2.p1	Neva_DN1487_c0_g1_i6.p1
OG0003697	Shad_tr2638_c0_g1_i1.p1	Neva_DN3043_c5_g1_i3.p1
OG0003698	Shad_tr1836_c5_g1_i1.p1	Neva_DN31135_c0_g1_i7.p1
OG0003699	Shad_tr11246_c0_g3_i2.p1	Neva_DN996_c1_g1_i3.p1
OG0003700	Shad_tr24312_c0_g1_i8.p1	Neva_DN57888_c1_g1_i3.p1
OG0003701	Shad_tr2052_c0_g1_i2.p1	Neva_DN1504_c1_g1_i5.p1
OG0003702	Shad_tr908_c0_g1_i1.p1	Neva_DN24400_c0_g1_i6.p1
OG0003703	Shad_tr2487_c1_g1_i12.p1	Neva_DN4483_c0_g1_i1.p1, Neva_DN4483_c0_g2_i1.p1
OG0003705	Shad_tr12637_c0_g1_i2.p1	Neva_DN2872_c0_g1_i3.p1
OG0003706	Shad_tr21207_c0_g1_i23.p1	Neva_DN20305_c1_g1_i10.p1
OG0003707	Shad_tr2892_c0_g1_i2.p1	Neva_DN26428_c0_g1_i4.p1
OG0003708	Shad_tr4640_c1_g2_i1.p1	Neva_DN6617_c0_g1_i14.p1
OG0003709	Shad_tr15368_c0_g1_i54.p1	Neva_DN1671_c0_g1_i7.p1
OG0003710	Shad_tr11560_c0_g1_i8.p1	Neva_DN25267_c0_g1_i1.p1
OG0003711	Shad_tr12860_c0_g1_i3.p1	Neva_DN3727_c1_g1_i12.p1
OG0003712	Shad_tr42160_c0_g1_i2.p1	Neva_DN469_c0_g1_i1.p1
OG0003714	Shad_tr9249_c0_g1_i6.p1	Neva_DN8428_c0_g1_i5.p1
OG0003715	Shad_tr51195_c0_g1_i5.p1	Neva_DN16359_c0_g1_i3.p1
OG0003716	Shad_tr32268_c0_g1_i3.p1	Neva_DN37923_c0_g1_i6.p1
OG0003717	Shad_tr4270_c0_g1_i4.p1	Neva_DN1288_c0_g2_i3.p1
OG0003718	Shad_tr43984_c1_g1_i2.p1	Neva_DN24928_c0_g1_i5.p1
OG0003719	Shad_tr18057_c0_g2_i3.p1	Neva_DN12553_c0_g1_i6.p1
OG0003721	Shad_tr3912_c0_g1_i12.p1	Neva_DN1980_c0_g1_i10.p1
OG0003722	Shad_tr2461_c1_g3_i2.p1	Neva_DN192_c0_g1_i5.p1
OG0003723	Shad_tr937_c0_g1_i10.p1	Neva_DN6776_c0_g1_i4.p1
OG0003724	Shad_tr4933_c1_g1_i2.p1	Neva_DN352_c0_g1_i2.p1
OG0003725	Shad_tr13390_c0_g1_i1.p1	Neva_DN2468_c1_g1_i4.p1
OG0003726	Shad_tr21_c1_g2_i1.p1, Shad_tr21406_c0_g1_i1.p1	Neva_DN5377_c2_g1_i3.p1
OG0003727	Shad_tr22582_c1_g1_i1.p1	Neva_DN5518_c0_g2_i1.p1
OG0003728	Shad_tr37_c4_g1_i1.p1	Neva_DN67754_c0_g1_i1.p1, Neva_DN2746_c14_g1_i10.p1
OG0003729	Shad_tr28708_c0_g1_i1.p1, Shad_tr914_c3_g1_i3.p1	Neva_DN1341_c0_g1_i2.p1
OG0003730	Shad_tr3483_c3_g1_i3.p1	Neva_DN7270_c0_g1_i4.p1
OG0003733	Shad_tr14192_c1_g1_i6.p1	Neva_DN2181_c0_g1_i6.p1
OG0003734	Shad_tr25370_c0_g1_i3.p1	Neva_DN829_c0_g2_i4.p1
OG0003735	Shad_tr4490_c0_g1_i7.p1	Neva_DN2036_c0_g1_i8.p1
OG0003736	Shad_tr34219_c0_g1_i1.p1	Neva_DN3209_c0_g1_i2.p1
OG0003736	Shad_tr26117_c1_g1_i3.p1	Neva_DN13677_c0_g1_i1.p1
OG0003737	Shad_tr34007_c0_g1_i2.p1	Neva_DN179_c0_g1_i4.p1
OG0003738	Shad_tr4040_c0_g1_i3.p1	Neva_DN619_c0_g3_i2.p2
OG0003739	Shad_tr1307_c0_g1_i2.p1	Neva_DN1957_c5_g1_i4.p1
OG0003740	Shad_tr767_c3_g1_i1.p1	Neva_DN8472_c0_g1_i5.p1
OG0003741	Shad_tr4584_c0_g1_i6.p1	Neva_DN3478_c0_g1_i5.p1
OG0003742	Shad_tr15049_c0_g1_i5.p1	Neva_DN29923_c0_g1_i2.p1
OG0003745	Shad_tr16570_c0_g1_i50.p1	Neva_DN546_c0_g1_i1.p1
OG0003746	Shad_tr585_c1_g2_i12.p1	Neva_DN79585_c0_g1_i1.p1, Neva_DN136344_c0_g1_i1.p1
OG0003747	Shad_tr634_c4_g1_i5.p1	Neva_DN36511_c0_g1_i1.p1
OG0003748	Shad_tr13757_c1_g1_i1.p1	Neva_DN14809_c2_g1_i1.p1
OG0003749	Shad_tr7312_c0_g1_i1.p1	Neva_DN7569_c0_g1_i1.p1
OG0003750	Shad_tr29899_c0_g1_i10.p1	Neva_DN40090_c1_g1_i4.p1
OG0003751	Shad_tr2020_c0_g1_i1.p1, Shad_tr113942_c0_g1_i1.p1	Neva_DN2666_c1_g1_i1.p1
OG0003752	Shad_tr11727_c0_g1_i5.p1	Neva_DN456_c0_g1_i11.p1
OG0003753	Shad_tr14537_c2_g1_i7.p1	Neva_DN4040_c5_g1_i1.p1
OG0003755	Shad_tr56245_c0_g1_i1.p1, Shad_tr4673_c0_g1_i4.p1	Neva_DN386_c0_g1_i9.p1
OG0003756	Shad_tr67787_c0_g1_i2.p1	Neva_DN703_c6_g1_i8.p1
OG0003757	Shad_tr21707_c1_g1_i1.p1	Neva_DN6037_c0_g1_i3.p1
OG0003758	Shad_tr10317_c0_g1_i1.p1	Neva_DN10269_c0_g1_i1.p1
OG0003759	Shad_tr8962_c0_g1_i2.p1	Neva_DN4307_c0_g1_i4.p1
OG0003760	Shad_tr12734_c0_g1_i56.p1	Neva_DN170_c6_g1_i3.p1
OG0003761	Shad_tr14286_c2_g1_i2.p1	Neva_DN11754_c0_g1_i8.p1
OG0003762	Shad_tr3652_c7_g1_i1.p1, Shad_tr8224_c0_g1_i1.p1	Neva_DN117272_c0_g1_i2.p1
OG0003763	Shad_tr22537_c0_g1_i2.p1	Neva_DN10191_c0_g1_i3.p1
OG0003765	Shad_tr39928_c0_g1_i5.p1	Neva_DN20492_c0_g1_i3.p1
OG0003767	Shad_tr13381_c0_g1_i12.p1	Neva_DN137772_c0_g1_i2.p1
OG0003768	Shad_tr12953_c2_g1_i7.p1	Neva_DN159_c1_g1_i5.p1
OG0003769	Shad_tr4848_c1_g1_i1.p1	Neva_DN172_c0_g1_i3.p1
OG0003770	Shad_tr19314_c3_g1_i2.p1	Neva_DN2759_c1_g1_i13.p1
OG0003771	Shad_tr12878_c0_g1_i1.p1	Neva_DN1148_c0_g1_i8.p1
OG0003772	Shad_tr3720_c0_g1_i104.p1	Neva_DN31_c0_g1_i2.p1
OG0003773	Shad_tr30589_c1_g1_i1.p1, Shad_tr972_c1_g1_i1.p1	Neva_DN21104_c1_g1_i3.p1
OG0003774	Shad_tr14286_c1_g1_i3.p1	Neva_DN945_c0_g1_i2.p1
OG0003775	Shad_tr43560_c0_g1_i1.p1, Shad_tr2943_c3_g1_i2.p1	Neva_DN12009_c0_g1_i7.p1
OG0003776	Shad_tr11957_c1_g1_i1.p1, Shad_tr81927_c0_g1_i1.p1	Neva_DN613_c2_g1_i1.p1
OG0003777	Shad_tr7367_c2_g1_i5.p1, Shad_tr12229_c0_g2_i1.p1	Neva_DN30580_c0_g1_i2.p1
OG0003778	Shad_tr20075_c0_g1_i4.p1	Neva_DN6327_c1_g1_i1.p1
OG0003779	Shad_tr18701_c0_g2_i1.p1	Neva_DN6102_c0_g1_i1.p1
OG0003780	Shad_tr6489_c0_g1_i31.p1	Neva_DN1957_c2_g1_i2.p1
OG0003781	Shad_tr24501_c2_g1_i2.p1	Neva_DN27636_c0_g2_i2.p1
OG0003783	Shad_tr18578_c1_g1_i6.p1	Neva_DN171188_c0_g1_i1.p1
OG0003785	Shad_tr624_c0_g3_i1.p1	Neva_DN12610_c0_g1_i2.p1, Neva_DN12610_c0_g2_i1.p1
OG0003786	Shad_tr30122_c0_g2_i4.p1	Neva_DN6928_c0_g1_i2.p1
OG0003787	Shad_tr14300_c0_g1_i1.p1	Neva_DN87250_c0_g1_i1.p1
OG0003788	Shad_tr54649_c0_g2_i1.p1, Shad_tr54649_c0_g1_i1.p1	Neva_DN13915_c2_g1_i1.p1
OG0003789	Shad_tr4222_c1_g2_i1.p1	Neva_DN3194_c1_g1_i7.p1
OG0003790	Shad_tr29714_c1_g1_i8.p1	Neva_DN4226_c0_g1_i4.p1
OG0003791	Shad_tr15289_c0_g1_i14.p1	Neva_DN2904_c0_g1_i1.p1
OG0003792	Shad_tr79108_c0_g1_i1.p1, Shad_tr940_c1_g1_i3.p1	Neva_DN1211_c1_g1_i2.p1
OG0003794	Shad_tr8146_c0_g2_i1.p1	Neva_DN28_c0_g1_i13.p1
OG0003795	Shad_tr17192_c0_g1_i5.p1	Neva_DN709_c0_g1_i9.p1
OG0003796	Shad_tr4460_c2_g1_i1.p1, Shad_tr12014_c0_g1_i2.p1	Neva_DN2261_c1_g1_i3.p1
OG0003797	Shad_tr8134_c0_g1_i10.p1	Neva_DN2855_c1_g1_i1.p1
OG0003798	Shad_tr23587_c0_g1_i2.p1	Neva_DN14225_c0_g1_i1.p1
OG0003799	Shad_tr1940_c1_g1_i5.p1	Neva_DN6137_c0_g1_i1.p1
OG0003800	Shad_tr4576_c0_g1_i8.p1	Neva_DN9151_c1_g1_i1.p1
OG0003801	Shad_tr11192_c0_g5_i1.p1	Neva_DN36679_c0_g1_i4.p1
OG0003802	Shad_tr8160_c0_g1_i10.p1, Shad_tr28021_c0_g1_i1.p1, Shad_tr807_c0_g1_i2.p1	Neva_DN458_c2_g1_i1.p1
OG0003803	Shad_tr27765_c0_g1_i2.p1	Neva_DN3792_c0_g2_i1.p1
