Orthogroup	Stichodactyla_haddoni_longest_pep	Oulactis_longest_pep
OG0003626	Shad_tr107567_c0_g1_i1.p1	Oula_DN25268_c0_g1_i1.p1
OG0003627	Shad_tr5871_c4_g1_i12.p1	Oula_DN2511_c3_g1_i2.p1
OG0003628	Shad_tr11741_c0_g1_i8.p1	Oula_DN6542_c0_g1_i2.p1
OG0003630	Shad_tr3924_c2_g1_i3.p1	Oula_DN1506_c0_g1_i3.p1
OG0003632	Shad_tr11750_c0_g1_i2.p1	Oula_DN5658_c0_g1_i4.p1
OG0003633	Shad_tr39304_c0_g1_i6.p1	Oula_DN23992_c0_g1_i2.p1
OG0003634	Shad_tr8439_c1_g1_i5.p1	Oula_DN1530_c0_g1_i4.p1
OG0003635	Shad_tr3571_c1_g1_i4.p1	Oula_DN2537_c5_g1_i6.p1
OG0003636	Shad_tr4038_c0_g1_i7.p1	Oula_DN16568_c0_g1_i3.p1
OG0003637	Shad_tr2004_c0_g1_i12.p1	Oula_DN3906_c0_g2_i5.p1
OG0003638	Shad_tr11398_c0_g1_i2.p1	Oula_DN21525_c0_g1_i2.p1, Oula_DN3515_c0_g2_i5.p1
OG0003639	Shad_tr14850_c0_g1_i1.p1	Oula_DN8593_c0_g1_i1.p1
OG0003640	Shad_tr2175_c2_g1_i2.p1	Oula_DN8600_c0_g1_i1.p1, Oula_DN422_c0_g1_i7.p1, Oula_DN2929_c0_g1_i1.p1, Oula_DN5232_c0_g1_i3.p1, Oula_DN422_c3_g1_i2.p1
OG0003641	Shad_tr34156_c0_g1_i17.p1	Oula_DN7642_c0_g1_i6.p1
OG0003642	Shad_tr35468_c0_g1_i3.p1	Oula_DN2578_c0_g1_i12.p1
OG0003643	Shad_tr95798_c0_g1_i1.p1	Oula_DN31929_c0_g1_i6.p1
OG0003644	Shad_tr47745_c0_g1_i1.p1	Oula_DN19441_c0_g1_i2.p1
OG0003645	Shad_tr538_c0_g1_i4.p1	Oula_DN6130_c0_g1_i6.p1
OG0003646	Shad_tr6751_c0_g1_i8.p1	Oula_DN5424_c0_g1_i7.p1
OG0003647	Shad_tr28205_c0_g3_i1.p1	Oula_DN12465_c1_g1_i1.p1
OG0003648	Shad_tr4910_c0_g1_i27.p1	Oula_DN8595_c0_g1_i5.p1
OG0003649	Shad_tr37192_c0_g2_i1.p1, Shad_tr37192_c0_g1_i1.p1, Shad_tr114003_c0_g1_i1.p1	Oula_DN40018_c0_g1_i1.p1
OG0003650	Shad_tr6013_c0_g1_i5.p1	Oula_DN9452_c0_g1_i7.p1
OG0003651	Shad_tr2202_c0_g2_i1.p1	Oula_DN1556_c0_g1_i4.p1
OG0003652	Shad_tr10746_c0_g1_i8.p1	Oula_DN1085_c0_g2_i2.p1
OG0003653	Shad_tr24261_c0_g1_i2.p1	Oula_DN465_c1_g1_i6.p1
OG0003654	Shad_tr13084_c0_g1_i2.p1	Oula_DN8814_c0_g1_i8.p1
OG0003655	Shad_tr8896_c0_g1_i2.p1	Oula_DN2608_c1_g1_i1.p1
OG0003656	Shad_tr10971_c0_g1_i2.p1	Oula_DN8634_c0_g2_i3.p1, Oula_DN8634_c0_g1_i7.p1
OG0003657	Shad_tr10320_c0_g1_i2.p1	Oula_DN6055_c0_g1_i3.p1
OG0003658	Shad_tr21900_c1_g1_i1.p1	Oula_DN1418_c0_g1_i10.p1
OG0003659	Shad_tr21587_c0_g1_i14.p1	Oula_DN36659_c0_g3_i2.p1, Oula_DN36659_c0_g1_i1.p1
OG0003660	Shad_tr12297_c0_g2_i2.p1	Oula_DN1155_c0_g1_i2.p1
OG0003661	Shad_tr57_c10_g1_i2.p1	Oula_DN1835_c0_g1_i6.p1
OG0003662	Shad_tr7090_c0_g1_i10.p1	Oula_DN6009_c0_g1_i6.p1
OG0003662	Shad_tr2531_c7_g1_i2.p1	Oula_DN2638_c3_g1_i1.p1
OG0003663	Shad_tr3051_c3_g1_i17.p1	Oula_DN1683_c0_g1_i4.p1
OG0003664	Shad_tr7101_c0_g1_i1.p1	Oula_DN4552_c0_g1_i3.p1
OG0003665	Shad_tr15208_c0_g1_i14.p1	Oula_DN17465_c0_g1_i1.p1
OG0003666	Shad_tr22143_c0_g1_i9.p1	Oula_DN1015_c0_g2_i4.p1
OG0003667	Shad_tr45633_c0_g2_i2.p1	Oula_DN29451_c0_g1_i1.p1
OG0003668	Shad_tr13296_c2_g1_i3.p1	Oula_DN8937_c1_g1_i2.p1
OG0003669	Shad_tr25533_c0_g1_i1.p1	Oula_DN1669_c1_g1_i1.p1
OG0003670	Shad_tr14550_c1_g1_i1.p1	Oula_DN11029_c0_g1_i7.p1
OG0003672	Shad_tr3581_c4_g1_i1.p1	Oula_DN1950_c0_g1_i1.p1
OG0003673	Shad_tr41855_c0_g1_i1.p1	Oula_DN618_c3_g1_i1.p1
OG0003674	Shad_tr3485_c0_g1_i17.p1	Oula_DN5686_c0_g1_i1.p1
OG0003675	Shad_tr14416_c0_g1_i3.p1	Oula_DN115_c4_g1_i1.p1
OG0003676	Shad_tr24313_c0_g1_i28.p1	Oula_DN7578_c0_g1_i10.p1
OG0003677	Shad_tr1506_c1_g1_i7.p1	Oula_DN654_c3_g1_i3.p1
OG0003678	Shad_tr2240_c2_g1_i1.p1, Shad_tr7378_c0_g1_i2.p1	Oula_DN14309_c0_g1_i2.p1
OG0003679	Shad_tr1885_c1_g1_i2.p1	Oula_DN12901_c0_g1_i3.p1
OG0003680	Shad_tr10098_c0_g1_i17.p1	Oula_DN9529_c0_g1_i8.p1
OG0003681	Shad_tr12565_c0_g2_i1.p1, Shad_tr8763_c0_g1_i1.p1	Oula_DN9388_c0_g1_i3.p1
OG0003682	Shad_tr19721_c0_g1_i2.p1	Oula_DN3525_c0_g1_i2.p1
OG0003683	Shad_tr4280_c0_g1_i10.p1	Oula_DN12489_c0_g2_i1.p1
OG0003684	Shad_tr6239_c2_g1_i1.p1	Oula_DN7431_c0_g1_i1.p1
OG0003685	Shad_tr25232_c0_g1_i1.p1	Oula_DN6695_c0_g1_i7.p1
OG0003686	Shad_tr15975_c0_g1_i1.p1	Oula_DN17522_c0_g1_i6.p1
OG0003688	Shad_tr5922_c0_g1_i4.p1	Oula_DN4354_c1_g1_i11.p1
OG0003689	Shad_tr43539_c0_g1_i1.p1	Oula_DN26642_c0_g1_i5.p1
OG0003689	Shad_tr99192_c0_g1_i1.p1	Oula_DN4878_c0_g2_i1.p1
OG0003690	Shad_tr16457_c0_g1_i2.p1	Oula_DN9702_c0_g1_i2.p1
OG0003691	Shad_tr6702_c1_g1_i7.p1	Oula_DN2354_c0_g3_i1.p1
OG0003692	Shad_tr29107_c0_g1_i12.p1	Oula_DN7440_c0_g2_i1.p1
OG0003693	Shad_tr818_c5_g1_i1.p1	Oula_DN2917_c0_g1_i1.p1
OG0003694	Shad_tr8395_c0_g1_i12.p1	Oula_DN19077_c0_g1_i6.p1
OG0003695	Shad_tr34332_c0_g1_i22.p1	Oula_DN8723_c0_g1_i3.p1
OG0003696	Shad_tr9406_c1_g1_i2.p1	Oula_DN12048_c0_g2_i1.p1
OG0003697	Shad_tr2638_c0_g1_i1.p1	Oula_DN94_c1_g3_i1.p1
OG0003698	Shad_tr1836_c5_g1_i1.p1	Oula_DN1066_c0_g1_i1.p1
OG0003699	Shad_tr11246_c0_g3_i2.p1	Oula_DN3764_c0_g1_i3.p1
OG0003700	Shad_tr24312_c0_g1_i8.p1	Oula_DN15161_c0_g1_i1.p1
OG0003701	Shad_tr2052_c0_g1_i2.p1	Oula_DN1237_c1_g1_i3.p1
OG0003703	Shad_tr2487_c1_g1_i12.p1	Oula_DN2125_c0_g1_i2.p1
OG0003704	Shad_tr4992_c0_g1_i4.p1	Oula_DN2742_c0_g1_i3.p1
OG0003705	Shad_tr12637_c0_g1_i2.p1	Oula_DN4504_c0_g1_i1.p1
OG0003706	Shad_tr21207_c0_g1_i23.p1	Oula_DN3259_c0_g1_i1.p1
OG0003707	Shad_tr2892_c0_g1_i2.p1	Oula_DN8016_c0_g1_i3.p1
OG0003708	Shad_tr4640_c1_g2_i1.p1	Oula_DN2721_c0_g1_i11.p1
OG0003709	Shad_tr15368_c0_g1_i54.p1	Oula_DN1421_c0_g1_i11.p1
OG0003710	Shad_tr11560_c0_g1_i8.p1	Oula_DN8934_c0_g1_i1.p1
OG0003711	Shad_tr12860_c0_g1_i3.p1	Oula_DN2716_c2_g1_i2.p1
OG0003712	Shad_tr42160_c0_g1_i2.p1	Oula_DN4189_c0_g1_i10.p1
OG0003713	Shad_tr36738_c0_g1_i1.p1	Oula_DN34982_c0_g2_i1.p1, Oula_DN34982_c0_g1_i1.p1
OG0003714	Shad_tr9249_c0_g1_i6.p1	Oula_DN17551_c0_g1_i1.p1
OG0003715	Shad_tr51195_c0_g1_i5.p1	Oula_DN15180_c0_g1_i7.p1
OG0003716	Shad_tr32268_c0_g1_i3.p1	Oula_DN12467_c0_g1_i1.p1
OG0003717	Shad_tr4270_c0_g1_i4.p1	Oula_DN7930_c1_g1_i2.p1
OG0003718	Shad_tr43984_c1_g1_i2.p1	Oula_DN34282_c0_g1_i3.p1
OG0003719	Shad_tr18057_c0_g2_i3.p1	Oula_DN23474_c0_g1_i1.p1
OG0003720	Shad_tr4601_c2_g1_i2.p1	Oula_DN11641_c0_g1_i14.p1
OG0003721	Shad_tr3912_c0_g1_i12.p1	Oula_DN956_c1_g1_i1.p1
OG0003722	Shad_tr2461_c1_g3_i2.p1	Oula_DN1408_c5_g2_i1.p1
OG0003723	Shad_tr937_c0_g1_i10.p1	Oula_DN4391_c0_g1_i7.p1
OG0003724	Shad_tr4933_c1_g1_i2.p1	Oula_DN3717_c0_g1_i3.p1
OG0003725	Shad_tr13390_c0_g1_i1.p1	Oula_DN10543_c0_g1_i4.p1
OG0003726	Shad_tr21_c1_g2_i1.p1, Shad_tr21406_c0_g1_i1.p1	Oula_DN1561_c0_g1_i11.p1
OG0003727	Shad_tr22582_c1_g1_i1.p1	Oula_DN20583_c0_g1_i1.p1, Oula_DN16433_c0_g2_i5.p1
OG0003728	Shad_tr37_c4_g1_i1.p1	Oula_DN1485_c0_g2_i3.p1
OG0003729	Shad_tr914_c3_g1_i3.p1	Oula_DN8305_c0_g1_i6.p1
OG0003730	Shad_tr3483_c3_g1_i3.p1	Oula_DN8702_c1_g1_i7.p1
OG0003732	Shad_tr10154_c0_g1_i2.p1	Oula_DN9242_c0_g1_i3.p1
OG0003733	Shad_tr14192_c1_g1_i6.p1	Oula_DN25178_c0_g1_i1.p1
OG0003734	Shad_tr25370_c0_g1_i3.p1	Oula_DN19151_c0_g1_i1.p1
OG0003735	Shad_tr4490_c0_g1_i7.p1	Oula_DN3870_c0_g1_i3.p1
OG0003736	Shad_tr34219_c0_g1_i1.p1	Oula_DN353_c0_g1_i5.p1
OG0003737	Shad_tr34007_c0_g1_i2.p1	Oula_DN26970_c0_g1_i10.p1
OG0003738	Shad_tr4040_c0_g1_i3.p1	Oula_DN2359_c3_g1_i1.p1
OG0003739	Shad_tr1307_c0_g1_i2.p1	Oula_DN3893_c0_g1_i3.p1
OG0003740	Shad_tr767_c3_g1_i1.p1	Oula_DN8059_c0_g1_i3.p1
OG0003741	Shad_tr4584_c0_g1_i6.p1	Oula_DN2227_c0_g1_i2.p1
OG0003742	Shad_tr15049_c0_g1_i5.p1	Oula_DN14483_c0_g1_i2.p1
OG0003743	Shad_tr24271_c0_g1_i1.p1	Oula_DN3021_c0_g1_i1.p1
OG0003744	Shad_tr6300_c0_g1_i22.p1	Oula_DN7363_c0_g1_i1.p1
OG0003745	Shad_tr16570_c0_g1_i50.p1	Oula_DN26565_c0_g1_i4.p1
OG0003746	Shad_tr585_c1_g2_i12.p1	Oula_DN17777_c0_g1_i1.p1
OG0003747	Shad_tr634_c4_g1_i5.p1	Oula_DN6738_c0_g2_i1.p1
OG0003748	Shad_tr13757_c1_g1_i1.p1	Oula_DN18963_c0_g1_i5.p1
OG0003749	Shad_tr7312_c0_g1_i1.p1	Oula_DN4796_c0_g1_i1.p1
OG0003750	Shad_tr29899_c0_g1_i10.p1	Oula_DN5402_c0_g1_i3.p1
OG0003751	Shad_tr2020_c0_g1_i1.p1	Oula_DN4784_c0_g2_i1.p1
OG0003751	Shad_tr113942_c0_g1_i1.p1	Oula_DN4784_c0_g1_i1.p1
OG0003752	Shad_tr11727_c0_g1_i5.p1	Oula_DN1357_c1_g2_i1.p1
OG0003753	Shad_tr14537_c2_g1_i7.p1	Oula_DN17857_c0_g1_i6.p1
OG0003754	Shad_tr817_c0_g1_i4.p1	Oula_DN430_c0_g1_i4.p1
OG0003755	Shad_tr56245_c0_g1_i1.p1	Oula_DN24962_c0_g1_i1.p1
OG0003755	Shad_tr4673_c0_g1_i4.p1	Oula_DN20293_c0_g2_i3.p1
OG0003757	Shad_tr21707_c1_g1_i1.p1	Oula_DN13413_c0_g1_i5.p1
OG0003759	Shad_tr8962_c0_g1_i2.p1	Oula_DN16747_c0_g1_i6.p1
OG0003760	Shad_tr12734_c0_g1_i56.p1	Oula_DN2826_c0_g1_i2.p1
OG0003761	Shad_tr14286_c2_g1_i2.p1	Oula_DN6350_c0_g1_i1.p1
OG0003762	Shad_tr3652_c7_g1_i1.p1	Oula_DN14491_c0_g1_i1.p1
OG0003763	Shad_tr22537_c0_g1_i2.p1	Oula_DN22387_c0_g1_i6.p1
OG0003764	Shad_tr10496_c0_g1_i2.p1	Oula_DN9010_c0_g1_i1.p1
OG0003765	Shad_tr39928_c0_g1_i5.p1	Oula_DN11132_c0_g1_i4.p1
OG0003766	Shad_tr8217_c0_g1_i2.p1	Oula_DN659_c4_g1_i3.p1
OG0003767	Shad_tr13381_c0_g1_i12.p1	Oula_DN20409_c0_g1_i2.p1
OG0003768	Shad_tr12953_c2_g1_i7.p1	Oula_DN4359_c1_g1_i2.p1
OG0003769	Shad_tr4848_c1_g1_i1.p1	Oula_DN5457_c0_g1_i14.p1
OG0003770	Shad_tr19314_c3_g1_i2.p1	Oula_DN464_c4_g1_i2.p1
OG0003771	Shad_tr12878_c0_g1_i1.p1	Oula_DN5685_c0_g1_i4.p1
OG0003773	Shad_tr30589_c1_g1_i1.p1, Shad_tr972_c1_g1_i1.p1	Oula_DN12_c0_g1_i1.p1
OG0003774	Shad_tr14286_c1_g1_i3.p1	Oula_DN2822_c0_g1_i13.p1
OG0003775	Shad_tr43560_c0_g1_i1.p1, Shad_tr2943_c3_g1_i2.p1	Oula_DN1802_c0_g1_i18.p1
OG0003776	Shad_tr11957_c1_g1_i1.p1	Oula_DN18939_c0_g1_i1.p1
OG0003776	Shad_tr81927_c0_g1_i1.p1	Oula_DN17377_c0_g3_i1.p1
OG0003777	Shad_tr7367_c2_g1_i5.p1, Shad_tr12229_c0_g2_i1.p1	Oula_DN7187_c0_g1_i4.p1
OG0003778	Shad_tr20075_c0_g1_i4.p1	Oula_DN12543_c0_g1_i1.p1
OG0003779	Shad_tr18701_c0_g2_i1.p1	Oula_DN19226_c0_g1_i3.p1
OG0003781	Shad_tr24501_c2_g1_i2.p1	Oula_DN10302_c0_g1_i1.p1
OG0003782	Shad_tr370_c3_g1_i7.p1	Oula_DN7930_c0_g1_i5.p1
OG0003783	Shad_tr18578_c1_g1_i6.p1	Oula_DN10050_c0_g1_i1.p1
OG0003785	Shad_tr624_c0_g3_i1.p1	Oula_DN191_c0_g1_i7.p1
OG0003786	Shad_tr30122_c0_g2_i4.p1	Oula_DN5002_c0_g1_i1.p1
OG0003787	Shad_tr14300_c0_g1_i1.p1	Oula_DN3593_c0_g1_i2.p1
OG0003788	Shad_tr54649_c0_g1_i1.p1	Oula_DN18267_c0_g1_i6.p1
OG0003789	Shad_tr4222_c1_g2_i1.p1	Oula_DN745_c0_g1_i2.p1
OG0003790	Shad_tr29714_c1_g1_i8.p1	Oula_DN12566_c0_g1_i3.p1
OG0003791	Shad_tr15289_c0_g1_i14.p1	Oula_DN4147_c0_g1_i1.p1
OG0003792	Shad_tr79108_c0_g1_i1.p1, Shad_tr940_c1_g1_i3.p1	Oula_DN35_c0_g1_i1.p1
OG0003795	Shad_tr17192_c0_g1_i5.p1	Oula_DN1046_c4_g1_i2.p1
OG0003796	Shad_tr4460_c2_g1_i1.p1, Shad_tr12014_c0_g1_i2.p1	Oula_DN5253_c1_g1_i3.p1
OG0003797	Shad_tr8134_c0_g1_i10.p1	Oula_DN6674_c0_g1_i2.p1
OG0003798	Shad_tr23587_c0_g1_i2.p1	Oula_DN7225_c0_g1_i3.p1
OG0003799	Shad_tr1940_c1_g1_i5.p1	Oula_DN11632_c0_g2_i1.p1
OG0003800	Shad_tr4576_c0_g1_i8.p1	Oula_DN150_c0_g1_i7.p1
OG0003801	Shad_tr11192_c0_g5_i1.p1	Oula_DN11021_c0_g1_i1.p1
OG0003802	Shad_tr8160_c0_g1_i10.p1, Shad_tr28021_c0_g1_i1.p1, Shad_tr807_c0_g1_i2.p1	Oula_DN2032_c0_g1_i1.p1, Oula_DN579_c0_g1_i7.p1
OG0003803	Shad_tr27765_c0_g1_i2.p1	Oula_DN2178_c0_g1_i1.p1
OG0003804	Shad_tr11615_c0_g4_i2.p1	Oula_DN6499_c0_g1_i1.p1
OG0003805	Shad_tr5127_c0_g1_i2.p1	Oula_DN8751_c0_g1_i5.p1
OG0003807	Shad_tr1758_c0_g2_i3.p1	Oula_DN6719_c0_g1_i1.p1
OG0003808	Shad_tr11781_c0_g1_i5.p1	Oula_DN2471_c0_g1_i2.p1
OG0003809	Shad_tr37442_c0_g1_i1.p1	Oula_DN11352_c0_g1_i1.p1
OG0003810	Shad_tr10598_c0_g1_i5.p1	Oula_DN18236_c0_g1_i2.p1
OG0003811	Shad_tr1684_c0_g1_i3.p1	Oula_DN5182_c0_g1_i9.p1
OG0003812	Shad_tr1160_c0_g1_i1.p1	Oula_DN6829_c0_g1_i7.p1
OG0003813	Shad_tr8915_c1_g1_i2.p1	Oula_DN37781_c0_g2_i2.p1
OG0003814	Shad_tr55455_c0_g2_i1.p1, Shad_tr55455_c0_g1_i1.p1	Oula_DN10235_c0_g1_i1.p1
OG0003815	Shad_tr10483_c0_g1_i3.p1	Oula_DN4519_c0_g1_i7.p1
OG0003816	Shad_tr2161_c0_g1_i6.p1	Oula_DN17410_c0_g1_i1.p2
OG0003817	Shad_tr12673_c1_g1_i2.p1	Oula_DN6194_c0_g1_i5.p1
OG0003818	Shad_tr58430_c0_g1_i6.p1	Oula_DN2567_c0_g2_i1.p1
OG0003819	Shad_tr3682_c0_g2_i2.p1	Oula_DN2781_c3_g2_i10.p1
OG0003821	Shad_tr8850_c0_g1_i4.p1	Oula_DN62_c2_g1_i5.p1
OG0003822	Shad_tr460_c2_g1_i1.p1	Oula_DN1379_c0_g1_i5.p1
OG0003823	Shad_tr92868_c0_g1_i1.p1	Oula_DN31413_c0_g1_i3.p1
OG0003823	Shad_tr7014_c1_g1_i1.p1	Oula_DN6555_c0_g1_i3.p1
OG0003824	Shad_tr37081_c0_g1_i43.p1	Oula_DN38205_c0_g1_i1.p1
OG0003825	Shad_tr914_c1_g1_i1.p1	Oula_DN6138_c0_g3_i1.p1
OG0003826	Shad_tr2998_c1_g1_i1.p1	Oula_DN10245_c0_g2_i3.p1
OG0003827	Shad_tr3450_c0_g1_i1.p1	Oula_DN3379_c0_g1_i1.p1
OG0003828	Shad_tr12317_c0_g2_i7.p1	Oula_DN2304_c0_g1_i7.p1
OG0003829	Shad_tr14512_c0_g1_i3.p1	Oula_DN32470_c0_g1_i1.p1
OG0003830	Shad_tr61591_c0_g1_i1.p1	Oula_DN8445_c0_g1_i1.p1
OG0003831	Shad_tr13383_c0_g2_i2.p1	Oula_DN9501_c0_g1_i10.p1
OG0003832	Shad_tr12818_c0_g1_i5.p1	Oula_DN25113_c0_g1_i7.p1
OG0003833	Shad_tr14109_c0_g1_i3.p1	Oula_DN12833_c0_g1_i3.p1
OG0003834	Shad_tr13613_c0_g2_i2.p1	Oula_DN7775_c0_g1_i1.p1
OG0003835	Shad_tr12312_c0_g1_i7.p1	Oula_DN13337_c0_g1_i4.p1
OG0003836	Shad_tr10397_c1_g2_i1.p1	Oula_DN9749_c0_g1_i12.p1
OG0003837	Shad_tr3909_c0_g1_i2.p1	Oula_DN4638_c0_g1_i1.p1
OG0003838	Shad_tr28561_c0_g1_i3.p1	Oula_DN6891_c0_g1_i10.p1
OG0003839	Shad_tr11862_c0_g1_i3.p1	Oula_DN11378_c0_g1_i2.p1
OG0003840	Shad_tr28220_c2_g1_i1.p1	Oula_DN32074_c0_g1_i1.p1
OG0003841	Shad_tr4452_c5_g1_i2.p1	Oula_DN8978_c0_g1_i12.p1
OG0003842	Shad_tr9982_c0_g1_i21.p1	Oula_DN6016_c0_g1_i1.p1
OG0003843	Shad_tr15505_c0_g1_i2.p1	Oula_DN23160_c0_g1_i2.p1
OG0003844	Shad_tr10598_c1_g1_i1.p1	Oula_DN10622_c0_g1_i3.p1
OG0003845	Shad_tr35144_c0_g1_i13.p1	Oula_DN780_c0_g1_i1.p1
OG0003846	Shad_tr15169_c0_g1_i12.p1	Oula_DN3088_c0_g1_i10.p1
OG0003847	Shad_tr11995_c0_g1_i4.p1	Oula_DN2784_c0_g1_i11.p1
OG0003848	Shad_tr10561_c0_g1_i5.p1	Oula_DN1408_c4_g1_i1.p1
OG0003849	Shad_tr1478_c0_g1_i17.p1	Oula_DN23776_c0_g1_i3.p1
OG0003850	Shad_tr12047_c0_g1_i1.p1	Oula_DN6917_c0_g1_i5.p1
OG0003851	Shad_tr4297_c0_g1_i13.p1	Oula_DN1568_c1_g1_i11.p1
OG0003852	Shad_tr8796_c1_g1_i1.p1	Oula_DN12175_c0_g1_i1.p1
OG0003853	Shad_tr8346_c4_g1_i1.p1	Oula_DN3008_c4_g1_i1.p1
OG0003854	Shad_tr593_c0_g1_i1.p1	Oula_DN16076_c0_g1_i4.p1
OG0003855	Shad_tr4039_c2_g1_i1.p1	Oula_DN1751_c0_g2_i1.p1
OG0003856	Shad_tr927_c1_g1_i5.p1	Oula_DN229_c0_g1_i8.p1
OG0003857	Shad_tr824_c6_g1_i1.p1	Oula_DN2293_c0_g1_i3.p1
OG0003858	Shad_tr28599_c0_g1_i4.p1	Oula_DN1580_c0_g1_i2.p1
OG0003859	Shad_tr3589_c1_g1_i3.p1	Oula_DN24988_c0_g1_i3.p1
OG0003860	Shad_tr4275_c1_g1_i2.p1, Shad_tr114666_c0_g1_i1.p1	Oula_DN18453_c0_g1_i1.p1
OG0003861	Shad_tr13296_c0_g1_i7.p1	Oula_DN5585_c0_g1_i5.p1
OG0003862	Shad_tr18810_c0_g1_i1.p1	Oula_DN18928_c0_g1_i4.p1
OG0003864	Shad_tr4685_c3_g1_i9.p1	Oula_DN17676_c0_g1_i1.p1
OG0003866	Shad_tr2759_c3_g1_i3.p1	Oula_DN589_c0_g1_i1.p1
OG0003867	Shad_tr2168_c0_g1_i7.p1	Oula_DN28024_c0_g1_i3.p1
OG0003868	Shad_tr15276_c0_g3_i2.p1	Oula_DN27914_c0_g1_i1.p1
OG0003869	Shad_tr6405_c1_g1_i3.p1	Oula_DN5931_c0_g1_i5.p1
OG0003870	Shad_tr5278_c6_g1_i1.p1	Oula_DN5679_c0_g1_i1.p1
OG0003872	Shad_tr28653_c0_g1_i1.p1	Oula_DN44760_c0_g1_i1.p1
OG0003873	Shad_tr23772_c0_g1_i1.p1	Oula_DN28483_c1_g1_i1.p1
OG0003874	Shad_tr14522_c0_g1_i1.p1	Oula_DN7693_c0_g1_i1.p1
OG0003875	Shad_tr1589_c0_g1_i15.p1	Oula_DN9889_c0_g1_i1.p1
OG0003877	Shad_tr33911_c0_g1_i1.p1, Shad_tr165_c0_g1_i15.p1	Oula_DN308_c0_g1_i2.p1
OG0003878	Shad_tr11838_c0_g1_i1.p1	Oula_DN5304_c0_g1_i1.p1
OG0003881	Shad_tr25846_c1_g1_i2.p1	Oula_DN4329_c3_g2_i3.p1
OG0003882	Shad_tr33834_c0_g1_i5.p1	Oula_DN697_c1_g1_i4.p1
OG0003883	Shad_tr2928_c0_g2_i2.p1	Oula_DN583_c0_g1_i1.p1
OG0003884	Shad_tr2433_c10_g1_i1.p1	Oula_DN1733_c0_g1_i1.p1
OG0003885	Shad_tr61551_c0_g1_i1.p1	Oula_DN683_c0_g1_i3.p1
OG0003886	Shad_tr55984_c0_g2_i6.p1, Shad_tr6252_c1_g1_i4.p1	Oula_DN38214_c0_g1_i1.p1
OG0003887	Shad_tr2782_c3_g1_i1.p1	Oula_DN552_c1_g2_i1.p1
OG0003888	Shad_tr6355_c0_g1_i2.p2	Oula_DN1642_c0_g1_i10.p1
OG0003889	Shad_tr11586_c0_g1_i3.p1	Oula_DN7286_c0_g2_i1.p1
OG0003890	Shad_tr16874_c2_g1_i4.p1	Oula_DN31436_c0_g1_i1.p1
OG0003891	Shad_tr8663_c0_g2_i1.p1	Oula_DN15292_c0_g2_i1.p1
OG0003892	Shad_tr77082_c0_g1_i1.p1, Shad_tr59306_c1_g1_i1.p1, Shad_tr835_c2_g1_i8.p1	Oula_DN16141_c0_g1_i1.p1
OG0003893	Shad_tr1629_c0_g1_i10.p1	Oula_DN597_c0_g3_i5.p1, Oula_DN17435_c0_g1_i2.p1
OG0003894	Shad_tr1471_c0_g1_i1.p1	Oula_DN5857_c0_g1_i1.p1
OG0003895	Shad_tr9082_c1_g1_i2.p1	Oula_DN1212_c0_g1_i3.p1
OG0003897	Shad_tr13128_c0_g1_i1.p1	Oula_DN10402_c0_g1_i9.p1
OG0003898	Shad_tr34352_c0_g1_i1.p1, Shad_tr939_c1_g1_i1.p1	Oula_DN9073_c0_g1_i1.p1
OG0003899	Shad_tr11699_c0_g1_i4.p1	Oula_DN7388_c0_g1_i5.p1
OG0003901	Shad_tr14266_c1_g1_i5.p1	Oula_DN22525_c0_g1_i2.p1
OG0003902	Shad_tr5709_c1_g1_i1.p1	Oula_DN8777_c0_g1_i1.p1
OG0003902	Shad_tr87392_c0_g1_i1.p1	Oula_DN8777_c0_g2_i2.p1
OG0003903	Shad_tr3410_c0_g1_i4.p1	Oula_DN1836_c0_g2_i13.p1
OG0003904	Shad_tr7032_c1_g2_i1.p1	Oula_DN1816_c0_g1_i2.p1
OG0003905	Shad_tr8850_c2_g1_i1.p1	Oula_DN1732_c0_g1_i1.p1
OG0003906	Shad_tr6397_c0_g1_i2.p1	Oula_DN56_c0_g3_i4.p1
OG0003907	Shad_tr363_c0_g1_i1.p1	Oula_DN9475_c0_g1_i1.p1
OG0003908	Shad_tr30352_c1_g1_i1.p1	Oula_DN15105_c0_g1_i6.p1
OG0003909	Shad_tr12776_c3_g1_i1.p1	Oula_DN24985_c0_g1_i1.p1
OG0003909	Shad_tr13348_c0_g2_i1.p1	Oula_DN12812_c1_g1_i1.p1
OG0003910	Shad_tr35493_c0_g1_i1.p1	Oula_DN29025_c0_g1_i2.p1
OG0003911	Shad_tr12751_c0_g1_i7.p1	Oula_DN21819_c0_g1_i2.p1
OG0003912	Shad_tr11014_c1_g2_i2.p1	Oula_DN21105_c0_g2_i1.p1
OG0003913	Shad_tr34045_c0_g1_i1.p1	Oula_DN24686_c0_g1_i1.p1
OG0003914	Shad_tr6937_c8_g1_i1.p1	Oula_DN567_c2_g1_i2.p1
OG0003915	Shad_tr4949_c1_g1_i2.p1	Oula_DN1708_c0_g1_i2.p1
OG0003916	Shad_tr19081_c0_g1_i7.p1	Oula_DN17447_c0_g1_i6.p1
OG0003918	Shad_tr11363_c1_g1_i1.p1	Oula_DN20080_c0_g1_i1.p1
OG0003919	Shad_tr37033_c1_g1_i2.p1	Oula_DN13515_c0_g2_i2.p1
