Orthogroup	Stichodactyla_haddoni_longest_pep	Heteractic_macgnifica_longest_pep
OG0005634	Shad_tr13742_c0_g1_i3.p1	Hmag_tr698_c0_g1_i19.p1
OG0005635	Shad_tr20543_c0_g1_i2.p1	Hmag_tr5029_c1_g1_i4.p1
OG0005637	Shad_tr9319_c2_g1_i3.p1	Hmag_tr5165_c1_g1_i9.p1
OG0005638	Shad_tr6356_c0_g1_i1.p1	Hmag_tr1784_c0_g1_i2.p1
OG0005639	Shad_tr182_c2_g1_i2.p1	Hmag_tr2104_c1_g1_i4.p1
OG0005640	Shad_tr17433_c2_g1_i1.p1	Hmag_tr17101_c0_g1_i1.p1
OG0005641	Shad_tr8518_c2_g2_i5.p1	Hmag_tr101_c0_g1_i2.p1
OG0005642	Shad_tr10386_c1_g1_i2.p1	Hmag_tr11461_c2_g2_i3.p1
OG0005643	Shad_tr8937_c0_g2_i1.p1	Hmag_tr7931_c1_g2_i2.p1
OG0005644	Shad_tr39579_c1_g1_i1.p1, Shad_tr12570_c0_g1_i1.p1, Shad_tr13492_c1_g1_i1.p1	Hmag_tr3045_c0_g1_i1.p1
OG0005645	Shad_tr12999_c0_g1_i4.p1, Shad_tr9085_c1_g1_i16.p1	Hmag_tr27156_c0_g2_i5.p1
OG0005646	Shad_tr92362_c0_g1_i1.p1	Hmag_tr84134_c0_g1_i1.p1
OG0005647	Shad_tr52962_c0_g1_i7.p1	Hmag_tr6222_c0_g1_i11.p1
OG0005648	Shad_tr6948_c0_g1_i1.p1	Hmag_tr4271_c0_g1_i9.p1
OG0005649	Shad_tr20897_c0_g1_i1.p1	Hmag_tr17099_c1_g1_i4.p1
OG0005649	Shad_tr18023_c3_g1_i1.p1	Hmag_tr17099_c1_g3_i1.p1
OG0005650	Shad_tr27315_c1_g2_i1.p1	Hmag_tr7276_c1_g1_i4.p1
OG0005651	Shad_tr2905_c0_g1_i26.p1	Hmag_tr2789_c0_g1_i7.p1
OG0005652	Shad_tr7226_c1_g2_i1.p1	Hmag_tr39212_c0_g2_i2.p1
OG0005653	Shad_tr11294_c2_g1_i8.p1	Hmag_tr7184_c0_g1_i7.p1, Hmag_tr26504_c0_g1_i3.p1
OG0005654	Shad_tr7723_c0_g1_i3.p1	Hmag_tr32688_c1_g1_i1.p1
OG0005655	Shad_tr7858_c0_g1_i5.p1	Hmag_tr5721_c0_g1_i1.p1
OG0005656	Shad_tr2728_c0_g2_i1.p1	Hmag_tr4873_c0_g1_i2.p1
OG0005657	Shad_tr6594_c0_g2_i1.p1	Hmag_tr11573_c0_g1_i3.p1
OG0005658	Shad_tr5251_c0_g1_i16.p1	Hmag_tr25075_c0_g1_i7.p1
OG0005659	Shad_tr3364_c0_g2_i2.p1	Hmag_tr8585_c0_g1_i1.p1
OG0005660	Shad_tr54714_c0_g1_i10.p1	Hmag_tr6573_c0_g1_i13.p1, Hmag_tr29185_c1_g2_i1.p1
OG0005661	Shad_tr11503_c1_g1_i2.p1	Hmag_tr7773_c0_g1_i1.p1
OG0005662	Shad_tr6674_c0_g1_i3.p1	Hmag_tr37679_c0_g1_i1.p1
OG0005664	Shad_tr25883_c0_g2_i7.p1	Hmag_tr16308_c0_g2_i1.p1
OG0005665	Shad_tr30531_c0_g1_i2.p1	Hmag_tr12297_c0_g1_i1.p1
OG0005666	Shad_tr602_c2_g1_i1.p1	Hmag_tr4976_c0_g1_i2.p1
OG0005667	Shad_tr8924_c0_g1_i10.p1	Hmag_tr8365_c0_g1_i2.p1
OG0005668	Shad_tr35863_c0_g1_i1.p1	Hmag_tr5234_c1_g1_i1.p1
OG0005669	Shad_tr15572_c0_g2_i10.p1	Hmag_tr19393_c0_g1_i2.p1
OG0005670	Shad_tr1809_c3_g1_i3.p1	Hmag_tr35884_c0_g1_i12.p1
OG0005671	Shad_tr15118_c0_g2_i3.p1	Hmag_tr1709_c0_g1_i2.p1
OG0005672	Shad_tr20583_c0_g1_i4.p1	Hmag_tr28666_c0_g1_i6.p1
OG0005673	Shad_tr26376_c0_g1_i1.p1	Hmag_tr11608_c0_g1_i2.p1
OG0005674	Shad_tr2875_c0_g1_i2.p1	Hmag_tr1679_c0_g1_i3.p1
OG0005675	Shad_tr39079_c0_g1_i16.p1	Hmag_tr3526_c0_g3_i3.p1
OG0005676	Shad_tr32963_c0_g1_i5.p1	Hmag_tr8787_c0_g1_i8.p1
OG0005677	Shad_tr11929_c0_g1_i1.p1	Hmag_tr22326_c0_g1_i1.p1
OG0005678	Shad_tr16582_c1_g2_i1.p1	Hmag_tr17747_c0_g1_i3.p1
OG0005679	Shad_tr21586_c0_g2_i1.p1	Hmag_tr7544_c3_g1_i1.p1
OG0005680	Shad_tr8688_c0_g1_i5.p1	Hmag_tr27189_c0_g1_i3.p1
OG0005681	Shad_tr4980_c0_g1_i17.p1	Hmag_tr24428_c0_g1_i2.p1
OG0005682	Shad_tr4814_c0_g2_i1.p1	Hmag_tr2699_c0_g1_i1.p1
OG0005684	Shad_tr30437_c2_g1_i1.p1	Hmag_tr17810_c2_g1_i1.p1
OG0005685	Shad_tr1404_c0_g1_i10.p1	Hmag_tr1211_c1_g1_i1.p1
OG0005686	Shad_tr92662_c0_g1_i1.p1	Hmag_tr8433_c0_g1_i1.p1
OG0005687	Shad_tr15324_c0_g1_i3.p1	Hmag_tr11737_c0_g1_i7.p1
OG0005688	Shad_tr4287_c0_g1_i1.p1	Hmag_tr9553_c0_g1_i1.p1
OG0005689	Shad_tr28378_c1_g1_i4.p1	Hmag_tr16490_c0_g1_i5.p1
OG0005690	Shad_tr303_c0_g1_i1.p1	Hmag_tr92114_c0_g1_i1.p1
OG0005691	Shad_tr41280_c1_g1_i1.p1	Hmag_tr17864_c1_g1_i2.p1
OG0005693	Shad_tr4967_c0_g1_i2.p1	Hmag_tr24831_c0_g2_i5.p1
OG0005694	Shad_tr2788_c0_g2_i2.p1	Hmag_tr1301_c0_g1_i2.p1
OG0005695	Shad_tr9273_c0_g1_i14.p1	Hmag_tr1822_c0_g1_i4.p1
OG0005697	Shad_tr2963_c0_g1_i1.p1	Hmag_tr1663_c7_g1_i1.p1
OG0005698	Shad_tr1344_c5_g1_i3.p1	Hmag_tr12530_c0_g1_i1.p1
OG0005699	Shad_tr27044_c1_g1_i4.p1	Hmag_tr2773_c0_g1_i2.p1
OG0005700	Shad_tr14386_c0_g1_i4.p1	Hmag_tr91422_c0_g1_i1.p1
OG0005701	Shad_tr238_c7_g1_i2.p1	Hmag_tr1296_c0_g2_i1.p1
OG0005702	Shad_tr8446_c1_g1_i1.p1	Hmag_tr14906_c1_g1_i6.p1
OG0005703	Shad_tr9527_c0_g1_i1.p1	Hmag_tr2053_c0_g1_i1.p1
OG0005704	Shad_tr9417_c2_g1_i3.p1	Hmag_tr33042_c0_g1_i3.p1
OG0005705	Shad_tr15403_c0_g3_i1.p1	Hmag_tr295_c2_g1_i2.p1
OG0005706	Shad_tr40533_c1_g1_i1.p1	Hmag_tr16051_c0_g1_i1.p1
OG0005707	Shad_tr20449_c0_g1_i1.p1	Hmag_tr5486_c2_g1_i2.p1
OG0005708	Shad_tr8775_c0_g2_i1.p1	Hmag_tr3352_c0_g2_i4.p1
OG0005709	Shad_tr5729_c0_g1_i1.p1	Hmag_tr5147_c0_g1_i1.p1
OG0005710	Shad_tr1489_c14_g1_i1.p1	Hmag_tr10709_c0_g3_i1.p1
OG0005711	Shad_tr2199_c4_g1_i1.p1	Hmag_tr1619_c0_g4_i1.p1
OG0005712	Shad_tr8685_c1_g1_i2.p1	Hmag_tr19741_c0_g1_i3.p1
OG0005713	Shad_tr8109_c0_g1_i1.p1	Hmag_tr3728_c0_g1_i2.p1
OG0005714	Shad_tr11489_c0_g1_i19.p1	Hmag_tr39199_c0_g1_i1.p1
OG0005715	Shad_tr13453_c0_g1_i3.p1	Hmag_tr39894_c1_g2_i2.p1
OG0005716	Shad_tr1684_c4_g1_i1.p1	Hmag_tr3241_c1_g1_i2.p1
OG0005717	Shad_tr4455_c0_g1_i1.p1	Hmag_tr2006_c0_g1_i1.p1
OG0005718	Shad_tr10572_c2_g1_i3.p1	Hmag_tr29786_c0_g1_i2.p1
OG0005719	Shad_tr15373_c0_g2_i1.p1	Hmag_tr57616_c0_g1_i1.p1
OG0005720	Shad_tr20059_c0_g1_i1.p1	Hmag_tr4188_c1_g1_i1.p1
OG0005721	Shad_tr5334_c0_g1_i3.p1	Hmag_tr85299_c0_g1_i1.p1
OG0005722	Shad_tr41072_c0_g1_i4.p1	Hmag_tr3064_c0_g1_i3.p1
OG0005723	Shad_tr8240_c0_g2_i11.p1	Hmag_tr8242_c0_g1_i1.p1
OG0005724	Shad_tr25439_c0_g2_i2.p1	Hmag_tr24150_c0_g1_i1.p1
OG0005725	Shad_tr47852_c0_g1_i2.p1	Hmag_tr53081_c0_g1_i1.p1
OG0005726	Shad_tr7250_c0_g1_i2.p1	Hmag_tr46659_c0_g1_i1.p1
OG0005727	Shad_tr4053_c0_g1_i17.p1	Hmag_tr486_c3_g1_i2.p1, Hmag_tr6240_c2_g1_i1.p1
OG0005728	Shad_tr68852_c0_g1_i1.p1	Hmag_tr3009_c0_g1_i1.p1
OG0005729	Shad_tr14215_c0_g1_i2.p1	Hmag_tr7535_c0_g1_i3.p1
OG0005731	Shad_tr867_c0_g2_i1.p1	Hmag_tr4938_c0_g1_i1.p1
OG0005732	Shad_tr25196_c0_g1_i1.p1	Hmag_tr42604_c0_g1_i1.p1
OG0005733	Shad_tr5368_c0_g1_i3.p1	Hmag_tr3512_c1_g1_i5.p1
OG0005734	Shad_tr448_c0_g1_i15.p1	Hmag_tr141_c0_g2_i3.p1
OG0005735	Shad_tr21870_c0_g2_i3.p1	Hmag_tr23335_c0_g1_i1.p1
OG0005736	Shad_tr1339_c0_g4_i1.p1	Hmag_tr2111_c0_g1_i2.p1
OG0005737	Shad_tr4143_c0_g1_i1.p1	Hmag_tr3172_c0_g2_i1.p1
OG0005738	Shad_tr11721_c0_g1_i3.p1	Hmag_tr10063_c0_g2_i1.p1
OG0005739	Shad_tr246_c0_g1_i1.p1	Hmag_tr306_c0_g1_i20.p1
OG0005740	Shad_tr4452_c0_g1_i1.p1	Hmag_tr13885_c0_g2_i1.p1
OG0005741	Shad_tr12033_c1_g1_i7.p1	Hmag_tr20119_c2_g1_i2.p1
OG0005742	Shad_tr88728_c0_g1_i1.p1	Hmag_tr103_c0_g1_i1.p1
OG0005743	Shad_tr1597_c6_g1_i1.p1	Hmag_tr5065_c0_g1_i2.p1
OG0005744	Shad_tr4735_c0_g1_i10.p1	Hmag_tr12028_c0_g1_i7.p1
OG0005745	Shad_tr238_c4_g1_i1.p1	Hmag_tr1614_c0_g1_i1.p1
OG0005746	Shad_tr23780_c0_g1_i1.p1	Hmag_tr6018_c0_g1_i1.p1
OG0005747	Shad_tr16256_c0_g1_i3.p1	Hmag_tr6674_c0_g1_i3.p1
OG0005748	Shad_tr9035_c0_g1_i9.p1	Hmag_tr2470_c0_g1_i2.p1
OG0005749	Shad_tr4275_c2_g1_i7.p1	Hmag_tr22314_c0_g1_i3.p1
OG0005750	Shad_tr15795_c0_g1_i2.p1	Hmag_tr6088_c0_g1_i2.p1
OG0005751	Shad_tr1062_c4_g1_i2.p1	Hmag_tr4986_c0_g1_i6.p1
OG0005752	Shad_tr4371_c2_g1_i1.p1	Hmag_tr12743_c1_g1_i1.p1
OG0005753	Shad_tr8126_c1_g1_i1.p1	Hmag_tr4774_c0_g1_i8.p1
OG0005754	Shad_tr515_c11_g1_i2.p1	Hmag_tr29109_c0_g1_i1.p1
OG0005755	Shad_tr29770_c0_g1_i4.p1	Hmag_tr4195_c1_g2_i3.p1
OG0005756	Shad_tr9319_c1_g1_i2.p1	Hmag_tr3079_c0_g1_i7.p1
OG0005757	Shad_tr3498_c0_g1_i8.p1	Hmag_tr7475_c1_g1_i3.p1
OG0005759	Shad_tr8838_c0_g1_i1.p1	Hmag_tr8083_c0_g1_i1.p1
OG0005760	Shad_tr6658_c0_g2_i3.p1	Hmag_tr1281_c0_g4_i1.p1
OG0005761	Shad_tr3609_c0_g1_i3.p1	Hmag_tr562_c0_g1_i1.p1
OG0005762	Shad_tr20998_c1_g3_i1.p1	Hmag_tr16322_c0_g1_i3.p1
OG0005763	Shad_tr3483_c0_g1_i1.p1	Hmag_tr3455_c0_g1_i10.p1
OG0005764	Shad_tr9969_c0_g1_i3.p1	Hmag_tr21661_c0_g1_i1.p1
OG0005765	Shad_tr25845_c0_g1_i6.p1	Hmag_tr11906_c0_g1_i2.p1
OG0005766	Shad_tr18693_c0_g2_i3.p1	Hmag_tr4982_c0_g1_i2.p1
OG0005768	Shad_tr284_c2_g2_i4.p1	Hmag_tr11695_c0_g1_i1.p1
OG0005769	Shad_tr4798_c0_g1_i11.p1	Hmag_tr17556_c0_g1_i4.p1
OG0005770	Shad_tr8943_c0_g1_i3.p1	Hmag_tr28298_c0_g1_i1.p1
OG0005771	Shad_tr4926_c0_g2_i6.p1	Hmag_tr7431_c1_g1_i2.p1
OG0005772	Shad_tr7734_c0_g1_i2.p1	Hmag_tr1670_c6_g1_i1.p1, Hmag_tr8851_c0_g4_i1.p1
OG0005773	Shad_tr9119_c0_g2_i1.p1	Hmag_tr20720_c0_g1_i1.p1
OG0005774	Shad_tr57022_c0_g1_i5.p1	Hmag_tr925_c0_g1_i1.p1
OG0005775	Shad_tr17395_c1_g1_i1.p1	Hmag_tr33926_c0_g3_i2.p1
OG0005776	Shad_tr45498_c0_g1_i1.p1	Hmag_tr28878_c0_g1_i8.p1
OG0005777	Shad_tr28554_c0_g1_i2.p1	Hmag_tr5156_c0_g1_i1.p1
OG0005778	Shad_tr59119_c0_g2_i2.p1	Hmag_tr19871_c0_g1_i2.p1
OG0005779	Shad_tr15907_c2_g2_i4.p1	Hmag_tr3274_c5_g1_i1.p1
OG0005780	Shad_tr2101_c0_g1_i1.p1	Hmag_tr1073_c1_g1_i1.p1
OG0005781	Shad_tr10561_c2_g1_i11.p1	Hmag_tr18098_c0_g1_i16.p1
OG0005782	Shad_tr24791_c1_g1_i1.p1	Hmag_tr5667_c1_g1_i1.p1
OG0005783	Shad_tr28398_c0_g1_i29.p1	Hmag_tr10118_c0_g1_i11.p1
OG0005784	Shad_tr3478_c2_g1_i2.p1	Hmag_tr16365_c0_g1_i1.p1
OG0005785	Shad_tr1344_c2_g1_i9.p1	Hmag_tr4656_c0_g1_i5.p1
OG0005787	Shad_tr5304_c3_g1_i4.p1	Hmag_tr10335_c0_g1_i8.p1
OG0005788	Shad_tr2873_c0_g2_i2.p1	Hmag_tr288_c5_g1_i2.p1
OG0005789	Shad_tr6399_c1_g1_i3.p1	Hmag_tr2395_c0_g1_i12.p1
OG0005790	Shad_tr8885_c0_g2_i5.p1	Hmag_tr21200_c0_g4_i3.p1
OG0005791	Shad_tr5615_c0_g1_i2.p1, Shad_tr13261_c0_g2_i2.p1, Shad_tr13261_c0_g3_i2.p1	Hmag_tr40851_c0_g2_i2.p1
OG0005792	Shad_tr1596_c0_g1_i1.p1	Hmag_tr187_c0_g2_i1.p1
OG0005793	Shad_tr20804_c1_g1_i2.p1, Shad_tr36112_c0_g1_i1.p1	Hmag_tr2004_c4_g1_i1.p1
OG0005794	Shad_tr10434_c0_g1_i3.p1	Hmag_tr11033_c0_g2_i2.p1
OG0005795	Shad_tr15098_c0_g1_i4.p1	Hmag_tr150_c3_g1_i3.p1
OG0005796	Shad_tr8468_c0_g1_i3.p1	Hmag_tr20387_c0_g1_i3.p1
OG0005797	Shad_tr4591_c0_g1_i2.p1	Hmag_tr951_c0_g1_i3.p1
OG0005798	Shad_tr3765_c0_g1_i14.p1	Hmag_tr8554_c0_g1_i3.p1
OG0005799	Shad_tr8803_c0_g1_i2.p1	Hmag_tr36376_c0_g2_i1.p1
OG0005800	Shad_tr8394_c1_g1_i11.p1	Hmag_tr1085_c5_g1_i1.p1
OG0005801	Shad_tr41359_c0_g1_i10.p1	Hmag_tr5896_c0_g1_i27.p1
OG0005802	Shad_tr30491_c2_g1_i1.p1	Hmag_tr4567_c0_g1_i1.p1
OG0005803	Shad_tr4540_c2_g1_i1.p1	Hmag_tr7094_c1_g2_i1.p1
OG0005804	Shad_tr35423_c0_g1_i2.p1	Hmag_tr52176_c1_g1_i1.p1
OG0005805	Shad_tr1906_c0_g1_i1.p1	Hmag_tr27717_c0_g1_i3.p1
OG0005806	Shad_tr10503_c0_g1_i2.p1	Hmag_tr13154_c1_g2_i1.p1
OG0005807	Shad_tr99921_c0_g1_i1.p1	Hmag_tr12134_c0_g1_i1.p1
OG0005808	Shad_tr274_c0_g1_i12.p1	Hmag_tr1659_c1_g1_i6.p1
OG0005809	Shad_tr1335_c0_g2_i2.p1	Hmag_tr25186_c0_g1_i7.p1
OG0005810	Shad_tr9092_c2_g1_i1.p1	Hmag_tr5594_c0_g4_i1.p1
OG0005811	Shad_tr64744_c0_g1_i1.p1	Hmag_tr12365_c0_g1_i1.p1
OG0005812	Shad_tr54558_c0_g1_i1.p1	Hmag_tr1169_c0_g2_i3.p1
OG0005813	Shad_tr7577_c0_g1_i4.p1	Hmag_tr7993_c0_g1_i1.p1
OG0005814	Shad_tr14018_c0_g1_i6.p1	Hmag_tr4657_c0_g2_i1.p1
OG0005815	Shad_tr13365_c0_g1_i3.p1	Hmag_tr18919_c0_g1_i2.p1
OG0005816	Shad_tr1716_c0_g1_i4.p1	Hmag_tr55523_c0_g1_i1.p1
OG0005817	Shad_tr8181_c3_g1_i1.p1	Hmag_tr2343_c0_g1_i1.p1
OG0005818	Shad_tr8032_c0_g1_i5.p1	Hmag_tr15305_c0_g3_i3.p1
OG0005819	Shad_tr9806_c0_g1_i8.p1	Hmag_tr16261_c0_g2_i1.p1
OG0005820	Shad_tr1184_c3_g1_i2.p1	Hmag_tr1881_c0_g1_i2.p1
OG0005821	Shad_tr3170_c1_g1_i6.p1	Hmag_tr5422_c0_g2_i1.p1
OG0005822	Shad_tr4242_c0_g1_i1.p1	Hmag_tr2524_c0_g2_i1.p1
OG0005823	Shad_tr9375_c0_g2_i3.p1	Hmag_tr6660_c0_g1_i3.p1
OG0005824	Shad_tr36763_c1_g1_i6.p1	Hmag_tr12454_c1_g2_i3.p1
OG0005825	Shad_tr5912_c0_g2_i16.p1	Hmag_tr32120_c0_g1_i23.p1
OG0005826	Shad_tr4465_c1_g1_i1.p1	Hmag_tr8709_c0_g1_i1.p1
OG0005827	Shad_tr2382_c0_g1_i5.p1	Hmag_tr7635_c1_g2_i1.p1
OG0005828	Shad_tr13019_c0_g1_i1.p1	Hmag_tr4653_c3_g1_i1.p1
OG0005829	Shad_tr5953_c0_g2_i4.p1	Hmag_tr39608_c0_g1_i3.p1
OG0005830	Shad_tr24576_c0_g1_i11.p1	Hmag_tr60359_c0_g1_i1.p1, Hmag_tr13143_c1_g1_i1.p2
OG0005831	Shad_tr11441_c0_g1_i1.p1	Hmag_tr26194_c0_g2_i1.p1
OG0005832	Shad_tr8998_c0_g1_i11.p1	Hmag_tr5443_c3_g1_i3.p1
OG0005833	Shad_tr11593_c0_g2_i8.p1	Hmag_tr1286_c0_g1_i3.p1
OG0005834	Shad_tr98049_c0_g1_i1.p1	Hmag_tr14384_c0_g1_i2.p1
OG0005835	Shad_tr4261_c5_g1_i1.p1	Hmag_tr6637_c0_g1_i2.p1
OG0005836	Shad_tr2255_c4_g1_i9.p1	Hmag_tr9305_c0_g1_i16.p1
OG0005837	Shad_tr952_c0_g1_i2.p1	Hmag_tr2686_c0_g1_i6.p1
OG0005838	Shad_tr4685_c8_g1_i1.p1	Hmag_tr28584_c0_g3_i1.p1
OG0005839	Shad_tr40785_c2_g1_i2.p1	Hmag_tr9805_c2_g1_i1.p1
OG0005840	Shad_tr12600_c0_g1_i4.p1	Hmag_tr917_c0_g1_i1.p1
OG0005841	Shad_tr7060_c6_g1_i2.p1, Shad_tr21215_c1_g1_i2.p1	Hmag_tr7888_c0_g1_i7.p1
OG0005842	Shad_tr19318_c0_g1_i1.p1	Hmag_tr8650_c0_g1_i2.p1
OG0005843	Shad_tr162_c1_g1_i1.p1	Hmag_tr2092_c0_g2_i2.p1
OG0005844	Shad_tr68901_c0_g1_i1.p2	Hmag_tr96996_c1_g1_i1.p1
OG0005844	Shad_tr106658_c0_g1_i1.p1	Hmag_tr38966_c1_g1_i5.p2
OG0005845	Shad_tr18193_c0_g1_i1.p1	Hmag_tr9281_c0_g3_i1.p1
OG0005846	Shad_tr35585_c0_g1_i14.p1	Hmag_tr24118_c0_g1_i2.p1
OG0005847	Shad_tr40359_c0_g1_i1.p1	Hmag_tr6646_c0_g1_i1.p1
OG0005848	Shad_tr41955_c0_g1_i1.p1	Hmag_tr18365_c0_g1_i2.p1
OG0005849	Shad_tr23343_c0_g1_i1.p1	Hmag_tr92467_c0_g1_i2.p1
OG0005850	Shad_tr2455_c1_g1_i1.p1	Hmag_tr3294_c0_g1_i4.p1
OG0005851	Shad_tr34131_c0_g1_i2.p1	Hmag_tr3458_c0_g1_i1.p1
OG0005852	Shad_tr5386_c0_g1_i8.p1	Hmag_tr1676_c1_g1_i1.p1
OG0005853	Shad_tr2611_c2_g1_i3.p1	Hmag_tr689_c1_g1_i3.p1
OG0005854	Shad_tr2093_c1_g1_i1.p1	Hmag_tr4895_c0_g1_i1.p1
OG0005855	Shad_tr551_c4_g1_i16.p1	Hmag_tr1448_c8_g1_i1.p1
OG0005856	Shad_tr21580_c1_g1_i1.p1	Hmag_tr345_c1_g1_i1.p1
OG0005857	Shad_tr1320_c0_g1_i2.p1	Hmag_tr18452_c1_g1_i1.p1
OG0005858	Shad_tr12689_c0_g1_i2.p1	Hmag_tr8776_c0_g1_i2.p1
OG0005859	Shad_tr7186_c0_g1_i9.p1	Hmag_tr181_c0_g2_i1.p1
OG0005860	Shad_tr22870_c1_g1_i5.p1	Hmag_tr13634_c0_g1_i2.p1
OG0005861	Shad_tr31861_c3_g1_i1.p1	Hmag_tr19634_c0_g1_i1.p1
OG0005862	Shad_tr10760_c0_g4_i1.p1	Hmag_tr56921_c0_g1_i1.p1
OG0005863	Shad_tr95818_c0_g1_i1.p1	Hmag_tr1032_c0_g1_i1.p1
OG0005864	Shad_tr31662_c0_g1_i1.p1	Hmag_tr8472_c0_g1_i7.p1
OG0005865	Shad_tr4984_c0_g1_i9.p1	Hmag_tr3698_c0_g1_i2.p1
OG0005866	Shad_tr1344_c9_g1_i15.p2	Hmag_tr21914_c0_g1_i9.p1
OG0005867	Shad_tr8149_c0_g1_i16.p1	Hmag_tr1669_c0_g2_i9.p1
OG0005868	Shad_tr4487_c2_g1_i1.p1	Hmag_tr4498_c1_g1_i1.p1
OG0005869	Shad_tr3504_c0_g2_i6.p1	Hmag_tr109_c0_g1_i5.p1, Hmag_tr34724_c1_g1_i1.p1
OG0005870	Shad_tr2396_c10_g1_i1.p1	Hmag_tr10839_c1_g1_i1.p1
OG0005871	Shad_tr16423_c0_g1_i47.p1	Hmag_tr11900_c0_g1_i15.p1
OG0005872	Shad_tr1636_c0_g1_i6.p1	Hmag_tr3557_c0_g1_i3.p1
OG0005873	Shad_tr89710_c0_g1_i1.p1	Hmag_tr1383_c2_g3_i1.p1
OG0005874	Shad_tr19796_c1_g2_i1.p1	Hmag_tr57452_c0_g1_i1.p1
OG0005875	Shad_tr10522_c2_g1_i2.p1	Hmag_tr41634_c0_g1_i1.p1
OG0005876	Shad_tr3707_c0_g2_i10.p1	Hmag_tr272_c0_g1_i1.p1
OG0005877	Shad_tr482_c18_g1_i1.p1	Hmag_tr6871_c0_g1_i1.p1
OG0005878	Shad_tr1465_c0_g1_i1.p1	Hmag_tr421_c0_g1_i1.p1
OG0005879	Shad_tr2906_c0_g1_i1.p1	Hmag_tr9271_c0_g1_i8.p1
OG0005880	Shad_tr80_c1_g1_i1.p1	Hmag_tr266_c7_g1_i2.p1
OG0005881	Shad_tr675_c5_g1_i1.p1, Shad_tr1274_c0_g3_i1.p2	Hmag_tr3277_c0_g2_i6.p1
OG0005882	Shad_tr216_c0_g3_i1.p1	Hmag_tr84_c3_g1_i1.p1
OG0005883	Shad_tr1232_c2_g1_i1.p1	Hmag_tr9976_c0_g2_i2.p1
OG0005884	Shad_tr6134_c1_g2_i1.p1	Hmag_tr633_c0_g1_i5.p1
OG0005885	Shad_tr35892_c2_g1_i5.p1	Hmag_tr21540_c2_g1_i4.p1
OG0005886	Shad_tr24540_c1_g1_i13.p1	Hmag_tr12047_c3_g1_i3.p1
OG0005887	Shad_tr1016_c1_g1_i1.p1	Hmag_tr21544_c0_g1_i2.p1
OG0005888	Shad_tr13164_c1_g1_i1.p1	Hmag_tr5950_c0_g3_i1.p1
OG0005889	Shad_tr2481_c0_g2_i1.p1	Hmag_tr14171_c0_g2_i2.p1
OG0005890	Shad_tr25977_c0_g3_i1.p1	Hmag_tr4984_c0_g1_i6.p1
OG0005891	Shad_tr15676_c0_g1_i2.p1	Hmag_tr20129_c0_g2_i3.p1
OG0005892	Shad_tr2287_c0_g1_i1.p1	Hmag_tr3856_c1_g1_i2.p1
OG0005893	Shad_tr2788_c0_g1_i5.p1	Hmag_tr16462_c0_g1_i1.p1
OG0005894	Shad_tr15419_c0_g1_i2.p1	Hmag_tr2145_c0_g2_i2.p1
OG0005895	Shad_tr2343_c0_g1_i1.p1	Hmag_tr11415_c0_g1_i5.p1
OG0005896	Shad_tr2710_c2_g1_i1.p1	Hmag_tr26900_c0_g3_i1.p1
OG0005897	Shad_tr43185_c0_g2_i1.p1	Hmag_tr3792_c0_g1_i12.p1
OG0005898	Shad_tr56375_c1_g1_i5.p1	Hmag_tr15946_c2_g1_i1.p1
OG0005898	Shad_tr3050_c2_g1_i1.p1	Hmag_tr10247_c0_g4_i1.p1
OG0005899	Shad_tr3260_c0_g1_i2.p1	Hmag_tr3986_c5_g3_i1.p1
OG0005900	Shad_tr15637_c0_g1_i2.p1	Hmag_tr14216_c0_g1_i2.p1
OG0005901	Shad_tr26604_c2_g1_i1.p1	Hmag_tr5377_c1_g1_i3.p1
OG0005902	Shad_tr41527_c1_g1_i3.p1	Hmag_tr3740_c1_g2_i1.p1
OG0005903	Shad_tr1319_c0_g1_i1.p1	Hmag_tr1538_c0_g1_i1.p1
OG0005904	Shad_tr3866_c0_g1_i4.p1	Hmag_tr11337_c2_g1_i4.p1
OG0005905	Shad_tr36409_c0_g1_i2.p1	Hmag_tr3177_c4_g1_i2.p1
OG0005906	Shad_tr13833_c0_g1_i2.p1	Hmag_tr23065_c2_g1_i7.p1
OG0005907	Shad_tr25351_c0_g1_i4.p1	Hmag_tr40329_c0_g1_i1.p1
OG0005908	Shad_tr5642_c0_g1_i10.p1	Hmag_tr3898_c0_g2_i2.p1
OG0005909	Shad_tr13507_c1_g1_i3.p1	Hmag_tr815_c1_g1_i1.p1
OG0005910	Shad_tr8448_c1_g1_i1.p1	Hmag_tr18476_c0_g1_i1.p1
OG0005911	Shad_tr42399_c0_g2_i5.p2	Hmag_tr155_c2_g1_i1.p1
OG0005912	Shad_tr691_c1_g1_i2.p1	Hmag_tr246_c17_g1_i1.p1
OG0005913	Shad_tr38697_c1_g1_i4.p1	Hmag_tr8613_c0_g1_i7.p1
OG0005914	Shad_tr4308_c0_g1_i3.p1	Hmag_tr11297_c0_g1_i6.p1
OG0005915	Shad_tr32787_c0_g1_i6.p1	Hmag_tr29860_c0_g1_i1.p1
OG0005916	Shad_tr388_c6_g1_i1.p1	Hmag_tr2173_c0_g1_i1.p1
OG0005917	Shad_tr23265_c0_g1_i1.p1	Hmag_tr19462_c0_g1_i2.p1
OG0005918	Shad_tr19403_c1_g1_i5.p1	Hmag_tr256_c9_g1_i1.p1
