Orthogroup	Stichodactyla_haddoni_longest_pep	Actinia_tenebrosa_longest_pep
OG0005567	Shad_tr3367_c0_g1_i1.p1	Acte_DN2628_c1_g1_i2.p1
OG0005568	Shad_tr9054_c1_g1_i11.p1	Acte_DN6455_c1_g1_i1.p1
OG0005569	Shad_tr9068_c0_g1_i1.p1	Acte_DN6365_c0_g1_i1.p1
OG0005570	Shad_tr11046_c0_g1_i1.p1	Acte_DN8562_c0_g1_i1.p1
OG0005571	Shad_tr7630_c1_g1_i2.p1	Acte_DN2971_c1_g2_i1.p1
OG0005572	Shad_tr6046_c0_g1_i1.p1	Acte_DN1181_c1_g3_i1.p1
OG0005573	Shad_tr35701_c0_g1_i2.p1	Acte_DN312_c3_g1_i1.p1
OG0005574	Shad_tr2481_c4_g1_i1.p1	Acte_DN16779_c0_g1_i1.p1
OG0005575	Shad_tr7921_c1_g1_i7.p1	Acte_DN8981_c0_g1_i1.p1
OG0005576	Shad_tr5090_c1_g2_i1.p1	Acte_DN8189_c1_g1_i4.p1
OG0005577	Shad_tr7057_c0_g1_i2.p1	Acte_DN1091_c1_g1_i3.p1
OG0005578	Shad_tr16048_c0_g1_i43.p1	Acte_DN13693_c0_g1_i4.p1
OG0005579	Shad_tr11205_c0_g1_i27.p1	Acte_DN839_c1_g1_i2.p1
OG0005580	Shad_tr31762_c0_g1_i14.p1	Acte_DN460_c0_g1_i2.p1
OG0005581	Shad_tr1018_c3_g1_i2.p1	Acte_DN6123_c0_g1_i4.p1
OG0005582	Shad_tr5132_c0_g1_i4.p1	Acte_DN2475_c0_g1_i15.p1
OG0005583	Shad_tr20972_c2_g1_i6.p1	Acte_DN31130_c0_g1_i1.p1
OG0005584	Shad_tr18885_c0_g1_i1.p1, Shad_tr80297_c0_g1_i1.p1	Acte_DN14222_c0_g1_i2.p1
OG0005585	Shad_tr12776_c0_g1_i5.p1	Acte_DN1242_c0_g3_i4.p1
OG0005586	Shad_tr9140_c0_g2_i4.p1	Acte_DN10223_c0_g1_i3.p1
OG0005587	Shad_tr23193_c0_g2_i3.p1	Acte_DN30106_c0_g1_i1.p1
OG0005588	Shad_tr14596_c0_g1_i1.p1	Acte_DN14831_c1_g1_i1.p1
OG0005589	Shad_tr20944_c0_g1_i2.p1	Acte_DN10664_c0_g1_i1.p1
OG0005590	Shad_tr4033_c1_g1_i5.p1	Acte_DN9329_c0_g1_i2.p1
OG0005591	Shad_tr14871_c0_g1_i2.p1	Acte_DN2842_c0_g2_i1.p1
OG0005592	Shad_tr6287_c1_g1_i1.p1	Acte_DN1945_c0_g1_i1.p1
OG0005593	Shad_tr41229_c0_g1_i19.p1	Acte_DN14324_c0_g1_i1.p1
OG0005594	Shad_tr24276_c0_g1_i12.p1	Acte_DN953_c0_g1_i3.p1
OG0005595	Shad_tr2023_c1_g1_i2.p1	Acte_DN5238_c0_g1_i5.p1
OG0005596	Shad_tr25486_c0_g2_i4.p1	Acte_DN13309_c0_g1_i2.p1
OG0005597	Shad_tr4349_c0_g3_i1.p1	Acte_DN435_c7_g1_i3.p1
OG0005598	Shad_tr4677_c0_g1_i9.p1	Acte_DN181_c0_g3_i1.p1
OG0005599	Shad_tr18433_c1_g2_i2.p1	Acte_DN37883_c0_g1_i1.p1
OG0005600	Shad_tr22135_c0_g1_i4.p1	Acte_DN3925_c0_g1_i1.p1
OG0005601	Shad_tr7971_c2_g1_i2.p1	Acte_DN696_c0_g2_i1.p1
OG0005602	Shad_tr480_c3_g1_i2.p1	Acte_DN2_c0_g2_i2.p1
OG0005603	Shad_tr11603_c3_g1_i2.p1	Acte_DN22009_c0_g1_i3.p1
OG0005604	Shad_tr36433_c0_g1_i1.p1	Acte_DN30152_c0_g1_i1.p1
OG0005605	Shad_tr8341_c0_g1_i1.p1	Acte_DN1081_c1_g1_i3.p1
OG0005606	Shad_tr2160_c0_g3_i1.p1	Acte_DN6235_c0_g1_i1.p1
OG0005607	Shad_tr6294_c0_g2_i2.p1	Acte_DN2197_c0_g1_i7.p1
OG0005608	Shad_tr13708_c1_g1_i11.p1	Acte_DN3259_c1_g2_i1.p1
OG0005609	Shad_tr6589_c0_g1_i4.p1	Acte_DN3727_c2_g2_i1.p1
OG0005610	Shad_tr1517_c3_g1_i1.p1	Acte_DN14960_c0_g2_i1.p1
OG0005611	Shad_tr54179_c0_g1_i1.p1, Shad_tr8011_c0_g2_i3.p1	Acte_DN29539_c0_g1_i2.p1
OG0005612	Shad_tr25741_c0_g1_i36.p1	Acte_DN4248_c1_g1_i1.p1
OG0005613	Shad_tr89334_c0_g1_i1.p1	Acte_DN11659_c0_g1_i1.p1
OG0005614	Shad_tr17616_c0_g1_i2.p1	Acte_DN19359_c0_g2_i1.p1, Acte_DN19359_c0_g1_i2.p1
OG0005615	Shad_tr7685_c0_g2_i12.p1	Acte_DN1677_c1_g1_i1.p1
OG0005616	Shad_tr60363_c0_g1_i2.p1	Acte_DN7028_c0_g1_i1.p1
OG0005617	Shad_tr5108_c0_g1_i1.p1	Acte_DN1409_c2_g1_i1.p1
OG0005618	Shad_tr8007_c0_g1_i1.p1	Acte_DN7337_c1_g1_i1.p1
OG0005619	Shad_tr1560_c0_g1_i1.p1	Acte_DN10781_c0_g1_i2.p1
OG0005620	Shad_tr40288_c0_g1_i2.p1	Acte_DN3687_c0_g1_i2.p1
OG0005621	Shad_tr33701_c0_g2_i1.p1	Acte_DN15738_c0_g1_i1.p1
OG0005622	Shad_tr30198_c1_g1_i2.p1, Shad_tr36388_c0_g6_i1.p1	Acte_DN17159_c0_g1_i2.p1
OG0005623	Shad_tr29966_c0_g1_i24.p1	Acte_DN12055_c0_g2_i1.p1
OG0005624	Shad_tr8727_c1_g1_i6.p1	Acte_DN20360_c0_g1_i3.p1
OG0005625	Shad_tr7844_c1_g1_i4.p1	Acte_DN1764_c0_g1_i1.p1
OG0005626	Shad_tr1098_c2_g1_i19.p1	Acte_DN7601_c0_g7_i3.p1
OG0005627	Shad_tr14969_c0_g1_i4.p1	Acte_DN7090_c1_g1_i1.p1
OG0005628	Shad_tr12231_c0_g1_i1.p1	Acte_DN128_c2_g1_i1.p1
OG0005629	Shad_tr995_c8_g1_i1.p1	Acte_DN8663_c0_g1_i2.p1
OG0005630	Shad_tr13024_c3_g1_i1.p1	Acte_DN20108_c0_g1_i1.p1
OG0005631	Shad_tr809_c6_g1_i4.p1	Acte_DN33426_c0_g1_i1.p1
OG0005632	Shad_tr289_c0_g2_i1.p1	Acte_DN10027_c0_g1_i4.p1
OG0005634	Shad_tr13742_c0_g2_i1.p1, Shad_tr13742_c0_g1_i3.p1	Acte_DN2861_c0_g1_i1.p1, Acte_DN2331_c0_g1_i3.p1
OG0005635	Shad_tr2892_c3_g1_i2.p1, Shad_tr20543_c0_g1_i2.p1	Acte_DN9386_c0_g1_i1.p1
OG0005636	Shad_tr4928_c1_g1_i4.p1	Acte_DN2771_c0_g1_i1.p1
OG0005637	Shad_tr9319_c2_g1_i3.p1	Acte_DN5123_c0_g1_i2.p1
OG0005638	Shad_tr6356_c0_g1_i1.p1	Acte_DN6084_c1_g4_i1.p1
OG0005639	Shad_tr182_c2_g1_i2.p1	Acte_DN71_c0_g1_i5.p1
OG0005640	Shad_tr17433_c2_g1_i1.p1	Acte_DN11964_c0_g2_i1.p1
OG0005641	Shad_tr8518_c2_g2_i5.p1	Acte_DN1550_c0_g1_i3.p1
OG0005642	Shad_tr10386_c1_g1_i2.p1	Acte_DN20440_c0_g1_i1.p1
OG0005643	Shad_tr8937_c0_g2_i1.p1	Acte_DN4517_c0_g1_i2.p1
OG0005644	Shad_tr39579_c1_g1_i1.p1, Shad_tr12570_c0_g1_i1.p1, Shad_tr13492_c1_g1_i1.p1, Shad_tr39579_c0_g1_i1.p1	Acte_DN8664_c0_g1_i3.p1
OG0005645	Shad_tr12999_c0_g1_i4.p1, Shad_tr9085_c1_g1_i16.p1	Acte_DN2661_c1_g1_i2.p1
OG0005646	Shad_tr92362_c0_g1_i1.p1	Acte_DN11955_c0_g1_i1.p1
OG0005647	Shad_tr52962_c0_g1_i7.p1	Acte_DN12232_c0_g2_i2.p1
OG0005648	Shad_tr6948_c0_g1_i1.p1	Acte_DN2752_c0_g1_i5.p1
OG0005649	Shad_tr18023_c3_g1_i1.p1	Acte_DN11486_c0_g1_i1.p1
OG0005650	Shad_tr27315_c1_g2_i1.p1	Acte_DN3719_c0_g1_i1.p1
OG0005651	Shad_tr2905_c0_g1_i26.p1	Acte_DN1546_c1_g1_i29.p1
OG0005652	Shad_tr7226_c1_g2_i1.p1	Acte_DN141_c1_g2_i2.p1
OG0005653	Shad_tr11294_c2_g1_i8.p1	Acte_DN4754_c1_g1_i2.p1
OG0005654	Shad_tr7723_c0_g1_i3.p1	Acte_DN10886_c0_g1_i1.p1
OG0005655	Shad_tr7858_c0_g1_i5.p1	Acte_DN8025_c1_g1_i1.p1
OG0005656	Shad_tr2728_c0_g2_i1.p1	Acte_DN1616_c1_g1_i1.p1
OG0005657	Shad_tr6594_c0_g2_i1.p1	Acte_DN1730_c3_g3_i1.p1
OG0005658	Shad_tr5251_c0_g1_i16.p1	Acte_DN15242_c0_g1_i1.p1
OG0005659	Shad_tr3364_c0_g2_i2.p1	Acte_DN155_c0_g2_i3.p1
OG0005660	Shad_tr54714_c0_g1_i10.p1	Acte_DN6191_c0_g2_i1.p1
OG0005661	Shad_tr11503_c1_g1_i2.p1	Acte_DN24540_c1_g1_i1.p1
OG0005662	Shad_tr6674_c0_g1_i3.p1	Acte_DN26611_c0_g1_i1.p1
OG0005664	Shad_tr25883_c0_g2_i7.p1	Acte_DN7187_c0_g1_i11.p1
OG0005665	Shad_tr30531_c0_g1_i2.p1	Acte_DN6718_c2_g1_i1.p1
OG0005666	Shad_tr602_c2_g1_i1.p1	Acte_DN19827_c0_g1_i1.p1
OG0005667	Shad_tr8924_c0_g1_i10.p1	Acte_DN6657_c0_g1_i7.p1
OG0005668	Shad_tr35863_c0_g1_i1.p1	Acte_DN1784_c0_g1_i1.p1
OG0005669	Shad_tr15572_c0_g2_i10.p1	Acte_DN4506_c0_g1_i1.p1
OG0005670	Shad_tr1809_c3_g1_i3.p1	Acte_DN3556_c0_g2_i5.p1
OG0005671	Shad_tr15118_c0_g2_i3.p1	Acte_DN2023_c3_g1_i1.p1
OG0005672	Shad_tr20583_c0_g1_i4.p1	Acte_DN4859_c1_g1_i1.p1
OG0005673	Shad_tr26376_c0_g1_i1.p1	Acte_DN13127_c0_g1_i1.p1
OG0005674	Shad_tr2875_c0_g1_i2.p1	Acte_DN4965_c0_g1_i1.p1
OG0005675	Shad_tr39079_c0_g1_i16.p1	Acte_DN13297_c0_g1_i1.p1
OG0005676	Shad_tr32963_c0_g1_i5.p1	Acte_DN27584_c0_g1_i1.p1
OG0005677	Shad_tr11929_c0_g1_i1.p1	Acte_DN1741_c0_g3_i1.p1
OG0005678	Shad_tr16582_c1_g2_i1.p1	Acte_DN3199_c0_g2_i3.p1
OG0005679	Shad_tr21586_c0_g2_i1.p1	Acte_DN12212_c1_g1_i2.p1
OG0005680	Shad_tr8688_c0_g1_i5.p1	Acte_DN394_c0_g1_i1.p1
OG0005681	Shad_tr4980_c0_g1_i17.p1	Acte_DN12645_c0_g1_i2.p1
OG0005682	Shad_tr4814_c0_g2_i1.p1	Acte_DN37294_c0_g1_i1.p1
OG0005684	Shad_tr30437_c2_g1_i1.p1	Acte_DN5309_c1_g3_i1.p1
OG0005685	Shad_tr1404_c0_g1_i10.p1	Acte_DN10235_c1_g2_i1.p1
OG0005686	Shad_tr92662_c0_g1_i1.p1	Acte_DN7391_c0_g1_i1.p1
OG0005687	Shad_tr15324_c0_g1_i3.p1	Acte_DN13410_c0_g1_i3.p1
OG0005688	Shad_tr4287_c0_g1_i1.p1	Acte_DN5830_c0_g1_i2.p1
OG0005689	Shad_tr28378_c1_g1_i4.p1	Acte_DN1111_c1_g2_i1.p1
OG0005690	Shad_tr303_c0_g1_i1.p1	Acte_DN7896_c0_g3_i1.p1
OG0005691	Shad_tr41280_c1_g1_i1.p1	Acte_DN9710_c0_g1_i2.p1
OG0005692	Shad_tr8286_c0_g1_i16.p1	Acte_DN21845_c0_g1_i1.p1
OG0005693	Shad_tr4967_c0_g1_i2.p1	Acte_DN4845_c0_g1_i1.p1
OG0005694	Shad_tr2788_c0_g2_i2.p1	Acte_DN6818_c0_g1_i1.p1
OG0005695	Shad_tr9273_c0_g1_i14.p1	Acte_DN3011_c0_g1_i1.p1
OG0005696	Shad_tr35881_c0_g1_i2.p1	Acte_DN21617_c0_g3_i1.p1
OG0005697	Shad_tr2963_c0_g1_i1.p1	Acte_DN4678_c0_g1_i1.p1
OG0005698	Shad_tr1344_c5_g1_i3.p1	Acte_DN8337_c1_g2_i2.p1
OG0005699	Shad_tr27044_c1_g1_i4.p1	Acte_DN22962_c0_g1_i1.p1
OG0005700	Shad_tr14386_c0_g1_i4.p1	Acte_DN2702_c1_g1_i1.p1
OG0005701	Shad_tr238_c7_g1_i2.p1	Acte_DN4510_c0_g1_i3.p1
OG0005702	Shad_tr8446_c1_g1_i1.p1	Acte_DN21915_c0_g1_i3.p1
OG0005703	Shad_tr9527_c0_g1_i1.p1	Acte_DN15897_c0_g1_i1.p1
OG0005704	Shad_tr9417_c2_g1_i3.p1	Acte_DN19585_c0_g2_i1.p1
OG0005705	Shad_tr15403_c0_g3_i1.p1	Acte_DN9638_c0_g1_i1.p1
OG0005706	Shad_tr40533_c1_g1_i1.p1	Acte_DN3975_c0_g1_i2.p1
OG0005707	Shad_tr20449_c0_g1_i1.p1	Acte_DN1424_c0_g3_i2.p1
OG0005708	Shad_tr8775_c0_g2_i1.p1	Acte_DN9042_c0_g1_i1.p1
OG0005709	Shad_tr5729_c0_g1_i1.p1	Acte_DN31341_c0_g1_i1.p1
OG0005710	Shad_tr1489_c14_g1_i1.p1	Acte_DN1144_c0_g3_i1.p1
OG0005711	Shad_tr2199_c4_g1_i1.p1	Acte_DN6041_c0_g1_i1.p1
OG0005713	Shad_tr8109_c0_g1_i1.p1	Acte_DN1357_c3_g1_i1.p1
OG0005714	Shad_tr11489_c0_g1_i19.p1	Acte_DN24289_c0_g2_i4.p1
OG0005715	Shad_tr13453_c0_g1_i3.p1	Acte_DN624_c0_g1_i2.p1
OG0005716	Shad_tr1684_c4_g1_i1.p1	Acte_DN37903_c0_g1_i1.p1
OG0005717	Shad_tr4455_c0_g1_i1.p1	Acte_DN1224_c0_g2_i1.p1
OG0005718	Shad_tr10572_c2_g1_i3.p1	Acte_DN1377_c1_g4_i1.p1
OG0005719	Shad_tr15373_c0_g2_i1.p1	Acte_DN3499_c5_g1_i1.p1
OG0005720	Shad_tr20059_c0_g1_i1.p1	Acte_DN8511_c1_g2_i1.p1
OG0005721	Shad_tr5334_c0_g1_i3.p1	Acte_DN1123_c0_g1_i1.p1
OG0005722	Shad_tr41072_c0_g1_i4.p1	Acte_DN4268_c0_g1_i1.p1
OG0005723	Shad_tr8240_c0_g2_i11.p1	Acte_DN7176_c0_g2_i4.p1
OG0005724	Shad_tr25439_c0_g2_i2.p1	Acte_DN2332_c1_g1_i7.p1
OG0005726	Shad_tr7250_c0_g1_i2.p1	Acte_DN37334_c0_g1_i1.p1
OG0005727	Shad_tr4053_c0_g1_i17.p1	Acte_DN10560_c0_g1_i6.p1
OG0005728	Shad_tr68852_c0_g1_i1.p1	Acte_DN4539_c0_g1_i1.p1
OG0005729	Shad_tr14215_c0_g1_i2.p1	Acte_DN11095_c0_g1_i3.p1
OG0005730	Shad_tr2327_c1_g1_i1.p1	Acte_DN5141_c1_g1_i2.p1
OG0005731	Shad_tr867_c0_g2_i1.p1	Acte_DN14160_c0_g1_i1.p1
OG0005732	Shad_tr25196_c0_g1_i1.p1	Acte_DN6570_c0_g1_i1.p1
OG0005733	Shad_tr5368_c0_g1_i3.p1	Acte_DN632_c0_g1_i2.p1
OG0005734	Shad_tr448_c0_g1_i15.p1	Acte_DN870_c0_g1_i14.p1
OG0005735	Shad_tr21870_c0_g2_i3.p1	Acte_DN4461_c0_g1_i4.p1
OG0005736	Shad_tr1339_c0_g4_i1.p1	Acte_DN333_c0_g2_i1.p1
OG0005737	Shad_tr4143_c0_g1_i1.p1	Acte_DN134_c0_g1_i6.p1
OG0005738	Shad_tr11721_c0_g1_i3.p1	Acte_DN2991_c0_g1_i4.p1
OG0005739	Shad_tr246_c0_g1_i1.p1	Acte_DN341_c0_g1_i3.p1
OG0005740	Shad_tr4452_c0_g1_i1.p1	Acte_DN12390_c0_g1_i1.p1
OG0005741	Shad_tr12033_c1_g1_i7.p1	Acte_DN37374_c0_g1_i1.p1
OG0005742	Shad_tr88728_c0_g1_i1.p1	Acte_DN19714_c0_g2_i1.p1
OG0005743	Shad_tr1597_c6_g1_i1.p1	Acte_DN2175_c1_g2_i2.p1
OG0005744	Shad_tr4735_c0_g1_i10.p1	Acte_DN5617_c0_g2_i1.p1
OG0005745	Shad_tr238_c4_g1_i1.p1	Acte_DN6836_c0_g2_i2.p1
OG0005746	Shad_tr23780_c0_g1_i1.p1	Acte_DN2699_c1_g1_i3.p1
OG0005747	Shad_tr16256_c0_g1_i3.p1	Acte_DN10703_c0_g1_i1.p1
OG0005748	Shad_tr9035_c0_g1_i9.p1	Acte_DN12454_c0_g1_i1.p1
OG0005749	Shad_tr4275_c2_g1_i7.p1	Acte_DN4439_c2_g1_i3.p1
OG0005750	Shad_tr15795_c0_g1_i2.p1	Acte_DN22188_c0_g8_i1.p1
OG0005751	Shad_tr1062_c4_g1_i2.p1	Acte_DN15003_c0_g1_i1.p1
OG0005752	Shad_tr4371_c2_g1_i1.p1	Acte_DN348_c0_g3_i1.p1
OG0005753	Shad_tr8126_c1_g1_i1.p1	Acte_DN3043_c0_g1_i1.p1
OG0005754	Shad_tr18476_c0_g1_i1.p1, Shad_tr515_c11_g1_i2.p1	Acte_DN874_c0_g1_i1.p1
OG0005755	Shad_tr29770_c0_g1_i4.p1	Acte_DN38415_c0_g1_i1.p1
OG0005756	Shad_tr9319_c1_g1_i2.p1	Acte_DN200_c0_g7_i1.p1
OG0005757	Shad_tr3498_c0_g1_i8.p1	Acte_DN8129_c0_g1_i1.p1
OG0005758	Shad_tr8531_c1_g2_i1.p1	Acte_DN932_c0_g2_i1.p1
OG0005759	Shad_tr8838_c0_g1_i1.p1	Acte_DN15527_c0_g1_i4.p1
OG0005760	Shad_tr6658_c0_g2_i3.p1	Acte_DN1031_c0_g2_i2.p1
OG0005761	Shad_tr3609_c0_g1_i3.p1	Acte_DN637_c0_g3_i2.p1
OG0005762	Shad_tr20998_c1_g3_i1.p1	Acte_DN6073_c0_g1_i1.p1
OG0005763	Shad_tr3483_c0_g1_i1.p1	Acte_DN3879_c0_g1_i16.p1
OG0005764	Shad_tr9969_c0_g1_i3.p1	Acte_DN18952_c0_g3_i1.p1
OG0005765	Shad_tr25845_c0_g1_i6.p1	Acte_DN10975_c0_g1_i6.p1
OG0005766	Shad_tr18693_c0_g2_i3.p1	Acte_DN3616_c0_g3_i2.p1
OG0005768	Shad_tr284_c2_g2_i4.p1	Acte_DN11069_c0_g1_i2.p1
OG0005769	Shad_tr4798_c0_g1_i11.p1	Acte_DN754_c0_g1_i8.p1
OG0005770	Shad_tr8943_c0_g1_i3.p1	Acte_DN1454_c1_g2_i1.p1
OG0005771	Shad_tr4926_c0_g2_i6.p1	Acte_DN4087_c0_g2_i3.p1
OG0005772	Shad_tr7734_c0_g1_i2.p1	Acte_DN6694_c1_g1_i1.p1
OG0005773	Shad_tr9119_c0_g2_i1.p1	Acte_DN4330_c0_g1_i1.p1
OG0005774	Shad_tr57022_c0_g1_i5.p1	Acte_DN11973_c1_g1_i2.p1
OG0005775	Shad_tr17395_c1_g1_i1.p1	Acte_DN741_c1_g2_i2.p1
OG0005776	Shad_tr45498_c0_g1_i1.p1	Acte_DN11708_c0_g1_i1.p1
OG0005777	Shad_tr28554_c0_g1_i2.p1	Acte_DN10399_c1_g1_i3.p1
OG0005778	Shad_tr59119_c0_g2_i2.p1	Acte_DN18038_c0_g1_i1.p1
OG0005779	Shad_tr15907_c2_g2_i4.p1	Acte_DN357_c0_g1_i4.p1
OG0005780	Shad_tr2101_c0_g1_i1.p1	Acte_DN10510_c0_g1_i1.p1
OG0005781	Shad_tr10561_c2_g1_i11.p1	Acte_DN984_c1_g2_i1.p1
OG0005782	Shad_tr24791_c1_g1_i1.p1	Acte_DN3639_c0_g1_i2.p1
OG0005783	Shad_tr28398_c0_g1_i29.p1	Acte_DN1224_c0_g1_i4.p1
OG0005784	Shad_tr3478_c2_g1_i2.p1	Acte_DN3794_c0_g5_i1.p1
OG0005785	Shad_tr1344_c2_g1_i9.p1	Acte_DN1935_c0_g1_i2.p1
OG0005786	Shad_tr93259_c0_g1_i1.p1, Shad_tr63763_c0_g1_i1.p1	Acte_DN3323_c0_g2_i1.p1
OG0005787	Shad_tr5304_c3_g1_i4.p1	Acte_DN4192_c0_g1_i19.p1
OG0005788	Shad_tr2873_c0_g2_i2.p1	Acte_DN649_c0_g1_i1.p1
OG0005789	Shad_tr6399_c1_g1_i3.p1	Acte_DN2225_c0_g2_i5.p1
OG0005790	Shad_tr8885_c0_g2_i5.p1	Acte_DN2945_c0_g1_i2.p1
OG0005791	Shad_tr5615_c0_g1_i2.p1, Shad_tr13261_c0_g2_i2.p1, Shad_tr13261_c0_g3_i2.p1	Acte_DN1251_c0_g1_i1.p1
OG0005792	Shad_tr1596_c0_g1_i1.p1	Acte_DN6059_c1_g1_i1.p1
OG0005793	Shad_tr20804_c1_g1_i2.p1, Shad_tr36112_c0_g1_i1.p1	Acte_DN524_c0_g2_i1.p1
OG0005794	Shad_tr10434_c0_g1_i3.p1	Acte_DN23962_c0_g1_i1.p1
OG0005795	Shad_tr15098_c0_g1_i4.p1	Acte_DN16556_c1_g2_i1.p1
OG0005796	Shad_tr8468_c0_g1_i3.p1	Acte_DN8077_c0_g1_i1.p1
OG0005797	Shad_tr4591_c0_g1_i2.p1	Acte_DN1706_c0_g2_i2.p1
OG0005798	Shad_tr3765_c0_g1_i14.p1	Acte_DN27575_c0_g1_i1.p1
OG0005799	Shad_tr8803_c0_g1_i2.p1	Acte_DN19456_c0_g1_i1.p1
OG0005800	Shad_tr8394_c1_g1_i11.p1	Acte_DN2508_c2_g1_i2.p1
OG0005801	Shad_tr41359_c0_g1_i10.p1	Acte_DN15784_c0_g1_i5.p1
OG0005802	Shad_tr30491_c2_g1_i1.p1	Acte_DN12075_c0_g1_i1.p1
OG0005803	Shad_tr4540_c2_g1_i1.p1	Acte_DN777_c0_g1_i3.p1
OG0005804	Shad_tr35423_c0_g1_i2.p1	Acte_DN32058_c0_g1_i1.p1
OG0005805	Shad_tr1906_c0_g1_i1.p1	Acte_DN764_c0_g1_i2.p1
OG0005806	Shad_tr10503_c0_g1_i2.p1	Acte_DN23043_c1_g1_i1.p1
OG0005807	Shad_tr99921_c0_g1_i1.p1	Acte_DN3547_c0_g1_i1.p1
OG0005808	Shad_tr274_c0_g1_i12.p1	Acte_DN14203_c0_g1_i6.p1
OG0005809	Shad_tr1335_c0_g2_i2.p1	Acte_DN14067_c0_g2_i5.p1
OG0005810	Shad_tr9092_c2_g1_i1.p1	Acte_DN1564_c0_g2_i1.p1
OG0005811	Shad_tr64744_c0_g1_i1.p1	Acte_DN3417_c0_g1_i1.p1
OG0005812	Shad_tr54558_c0_g1_i1.p1	Acte_DN328_c0_g1_i1.p1
OG0005813	Shad_tr7577_c0_g1_i4.p1	Acte_DN37238_c0_g1_i1.p1
OG0005814	Shad_tr14018_c0_g1_i6.p1	Acte_DN6117_c0_g1_i1.p1
OG0005815	Shad_tr13365_c0_g1_i3.p1	Acte_DN17721_c0_g1_i1.p1
OG0005816	Shad_tr1716_c0_g1_i4.p1	Acte_DN3345_c0_g1_i1.p1
OG0005817	Shad_tr8181_c3_g1_i1.p1	Acte_DN7725_c0_g1_i1.p1
OG0005818	Shad_tr8032_c0_g1_i5.p1	Acte_DN8397_c0_g2_i5.p1
OG0005819	Shad_tr9806_c0_g1_i8.p1	Acte_DN6827_c0_g1_i1.p1
OG0005820	Shad_tr1184_c3_g1_i2.p1	Acte_DN8234_c0_g1_i2.p1
OG0005821	Shad_tr3170_c1_g1_i6.p1	Acte_DN2243_c0_g2_i1.p1
OG0005822	Shad_tr4242_c0_g1_i1.p1	Acte_DN4980_c0_g1_i1.p1
OG0005823	Shad_tr9375_c0_g2_i3.p1	Acte_DN9603_c0_g1_i3.p1
OG0005824	Shad_tr36763_c1_g1_i6.p1	Acte_DN8195_c0_g2_i2.p1
OG0005825	Shad_tr5912_c0_g2_i16.p1	Acte_DN22972_c0_g1_i7.p1
OG0005826	Shad_tr4465_c1_g1_i1.p1	Acte_DN8783_c0_g1_i1.p1
OG0005827	Shad_tr7569_c0_g3_i2.p1, Shad_tr2382_c0_g1_i5.p1	Acte_DN22366_c0_g1_i1.p1
OG0005828	Shad_tr13019_c0_g1_i1.p1	Acte_DN36069_c0_g1_i1.p1
OG0005829	Shad_tr5953_c0_g2_i4.p1	Acte_DN4_c1_g3_i1.p1
OG0005830	Shad_tr24576_c0_g1_i11.p1	Acte_DN13016_c0_g1_i2.p1
OG0005831	Shad_tr15430_c0_g1_i2.p1, Shad_tr11441_c0_g1_i1.p1	Acte_DN16252_c0_g1_i1.p1
OG0005832	Shad_tr8998_c0_g1_i11.p1	Acte_DN2944_c0_g1_i5.p1
OG0005833	Shad_tr11593_c0_g2_i8.p1	Acte_DN4087_c1_g1_i1.p1
OG0005834	Shad_tr98049_c0_g1_i1.p1	Acte_DN33282_c0_g1_i3.p1
OG0005835	Shad_tr4261_c5_g1_i1.p1	Acte_DN3579_c0_g1_i3.p1
OG0005836	Shad_tr2255_c4_g1_i9.p1	Acte_DN8704_c1_g2_i1.p1
OG0005837	Shad_tr952_c0_g1_i2.p1	Acte_DN4858_c0_g2_i1.p1
OG0005838	Shad_tr4685_c8_g1_i1.p1	Acte_DN3621_c0_g1_i2.p1
OG0005839	Shad_tr40785_c2_g1_i2.p1	Acte_DN1467_c1_g2_i2.p1
OG0005840	Shad_tr12600_c0_g1_i4.p1	Acte_DN11365_c0_g2_i2.p1
OG0005841	Shad_tr7060_c6_g1_i2.p1, Shad_tr21215_c1_g1_i2.p1	Acte_DN766_c0_g1_i8.p1
OG0005842	Shad_tr19318_c0_g1_i1.p1	Acte_DN1266_c2_g1_i3.p1
OG0005843	Shad_tr162_c1_g1_i1.p1	Acte_DN8275_c0_g1_i2.p1
OG0005844	Shad_tr68901_c0_g1_i1.p2, Shad_tr106658_c0_g1_i1.p1, Shad_tr11274_c1_g1_i1.p1, Shad_tr11274_c1_g2_i1.p2	Acte_DN4855_c0_g1_i9.p3
OG0005845	Shad_tr18193_c0_g1_i1.p1	Acte_DN9231_c0_g1_i1.p1
OG0005846	Shad_tr35585_c0_g1_i14.p1	Acte_DN1_c1_g3_i2.p1
OG0005847	Shad_tr40359_c0_g1_i1.p1	Acte_DN7251_c0_g1_i1.p1
OG0005848	Shad_tr41955_c0_g1_i1.p1	Acte_DN3229_c0_g1_i1.p1
OG0005849	Shad_tr23343_c0_g1_i1.p1	Acte_DN24564_c0_g1_i1.p1
OG0005850	Shad_tr2455_c1_g1_i1.p1	Acte_DN4351_c1_g1_i2.p1
OG0005851	Shad_tr34131_c0_g1_i2.p1	Acte_DN18789_c0_g1_i4.p1
OG0005852	Shad_tr5386_c0_g1_i8.p1	Acte_DN7049_c0_g1_i2.p1
OG0005853	Shad_tr2611_c2_g1_i3.p1	Acte_DN21535_c0_g1_i1.p1
OG0005854	Shad_tr2093_c1_g1_i1.p1	Acte_DN8134_c0_g1_i2.p2
