Orthogroup	Stichodactyla_haddoni_longest_pep	Heteractis_crispa_longest_pep
OG0003632	Shad_tr11750_c0_g1_i2.p1	Hcri_tr3334_c0_g1_i20.p1
OG0003633	Shad_tr39304_c0_g1_i6.p1	Hcri_tr17228_c0_g1_i6.p1
OG0003634	Shad_tr8439_c1_g1_i5.p1	Hcri_tr4214_c0_g4_i6.p1
OG0003635	Shad_tr3571_c1_g1_i4.p1	Hcri_tr2866_c0_g3_i3.p1
OG0003636	Shad_tr4038_c0_g1_i7.p1	Hcri_tr11713_c1_g1_i1.p1
OG0003637	Shad_tr2004_c0_g1_i12.p1	Hcri_tr7030_c0_g1_i6.p1
OG0003638	Shad_tr11398_c0_g1_i2.p1	Hcri_tr18500_c0_g1_i1.p1
OG0003639	Shad_tr14850_c0_g1_i1.p1	Hcri_tr5907_c0_g1_i2.p1
OG0003640	Shad_tr2175_c2_g1_i2.p1	Hcri_tr7656_c0_g1_i6.p1
OG0003641	Shad_tr34156_c0_g1_i17.p1	Hcri_tr8112_c0_g1_i1.p1
OG0003642	Shad_tr35468_c0_g1_i3.p1	Hcri_tr7321_c1_g1_i7.p1
OG0003643	Shad_tr95798_c0_g1_i1.p1	Hcri_tr21515_c0_g1_i1.p1
OG0003644	Shad_tr47745_c0_g1_i1.p1	Hcri_tr11479_c0_g1_i9.p1
OG0003645	Shad_tr538_c0_g1_i4.p1	Hcri_tr882_c0_g1_i8.p1
OG0003646	Shad_tr6751_c0_g1_i8.p1	Hcri_tr5510_c1_g1_i4.p1
OG0003647	Shad_tr28205_c0_g3_i1.p1	Hcri_tr12645_c0_g1_i1.p1
OG0003648	Shad_tr4910_c0_g1_i27.p1	Hcri_tr8127_c0_g1_i1.p1
OG0003649	Shad_tr37192_c0_g1_i1.p1, Shad_tr114003_c0_g1_i1.p1	Hcri_tr19847_c0_g3_i4.p1
OG0003650	Shad_tr6013_c0_g1_i5.p1	Hcri_tr1399_c0_g1_i11.p1
OG0003651	Shad_tr2202_c0_g2_i1.p1	Hcri_tr6267_c0_g3_i2.p1, Hcri_tr4997_c1_g1_i2.p1
OG0003652	Shad_tr10746_c0_g1_i8.p1	Hcri_tr27229_c0_g1_i2.p1
OG0003653	Shad_tr24261_c0_g1_i2.p1	Hcri_tr3224_c0_g1_i1.p1
OG0003654	Shad_tr13084_c0_g1_i2.p1	Hcri_tr4418_c0_g3_i2.p1
OG0003655	Shad_tr8896_c0_g1_i2.p1	Hcri_tr2727_c1_g1_i1.p1
OG0003656	Shad_tr10971_c0_g1_i2.p1	Hcri_tr31983_c0_g1_i15.p1
OG0003657	Shad_tr10320_c0_g1_i2.p1	Hcri_tr18150_c0_g1_i2.p1
OG0003658	Shad_tr21900_c1_g1_i1.p1	Hcri_tr8930_c1_g2_i1.p1
OG0003659	Shad_tr21587_c0_g1_i14.p1	Hcri_tr34194_c0_g1_i1.p1, Hcri_tr65485_c0_g1_i1.p1
OG0003660	Shad_tr12297_c0_g2_i2.p1	Hcri_tr14329_c2_g1_i5.p1
OG0003661	Shad_tr97439_c0_g1_i1.p1	Hcri_tr66731_c0_g1_i1.p1
OG0003661	Shad_tr57_c10_g1_i2.p1	Hcri_tr27196_c2_g1_i3.p1
OG0003662	Shad_tr7090_c0_g1_i10.p1, Shad_tr2531_c7_g1_i2.p1	Hcri_tr6910_c3_g1_i1.p1
OG0003663	Shad_tr3051_c3_g1_i17.p1	Hcri_tr13573_c0_g1_i4.p1
OG0003664	Shad_tr7101_c0_g1_i1.p1	Hcri_tr5726_c0_g1_i1.p1
OG0003665	Shad_tr15208_c0_g1_i14.p1	Hcri_tr10567_c0_g1_i8.p1
OG0003666	Shad_tr22143_c0_g1_i9.p1	Hcri_tr6766_c0_g1_i4.p1
OG0003667	Shad_tr45633_c0_g2_i2.p1	Hcri_tr63127_c0_g1_i1.p1
OG0003668	Shad_tr13296_c2_g1_i3.p1	Hcri_tr5137_c1_g1_i2.p1
OG0003670	Shad_tr14550_c1_g1_i1.p1	Hcri_tr40809_c0_g1_i1.p1
OG0003671	Shad_tr9816_c0_g1_i19.p1	Hcri_tr12551_c0_g1_i14.p1
OG0003672	Shad_tr3581_c4_g1_i1.p1	Hcri_tr3749_c0_g2_i5.p1
OG0003673	Shad_tr41855_c0_g1_i1.p1	Hcri_tr19653_c0_g1_i1.p1
OG0003674	Shad_tr3485_c0_g1_i17.p1	Hcri_tr18839_c0_g1_i4.p1
OG0003675	Shad_tr14416_c0_g1_i3.p1	Hcri_tr28375_c0_g1_i7.p1
OG0003676	Shad_tr24313_c0_g1_i28.p1	Hcri_tr17085_c0_g1_i2.p1
OG0003677	Shad_tr1506_c1_g1_i7.p1	Hcri_tr3309_c3_g1_i2.p1
OG0003678	Shad_tr2240_c2_g1_i1.p1	Hcri_tr28466_c0_g1_i1.p1
OG0003679	Shad_tr1885_c1_g1_i2.p1	Hcri_tr7994_c0_g1_i6.p1
OG0003680	Shad_tr10098_c0_g1_i17.p1	Hcri_tr16731_c0_g2_i1.p1
OG0003681	Shad_tr12565_c0_g2_i1.p1, Shad_tr8763_c0_g1_i1.p1	Hcri_tr19496_c0_g2_i2.p1
OG0003682	Shad_tr19721_c0_g1_i2.p1	Hcri_tr10821_c0_g1_i3.p1
OG0003683	Shad_tr4280_c0_g1_i10.p1	Hcri_tr6032_c0_g1_i5.p1
OG0003684	Shad_tr6239_c2_g1_i1.p1	Hcri_tr3215_c0_g1_i10.p1
OG0003685	Shad_tr25232_c0_g1_i1.p1	Hcri_tr14148_c0_g1_i2.p1
OG0003686	Shad_tr15975_c0_g1_i1.p1	Hcri_tr34129_c1_g1_i1.p1
OG0003688	Shad_tr5922_c0_g1_i4.p1	Hcri_tr10678_c0_g1_i1.p1
OG0003689	Shad_tr99192_c0_g1_i1.p1	Hcri_tr18778_c0_g1_i2.p1
OG0003690	Shad_tr16457_c0_g1_i2.p1	Hcri_tr4826_c2_g3_i1.p1
OG0003691	Shad_tr6702_c1_g1_i7.p1	Hcri_tr26162_c0_g1_i1.p1
OG0003692	Shad_tr29107_c0_g1_i12.p1	Hcri_tr25246_c0_g1_i14.p1
OG0003693	Shad_tr818_c5_g1_i1.p1	Hcri_tr902_c2_g1_i2.p1
OG0003694	Shad_tr8395_c0_g1_i12.p1	Hcri_tr13693_c0_g1_i4.p1
OG0003695	Shad_tr34332_c0_g1_i22.p1	Hcri_tr27696_c0_g1_i11.p1
OG0003696	Shad_tr9406_c1_g1_i2.p1	Hcri_tr9801_c0_g2_i3.p1
OG0003697	Shad_tr2638_c0_g1_i1.p1	Hcri_tr2253_c1_g1_i2.p1
OG0003698	Shad_tr1836_c5_g1_i1.p1	Hcri_tr1234_c5_g1_i2.p1
OG0003699	Shad_tr11246_c0_g3_i2.p1	Hcri_tr4372_c0_g3_i3.p1
OG0003700	Shad_tr24312_c0_g1_i8.p1	Hcri_tr2644_c4_g1_i1.p1
OG0003701	Shad_tr2052_c0_g1_i2.p1	Hcri_tr3330_c0_g3_i4.p1
OG0003703	Shad_tr2487_c1_g1_i12.p1	Hcri_tr4873_c0_g2_i11.p1
OG0003704	Shad_tr4992_c0_g1_i4.p1	Hcri_tr19530_c1_g3_i3.p1
OG0003705	Shad_tr12637_c0_g1_i2.p1	Hcri_tr17436_c0_g1_i6.p1
OG0003706	Shad_tr21207_c0_g1_i23.p1	Hcri_tr25799_c0_g1_i11.p1
OG0003707	Shad_tr2892_c0_g1_i2.p1	Hcri_tr6027_c2_g1_i10.p1
OG0003708	Shad_tr4640_c1_g2_i1.p1	Hcri_tr15185_c1_g1_i2.p1
OG0003709	Shad_tr15368_c0_g1_i54.p1	Hcri_tr1771_c0_g1_i10.p1
OG0003710	Shad_tr11560_c0_g1_i8.p1	Hcri_tr5469_c0_g1_i3.p1
OG0003711	Shad_tr12860_c0_g1_i3.p1	Hcri_tr26923_c0_g2_i1.p1
OG0003712	Shad_tr42160_c0_g1_i2.p1	Hcri_tr28083_c0_g1_i1.p1
OG0003713	Shad_tr36738_c0_g1_i1.p1	Hcri_tr91160_c0_g1_i1.p1, Hcri_tr27710_c0_g1_i1.p1
OG0003714	Shad_tr9249_c0_g1_i6.p1	Hcri_tr23851_c0_g1_i17.p1
OG0003715	Shad_tr51195_c0_g1_i5.p1	Hcri_tr21478_c0_g1_i1.p1
OG0003716	Shad_tr32268_c0_g1_i3.p1	Hcri_tr74847_c0_g1_i2.p1
OG0003717	Shad_tr4270_c0_g1_i4.p1	Hcri_tr19706_c1_g1_i2.p1
OG0003718	Shad_tr43984_c1_g1_i2.p1	Hcri_tr31089_c0_g1_i2.p1
OG0003719	Shad_tr18057_c0_g2_i3.p1	Hcri_tr10510_c0_g1_i2.p1
OG0003720	Shad_tr4601_c2_g1_i2.p1	Hcri_tr34079_c1_g1_i2.p1
OG0003721	Shad_tr109788_c0_g1_i1.p1	Hcri_tr14810_c0_g2_i1.p1
OG0003722	Shad_tr2461_c1_g3_i2.p1	Hcri_tr148_c1_g1_i2.p1
OG0003723	Shad_tr937_c0_g1_i10.p1	Hcri_tr4792_c1_g2_i1.p1
OG0003724	Shad_tr4933_c1_g1_i2.p1	Hcri_tr6646_c0_g1_i3.p1
OG0003725	Shad_tr13390_c0_g1_i1.p1	Hcri_tr21368_c0_g1_i9.p1
OG0003726	Shad_tr21_c1_g2_i1.p1, Shad_tr21406_c0_g1_i1.p1	Hcri_tr1305_c1_g1_i2.p1
OG0003727	Shad_tr22582_c1_g1_i1.p1	Hcri_tr18392_c0_g1_i2.p1
OG0003728	Shad_tr37_c4_g1_i1.p1	Hcri_tr19974_c1_g1_i4.p1
OG0003729	Shad_tr28708_c0_g1_i1.p1, Shad_tr914_c3_g1_i3.p1	Hcri_tr6240_c0_g1_i1.p1
OG0003730	Shad_tr3483_c3_g1_i3.p1	Hcri_tr8083_c1_g1_i1.p1
OG0003732	Shad_tr10154_c0_g1_i2.p1	Hcri_tr11291_c1_g1_i1.p1
OG0003733	Shad_tr14192_c1_g1_i6.p1	Hcri_tr37017_c0_g1_i2.p1, Hcri_tr85877_c0_g1_i1.p1
OG0003734	Shad_tr25370_c0_g1_i3.p1	Hcri_tr10785_c1_g1_i1.p1
OG0003735	Shad_tr4490_c0_g1_i7.p1	Hcri_tr31_c6_g1_i2.p1
OG0003737	Shad_tr34007_c0_g1_i2.p1	Hcri_tr11368_c0_g1_i6.p1
OG0003738	Shad_tr4040_c0_g1_i3.p1	Hcri_tr2924_c1_g1_i1.p1
OG0003740	Shad_tr767_c3_g1_i1.p1	Hcri_tr18654_c1_g1_i2.p1
OG0003741	Shad_tr4584_c0_g1_i6.p1	Hcri_tr24063_c0_g1_i1.p1
OG0003742	Shad_tr15049_c0_g1_i5.p1	Hcri_tr14160_c0_g1_i1.p1
OG0003743	Shad_tr24271_c0_g1_i1.p1	Hcri_tr19517_c0_g1_i3.p1
OG0003744	Shad_tr6300_c0_g1_i22.p1	Hcri_tr7818_c0_g1_i2.p1
OG0003745	Shad_tr16570_c0_g1_i50.p1	Hcri_tr20292_c1_g1_i2.p1
OG0003746	Shad_tr585_c1_g2_i12.p1	Hcri_tr1453_c0_g1_i1.p1
OG0003747	Shad_tr634_c4_g1_i5.p1	Hcri_tr25539_c0_g1_i2.p1
OG0003748	Shad_tr13757_c1_g1_i1.p1	Hcri_tr45161_c0_g2_i1.p1
OG0003749	Shad_tr7312_c0_g1_i1.p1	Hcri_tr29323_c0_g1_i4.p1
OG0003750	Shad_tr29899_c0_g1_i10.p1	Hcri_tr19541_c1_g1_i3.p1
OG0003751	Shad_tr2020_c0_g1_i1.p1, Shad_tr113942_c0_g1_i1.p1	Hcri_tr1660_c1_g1_i2.p1
OG0003752	Shad_tr11727_c0_g1_i5.p1	Hcri_tr7873_c0_g1_i1.p1
OG0003753	Shad_tr14537_c2_g1_i7.p1	Hcri_tr7632_c1_g2_i1.p1
OG0003754	Shad_tr817_c0_g1_i4.p1	Hcri_tr132_c3_g1_i7.p1, Hcri_tr86293_c0_g1_i1.p1
OG0003755	Shad_tr56245_c0_g1_i1.p1	Hcri_tr51114_c0_g1_i1.p1
OG0003755	Shad_tr4673_c0_g1_i4.p1	Hcri_tr25524_c0_g1_i1.p1
OG0003756	Shad_tr67787_c0_g1_i2.p1	Hcri_tr32389_c0_g1_i2.p1
OG0003759	Shad_tr8962_c0_g1_i2.p1	Hcri_tr503_c1_g1_i3.p1
OG0003760	Shad_tr12734_c0_g1_i56.p1	Hcri_tr2006_c0_g2_i3.p1
OG0003761	Shad_tr14286_c2_g1_i2.p1	Hcri_tr20568_c0_g1_i6.p1, Hcri_tr20568_c3_g1_i1.p1
OG0003762	Shad_tr3652_c7_g1_i1.p1	Hcri_tr12485_c1_g1_i3.p1
OG0003763	Shad_tr22537_c0_g1_i2.p1	Hcri_tr45883_c0_g1_i1.p1
OG0003764	Shad_tr10496_c0_g1_i2.p1	Hcri_tr2039_c0_g4_i2.p1
OG0003765	Shad_tr39928_c0_g1_i5.p1	Hcri_tr11336_c0_g1_i8.p1
OG0003766	Shad_tr8217_c0_g1_i2.p1	Hcri_tr8799_c0_g1_i10.p1
OG0003767	Shad_tr13381_c0_g1_i12.p1	Hcri_tr897_c1_g1_i1.p1
OG0003768	Shad_tr12953_c2_g1_i7.p1	Hcri_tr3177_c0_g1_i1.p1
OG0003769	Shad_tr4848_c1_g1_i1.p1	Hcri_tr8245_c1_g1_i16.p1
OG0003770	Shad_tr19314_c3_g1_i2.p1	Hcri_tr6989_c5_g1_i2.p1
OG0003771	Shad_tr12878_c0_g1_i1.p1	Hcri_tr5803_c0_g2_i2.p1
OG0003773	Shad_tr972_c1_g1_i1.p1	Hcri_tr1631_c0_g1_i1.p1
OG0003774	Shad_tr14286_c1_g1_i3.p1	Hcri_tr10606_c0_g1_i2.p1
OG0003775	Shad_tr43560_c0_g1_i1.p1, Shad_tr2943_c3_g1_i2.p1	Hcri_tr771_c1_g1_i2.p1
OG0003776	Shad_tr11957_c1_g1_i1.p1	Hcri_tr24519_c1_g1_i2.p1
OG0003776	Shad_tr81927_c0_g1_i1.p1	Hcri_tr24519_c1_g2_i1.p1
OG0003777	Shad_tr7367_c2_g1_i5.p1, Shad_tr12229_c0_g2_i1.p1	Hcri_tr20987_c1_g2_i1.p1
OG0003778	Shad_tr20075_c0_g1_i4.p1	Hcri_tr26175_c0_g2_i1.p1
OG0003779	Shad_tr18701_c0_g2_i1.p1	Hcri_tr7298_c0_g1_i1.p1
OG0003780	Shad_tr6489_c0_g1_i31.p1	Hcri_tr28748_c1_g1_i1.p1
OG0003781	Shad_tr24501_c2_g1_i2.p1	Hcri_tr22317_c0_g1_i2.p1
OG0003782	Shad_tr370_c3_g1_i7.p1	Hcri_tr7429_c0_g1_i4.p1
OG0003783	Shad_tr18578_c1_g1_i6.p1	Hcri_tr18714_c0_g1_i1.p1
OG0003785	Shad_tr624_c0_g3_i1.p1	Hcri_tr29981_c0_g1_i1.p1, Hcri_tr3280_c0_g1_i2.p1
OG0003786	Shad_tr30122_c0_g2_i4.p1	Hcri_tr229_c20_g1_i10.p1
OG0003787	Shad_tr14300_c0_g1_i1.p1	Hcri_tr12299_c0_g1_i1.p1
OG0003789	Shad_tr4222_c1_g2_i1.p1	Hcri_tr29770_c0_g1_i1.p1
OG0003790	Shad_tr29714_c1_g1_i8.p1	Hcri_tr18076_c0_g1_i17.p1
OG0003791	Shad_tr15289_c0_g1_i14.p1	Hcri_tr18350_c0_g1_i2.p1
OG0003792	Shad_tr79108_c0_g1_i1.p1, Shad_tr940_c1_g1_i3.p1	Hcri_tr6922_c0_g1_i2.p1
OG0003795	Shad_tr17192_c0_g1_i5.p1	Hcri_tr26022_c1_g1_i3.p1
OG0003796	Shad_tr12014_c0_g1_i2.p1	Hcri_tr6879_c0_g1_i2.p1
OG0003797	Shad_tr8134_c0_g1_i10.p1	Hcri_tr17676_c0_g2_i1.p1
OG0003798	Shad_tr23587_c0_g1_i2.p1	Hcri_tr13081_c4_g2_i6.p1
OG0003799	Shad_tr1940_c1_g1_i5.p1	Hcri_tr5271_c0_g1_i3.p1, Hcri_tr27914_c1_g1_i1.p1
OG0003800	Shad_tr4576_c0_g1_i8.p1	Hcri_tr3957_c0_g1_i11.p1
OG0003801	Shad_tr11192_c0_g5_i1.p1	Hcri_tr3862_c0_g1_i1.p1
OG0003802	Shad_tr8160_c0_g1_i10.p1, Shad_tr28021_c0_g1_i1.p1, Shad_tr807_c0_g1_i2.p1	Hcri_tr26199_c0_g1_i1.p1, Hcri_tr2652_c0_g1_i4.p1
OG0003803	Shad_tr27765_c0_g1_i2.p1	Hcri_tr6605_c0_g1_i1.p1
OG0003804	Shad_tr11615_c0_g4_i2.p1	Hcri_tr972_c7_g1_i1.p1
OG0003805	Shad_tr5127_c0_g1_i2.p1	Hcri_tr798_c2_g2_i4.p1
OG0003806	Shad_tr31315_c0_g1_i10.p1	Hcri_tr10456_c0_g1_i10.p1
OG0003807	Shad_tr580_c1_g1_i4.p1	Hcri_tr13236_c1_g1_i2.p1
OG0003807	Shad_tr1758_c0_g2_i3.p1	Hcri_tr147_c35_g1_i8.p1
OG0003808	Shad_tr11781_c0_g1_i5.p1	Hcri_tr21453_c0_g1_i11.p1
OG0003809	Shad_tr37442_c0_g1_i1.p1	Hcri_tr20333_c0_g1_i1.p1
OG0003810	Shad_tr10598_c0_g1_i5.p1	Hcri_tr21880_c0_g1_i1.p1
OG0003811	Shad_tr1684_c0_g1_i3.p1	Hcri_tr9527_c0_g1_i34.p1
OG0003812	Shad_tr1160_c0_g1_i1.p1	Hcri_tr31627_c0_g1_i1.p1
OG0003813	Shad_tr8915_c1_g1_i2.p1	Hcri_tr6758_c0_g1_i4.p1
OG0003814	Shad_tr55455_c0_g2_i1.p1	Hcri_tr44052_c0_g1_i1.p1
OG0003814	Shad_tr55455_c0_g1_i1.p1	Hcri_tr44052_c0_g2_i1.p1
OG0003815	Shad_tr10483_c0_g1_i3.p1	Hcri_tr7458_c0_g1_i5.p1
OG0003816	Shad_tr2161_c0_g1_i6.p1	Hcri_tr12762_c0_g1_i16.p1
OG0003817	Shad_tr12673_c1_g1_i2.p1	Hcri_tr29405_c0_g1_i6.p1
OG0003818	Shad_tr58430_c0_g1_i6.p1	Hcri_tr1538_c0_g1_i1.p1
OG0003819	Shad_tr3682_c0_g2_i2.p1	Hcri_tr91406_c0_g1_i1.p1, Hcri_tr13726_c0_g1_i1.p1
OG0003821	Shad_tr8850_c0_g1_i4.p1	Hcri_tr14827_c0_g1_i6.p1
OG0003822	Shad_tr460_c2_g1_i1.p1	Hcri_tr14376_c0_g2_i3.p1, Hcri_tr6727_c3_g1_i1.p1, Hcri_tr14376_c0_g1_i5.p1
OG0003823	Shad_tr92868_c0_g1_i1.p1	Hcri_tr41652_c0_g1_i3.p1
OG0003823	Shad_tr7014_c1_g1_i1.p1	Hcri_tr13798_c1_g1_i4.p1
OG0003824	Shad_tr37081_c0_g1_i43.p1	Hcri_tr30202_c0_g1_i1.p1
OG0003825	Shad_tr914_c1_g1_i1.p1	Hcri_tr3499_c0_g1_i1.p1
OG0003826	Shad_tr2998_c1_g1_i1.p1	Hcri_tr19328_c0_g1_i1.p1
OG0003827	Shad_tr3450_c0_g1_i1.p1	Hcri_tr1681_c1_g1_i1.p1
OG0003828	Shad_tr12317_c0_g2_i7.p1	Hcri_tr9474_c0_g1_i4.p1
OG0003829	Shad_tr14512_c0_g1_i3.p1	Hcri_tr14686_c1_g1_i1.p1
OG0003830	Shad_tr61591_c0_g1_i1.p1	Hcri_tr12966_c0_g2_i1.p1
OG0003830	Shad_tr46210_c1_g1_i1.p1	Hcri_tr9420_c2_g1_i1.p1, Hcri_tr30955_c0_g1_i1.p1
OG0003831	Shad_tr13383_c0_g2_i2.p1	Hcri_tr18070_c0_g1_i3.p1
OG0003832	Shad_tr12818_c0_g1_i5.p1, Shad_tr12818_c0_g2_i1.p1	Hcri_tr26743_c0_g1_i3.p1
OG0003833	Shad_tr14109_c0_g1_i3.p1	Hcri_tr20329_c0_g1_i1.p1
OG0003834	Shad_tr13613_c0_g2_i2.p1	Hcri_tr11468_c0_g1_i1.p1
OG0003835	Shad_tr12312_c0_g1_i7.p1	Hcri_tr6070_c1_g1_i8.p1
OG0003836	Shad_tr10397_c1_g2_i1.p1	Hcri_tr29629_c0_g2_i5.p1
OG0003837	Shad_tr3909_c0_g1_i2.p1	Hcri_tr29639_c0_g2_i2.p1
OG0003838	Shad_tr28561_c0_g1_i3.p1	Hcri_tr17982_c2_g1_i2.p1
OG0003839	Shad_tr11862_c0_g1_i3.p1	Hcri_tr9069_c1_g1_i2.p1, Hcri_tr5230_c3_g1_i1.p1
OG0003840	Shad_tr28220_c2_g1_i1.p1	Hcri_tr19397_c0_g1_i1.p1
OG0003841	Shad_tr4452_c5_g1_i2.p1	Hcri_tr17799_c0_g2_i2.p1
OG0003842	Shad_tr9982_c0_g1_i21.p1	Hcri_tr5722_c1_g1_i5.p1
OG0003843	Shad_tr15505_c0_g1_i2.p1	Hcri_tr35972_c0_g1_i1.p1
OG0003845	Shad_tr35144_c0_g1_i13.p1	Hcri_tr16894_c0_g3_i2.p1
OG0003846	Shad_tr15169_c0_g1_i12.p1	Hcri_tr10261_c0_g1_i6.p1
OG0003847	Shad_tr11995_c0_g1_i4.p1	Hcri_tr1893_c0_g1_i3.p1
OG0003848	Shad_tr10561_c0_g1_i5.p1	Hcri_tr9221_c0_g1_i6.p1
OG0003850	Shad_tr12047_c0_g1_i1.p1	Hcri_tr27946_c0_g4_i1.p1
OG0003851	Shad_tr4297_c0_g1_i13.p1	Hcri_tr3404_c0_g1_i2.p1
OG0003852	Shad_tr8796_c1_g1_i1.p1	Hcri_tr89719_c0_g1_i1.p1, Hcri_tr19768_c1_g1_i1.p1
OG0003853	Shad_tr8346_c4_g1_i1.p1	Hcri_tr75701_c0_g1_i2.p1
OG0003854	Shad_tr593_c0_g1_i1.p1	Hcri_tr1620_c0_g1_i2.p1
OG0003855	Shad_tr4039_c2_g1_i1.p1	Hcri_tr2513_c0_g1_i2.p1
OG0003856	Shad_tr927_c1_g1_i5.p1	Hcri_tr591_c0_g1_i18.p1
OG0003857	Shad_tr824_c6_g1_i1.p1	Hcri_tr201_c0_g1_i1.p1
OG0003858	Shad_tr28599_c0_g1_i4.p1	Hcri_tr19468_c0_g2_i1.p1
OG0003859	Shad_tr3589_c1_g1_i3.p1	Hcri_tr3177_c0_g3_i1.p1
OG0003860	Shad_tr114666_c0_g1_i1.p1	Hcri_tr6459_c0_g1_i1.p1
OG0003861	Shad_tr13296_c0_g1_i7.p1	Hcri_tr8607_c0_g1_i9.p1
OG0003862	Shad_tr18810_c0_g1_i1.p1	Hcri_tr24674_c0_g2_i1.p1
OG0003864	Shad_tr4685_c3_g1_i9.p1	Hcri_tr12851_c2_g1_i5.p1
OG0003865	Shad_tr16195_c0_g1_i31.p1	Hcri_tr23865_c0_g1_i4.p1
OG0003866	Shad_tr2759_c3_g1_i3.p1	Hcri_tr3793_c0_g2_i1.p1
OG0003867	Shad_tr2168_c0_g1_i7.p1	Hcri_tr28166_c0_g1_i16.p1
OG0003868	Shad_tr15276_c0_g3_i2.p1	Hcri_tr17710_c0_g1_i1.p1
OG0003869	Shad_tr6405_c1_g1_i3.p1	Hcri_tr7926_c0_g1_i8.p1
OG0003870	Shad_tr5278_c6_g1_i1.p1	Hcri_tr417_c0_g2_i1.p1
OG0003872	Shad_tr28653_c0_g1_i1.p1	Hcri_tr1014_c0_g1_i1.p1
OG0003873	Shad_tr23772_c0_g1_i1.p1	Hcri_tr78237_c0_g1_i1.p1, Hcri_tr24912_c1_g1_i1.p1, Hcri_tr83356_c0_g1_i1.p1
OG0003874	Shad_tr97616_c0_g1_i1.p1	Hcri_tr34290_c0_g1_i3.p1
OG0003874	Shad_tr14522_c0_g1_i1.p1	Hcri_tr28338_c0_g1_i1.p1
OG0003877	Shad_tr33911_c0_g1_i1.p1	Hcri_tr36881_c0_g1_i1.p1
OG0003878	Shad_tr11838_c0_g1_i1.p1	Hcri_tr5788_c0_g1_i8.p1
OG0003879	Shad_tr1546_c2_g1_i1.p1	Hcri_tr18960_c0_g1_i1.p1
OG0003880	Shad_tr95481_c0_g1_i1.p1	Hcri_tr11929_c1_g2_i1.p1
OG0003881	Shad_tr25846_c1_g1_i2.p1	Hcri_tr38010_c0_g1_i2.p1
OG0003882	Shad_tr33834_c0_g1_i5.p1	Hcri_tr17646_c0_g1_i1.p1
OG0003883	Shad_tr2928_c0_g2_i2.p1	Hcri_tr14094_c0_g2_i1.p1
OG0003884	Shad_tr2433_c10_g1_i1.p1	Hcri_tr335_c2_g1_i1.p1
OG0003885	Shad_tr61551_c0_g1_i1.p1	Hcri_tr28911_c0_g1_i1.p1, Hcri_tr18197_c0_g1_i1.p1
OG0003885	Shad_tr8564_c0_g1_i2.p1	Hcri_tr20014_c0_g1_i1.p1
OG0003886	Shad_tr55984_c0_g2_i6.p1, Shad_tr6252_c1_g1_i4.p1	Hcri_tr32141_c0_g1_i1.p1
OG0003887	Shad_tr2782_c3_g1_i1.p1	Hcri_tr627_c2_g1_i5.p1
OG0003888	Shad_tr6355_c0_g1_i2.p2	Hcri_tr8051_c0_g1_i1.p1
OG0003889	Shad_tr11586_c0_g1_i3.p1	Hcri_tr23498_c0_g1_i4.p1
OG0003890	Shad_tr8964_c0_g1_i1.p1	Hcri_tr19895_c0_g1_i2.p1
OG0003890	Shad_tr16874_c2_g1_i4.p1	Hcri_tr58176_c0_g1_i1.p1
OG0003891	Shad_tr8663_c0_g2_i1.p1	Hcri_tr49925_c0_g1_i1.p1
OG0003892	Shad_tr77082_c0_g1_i1.p1, Shad_tr59306_c1_g1_i1.p1, Shad_tr835_c2_g1_i8.p1	Hcri_tr11620_c0_g1_i6.p1
OG0003893	Shad_tr1629_c0_g1_i10.p1	Hcri_tr3717_c0_g1_i6.p1
OG0003894	Shad_tr1471_c0_g1_i1.p1	Hcri_tr72537_c0_g1_i1.p1
OG0003895	Shad_tr9082_c1_g1_i2.p1	Hcri_tr5087_c0_g1_i1.p1
OG0003896	Shad_tr71087_c0_g1_i1.p1	Hcri_tr36355_c1_g1_i3.p1
OG0003897	Shad_tr13128_c0_g1_i1.p1	Hcri_tr7643_c0_g1_i1.p1
OG0003898	Shad_tr34352_c0_g1_i1.p1, Shad_tr939_c1_g1_i1.p1	Hcri_tr132_c30_g1_i1.p1
OG0003899	Shad_tr2805_c0_g1_i5.p1, Shad_tr761_c4_g1_i2.p1	Hcri_tr67692_c0_g1_i1.p1
OG0003899	Shad_tr11699_c0_g1_i4.p1	Hcri_tr17434_c0_g1_i2.p1
OG0003900	Shad_tr24392_c0_g1_i2.p1	Hcri_tr36662_c0_g1_i1.p1
OG0003901	Shad_tr14266_c1_g1_i5.p1	Hcri_tr12877_c0_g1_i1.p1
OG0003902	Shad_tr5709_c1_g1_i1.p1	Hcri_tr4230_c2_g1_i1.p1, Hcri_tr1643_c9_g1_i1.p1
OG0003902	Shad_tr87392_c0_g1_i1.p1	Hcri_tr9795_c0_g1_i1.p1
OG0003903	Shad_tr3410_c0_g1_i4.p1	Hcri_tr2444_c0_g1_i3.p1
OG0003904	Shad_tr7032_c1_g2_i1.p1	Hcri_tr24410_c0_g4_i1.p1
OG0003905	Shad_tr580_c0_g1_i2.p1	Hcri_tr94231_c0_g1_i1.p1
OG0003905	Shad_tr8850_c2_g1_i1.p1	Hcri_tr5703_c2_g1_i6.p1
OG0003907	Shad_tr53216_c0_g1_i1.p1, Shad_tr363_c0_g1_i1.p1	Hcri_tr140_c0_g1_i1.p1
OG0003908	Shad_tr114875_c0_g1_i1.p1	Hcri_tr66561_c0_g1_i1.p1
