Orthogroup	Stichodactyla_haddoni_longest_pep	Sanderia_malayensis_longest_pep
OG0003993	Shad_tr28692_c0_g1_i11.p1, Shad_tr78166_c0_g1_i1.p1, Shad_tr42526_c1_g1_i1.p1	Sama_DN9480_c0_g1_i1.p1
OG0004013	Shad_tr8843_c0_g1_i8.p1	Sama_DN1181_c0_g1_i3.p1
OG0004014	Shad_tr3530_c0_g1_i5.p1	Sama_DN7397_c0_g1_i1.p1
OG0004016	Shad_tr2108_c0_g1_i4.p1	Sama_DN1008_c0_g1_i1.p1, Sama_DN1008_c0_g2_i2.p1
OG0004017	Shad_tr2254_c0_g1_i10.p1	Sama_DN12774_c0_g1_i1.p1
OG0004019	Shad_tr11303_c0_g1_i13.p1	Sama_DN6608_c0_g1_i1.p1, Sama_DN3662_c0_g1_i4.p1
OG0004020	Shad_tr341_c4_g1_i11.p1	Sama_DN8459_c0_g2_i1.p1, Sama_DN8459_c0_g1_i1.p1
OG0004021	Shad_tr26487_c0_g1_i3.p1	Sama_DN2086_c1_g1_i1.p1
OG0004022	Shad_tr4862_c0_g1_i2.p1, Shad_tr13093_c0_g1_i5.p1	Sama_DN723_c1_g2_i2.p1
OG0004023	Shad_tr45901_c1_g1_i4.p1	Sama_DN4851_c0_g1_i1.p1
OG0004024	Shad_tr8526_c0_g1_i2.p1, Shad_tr4067_c1_g2_i1.p1	Sama_DN3696_c0_g4_i1.p1
OG0004025	Shad_tr7029_c2_g1_i2.p1	Sama_DN12728_c0_g1_i1.p1
OG0004026	Shad_tr29576_c0_g1_i1.p1	Sama_DN394_c0_g1_i2.p1
OG0004027	Shad_tr32520_c0_g2_i4.p1	Sama_DN4304_c0_g1_i6.p1
OG0004028	Shad_tr7597_c0_g1_i3.p1	Sama_DN5034_c0_g1_i1.p1
OG0004030	Shad_tr5078_c0_g1_i4.p1	Sama_DN5589_c0_g1_i1.p1
OG0004032	Shad_tr5419_c1_g1_i2.p1	Sama_DN5097_c0_g1_i1.p1
OG0004033	Shad_tr1957_c0_g1_i18.p1	Sama_DN2998_c0_g1_i1.p1
OG0004034	Shad_tr2902_c0_g1_i3.p1	Sama_DN5541_c0_g1_i1.p1
OG0004035	Shad_tr8218_c2_g2_i4.p1	Sama_DN12710_c0_g1_i1.p1
OG0004037	Shad_tr1338_c2_g2_i3.p1	Sama_DN3503_c0_g1_i2.p1
OG0004040	Shad_tr1809_c0_g3_i3.p1	Sama_DN1376_c0_g1_i1.p1
OG0004041	Shad_tr2923_c1_g1_i2.p1	Sama_DN3076_c0_g1_i1.p1
OG0004042	Shad_tr7191_c0_g1_i1.p1	Sama_DN5453_c0_g1_i3.p1
OG0004043	Shad_tr27507_c0_g2_i4.p1	Sama_DN5594_c0_g1_i2.p1
OG0004046	Shad_tr12923_c0_g1_i4.p1	Sama_DN600_c0_g1_i1.p1
OG0004047	Shad_tr32234_c0_g1_i14.p1	Sama_DN7282_c0_g1_i1.p1
OG0004048	Shad_tr6407_c1_g1_i2.p1	Sama_DN7719_c0_g2_i1.p1, Sama_DN7719_c0_g3_i1.p1
OG0004049	Shad_tr78660_c0_g1_i1.p1	Sama_DN10815_c0_g2_i1.p1
OG0004050	Shad_tr3796_c0_g1_i5.p1	Sama_DN2397_c0_g1_i1.p1
OG0004051	Shad_tr2763_c0_g1_i4.p1	Sama_DN2547_c0_g1_i1.p1
OG0004053	Shad_tr1308_c0_g1_i2.p1	Sama_DN2305_c0_g1_i2.p1
OG0004054	Shad_tr6406_c0_g1_i6.p1	Sama_DN1779_c0_g1_i1.p1
OG0004055	Shad_tr2150_c0_g1_i2.p1	Sama_DN6040_c0_g2_i1.p1
OG0004056	Shad_tr15552_c0_g1_i8.p1	Sama_DN6973_c1_g1_i1.p1
OG0004059	Shad_tr6944_c0_g2_i7.p1	Sama_DN11460_c0_g1_i1.p1
OG0004060	Shad_tr25356_c0_g1_i5.p1	Sama_DN4007_c0_g1_i6.p1
OG0004061	Shad_tr15586_c0_g1_i1.p1	Sama_DN2804_c0_g1_i3.p1
OG0004062	Shad_tr12726_c0_g1_i17.p1	Sama_DN1536_c1_g1_i1.p1
OG0004063	Shad_tr479_c2_g1_i1.p1	Sama_DN6088_c0_g1_i2.p1
OG0004064	Shad_tr171_c2_g1_i9.p1	Sama_DN4467_c0_g1_i4.p1
OG0004065	Shad_tr8297_c3_g1_i1.p1	Sama_DN5398_c0_g1_i1.p1
OG0004066	Shad_tr6027_c0_g1_i3.p1, Shad_tr6027_c0_g2_i1.p1, Shad_tr36234_c0_g1_i1.p1	Sama_DN3423_c0_g1_i4.p1
OG0004068	Shad_tr4874_c0_g1_i12.p1	Sama_DN1696_c0_g1_i3.p1
OG0004069	Shad_tr12701_c0_g1_i1.p1	Sama_DN3464_c0_g1_i1.p1
OG0004071	Shad_tr16456_c0_g1_i10.p1	Sama_DN1616_c0_g1_i1.p1
OG0004072	Shad_tr38850_c0_g1_i4.p1	Sama_DN10657_c0_g2_i1.p1
OG0004073	Shad_tr2458_c4_g1_i3.p1	Sama_DN5334_c0_g3_i1.p1
OG0004074	Shad_tr45911_c0_g1_i2.p1	Sama_DN8766_c0_g1_i1.p1, Sama_DN6778_c0_g1_i1.p1, Sama_DN9333_c0_g1_i1.p1
OG0004075	Shad_tr1750_c0_g1_i12.p1	Sama_DN4354_c0_g2_i2.p1
OG0004077	Shad_tr4860_c0_g1_i6.p1	Sama_DN1359_c0_g1_i1.p1
OG0004078	Shad_tr411_c0_g1_i1.p1, Shad_tr96340_c0_g1_i1.p1	Sama_DN12297_c0_g1_i1.p1
OG0004079	Shad_tr4763_c0_g1_i1.p1	Sama_DN2540_c0_g1_i3.p1
OG0004082	Shad_tr8550_c0_g2_i2.p1	Sama_DN10428_c0_g1_i1.p1
OG0004083	Shad_tr51525_c0_g1_i1.p1	Sama_DN13276_c0_g1_i1.p1
OG0004084	Shad_tr10182_c0_g1_i9.p1	Sama_DN14349_c0_g1_i1.p1, Sama_DN13970_c0_g1_i1.p1
OG0004085	Shad_tr2521_c0_g1_i4.p1	Sama_DN4062_c0_g2_i1.p1
OG0004086	Shad_tr3854_c0_g1_i7.p1	Sama_DN10245_c0_g1_i1.p1
OG0004088	Shad_tr4501_c2_g1_i1.p1	Sama_DN3191_c0_g1_i1.p1
OG0004089	Shad_tr27296_c0_g1_i22.p1	Sama_DN350_c0_g1_i1.p1
OG0004090	Shad_tr1809_c1_g1_i15.p1	Sama_DN527_c0_g1_i1.p1
OG0004092	Shad_tr4259_c0_g2_i1.p1	Sama_DN3959_c0_g1_i3.p1
OG0004093	Shad_tr6939_c0_g1_i2.p1	Sama_DN1121_c0_g1_i2.p1
OG0004094	Shad_tr27646_c1_g1_i10.p1	Sama_DN1518_c0_g1_i6.p1
OG0004095	Shad_tr17491_c0_g1_i1.p1	Sama_DN1898_c0_g1_i1.p1
OG0004096	Shad_tr7709_c0_g1_i2.p1	Sama_DN6519_c0_g1_i1.p1
OG0004097	Shad_tr2575_c0_g1_i1.p1	Sama_DN12411_c0_g1_i1.p1
OG0004098	Shad_tr24984_c1_g1_i10.p2, Shad_tr12704_c1_g1_i4.p1	Sama_DN12143_c0_g1_i1.p1
OG0004099	Shad_tr28531_c0_g2_i1.p1	Sama_DN4328_c0_g1_i1.p1
OG0004100	Shad_tr8651_c0_g1_i4.p1	Sama_DN6945_c0_g1_i3.p1
OG0004102	Shad_tr19613_c0_g1_i4.p1	Sama_DN3971_c0_g1_i1.p1
OG0004103	Shad_tr39527_c0_g3_i2.p1	Sama_DN4920_c0_g1_i2.p1
OG0004104	Shad_tr982_c2_g1_i2.p1	Sama_DN6080_c0_g1_i1.p1
OG0004105	Shad_tr589_c0_g1_i11.p1	Sama_DN2713_c0_g1_i2.p1
OG0004106	Shad_tr5090_c0_g1_i2.p1	Sama_DN7180_c0_g1_i1.p1, Sama_DN5622_c0_g1_i1.p1
OG0004107	Shad_tr30566_c2_g1_i1.p1	Sama_DN5765_c0_g1_i1.p1
OG0004108	Shad_tr11679_c0_g1_i2.p1	Sama_DN6524_c0_g2_i1.p1
OG0004109	Shad_tr5516_c0_g2_i1.p1, Shad_tr5516_c0_g1_i13.p1	Sama_DN10938_c0_g1_i1.p1
OG0004110	Shad_tr29482_c0_g1_i3.p1	Sama_DN3655_c0_g1_i1.p1
OG0004111	Shad_tr482_c5_g2_i1.p1	Sama_DN12201_c0_g1_i1.p1
OG0004112	Shad_tr33424_c1_g1_i5.p1	Sama_DN786_c0_g1_i4.p1
OG0004113	Shad_tr4106_c1_g1_i4.p1	Sama_DN18_c0_g1_i1.p1
OG0004116	Shad_tr12362_c0_g1_i2.p1	Sama_DN11713_c0_g1_i1.p1
OG0004118	Shad_tr12378_c0_g1_i1.p1	Sama_DN12242_c0_g1_i1.p1
OG0004121	Shad_tr7533_c0_g1_i6.p1	Sama_DN10204_c0_g1_i1.p1
OG0004122	Shad_tr2965_c0_g3_i1.p1	Sama_DN119_c0_g1_i1.p1
OG0004123	Shad_tr4827_c3_g1_i2.p1	Sama_DN3095_c0_g1_i1.p1
OG0004124	Shad_tr103_c2_g1_i5.p1	Sama_DN1918_c0_g1_i1.p1
OG0004127	Shad_tr31944_c1_g1_i2.p1	Sama_DN10784_c0_g2_i1.p1, Sama_DN8031_c0_g2_i1.p2, Sama_DN8031_c0_g1_i1.p1
OG0004128	Shad_tr2668_c0_g2_i8.p1	Sama_DN1373_c0_g1_i1.p1
OG0004129	Shad_tr1733_c0_g2_i5.p1	Sama_DN3000_c0_g1_i1.p1
OG0004130	Shad_tr16219_c0_g1_i2.p1	Sama_DN5521_c0_g1_i1.p1
OG0004131	Shad_tr15278_c0_g1_i1.p1	Sama_DN940_c0_g1_i1.p1
OG0004132	Shad_tr26094_c0_g1_i5.p1	Sama_DN13607_c0_g1_i1.p1, Sama_DN6905_c0_g1_i1.p1
OG0004133	Shad_tr13475_c0_g1_i1.p1	Sama_DN7605_c0_g1_i1.p1
OG0004135	Shad_tr2101_c1_g1_i6.p1	Sama_DN2282_c0_g1_i1.p1
OG0004136	Shad_tr19418_c0_g1_i3.p1	Sama_DN2496_c0_g1_i2.p1
OG0004137	Shad_tr2617_c0_g1_i32.p1	Sama_DN3038_c0_g1_i1.p1
OG0004138	Shad_tr2589_c0_g1_i2.p1	Sama_DN3383_c0_g1_i1.p1
OG0004139	Shad_tr95406_c0_g1_i1.p1	Sama_DN13834_c0_g1_i1.p1
OG0004143	Shad_tr43444_c0_g1_i1.p1	Sama_DN4154_c0_g1_i1.p1
OG0004144	Shad_tr10021_c1_g1_i5.p1	Sama_DN10790_c0_g1_i1.p1
OG0004145	Shad_tr18033_c0_g1_i1.p1	Sama_DN13283_c0_g1_i1.p1
OG0004146	Shad_tr74759_c0_g1_i1.p1, Shad_tr723_c0_g1_i6.p1	Sama_DN3692_c0_g1_i1.p1
OG0004148	Shad_tr36658_c1_g1_i9.p1	Sama_DN11039_c0_g1_i1.p1
OG0004150	Shad_tr25450_c0_g1_i2.p1	Sama_DN2637_c0_g1_i1.p1
OG0004151	Shad_tr17995_c0_g1_i50.p1	Sama_DN4757_c0_g3_i1.p1
OG0004152	Shad_tr646_c0_g1_i3.p1	Sama_DN1678_c0_g1_i1.p1
OG0004154	Shad_tr2101_c0_g2_i3.p1	Sama_DN11543_c0_g1_i1.p1
OG0004155	Shad_tr2265_c0_g1_i4.p1	Sama_DN11394_c0_g1_i1.p1, Sama_DN12478_c0_g1_i1.p1
OG0004156	Shad_tr2614_c1_g2_i3.p1	Sama_DN1763_c0_g1_i1.p1
OG0004157	Shad_tr7306_c0_g1_i4.p1	Sama_DN1773_c0_g1_i1.p1
OG0004158	Shad_tr26970_c0_g1_i4.p1	Sama_DN7102_c0_g1_i2.p1
OG0004159	Shad_tr2930_c0_g1_i9.p1	Sama_DN2244_c0_g1_i1.p1
OG0004161	Shad_tr6562_c0_g1_i2.p1	Sama_DN4096_c0_g1_i2.p1
OG0004162	Shad_tr14238_c0_g1_i3.p1	Sama_DN12789_c0_g1_i1.p1
OG0004164	Shad_tr19913_c0_g1_i3.p1	Sama_DN7119_c0_g1_i1.p1
OG0004165	Shad_tr6875_c0_g1_i11.p1	Sama_DN4684_c0_g1_i1.p1
OG0004166	Shad_tr3672_c0_g3_i2.p1	Sama_DN11525_c0_g1_i1.p1
OG0004167	Shad_tr3260_c1_g2_i1.p1	Sama_DN2590_c0_g1_i1.p1
OG0004168	Shad_tr1_c4_g2_i3.p1	Sama_DN4313_c0_g1_i1.p1
OG0004170	Shad_tr18713_c0_g1_i1.p1	Sama_DN7165_c0_g1_i1.p1
OG0004172	Shad_tr6262_c0_g1_i6.p1	Sama_DN3699_c0_g1_i2.p1
OG0004174	Shad_tr1727_c0_g1_i2.p1	Sama_DN10879_c0_g1_i1.p1
OG0004176	Shad_tr4179_c2_g1_i2.p1	Sama_DN2408_c0_g1_i1.p1
OG0004177	Shad_tr37188_c0_g2_i2.p1	Sama_DN3785_c0_g1_i1.p1
OG0004178	Shad_tr3122_c0_g1_i10.p1	Sama_DN522_c0_g3_i3.p1
OG0004179	Shad_tr22654_c0_g1_i9.p1	Sama_DN3898_c0_g1_i1.p1
OG0004180	Shad_tr1575_c0_g1_i4.p1	Sama_DN2780_c0_g1_i1.p1
OG0004183	Shad_tr2210_c0_g1_i14.p1	Sama_DN11635_c0_g1_i1.p1
OG0004185	Shad_tr451_c18_g1_i3.p1, Shad_tr11991_c0_g1_i14.p1	Sama_DN4879_c0_g1_i2.p1
OG0004187	Shad_tr12680_c0_g1_i3.p1	Sama_DN4781_c0_g3_i1.p1
OG0004188	Shad_tr1260_c2_g2_i2.p1	Sama_DN1539_c1_g1_i1.p1
OG0004189	Shad_tr5477_c0_g1_i5.p1	Sama_DN3753_c0_g1_i3.p1
OG0004190	Shad_tr5253_c0_g1_i5.p1	Sama_DN5103_c0_g1_i1.p1
OG0004191	Shad_tr4680_c1_g2_i1.p1	Sama_DN11546_c0_g1_i1.p1
OG0004194	Shad_tr17284_c1_g1_i4.p1	Sama_DN67_c0_g1_i8.p1
OG0004195	Shad_tr3000_c0_g1_i2.p1	Sama_DN2356_c0_g1_i1.p1
OG0004196	Shad_tr39861_c0_g1_i1.p1	Sama_DN2324_c0_g1_i1.p1
OG0004198	Shad_tr893_c1_g1_i16.p1	Sama_DN1908_c0_g1_i2.p1
OG0004199	Shad_tr23186_c2_g1_i2.p1	Sama_DN9214_c0_g1_i1.p1
OG0004201	Shad_tr43771_c1_g1_i9.p1	Sama_DN4957_c0_g1_i4.p1
OG0004202	Shad_tr12993_c0_g1_i19.p1	Sama_DN2755_c0_g1_i1.p1
OG0004203	Shad_tr13325_c0_g1_i2.p1	Sama_DN1966_c0_g1_i1.p1
OG0004204	Shad_tr356_c0_g1_i1.p1	Sama_DN313_c0_g1_i3.p1
OG0004205	Shad_tr275_c0_g1_i10.p1	Sama_DN11489_c0_g1_i1.p1
OG0004206	Shad_tr17500_c1_g1_i5.p1	Sama_DN6879_c0_g1_i1.p1
OG0004207	Shad_tr1807_c0_g1_i24.p1	Sama_DN5985_c0_g1_i1.p1
OG0004208	Shad_tr12988_c0_g1_i6.p1	Sama_DN4552_c0_g1_i1.p1, Sama_DN10216_c0_g1_i1.p1
OG0004209	Shad_tr4763_c2_g1_i3.p1	Sama_DN4673_c0_g1_i1.p1
OG0004210	Shad_tr24154_c0_g1_i1.p1	Sama_DN3428_c0_g1_i2.p1
OG0004211	Shad_tr22730_c0_g1_i3.p1	Sama_DN4967_c0_g1_i4.p1
OG0004213	Shad_tr2037_c1_g1_i3.p1	Sama_DN9123_c0_g1_i1.p1
OG0004214	Shad_tr19188_c5_g3_i1.p1, Shad_tr37351_c0_g2_i1.p1, Shad_tr37351_c0_g1_i1.p1	Sama_DN8743_c0_g2_i1.p1
OG0004215	Shad_tr6828_c0_g1_i7.p1	Sama_DN6282_c0_g1_i1.p1, Sama_DN5820_c0_g2_i1.p1
OG0004216	Shad_tr15593_c0_g1_i1.p1	Sama_DN13241_c0_g1_i1.p1
OG0004217	Shad_tr16281_c0_g1_i1.p1	Sama_DN4868_c0_g1_i1.p1
OG0004219	Shad_tr15956_c0_g1_i6.p1	Sama_DN3276_c0_g1_i1.p1
OG0004220	Shad_tr158_c2_g1_i1.p1	Sama_DN263_c0_g1_i1.p1
OG0004221	Shad_tr39726_c0_g1_i1.p1	Sama_DN5586_c0_g2_i1.p1, Sama_DN11675_c0_g1_i1.p1
OG0004222	Shad_tr6462_c0_g1_i6.p1	Sama_DN3531_c0_g1_i1.p1
OG0004223	Shad_tr3607_c1_g1_i4.p1	Sama_DN1886_c0_g1_i1.p1
OG0004224	Shad_tr27001_c0_g1_i3.p1, Shad_tr3652_c1_g1_i10.p1	Sama_DN1887_c0_g1_i1.p1
OG0004225	Shad_tr8231_c0_g1_i3.p1	Sama_DN11009_c0_g1_i1.p1
OG0004226	Shad_tr9006_c0_g1_i2.p1	Sama_DN4083_c0_g1_i1.p1
OG0004227	Shad_tr9541_c0_g1_i1.p1	Sama_DN7097_c0_g1_i1.p1
OG0004228	Shad_tr5716_c0_g3_i6.p1	Sama_DN8825_c0_g1_i1.p1
OG0004229	Shad_tr22769_c2_g1_i10.p1	Sama_DN10381_c0_g1_i1.p1
OG0004230	Shad_tr16007_c1_g3_i1.p1	Sama_DN4640_c0_g1_i1.p1
OG0004231	Shad_tr3988_c0_g1_i1.p1	Sama_DN5908_c0_g1_i1.p1
OG0004232	Shad_tr8411_c0_g2_i12.p1	Sama_DN11698_c0_g1_i1.p1
OG0004233	Shad_tr4987_c0_g1_i12.p1	Sama_DN2555_c0_g1_i1.p1
OG0004234	Shad_tr5302_c0_g1_i2.p1	Sama_DN13237_c0_g1_i1.p1
OG0004235	Shad_tr57_c35_g1_i3.p1	Sama_DN3174_c0_g1_i1.p1
OG0004236	Shad_tr3579_c0_g1_i20.p1	Sama_DN8857_c0_g1_i1.p1
OG0004237	Shad_tr12972_c1_g1_i2.p1	Sama_DN4853_c0_g1_i1.p1
OG0004238	Shad_tr44065_c0_g1_i1.p1	Sama_DN6564_c0_g1_i1.p1
OG0004240	Shad_tr14541_c0_g1_i3.p1	Sama_DN14123_c0_g1_i1.p1
OG0004241	Shad_tr10358_c0_g2_i1.p1	Sama_DN13314_c0_g1_i1.p1
OG0004245	Shad_tr388_c0_g1_i10.p1	Sama_DN1748_c0_g1_i1.p1
OG0004246	Shad_tr23653_c1_g1_i3.p1	Sama_DN3803_c1_g1_i1.p1
OG0004247	Shad_tr28553_c0_g2_i4.p1	Sama_DN3328_c0_g1_i1.p1
OG0004248	Shad_tr39371_c1_g1_i1.p1	Sama_DN4504_c0_g1_i3.p1, Sama_DN10395_c0_g2_i1.p1
OG0004249	Shad_tr13170_c1_g1_i1.p1, Shad_tr64079_c0_g1_i1.p1	Sama_DN13284_c0_g1_i1.p1
OG0004250	Shad_tr13815_c0_g1_i2.p1	Sama_DN3301_c0_g1_i1.p2, Sama_DN8347_c0_g1_i1.p1
OG0004251	Shad_tr7506_c0_g1_i11.p1	Sama_DN6904_c0_g1_i1.p1
OG0004252	Shad_tr39411_c1_g1_i2.p1	Sama_DN5029_c0_g1_i1.p1, Sama_DN6857_c0_g1_i1.p1
OG0004253	Shad_tr19401_c0_g2_i4.p1	Sama_DN12153_c0_g1_i1.p1
OG0004254	Shad_tr4492_c1_g1_i1.p1	Sama_DN8906_c0_g1_i2.p1
OG0004255	Shad_tr12214_c1_g2_i1.p1, Shad_tr12214_c1_g1_i1.p1	Sama_DN10313_c0_g1_i1.p1
OG0004256	Shad_tr3399_c3_g1_i1.p1	Sama_DN3027_c0_g1_i1.p1
OG0004257	Shad_tr48629_c0_g1_i7.p1	Sama_DN6779_c0_g1_i1.p1
OG0004258	Shad_tr16895_c0_g1_i6.p1	Sama_DN10244_c0_g1_i1.p1
OG0004259	Shad_tr11540_c0_g1_i6.p1	Sama_DN1434_c0_g1_i1.p1
OG0004260	Shad_tr32773_c0_g2_i1.p1	Sama_DN509_c0_g1_i3.p1
OG0004261	Shad_tr24035_c0_g1_i2.p1, Shad_tr9330_c1_g1_i1.p1	Sama_DN9919_c0_g2_i1.p1, Sama_DN9919_c0_g1_i1.p1
OG0004262	Shad_tr5024_c0_g1_i1.p2	Sama_DN12506_c0_g1_i1.p1
OG0004263	Shad_tr836_c0_g1_i1.p1, Shad_tr105285_c0_g1_i1.p1	Sama_DN1162_c0_g1_i1.p1
OG0004264	Shad_tr5990_c0_g1_i7.p1	Sama_DN10991_c0_g1_i1.p1
OG0004265	Shad_tr38036_c0_g4_i1.p1, Shad_tr38036_c0_g1_i1.p1	Sama_DN1464_c0_g1_i1.p1
OG0004266	Shad_tr38895_c0_g1_i2.p1	Sama_DN4632_c0_g1_i1.p1
OG0004267	Shad_tr17860_c0_g1_i2.p1	Sama_DN12037_c0_g1_i1.p1
OG0004268	Shad_tr31472_c2_g2_i1.p1	Sama_DN2872_c0_g1_i1.p1
OG0004269	Shad_tr10492_c0_g1_i2.p1	Sama_DN7956_c0_g1_i1.p1, Sama_DN7956_c0_g2_i1.p1
OG0004270	Shad_tr2403_c3_g1_i8.p1	Sama_DN4173_c0_g1_i1.p1
OG0004271	Shad_tr7881_c0_g1_i1.p1	Sama_DN6244_c0_g1_i1.p1
OG0004272	Shad_tr26409_c1_g1_i2.p1	Sama_DN10803_c0_g1_i1.p1
OG0004274	Shad_tr8208_c0_g4_i1.p1	Sama_DN12677_c0_g1_i1.p1
OG0004275	Shad_tr2531_c0_g1_i10.p1	Sama_DN5643_c0_g1_i1.p1
OG0004277	Shad_tr5413_c0_g1_i85.p1	Sama_DN87_c0_g1_i1.p1
OG0004278	Shad_tr2916_c5_g1_i6.p1, Shad_tr9632_c0_g4_i1.p1	Sama_DN7977_c0_g1_i1.p1
OG0004280	Shad_tr1265_c1_g2_i1.p1	Sama_DN4793_c0_g1_i1.p1
OG0004281	Shad_tr20986_c1_g2_i2.p1	Sama_DN14063_c0_g1_i1.p1
OG0004282	Shad_tr910_c2_g1_i2.p1	Sama_DN1551_c0_g1_i2.p1
OG0004284	Shad_tr3984_c0_g4_i1.p1	Sama_DN4576_c0_g2_i1.p1
OG0004285	Shad_tr6912_c0_g1_i4.p1, Shad_tr20478_c0_g3_i2.p1	Sama_DN1816_c0_g1_i1.p1
OG0004286	Shad_tr39881_c0_g1_i1.p1	Sama_DN13821_c0_g1_i1.p1
OG0004287	Shad_tr2953_c1_g1_i5.p1	Sama_DN12256_c0_g1_i1.p1
OG0004288	Shad_tr30621_c0_g1_i3.p1	Sama_DN9301_c0_g1_i1.p1, Sama_DN9301_c0_g2_i1.p1
OG0004289	Shad_tr11076_c1_g1_i5.p1	Sama_DN3887_c1_g2_i1.p1
OG0004291	Shad_tr1593_c4_g1_i3.p1, Shad_tr3939_c1_g1_i7.p1	Sama_DN5144_c0_g1_i3.p1
OG0004293	Shad_tr65310_c0_g1_i1.p1	Sama_DN5007_c0_g1_i2.p1
OG0004294	Shad_tr20271_c3_g1_i1.p1	Sama_DN13384_c0_g1_i1.p1
OG0004295	Shad_tr19666_c1_g1_i1.p1	Sama_DN2809_c0_g1_i2.p1
OG0004297	Shad_tr13312_c1_g1_i1.p1	Sama_DN1980_c0_g1_i1.p1
OG0004298	Shad_tr17871_c0_g3_i1.p1	Sama_DN3294_c0_g1_i1.p1
OG0004299	Shad_tr14266_c0_g1_i9.p1	Sama_DN6255_c0_g1_i1.p1
OG0004300	Shad_tr27527_c0_g2_i5.p1	Sama_DN13590_c0_g1_i1.p1
OG0004301	Shad_tr4692_c5_g1_i1.p1	Sama_DN2591_c0_g1_i1.p1
OG0004302	Shad_tr7332_c1_g1_i1.p1, Shad_tr113579_c0_g1_i1.p1	Sama_DN9937_c0_g1_i1.p1
OG0004303	Shad_tr22151_c0_g1_i1.p1	Sama_DN1168_c0_g1_i2.p1
OG0004304	Shad_tr15562_c2_g1_i11.p1	Sama_DN9585_c0_g1_i1.p1
OG0004308	Shad_tr2935_c0_g1_i12.p1	Sama_DN2660_c0_g1_i2.p1
OG0004309	Shad_tr61213_c0_g1_i1.p1	Sama_DN2394_c0_g1_i1.p1
OG0004310	Shad_tr47696_c0_g1_i1.p1	Sama_DN13362_c0_g1_i1.p1
OG0004311	Shad_tr44960_c0_g1_i3.p1	Sama_DN13842_c0_g1_i1.p1
OG0004312	Shad_tr41988_c0_g1_i1.p1	Sama_DN2901_c0_g1_i1.p1
OG0004313	Shad_tr34982_c0_g1_i6.p1	Sama_DN2694_c0_g1_i1.p1
OG0004315	Shad_tr7253_c0_g1_i3.p1	Sama_DN2485_c0_g1_i4.p1
OG0004316	Shad_tr4530_c0_g1_i1.p1	Sama_DN5778_c0_g1_i1.p1
OG0004317	Shad_tr11911_c0_g1_i3.p1	Sama_DN2695_c0_g1_i1.p1
OG0004318	Shad_tr5753_c0_g2_i1.p1	Sama_DN1974_c0_g1_i2.p1
OG0004319	Shad_tr7388_c1_g1_i3.p1	Sama_DN4550_c0_g1_i2.p1
OG0004320	Shad_tr312_c0_g1_i10.p1	Sama_DN6038_c0_g1_i1.p1
OG0004322	Shad_tr12036_c2_g1_i1.p1	Sama_DN1285_c0_g1_i1.p1, Sama_DN1285_c0_g2_i1.p1
OG0004325	Shad_tr14094_c0_g3_i1.p1, Shad_tr14094_c0_g2_i3.p1, Shad_tr14094_c0_g1_i1.p1	Sama_DN2949_c0_g1_i1.p1
OG0004326	Shad_tr14050_c0_g1_i1.p1	Sama_DN4775_c0_g1_i1.p1
OG0004331	Shad_tr36813_c0_g3_i1.p1	Sama_DN4818_c0_g1_i2.p1
OG0004332	Shad_tr11274_c0_g1_i11.p1	Sama_DN608_c0_g1_i1.p1
OG0004333	Shad_tr10785_c0_g1_i5.p1	Sama_DN4651_c0_g2_i1.p1
OG0004334	Shad_tr24496_c0_g1_i1.p1	Sama_DN562_c0_g2_i1.p1
OG0004335	Shad_tr14737_c0_g1_i2.p1, Shad_tr1236_c17_g1_i2.p1	Sama_DN3290_c0_g1_i2.p1
OG0004336	Shad_tr108367_c0_g1_i1.p1, Shad_tr658_c0_g1_i1.p1	Sama_DN707_c0_g1_i1.p1
OG0004337	Shad_tr2415_c1_g1_i1.p1, Shad_tr22070_c0_g1_i3.p1	Sama_DN11527_c0_g1_i1.p1, Sama_DN9306_c0_g1_i1.p1
OG0004339	Shad_tr8244_c2_g1_i2.p1	Sama_DN1122_c0_g1_i1.p1
OG0004340	Shad_tr8189_c0_g1_i1.p1, Shad_tr8250_c0_g2_i2.p1	Sama_DN3069_c0_g1_i1.p1
OG0004341	Shad_tr18513_c0_g1_i5.p1, Shad_tr35338_c0_g1_i1.p1	Sama_DN2250_c0_g1_i1.p1
OG0004342	Shad_tr10742_c0_g1_i4.p1	Sama_DN6544_c0_g1_i1.p1
OG0004343	Shad_tr13848_c0_g1_i1.p1	Sama_DN11912_c0_g1_i1.p1
OG0004344	Shad_tr3479_c0_g1_i26.p1	Sama_DN11745_c0_g1_i1.p1
OG0004345	Shad_tr8371_c1_g1_i4.p1	Sama_DN10717_c0_g1_i1.p1, Sama_DN3796_c0_g1_i1.p1
OG0004346	Shad_tr17442_c0_g1_i1.p1	Sama_DN180_c0_g2_i1.p1
OG0004347	Shad_tr23397_c0_g1_i1.p1	Sama_DN5772_c0_g1_i3.p1
OG0004348	Shad_tr2128_c0_g2_i2.p1	Sama_DN7542_c0_g1_i1.p1
OG0004349	Shad_tr27082_c0_g1_i1.p1	Sama_DN1648_c0_g1_i1.p1
OG0004350	Shad_tr4928_c1_g3_i2.p1	Sama_DN5837_c0_g2_i2.p1
OG0004351	Shad_tr14578_c0_g1_i6.p1	Sama_DN11628_c0_g1_i1.p1
OG0004352	Shad_tr18168_c0_g1_i1.p1	Sama_DN4592_c0_g1_i1.p1
