Orthogroup	Stichodactyla_haddoni_longest_pep	Nemopilema_nomurai_longest_pep
OG0003884	Shad_tr2433_c10_g1_i1.p1	Neno_DN1593_c0_g2_i6.p1
OG0003887	Shad_tr2782_c3_g1_i1.p1	Neno_DN6770_c0_g1_i1.p1
OG0003888	Shad_tr61183_c1_g1_i1.p1	Neno_DN5706_c0_g1_i2.p1
OG0003888	Shad_tr6355_c0_g1_i2.p2	Neno_DN365_c0_g1_i1.p1
OG0003889	Shad_tr11586_c0_g1_i3.p1	Neno_DN5634_c0_g1_i1.p1
OG0003891	Shad_tr8663_c0_g2_i1.p1, Shad_tr102582_c0_g1_i1.p1	Neno_DN18418_c0_g1_i2.p1
OG0003892	Shad_tr77082_c0_g1_i1.p1, Shad_tr59306_c1_g1_i1.p1, Shad_tr835_c2_g1_i8.p1	Neno_DN2229_c0_g1_i4.p2
OG0003893	Shad_tr1629_c0_g1_i10.p1	Neno_DN1820_c0_g1_i1.p1
OG0003894	Shad_tr1471_c0_g1_i1.p1	Neno_DN42_c0_g1_i1.p1
OG0003896	Shad_tr71087_c0_g1_i1.p1	Neno_DN2908_c0_g1_i1.p1
OG0003897	Shad_tr13128_c0_g1_i1.p1	Neno_DN2308_c0_g1_i3.p1
OG0003898	Shad_tr34352_c0_g1_i1.p1, Shad_tr939_c1_g1_i1.p1	Neno_DN3578_c0_g1_i1.p2
OG0003901	Shad_tr14266_c1_g1_i5.p1	Neno_DN3331_c0_g1_i1.p1
OG0003903	Shad_tr3410_c0_g1_i4.p1	Neno_DN4537_c0_g1_i3.p1
OG0003904	Shad_tr7032_c1_g2_i1.p1	Neno_DN17403_c0_g1_i1.p1
OG0003905	Shad_tr580_c0_g1_i2.p1, Shad_tr8850_c2_g1_i1.p1	Neno_DN972_c0_g1_i2.p1
OG0003906	Shad_tr6397_c0_g1_i2.p1	Neno_DN3970_c0_g1_i1.p1
OG0003907	Shad_tr53216_c0_g1_i1.p1, Shad_tr363_c0_g1_i1.p1	Neno_DN286_c0_g1_i1.p1
OG0003911	Shad_tr12751_c0_g1_i7.p1	Neno_DN5581_c0_g2_i4.p1
OG0003913	Shad_tr34045_c0_g1_i1.p1, Shad_tr11007_c0_g2_i2.p1	Neno_DN5722_c0_g1_i4.p1, Neno_DN5722_c0_g3_i1.p1
OG0003914	Shad_tr6937_c8_g1_i1.p1	Neno_DN6002_c0_g1_i1.p1
OG0003915	Shad_tr4949_c1_g1_i2.p1	Neno_DN23576_c0_g1_i1.p1, Neno_DN1348_c0_g2_i1.p1
OG0003916	Shad_tr3111_c0_g1_i15.p1, Shad_tr19081_c0_g1_i7.p1	Neno_DN8451_c0_g1_i1.p1
OG0003918	Shad_tr11363_c1_g1_i1.p1	Neno_DN1212_c0_g1_i1.p1, Neno_DN16456_c0_g1_i1.p1
OG0003920	Shad_tr74598_c0_g1_i1.p1, Shad_tr471_c0_g1_i2.p1	Neno_DN185_c0_g1_i1.p1
OG0003921	Shad_tr8616_c0_g1_i2.p1	Neno_DN15109_c0_g1_i1.p1, Neno_DN4865_c0_g2_i1.p1
OG0003922	Shad_tr6594_c2_g1_i2.p1	Neno_DN17640_c0_g1_i3.p1, Neno_DN5001_c0_g1_i1.p1
OG0003926	Shad_tr1338_c4_g1_i7.p1, Shad_tr6902_c0_g1_i1.p2	Neno_DN8412_c0_g1_i1.p1
OG0003927	Shad_tr13489_c0_g1_i1.p1	Neno_DN468_c0_g1_i2.p1, Neno_DN335_c0_g1_i1.p1
OG0003929	Shad_tr28675_c0_g1_i5.p1	Neno_DN15202_c1_g1_i4.p1
OG0003930	Shad_tr9567_c0_g1_i1.p1	Neno_DN6618_c0_g1_i1.p1
OG0003933	Shad_tr5080_c0_g1_i2.p1	Neno_DN10247_c0_g2_i1.p1
OG0003934	Shad_tr18508_c0_g1_i3.p1	Neno_DN8918_c0_g1_i3.p1, Neno_DN18079_c0_g1_i8.p1
OG0003935	Shad_tr3184_c0_g2_i4.p1	Neno_DN5729_c0_g2_i2.p1
OG0003936	Shad_tr83184_c0_g1_i1.p1	Neno_DN2965_c0_g1_i3.p1
OG0003937	Shad_tr77983_c0_g1_i1.p1, Shad_tr3824_c2_g1_i1.p1	Neno_DN739_c0_g1_i2.p1
OG0003939	Shad_tr92643_c0_g1_i2.p1, Shad_tr3913_c0_g1_i1.p1	Neno_DN8877_c0_g1_i1.p1
OG0003940	Shad_tr60964_c0_g1_i2.p1, Shad_tr17848_c0_g1_i1.p1	Neno_DN4330_c0_g1_i3.p1
OG0003942	Shad_tr16959_c4_g1_i1.p1	Neno_DN14365_c0_g1_i1.p1
OG0003944	Shad_tr4981_c0_g1_i4.p1	Neno_DN20985_c0_g1_i2.p1
OG0003945	Shad_tr1184_c21_g1_i1.p1	Neno_DN1967_c0_g3_i1.p1
OG0003946	Shad_tr8512_c0_g2_i1.p1	Neno_DN7107_c0_g1_i1.p1
OG0003947	Shad_tr6706_c0_g1_i2.p1	Neno_DN3741_c0_g1_i2.p1
OG0003948	Shad_tr8333_c0_g2_i1.p1	Neno_DN5576_c0_g1_i1.p1
OG0003949	Shad_tr41715_c0_g3_i3.p1	Neno_DN1629_c0_g1_i1.p1, Neno_DN10476_c0_g1_i1.p1
OG0003950	Shad_tr914_c0_g1_i11.p1, Shad_tr1449_c0_g3_i1.p1	Neno_DN45_c0_g1_i3.p1
OG0003951	Shad_tr1821_c0_g2_i1.p1	Neno_DN1385_c0_g1_i1.p1
OG0003952	Shad_tr2391_c6_g1_i1.p1	Neno_DN3943_c0_g1_i1.p1
OG0003955	Shad_tr32621_c0_g1_i1.p1	Neno_DN8558_c0_g1_i2.p1
OG0003956	Shad_tr19_c0_g1_i1.p1	Neno_DN2578_c0_g1_i1.p1
OG0003958	Shad_tr85991_c0_g1_i1.p1, Shad_tr3782_c0_g1_i1.p1	Neno_DN2266_c0_g1_i1.p1
OG0003959	Shad_tr2953_c2_g5_i2.p1	Neno_DN4026_c0_g1_i1.p1
OG0003960	Shad_tr30464_c0_g1_i7.p1	Neno_DN1742_c0_g2_i3.p1
OG0003964	Shad_tr87851_c0_g1_i1.p1	Neno_DN205_c0_g1_i1.p1
OG0003968	Shad_tr9649_c1_g1_i5.p1	Neno_DN2044_c0_g1_i2.p1
OG0003970	Shad_tr6686_c0_g1_i1.p1	Neno_DN5679_c0_g1_i4.p1
OG0003974	Shad_tr3979_c1_g1_i1.p1	Neno_DN10141_c0_g1_i2.p1
OG0003976	Shad_tr12339_c2_g2_i1.p1	Neno_DN964_c1_g1_i1.p1
OG0003976	Shad_tr12339_c1_g1_i4.p1	Neno_DN13096_c0_g1_i1.p1
OG0003977	Shad_tr1003_c0_g2_i1.p1, Shad_tr1003_c0_g1_i3.p1	Neno_DN1376_c1_g1_i2.p1
OG0003978	Shad_tr18695_c0_g1_i1.p1	Neno_DN11593_c0_g2_i1.p1
OG0003982	Shad_tr94093_c0_g1_i1.p1	Neno_DN8831_c0_g1_i1.p1
OG0003983	Shad_tr87484_c0_g1_i1.p1	Neno_DN20899_c0_g1_i1.p1
OG0003984	Shad_tr28660_c0_g1_i3.p1	Neno_DN16478_c0_g1_i1.p1
OG0003985	Shad_tr27469_c0_g2_i1.p1	Neno_DN6635_c0_g1_i3.p1
OG0003986	Shad_tr1098_c9_g1_i1.p1	Neno_DN5431_c0_g1_i1.p1
OG0003987	Shad_tr41126_c0_g1_i1.p1	Neno_DN6116_c0_g1_i2.p1
OG0003989	Shad_tr81592_c0_g1_i1.p1, Shad_tr76313_c0_g1_i1.p1	Neno_DN12499_c0_g1_i1.p1
OG0003990	Shad_tr48414_c0_g1_i1.p2	Neno_DN14515_c0_g3_i1.p1
OG0003990	Shad_tr109138_c0_g1_i1.p1	Neno_DN9996_c0_g1_i1.p1
OG0003991	Shad_tr4165_c0_g2_i1.p1	Neno_DN10919_c0_g1_i1.p1, Neno_DN12659_c0_g1_i4.p1, Neno_DN8108_c0_g2_i3.p1
OG0003992	Shad_tr41484_c0_g1_i1.p1	Neno_DN6351_c0_g2_i1.p1
OG0004012	Shad_tr2125_c0_g1_i1.p1	Neno_DN3539_c0_g1_i3.p1
OG0004013	Shad_tr8843_c0_g1_i8.p1	Neno_DN558_c0_g1_i1.p1
OG0004014	Shad_tr3530_c0_g1_i5.p1	Neno_DN2836_c0_g1_i5.p1
OG0004016	Shad_tr2108_c0_g1_i4.p1	Neno_DN15266_c0_g1_i1.p1
OG0004017	Shad_tr2254_c0_g1_i10.p1	Neno_DN658_c0_g1_i14.p1
OG0004019	Shad_tr11303_c0_g1_i13.p1	Neno_DN10711_c0_g1_i5.p1
OG0004020	Shad_tr341_c4_g1_i11.p1	Neno_DN22579_c0_g1_i1.p1, Neno_DN13670_c0_g1_i1.p1
OG0004021	Shad_tr26487_c0_g1_i3.p1	Neno_DN3921_c0_g1_i3.p1
OG0004022	Shad_tr4862_c0_g1_i2.p1, Shad_tr13093_c0_g1_i5.p1	Neno_DN775_c0_g1_i4.p1
OG0004023	Shad_tr45901_c1_g1_i4.p1	Neno_DN7272_c0_g1_i3.p1
OG0004024	Shad_tr8526_c0_g1_i2.p1, Shad_tr4067_c1_g2_i1.p1	Neno_DN412_c0_g1_i2.p1
OG0004025	Shad_tr7029_c2_g1_i2.p1	Neno_DN6048_c0_g1_i2.p1
OG0004026	Shad_tr29576_c0_g1_i1.p1	Neno_DN1144_c0_g1_i2.p1
OG0004027	Shad_tr32520_c0_g2_i4.p1	Neno_DN2304_c0_g2_i4.p1
OG0004028	Shad_tr7597_c0_g1_i3.p1	Neno_DN8629_c0_g1_i3.p1
OG0004030	Shad_tr5078_c0_g1_i4.p1, Shad_tr105262_c0_g1_i1.p1	Neno_DN6119_c0_g1_i5.p1
OG0004032	Shad_tr5419_c1_g1_i2.p1	Neno_DN18983_c0_g1_i4.p1
OG0004033	Shad_tr1957_c0_g1_i18.p1	Neno_DN910_c0_g1_i3.p1
OG0004034	Shad_tr2902_c0_g1_i3.p1	Neno_DN7005_c0_g1_i1.p1
OG0004035	Shad_tr8218_c2_g2_i4.p1	Neno_DN2940_c0_g1_i6.p1
OG0004036	Shad_tr19891_c0_g1_i6.p1	Neno_DN4576_c0_g2_i9.p1
OG0004037	Shad_tr1338_c2_g2_i3.p1	Neno_DN2451_c0_g1_i1.p1
OG0004040	Shad_tr1809_c0_g3_i3.p1	Neno_DN1047_c0_g1_i8.p1
OG0004041	Shad_tr2923_c1_g1_i2.p1	Neno_DN7131_c0_g1_i2.p1
OG0004042	Shad_tr7191_c0_g1_i1.p1	Neno_DN4532_c0_g1_i1.p1
OG0004043	Shad_tr27507_c0_g2_i4.p1	Neno_DN4227_c0_g1_i1.p1
OG0004046	Shad_tr12923_c0_g1_i4.p1	Neno_DN2251_c0_g1_i6.p1
OG0004047	Shad_tr32234_c0_g1_i14.p1	Neno_DN5930_c0_g1_i1.p1
OG0004048	Shad_tr6407_c1_g1_i2.p1	Neno_DN4514_c0_g1_i1.p1
OG0004049	Shad_tr78660_c0_g1_i1.p1	Neno_DN11214_c0_g1_i1.p1
OG0004050	Shad_tr3796_c0_g1_i5.p1	Neno_DN3863_c0_g1_i10.p1
OG0004051	Shad_tr2763_c0_g1_i4.p1	Neno_DN2591_c0_g1_i2.p1
OG0004052	Shad_tr8131_c0_g2_i5.p1	Neno_DN15710_c0_g1_i1.p1
OG0004053	Shad_tr1308_c0_g1_i2.p1	Neno_DN2117_c0_g1_i4.p1
OG0004054	Shad_tr6406_c0_g1_i6.p1	Neno_DN2721_c0_g1_i5.p1
OG0004055	Shad_tr2150_c0_g1_i2.p1, Shad_tr86827_c0_g1_i1.p1	Neno_DN2115_c1_g1_i1.p1
OG0004056	Shad_tr15552_c0_g1_i8.p1	Neno_DN7796_c0_g1_i5.p1
OG0004060	Shad_tr25356_c0_g1_i5.p1	Neno_DN1234_c0_g1_i12.p1
OG0004061	Shad_tr15586_c0_g1_i1.p1	Neno_DN588_c0_g1_i5.p1
OG0004062	Shad_tr12726_c0_g1_i17.p1	Neno_DN7261_c0_g1_i1.p1
OG0004063	Shad_tr479_c2_g1_i1.p1	Neno_DN4014_c0_g1_i1.p1
OG0004064	Shad_tr171_c2_g1_i9.p1	Neno_DN6349_c0_g1_i2.p1
OG0004065	Shad_tr8297_c3_g1_i1.p1	Neno_DN3505_c0_g1_i5.p1
OG0004066	Shad_tr6027_c0_g1_i3.p1, Shad_tr6027_c0_g2_i1.p1, Shad_tr36234_c0_g1_i1.p1	Neno_DN3327_c0_g1_i3.p1
OG0004068	Shad_tr4874_c0_g1_i12.p1	Neno_DN10894_c0_g1_i6.p1
OG0004069	Shad_tr12701_c0_g1_i1.p1	Neno_DN67_c0_g1_i2.p1
OG0004070	Shad_tr4404_c1_g2_i1.p1	Neno_DN6444_c0_g3_i1.p1
OG0004071	Shad_tr16456_c0_g1_i10.p1	Neno_DN629_c0_g1_i3.p1
OG0004072	Shad_tr38850_c0_g1_i4.p1	Neno_DN3258_c0_g1_i5.p1
OG0004073	Shad_tr2458_c4_g1_i3.p1	Neno_DN2874_c0_g1_i2.p1
OG0004074	Shad_tr45911_c0_g1_i2.p1	Neno_DN5485_c0_g1_i8.p1
OG0004075	Shad_tr1750_c0_g1_i12.p1	Neno_DN4248_c0_g1_i1.p1
OG0004076	Shad_tr24543_c0_g1_i6.p1	Neno_DN11453_c0_g1_i3.p1
OG0004077	Shad_tr4860_c0_g1_i6.p1	Neno_DN4689_c0_g1_i1.p1
OG0004078	Shad_tr411_c0_g1_i1.p1, Shad_tr96340_c0_g1_i1.p1	Neno_DN1226_c0_g1_i7.p1
OG0004079	Shad_tr4763_c0_g1_i1.p1	Neno_DN1596_c0_g1_i9.p1
OG0004081	Shad_tr12630_c2_g1_i1.p1	Neno_DN7000_c0_g1_i1.p1
OG0004082	Shad_tr8550_c0_g2_i2.p1	Neno_DN1429_c0_g2_i1.p1
OG0004083	Shad_tr51525_c0_g1_i1.p1	Neno_DN17376_c0_g1_i3.p1
OG0004084	Shad_tr10182_c0_g1_i9.p1	Neno_DN4637_c0_g1_i3.p1
OG0004085	Shad_tr2521_c0_g1_i4.p1	Neno_DN4595_c0_g1_i5.p1
OG0004086	Shad_tr3854_c0_g1_i7.p1	Neno_DN147_c0_g2_i2.p1
OG0004088	Shad_tr4501_c2_g1_i1.p1	Neno_DN2250_c0_g1_i1.p1
OG0004089	Shad_tr27296_c0_g1_i22.p1	Neno_DN14239_c0_g1_i1.p1
OG0004090	Shad_tr1809_c1_g1_i15.p1	Neno_DN408_c0_g1_i10.p1
OG0004092	Shad_tr4259_c0_g2_i1.p1	Neno_DN18477_c0_g1_i3.p1
OG0004093	Shad_tr6939_c0_g1_i2.p1	Neno_DN3862_c0_g1_i9.p1
OG0004094	Shad_tr27646_c1_g1_i10.p1	Neno_DN13541_c0_g1_i6.p1
OG0004095	Shad_tr17491_c0_g1_i1.p1	Neno_DN933_c0_g1_i1.p1
OG0004097	Shad_tr2575_c0_g1_i1.p1	Neno_DN12727_c0_g1_i1.p1
OG0004098	Shad_tr24984_c1_g1_i10.p2, Shad_tr12704_c1_g1_i4.p1	Neno_DN2216_c0_g2_i2.p1
OG0004099	Shad_tr28531_c0_g2_i1.p1	Neno_DN4362_c0_g1_i4.p1
OG0004100	Shad_tr8651_c0_g1_i4.p1	Neno_DN482_c0_g1_i1.p1
OG0004101	Shad_tr6524_c3_g1_i1.p1	Neno_DN5014_c0_g1_i1.p1, Neno_DN5014_c0_g2_i1.p1
OG0004102	Shad_tr19613_c0_g1_i4.p1	Neno_DN2519_c0_g1_i4.p1
OG0004103	Shad_tr39527_c0_g3_i2.p1	Neno_DN1189_c0_g1_i2.p1
OG0004104	Shad_tr982_c2_g1_i2.p1	Neno_DN4000_c0_g1_i3.p1
OG0004105	Shad_tr589_c0_g1_i11.p1	Neno_DN91_c0_g1_i2.p1
OG0004106	Shad_tr5090_c0_g1_i2.p1	Neno_DN5040_c0_g1_i1.p1
OG0004107	Shad_tr30566_c2_g1_i1.p1	Neno_DN1635_c0_g1_i1.p1
OG0004108	Shad_tr11679_c0_g1_i2.p1	Neno_DN216_c0_g1_i2.p1
OG0004109	Shad_tr5516_c0_g2_i1.p1, Shad_tr5516_c0_g1_i13.p1	Neno_DN7066_c0_g1_i8.p1
OG0004110	Shad_tr29482_c0_g1_i3.p1	Neno_DN3175_c0_g1_i3.p1
OG0004111	Shad_tr482_c5_g2_i1.p1	Neno_DN6841_c0_g1_i1.p1
OG0004112	Shad_tr33424_c1_g1_i5.p1	Neno_DN3082_c0_g1_i2.p1
OG0004116	Shad_tr12362_c0_g1_i2.p1	Neno_DN4307_c0_g1_i4.p1
OG0004118	Shad_tr12378_c0_g1_i1.p1	Neno_DN15503_c0_g1_i1.p1
OG0004121	Shad_tr7533_c0_g1_i6.p1	Neno_DN9851_c0_g1_i2.p1
OG0004122	Shad_tr2965_c0_g3_i1.p1	Neno_DN4480_c0_g2_i1.p1
OG0004123	Shad_tr4827_c3_g1_i2.p1	Neno_DN7224_c0_g1_i1.p1
OG0004124	Shad_tr103_c2_g1_i5.p1	Neno_DN7594_c0_g1_i5.p1
OG0004127	Shad_tr31944_c1_g1_i2.p1	Neno_DN8318_c0_g2_i4.p1
OG0004128	Shad_tr2668_c0_g2_i8.p1	Neno_DN251_c0_g1_i4.p1
OG0004129	Shad_tr1733_c0_g2_i5.p1	Neno_DN2540_c0_g1_i3.p1
OG0004130	Shad_tr16219_c0_g1_i2.p1	Neno_DN5995_c0_g1_i3.p1
OG0004131	Shad_tr15278_c0_g1_i1.p1	Neno_DN583_c0_g1_i2.p1
OG0004132	Shad_tr26094_c0_g1_i5.p1	Neno_DN11525_c0_g1_i2.p1
OG0004133	Shad_tr13475_c0_g1_i1.p1	Neno_DN4185_c0_g1_i1.p1
OG0004135	Shad_tr2101_c1_g1_i6.p1	Neno_DN5338_c0_g1_i2.p1
OG0004136	Shad_tr19418_c0_g1_i3.p1	Neno_DN2639_c0_g1_i4.p1
OG0004137	Shad_tr2617_c0_g1_i32.p1	Neno_DN6588_c0_g1_i1.p1
OG0004138	Shad_tr2589_c0_g1_i2.p1	Neno_DN17429_c0_g1_i1.p1
OG0004139	Shad_tr95406_c0_g1_i1.p1	Neno_DN3513_c0_g1_i2.p1
OG0004141	Shad_tr6213_c0_g1_i53.p1	Neno_DN4565_c0_g1_i1.p1
OG0004142	Shad_tr1656_c1_g1_i7.p1	Neno_DN18689_c0_g2_i1.p1
OG0004143	Shad_tr43444_c0_g1_i1.p1	Neno_DN679_c0_g1_i1.p1
OG0004144	Shad_tr10021_c1_g1_i5.p1	Neno_DN8615_c0_g1_i1.p1
OG0004145	Shad_tr18033_c0_g1_i1.p1	Neno_DN692_c0_g1_i2.p1
OG0004146	Shad_tr74759_c0_g1_i1.p1, Shad_tr723_c0_g1_i6.p1	Neno_DN2801_c0_g1_i4.p1
OG0004147	Shad_tr6872_c4_g1_i3.p1	Neno_DN5558_c1_g1_i1.p1
OG0004148	Shad_tr36658_c1_g1_i9.p1	Neno_DN17198_c0_g1_i3.p1
OG0004150	Shad_tr25450_c0_g1_i2.p1	Neno_DN5698_c0_g1_i5.p1
OG0004151	Shad_tr17995_c0_g1_i50.p1	Neno_DN8627_c0_g1_i5.p1
OG0004152	Shad_tr646_c0_g1_i3.p1	Neno_DN384_c0_g1_i4.p1
OG0004154	Shad_tr2101_c0_g2_i3.p1	Neno_DN12767_c0_g1_i3.p1
OG0004155	Shad_tr2265_c0_g1_i4.p1	Neno_DN3814_c0_g1_i3.p1
OG0004156	Shad_tr2614_c1_g2_i3.p1	Neno_DN5006_c0_g1_i3.p1
OG0004157	Shad_tr7306_c0_g1_i4.p1	Neno_DN9679_c0_g1_i5.p1
OG0004158	Shad_tr26970_c0_g1_i4.p1	Neno_DN19335_c0_g1_i1.p1
OG0004159	Shad_tr2930_c0_g1_i9.p1	Neno_DN6371_c0_g1_i4.p1
OG0004161	Shad_tr6562_c0_g1_i2.p1	Neno_DN18373_c0_g1_i8.p1
OG0004162	Shad_tr14238_c0_g1_i3.p1	Neno_DN8633_c0_g1_i1.p1
OG0004164	Shad_tr19913_c0_g1_i3.p1	Neno_DN4727_c0_g1_i2.p1
OG0004165	Shad_tr6875_c0_g1_i11.p1	Neno_DN19688_c0_g1_i2.p1
OG0004166	Shad_tr3672_c0_g3_i2.p1	Neno_DN1380_c0_g1_i1.p1
OG0004167	Shad_tr3260_c1_g2_i1.p1	Neno_DN1812_c0_g1_i2.p1
OG0004168	Shad_tr1_c4_g2_i3.p1	Neno_DN1782_c0_g1_i2.p1
OG0004170	Shad_tr18713_c0_g1_i1.p1	Neno_DN7446_c0_g1_i3.p1
OG0004172	Shad_tr6262_c0_g1_i6.p1	Neno_DN2148_c0_g1_i12.p1
OG0004174	Shad_tr1727_c0_g1_i2.p1	Neno_DN203_c0_g1_i1.p1
OG0004175	Shad_tr5207_c0_g3_i1.p1	Neno_DN13116_c0_g1_i2.p1
OG0004176	Shad_tr4179_c2_g1_i2.p1	Neno_DN1432_c0_g1_i2.p1
OG0004177	Shad_tr37188_c0_g2_i2.p1	Neno_DN6037_c0_g1_i2.p1
OG0004178	Shad_tr3122_c0_g1_i10.p1	Neno_DN4888_c0_g2_i1.p1
OG0004179	Shad_tr22654_c0_g1_i9.p1	Neno_DN17321_c1_g2_i1.p1
OG0004180	Shad_tr1575_c0_g1_i4.p1	Neno_DN12714_c0_g2_i1.p1
OG0004182	Shad_tr27794_c0_g1_i1.p1, Shad_tr4680_c1_g3_i1.p1	Neno_DN14266_c0_g1_i3.p1
OG0004183	Shad_tr2210_c0_g1_i14.p1	Neno_DN1254_c0_g1_i5.p1
OG0004185	Shad_tr451_c18_g1_i3.p1, Shad_tr11991_c0_g1_i14.p1	Neno_DN6249_c0_g1_i2.p1
OG0004187	Shad_tr12680_c0_g1_i3.p1	Neno_DN4035_c0_g1_i2.p1
OG0004188	Shad_tr1260_c2_g2_i2.p1	Neno_DN4065_c0_g1_i1.p1
OG0004189	Shad_tr5477_c0_g1_i5.p1	Neno_DN2264_c0_g1_i2.p1
OG0004190	Shad_tr5253_c0_g1_i5.p1	Neno_DN23660_c0_g1_i1.p1
OG0004191	Shad_tr4680_c1_g2_i1.p1	Neno_DN5751_c0_g1_i2.p1
OG0004193	Shad_tr55268_c1_g1_i3.p1	Neno_DN4698_c0_g1_i1.p1
OG0004194	Shad_tr17284_c1_g1_i4.p1	Neno_DN4736_c0_g1_i2.p1
OG0004195	Shad_tr3000_c0_g1_i2.p1	Neno_DN1884_c0_g2_i2.p1
OG0004196	Shad_tr39861_c0_g1_i1.p1	Neno_DN4622_c0_g1_i1.p1
OG0004197	Shad_tr10416_c0_g1_i2.p1	Neno_DN4912_c0_g1_i3.p1
OG0004198	Shad_tr893_c1_g1_i16.p1	Neno_DN13934_c0_g2_i1.p1
OG0004199	Shad_tr23186_c2_g1_i2.p1	Neno_DN9990_c0_g1_i1.p1
OG0004201	Shad_tr43771_c1_g1_i9.p1	Neno_DN2141_c0_g1_i6.p1
OG0004202	Shad_tr12993_c0_g1_i19.p1	Neno_DN3278_c0_g1_i3.p1
OG0004203	Shad_tr13325_c0_g1_i2.p1	Neno_DN3282_c0_g1_i3.p1
OG0004204	Shad_tr356_c0_g1_i1.p1	Neno_DN888_c0_g1_i3.p1
OG0004205	Shad_tr275_c0_g1_i10.p1	Neno_DN2423_c0_g1_i1.p1
OG0004206	Shad_tr17500_c1_g1_i5.p1	Neno_DN3499_c0_g1_i5.p1
OG0004207	Shad_tr1807_c0_g1_i24.p1	Neno_DN2407_c0_g1_i1.p1
OG0004208	Shad_tr12988_c0_g1_i6.p1	Neno_DN20011_c0_g1_i2.p1, Neno_DN3015_c0_g1_i6.p1
OG0004209	Shad_tr4763_c2_g1_i3.p1	Neno_DN8174_c0_g1_i3.p1
OG0004210	Shad_tr24154_c0_g1_i1.p1	Neno_DN4686_c0_g1_i3.p1
OG0004211	Shad_tr22730_c0_g1_i3.p1	Neno_DN20727_c0_g1_i2.p1
OG0004213	Shad_tr2037_c1_g1_i3.p1	Neno_DN12207_c0_g1_i2.p1
OG0004214	Shad_tr19188_c5_g3_i1.p1, Shad_tr37351_c0_g2_i1.p1, Shad_tr37351_c0_g1_i1.p1	Neno_DN7762_c0_g1_i1.p1
OG0004215	Shad_tr6828_c0_g1_i7.p1	Neno_DN3488_c0_g1_i1.p1
OG0004216	Shad_tr15593_c0_g1_i1.p1	Neno_DN2149_c0_g1_i7.p1
OG0004217	Shad_tr16281_c0_g1_i1.p1	Neno_DN12409_c0_g1_i2.p1
OG0004219	Shad_tr15956_c0_g1_i6.p1	Neno_DN2835_c0_g1_i1.p1
OG0004220	Shad_tr158_c2_g1_i1.p1	Neno_DN2613_c0_g1_i1.p1
OG0004221	Shad_tr39726_c0_g1_i1.p1	Neno_DN4801_c0_g1_i16.p1
OG0004222	Shad_tr6462_c0_g1_i6.p1	Neno_DN3678_c0_g1_i2.p1
OG0004223	Shad_tr3607_c1_g1_i4.p1	Neno_DN3755_c0_g1_i3.p1
OG0004224	Shad_tr27001_c0_g1_i3.p1, Shad_tr3652_c1_g1_i10.p1	Neno_DN2680_c0_g1_i1.p1
OG0004225	Shad_tr8231_c0_g1_i3.p1	Neno_DN4982_c0_g1_i2.p1
OG0004226	Shad_tr9006_c0_g1_i2.p1	Neno_DN1099_c0_g2_i2.p1
OG0004227	Shad_tr9541_c0_g1_i1.p1	Neno_DN4931_c0_g1_i1.p1
OG0004229	Shad_tr22769_c2_g1_i10.p1	Neno_DN6147_c0_g1_i11.p1
OG0004230	Shad_tr16007_c1_g3_i1.p1	Neno_DN8617_c0_g1_i3.p1
OG0004231	Shad_tr3988_c0_g1_i1.p1	Neno_DN5838_c0_g1_i3.p1
OG0004232	Shad_tr8411_c0_g2_i12.p1	Neno_DN3448_c0_g1_i1.p1
OG0004233	Shad_tr4987_c0_g1_i12.p1	Neno_DN3388_c0_g1_i3.p1
OG0004234	Shad_tr5302_c0_g1_i2.p1	Neno_DN507_c0_g1_i5.p1
OG0004235	Shad_tr57_c35_g1_i3.p1	Neno_DN3080_c0_g1_i2.p1
OG0004236	Shad_tr3579_c0_g1_i20.p1	Neno_DN3857_c1_g1_i10.p1
OG0004237	Shad_tr12972_c1_g1_i2.p1	Neno_DN2652_c0_g2_i2.p1
OG0004238	Shad_tr44065_c0_g1_i1.p1	Neno_DN10074_c0_g2_i1.p1
OG0004239	Shad_tr3409_c1_g1_i3.p1	Neno_DN11659_c0_g2_i1.p1
OG0004240	Shad_tr14541_c0_g1_i3.p1	Neno_DN5142_c0_g1_i2.p1
OG0004241	Shad_tr10358_c0_g2_i1.p1	Neno_DN11125_c0_g1_i2.p1
OG0004242	Shad_tr6310_c0_g1_i3.p1	Neno_DN1763_c0_g1_i2.p1
OG0004245	Shad_tr388_c0_g1_i10.p1	Neno_DN1191_c0_g1_i1.p1
OG0004246	Shad_tr23653_c1_g1_i3.p1	Neno_DN7268_c0_g1_i1.p1
OG0004247	Shad_tr28553_c0_g2_i4.p1	Neno_DN15523_c0_g1_i1.p1
OG0004248	Shad_tr39371_c1_g1_i1.p1	Neno_DN19057_c0_g1_i4.p1, Neno_DN2454_c0_g1_i1.p1
OG0004249	Shad_tr13170_c1_g1_i1.p1, Shad_tr64079_c0_g1_i1.p1	Neno_DN1852_c0_g1_i1.p1
OG0004250	Shad_tr13815_c0_g1_i2.p1	Neno_DN20626_c0_g1_i2.p1, Neno_DN9207_c0_g1_i1.p1
OG0004251	Shad_tr7506_c0_g1_i11.p1	Neno_DN7023_c0_g1_i8.p1
OG0004252	Shad_tr39411_c1_g1_i2.p1	Neno_DN14865_c0_g1_i5.p1
