Orthogroup	Stichodactyla_haddoni_longest_pep	Hydra_vulgaris_longest_pep
OG0004287	Shad_tr2953_c1_g1_i5.p1	Hyva_DN475_c0_g1_i2.p1
OG0004289	Shad_tr11076_c1_g1_i5.p1	Hyva_DN6694_c0_g1_i3.p1
OG0004290	Shad_tr5475_c0_g1_i7.p1	Hyva_DN25189_c0_g1_i1.p1
OG0004291	Shad_tr1593_c4_g1_i3.p1, Shad_tr3939_c1_g1_i7.p1	Hyva_DN8910_c0_g1_i1.p1
OG0004294	Shad_tr20271_c3_g1_i1.p1	Hyva_DN14415_c0_g1_i2.p1
OG0004295	Shad_tr19666_c1_g1_i1.p1	Hyva_DN3599_c0_g1_i3.p1, Hyva_DN19358_c0_g1_i1.p1
OG0004296	Shad_tr1940_c5_g1_i2.p1	Hyva_DN28569_c0_g1_i1.p1, Hyva_DN8839_c0_g1_i10.p1
OG0004297	Shad_tr13312_c1_g1_i1.p1	Hyva_DN35713_c0_g1_i1.p1, Hyva_DN3292_c0_g1_i4.p1, Hyva_DN37427_c0_g1_i1.p1
OG0004298	Shad_tr17871_c0_g3_i1.p1	Hyva_DN8206_c0_g2_i4.p1
OG0004299	Shad_tr14266_c0_g1_i9.p1	Hyva_DN3363_c0_g1_i3.p1
OG0004300	Shad_tr27527_c0_g2_i5.p1	Hyva_DN7105_c0_g1_i1.p1
OG0004301	Shad_tr4692_c5_g1_i1.p1	Hyva_DN7397_c0_g1_i1.p1
OG0004302	Shad_tr7332_c1_g1_i1.p1, Shad_tr113579_c0_g1_i1.p1	Hyva_DN4245_c0_g1_i3.p1
OG0004303	Shad_tr22151_c0_g1_i1.p1	Hyva_DN513_c0_g1_i1.p1
OG0004304	Shad_tr15562_c2_g1_i11.p1	Hyva_DN10981_c0_g1_i2.p1
OG0004305	Shad_tr3519_c0_g3_i1.p1	Hyva_DN37039_c0_g1_i1.p1
OG0004308	Shad_tr2935_c0_g1_i12.p1	Hyva_DN1724_c0_g1_i1.p1
OG0004309	Shad_tr61213_c0_g1_i1.p1	Hyva_DN22242_c0_g1_i1.p1
OG0004310	Shad_tr47696_c0_g1_i1.p1	Hyva_DN4900_c0_g1_i2.p1
OG0004311	Shad_tr44960_c0_g1_i3.p1	Hyva_DN25328_c0_g1_i3.p1
OG0004312	Shad_tr41988_c0_g1_i1.p1	Hyva_DN18279_c0_g1_i1.p1, Hyva_DN10412_c0_g1_i7.p1
OG0004313	Shad_tr34982_c0_g1_i6.p1	Hyva_DN776_c0_g1_i2.p1
OG0004315	Shad_tr7253_c0_g1_i3.p1	Hyva_DN618_c0_g1_i8.p1
OG0004316	Shad_tr4530_c0_g1_i1.p1	Hyva_DN671_c0_g1_i4.p1
OG0004317	Shad_tr11911_c0_g1_i3.p1	Hyva_DN37372_c0_g1_i1.p1, Hyva_DN30728_c0_g1_i1.p1, Hyva_DN3295_c0_g1_i2.p1
OG0004318	Shad_tr5753_c0_g2_i1.p1	Hyva_DN1600_c0_g1_i4.p1
OG0004319	Shad_tr7388_c1_g1_i3.p1, Shad_tr35162_c0_g6_i1.p1	Hyva_DN2035_c0_g1_i2.p1
OG0004320	Shad_tr312_c0_g1_i10.p1	Hyva_DN188_c0_g1_i2.p1
OG0004322	Shad_tr12036_c2_g1_i1.p1	Hyva_DN8561_c0_g1_i4.p1
OG0004323	Shad_tr31939_c0_g2_i1.p1	Hyva_DN6807_c0_g1_i3.p1
OG0004325	Shad_tr14094_c0_g3_i1.p1, Shad_tr14094_c0_g2_i3.p1, Shad_tr14094_c0_g1_i1.p1	Hyva_DN3133_c0_g1_i3.p1
OG0004327	Shad_tr16435_c0_g1_i3.p1	Hyva_DN122_c0_g1_i3.p1
OG0004330	Shad_tr18107_c0_g1_i4.p1	Hyva_DN4466_c0_g1_i4.p1
OG0004331	Shad_tr36813_c0_g3_i1.p1	Hyva_DN3941_c0_g1_i3.p1
OG0004332	Shad_tr11274_c0_g1_i11.p1	Hyva_DN1555_c0_g1_i7.p1
OG0004333	Shad_tr10785_c0_g1_i5.p1	Hyva_DN198_c0_g1_i4.p1
OG0004334	Shad_tr24496_c0_g1_i1.p1	Hyva_DN15934_c0_g1_i1.p1, Hyva_DN582_c0_g1_i1.p1
OG0004335	Shad_tr14737_c0_g1_i2.p1, Shad_tr1236_c17_g1_i2.p1	Hyva_DN13297_c0_g3_i1.p1, Hyva_DN6251_c0_g1_i1.p1
OG0004336	Shad_tr108367_c0_g1_i1.p1	Hyva_DN34297_c0_g1_i1.p1
OG0004337	Shad_tr2415_c1_g1_i1.p1, Shad_tr22070_c0_g1_i3.p1	Hyva_DN14220_c0_g1_i5.p1
OG0004338	Shad_tr12702_c0_g1_i4.p1	Hyva_DN39443_c0_g1_i1.p1
OG0004339	Shad_tr8244_c2_g1_i2.p1	Hyva_DN7728_c0_g1_i2.p1
OG0004340	Shad_tr8189_c0_g1_i1.p1, Shad_tr8250_c0_g2_i2.p1	Hyva_DN4450_c1_g1_i1.p1, Hyva_DN21655_c0_g1_i1.p1
OG0004341	Shad_tr35338_c0_g1_i1.p1	Hyva_DN7166_c0_g1_i6.p1
OG0004342	Shad_tr10742_c0_g1_i4.p1	Hyva_DN9757_c0_g1_i2.p1
OG0004343	Shad_tr13848_c0_g1_i1.p1	Hyva_DN8294_c0_g2_i2.p1
OG0004344	Shad_tr3479_c0_g1_i26.p1	Hyva_DN18754_c0_g2_i1.p1, Hyva_DN10528_c0_g1_i2.p1, Hyva_DN4206_c0_g1_i1.p1, Hyva_DN18337_c0_g1_i1.p1
OG0004345	Shad_tr8371_c1_g1_i4.p1	Hyva_DN10718_c0_g1_i3.p1
OG0004347	Shad_tr23397_c0_g1_i1.p1	Hyva_DN13734_c0_g1_i12.p1
OG0004348	Shad_tr2128_c0_g2_i2.p1	Hyva_DN732_c0_g1_i2.p1
OG0004349	Shad_tr27082_c0_g1_i1.p1	Hyva_DN3486_c0_g1_i1.p1, Hyva_DN26236_c0_g1_i1.p1, Hyva_DN36051_c0_g1_i1.p1, Hyva_DN2518_c0_g1_i1.p1
OG0004350	Shad_tr4928_c1_g3_i2.p1	Hyva_DN4463_c0_g1_i5.p1
OG0004351	Shad_tr14578_c0_g1_i6.p1	Hyva_DN10732_c1_g1_i4.p1
OG0004352	Shad_tr18168_c0_g1_i1.p1	Hyva_DN1616_c0_g1_i1.p1
OG0004353	Shad_tr2254_c1_g1_i10.p1	Hyva_DN13848_c0_g1_i1.p1
OG0004354	Shad_tr30594_c1_g1_i1.p1	Hyva_DN1396_c0_g1_i5.p1
OG0004357	Shad_tr11012_c0_g1_i1.p1	Hyva_DN308_c0_g1_i5.p1
OG0004360	Shad_tr36269_c1_g1_i2.p1	Hyva_DN10022_c0_g1_i2.p1
OG0004361	Shad_tr18884_c0_g1_i1.p1	Hyva_DN16809_c0_g1_i1.p1, Hyva_DN16950_c0_g1_i1.p1, Hyva_DN3237_c0_g1_i3.p1
OG0004362	Shad_tr47807_c0_g1_i1.p1	Hyva_DN8820_c0_g1_i2.p1
OG0004363	Shad_tr35595_c0_g1_i3.p1	Hyva_DN7436_c0_g1_i1.p1
OG0004364	Shad_tr33452_c0_g1_i2.p1, Shad_tr88033_c0_g1_i1.p1	Hyva_DN5999_c0_g1_i4.p1
OG0004365	Shad_tr3280_c1_g2_i3.p1	Hyva_DN17180_c0_g1_i1.p1
OG0004368	Shad_tr44833_c0_g1_i1.p1, Shad_tr65800_c0_g1_i1.p1	Hyva_DN32539_c0_g1_i2.p1
OG0004372	Shad_tr24022_c0_g1_i10.p1	Hyva_DN3226_c0_g1_i1.p1
OG0004373	Shad_tr24207_c3_g1_i2.p1	Hyva_DN3802_c0_g1_i1.p1
OG0004375	Shad_tr40480_c0_g1_i1.p1, Shad_tr427_c8_g1_i2.p1	Hyva_DN3901_c0_g1_i7.p1
OG0004376	Shad_tr25867_c0_g1_i4.p1	Hyva_DN3468_c0_g1_i1.p1
OG0004377	Shad_tr8332_c0_g1_i1.p1	Hyva_DN6899_c0_g1_i4.p1
OG0004378	Shad_tr30400_c0_g1_i1.p1	Hyva_DN1188_c0_g1_i1.p1
OG0004380	Shad_tr19377_c2_g1_i2.p1	Hyva_DN7405_c0_g1_i4.p1
OG0004381	Shad_tr12613_c0_g2_i6.p1	Hyva_DN8475_c0_g1_i1.p1
OG0004382	Shad_tr20244_c0_g1_i2.p1	Hyva_DN30123_c0_g1_i1.p1, Hyva_DN34072_c0_g1_i1.p1
OG0004383	Shad_tr15148_c0_g1_i2.p1	Hyva_DN13709_c0_g1_i1.p1, Hyva_DN7806_c0_g1_i3.p1
OG0004384	Shad_tr21494_c1_g1_i5.p1	Hyva_DN4677_c0_g1_i9.p1
OG0004385	Shad_tr14898_c0_g1_i14.p1	Hyva_DN11217_c0_g1_i6.p1
OG0004386	Shad_tr20291_c0_g1_i1.p1	Hyva_DN8959_c0_g1_i2.p1
OG0004387	Shad_tr64680_c0_g1_i1.p1	Hyva_DN568_c0_g1_i2.p1
OG0004388	Shad_tr1551_c1_g2_i2.p1, Shad_tr12298_c1_g1_i1.p1	Hyva_DN23321_c0_g1_i6.p1
OG0004389	Shad_tr11779_c1_g1_i2.p1, Shad_tr30840_c0_g1_i1.p1	Hyva_DN3743_c0_g1_i6.p1
OG0004390	Shad_tr27_c6_g1_i2.p1	Hyva_DN1500_c0_g1_i1.p1
OG0004391	Shad_tr5985_c0_g2_i2.p1	Hyva_DN488_c0_g1_i3.p1
OG0004395	Shad_tr1109_c0_g2_i2.p1	Hyva_DN2249_c0_g1_i2.p1
OG0004397	Shad_tr1055_c0_g1_i3.p1	Hyva_DN1050_c0_g1_i5.p1
OG0004398	Shad_tr13188_c0_g1_i1.p1	Hyva_DN2710_c0_g1_i7.p1, Hyva_DN16180_c0_g3_i2.p1
OG0004399	Shad_tr12247_c0_g2_i5.p1	Hyva_DN7693_c0_g1_i2.p1
OG0004400	Shad_tr2867_c0_g2_i1.p1, Shad_tr2049_c2_g1_i2.p1	Hyva_DN3766_c0_g1_i5.p1
OG0004401	Shad_tr109006_c0_g1_i1.p1, Shad_tr16049_c0_g1_i1.p1	Hyva_DN7522_c0_g1_i3.p1
OG0004402	Shad_tr20555_c0_g1_i3.p1	Hyva_DN36949_c0_g1_i1.p1, Hyva_DN15998_c0_g1_i3.p1
OG0004403	Shad_tr23036_c1_g2_i1.p1	Hyva_DN7049_c0_g1_i2.p1
OG0004404	Shad_tr1498_c1_g1_i1.p1	Hyva_DN4943_c0_g1_i2.p1, Hyva_DN27078_c0_g1_i1.p1, Hyva_DN36350_c0_g1_i1.p1
OG0004405	Shad_tr14582_c0_g1_i12.p1	Hyva_DN2578_c0_g1_i1.p1
OG0004406	Shad_tr9060_c0_g2_i1.p1	Hyva_DN7170_c0_g1_i1.p1
OG0004407	Shad_tr1098_c1_g2_i3.p1	Hyva_DN9176_c0_g1_i1.p1
OG0004408	Shad_tr8221_c2_g2_i2.p1	Hyva_DN8344_c0_g1_i1.p1, Hyva_DN28891_c0_g1_i1.p1
OG0004409	Shad_tr1427_c17_g1_i1.p1, Shad_tr19404_c0_g1_i2.p1	Hyva_DN1451_c0_g1_i2.p1, Hyva_DN39397_c0_g1_i1.p1
OG0004410	Shad_tr591_c6_g1_i2.p1	Hyva_DN4070_c0_g1_i1.p1, Hyva_DN38108_c0_g1_i1.p1
OG0004411	Shad_tr14922_c0_g1_i4.p1	Hyva_DN1890_c0_g2_i1.p1
OG0004412	Shad_tr12407_c0_g2_i1.p1	Hyva_DN9556_c0_g1_i5.p1
OG0004413	Shad_tr16667_c1_g1_i1.p1, Shad_tr16667_c1_g2_i3.p1	Hyva_DN12157_c0_g1_i4.p1
OG0004415	Shad_tr5187_c0_g1_i3.p1	Hyva_DN3966_c0_g1_i3.p1
OG0004417	Shad_tr9307_c2_g1_i2.p1	Hyva_DN9714_c0_g1_i2.p1, Hyva_DN11053_c0_g2_i1.p1, Hyva_DN33914_c0_g1_i1.p1
OG0004418	Shad_tr5784_c0_g2_i1.p1, Shad_tr84132_c0_g1_i1.p1	Hyva_DN5966_c0_g1_i4.p1
OG0004420	Shad_tr15757_c0_g1_i10.p1	Hyva_DN2495_c0_g1_i3.p1
OG0004421	Shad_tr648_c1_g1_i1.p1	Hyva_DN11358_c0_g1_i1.p1, Hyva_DN4754_c0_g1_i10.p1
OG0004422	Shad_tr16422_c1_g1_i1.p1	Hyva_DN595_c0_g2_i1.p1
OG0004423	Shad_tr7751_c0_g4_i1.p1	Hyva_DN6917_c0_g1_i1.p1
OG0004426	Shad_tr6851_c0_g2_i1.p1	Hyva_DN3499_c0_g1_i2.p1
OG0004427	Shad_tr36714_c0_g1_i1.p1	Hyva_DN8319_c0_g1_i5.p1
OG0004428	Shad_tr8802_c0_g1_i7.p1	Hyva_DN4699_c0_g2_i1.p1
OG0004429	Shad_tr16093_c0_g1_i2.p1	Hyva_DN5890_c0_g1_i5.p1, Hyva_DN12638_c0_g1_i1.p1
OG0004430	Shad_tr4661_c0_g1_i26.p1	Hyva_DN4528_c0_g1_i2.p1
OG0004431	Shad_tr7059_c0_g2_i1.p1	Hyva_DN7517_c0_g2_i1.p1
OG0004432	Shad_tr7899_c0_g1_i1.p1	Hyva_DN11707_c0_g1_i4.p1
OG0004433	Shad_tr24591_c0_g1_i1.p1	Hyva_DN6305_c0_g1_i2.p1
OG0004434	Shad_tr16192_c1_g1_i2.p1	Hyva_DN6866_c0_g1_i1.p1
OG0004435	Shad_tr971_c13_g1_i1.p1, Shad_tr8_c1_g2_i3.p1	Hyva_DN1510_c0_g1_i4.p1
OG0004436	Shad_tr8766_c6_g1_i1.p1	Hyva_DN10943_c0_g2_i1.p1, Hyva_DN31754_c0_g1_i1.p1
OG0004437	Shad_tr3145_c0_g1_i1.p1	Hyva_DN35174_c0_g1_i1.p1, Hyva_DN6343_c0_g1_i1.p1
OG0004438	Shad_tr12854_c0_g1_i3.p1	Hyva_DN3710_c0_g1_i3.p1
OG0004439	Shad_tr40845_c0_g1_i1.p1	Hyva_DN13711_c0_g1_i2.p1
OG0004440	Shad_tr2774_c4_g1_i1.p1	Hyva_DN1580_c0_g1_i1.p1, Hyva_DN39338_c0_g1_i1.p1
OG0004441	Shad_tr5855_c0_g1_i1.p1	Hyva_DN17303_c0_g1_i1.p1, Hyva_DN536_c0_g1_i1.p1, Hyva_DN5333_c0_g1_i2.p1
OG0004442	Shad_tr7225_c0_g1_i4.p1, Shad_tr7225_c1_g1_i1.p1	Hyva_DN11424_c0_g1_i1.p1
OG0004445	Shad_tr45224_c0_g1_i7.p1	Hyva_DN1258_c0_g1_i6.p1
OG0004446	Shad_tr19091_c0_g2_i1.p1	Hyva_DN8240_c0_g1_i2.p1
OG0004448	Shad_tr108944_c0_g1_i1.p1, Shad_tr20345_c3_g1_i1.p1, Shad_tr1015_c1_g1_i2.p1	Hyva_DN1181_c0_g1_i1.p1
OG0004450	Shad_tr48662_c0_g1_i2.p1	Hyva_DN5190_c0_g2_i1.p1
OG0004451	Shad_tr36649_c0_g1_i19.p1	Hyva_DN39048_c0_g1_i1.p1, Hyva_DN3340_c0_g1_i5.p1
OG0004453	Shad_tr20624_c0_g1_i2.p1	Hyva_DN9696_c0_g1_i1.p1
OG0004454	Shad_tr10350_c0_g1_i5.p1	Hyva_DN7681_c0_g1_i1.p1
OG0004455	Shad_tr8384_c0_g1_i2.p1	Hyva_DN6695_c0_g1_i1.p1
OG0004458	Shad_tr6752_c0_g1_i6.p1	Hyva_DN3103_c0_g1_i3.p1
OG0004460	Shad_tr13507_c3_g1_i5.p1, Shad_tr13252_c0_g4_i4.p1	Hyva_DN6503_c0_g1_i1.p1
OG0004461	Shad_tr19025_c0_g2_i3.p1	Hyva_DN6483_c0_g1_i2.p1
OG0004463	Shad_tr12493_c2_g1_i31.p1	Hyva_DN13393_c0_g1_i3.p1
OG0004464	Shad_tr10233_c2_g1_i2.p1	Hyva_DN1267_c0_g1_i2.p1
OG0004465	Shad_tr35612_c0_g3_i1.p1	Hyva_DN2407_c0_g2_i1.p1, Hyva_DN1305_c0_g1_i2.p1
OG0004466	Shad_tr33536_c0_g1_i2.p1	Hyva_DN39595_c0_g1_i1.p1
OG0004471	Shad_tr17508_c0_g1_i17.p1	Hyva_DN38590_c0_g1_i1.p1, Hyva_DN4397_c0_g1_i4.p1
OG0004473	Shad_tr8363_c0_g1_i7.p1	Hyva_DN12939_c0_g1_i1.p1
OG0004474	Shad_tr38706_c0_g1_i8.p1	Hyva_DN10141_c0_g2_i1.p1
OG0004476	Shad_tr7849_c0_g1_i6.p1	Hyva_DN4529_c0_g3_i1.p1, Hyva_DN7835_c1_g2_i1.p1, Hyva_DN4529_c0_g2_i1.p1
OG0004477	Shad_tr7645_c2_g1_i1.p1	Hyva_DN11384_c0_g1_i4.p1
OG0004478	Shad_tr16855_c1_g1_i1.p1	Hyva_DN8336_c0_g1_i4.p1
OG0004479	Shad_tr7729_c0_g2_i6.p1	Hyva_DN8634_c0_g1_i3.p1
OG0004480	Shad_tr7926_c0_g1_i19.p1	Hyva_DN4067_c0_g1_i2.p1
OG0004481	Shad_tr20561_c0_g1_i1.p1	Hyva_DN24064_c0_g1_i1.p1, Hyva_DN21087_c0_g1_i1.p1, Hyva_DN2216_c0_g1_i6.p1, Hyva_DN38234_c0_g1_i1.p1
OG0004482	Shad_tr42926_c0_g1_i4.p1	Hyva_DN8584_c0_g1_i1.p1
OG0004484	Shad_tr23496_c1_g1_i1.p1, Shad_tr2255_c10_g1_i1.p1	Hyva_DN32229_c0_g1_i1.p1
OG0004485	Shad_tr3571_c7_g1_i1.p1	Hyva_DN19665_c0_g3_i2.p1, Hyva_DN1785_c0_g1_i1.p1
OG0004486	Shad_tr73180_c0_g1_i1.p1	Hyva_DN5896_c0_g2_i2.p1
OG0004487	Shad_tr5022_c0_g1_i22.p1	Hyva_DN4176_c0_g1_i2.p1
OG0004489	Shad_tr39564_c1_g1_i2.p1, Shad_tr1720_c0_g1_i24.p1	Hyva_DN7064_c0_g1_i1.p1
OG0004490	Shad_tr310_c0_g1_i1.p1	Hyva_DN2141_c0_g1_i2.p1
OG0004491	Shad_tr637_c0_g1_i16.p1	Hyva_DN376_c0_g1_i3.p1, Hyva_DN15477_c0_g1_i1.p1
OG0004494	Shad_tr29066_c0_g1_i2.p1	Hyva_DN13652_c0_g1_i5.p1
OG0004497	Shad_tr7387_c0_g1_i21.p1	Hyva_DN11167_c0_g1_i1.p1, Hyva_DN9824_c0_g1_i4.p1
OG0004498	Shad_tr903_c2_g1_i3.p1	Hyva_DN31855_c0_g1_i9.p1
OG0004499	Shad_tr29432_c0_g1_i15.p1	Hyva_DN4407_c0_g1_i3.p1
OG0004500	Shad_tr16672_c0_g3_i2.p1	Hyva_DN5367_c0_g1_i3.p1
OG0004503	Shad_tr4816_c0_g1_i3.p1, Shad_tr18067_c2_g2_i1.p1, Shad_tr101178_c0_g1_i1.p1	Hyva_DN9996_c0_g1_i2.p1
OG0004505	Shad_tr18549_c4_g2_i1.p1	Hyva_DN69_c0_g1_i2.p1
OG0004508	Shad_tr15880_c1_g1_i3.p1	Hyva_DN892_c0_g1_i2.p1
OG0004511	Shad_tr2782_c0_g2_i3.p1	Hyva_DN7778_c0_g1_i2.p1
OG0004512	Shad_tr87430_c0_g1_i1.p1	Hyva_DN1288_c0_g1_i2.p1
OG0004514	Shad_tr14226_c2_g1_i4.p1	Hyva_DN5420_c0_g1_i2.p1, Hyva_DN22563_c0_g1_i1.p1
OG0004515	Shad_tr139_c0_g1_i1.p1	Hyva_DN6455_c0_g1_i2.p1, Hyva_DN26042_c0_g1_i1.p1
OG0004516	Shad_tr2199_c3_g1_i3.p1	Hyva_DN6656_c0_g1_i3.p1, Hyva_DN761_c0_g1_i1.p1
OG0004518	Shad_tr24547_c2_g1_i1.p1	Hyva_DN1139_c0_g1_i1.p1
OG0004520	Shad_tr4400_c1_g1_i1.p1	Hyva_DN10285_c0_g1_i1.p1
OG0004522	Shad_tr21160_c0_g3_i1.p1	Hyva_DN23120_c0_g1_i1.p1
OG0004523	Shad_tr48599_c0_g1_i1.p1	Hyva_DN32562_c0_g1_i1.p1
OG0004523	Shad_tr2042_c4_g1_i3.p1	Hyva_DN12361_c0_g1_i1.p1
OG0004524	Shad_tr93889_c0_g1_i1.p1	Hyva_DN9995_c0_g1_i3.p1
OG0004525	Shad_tr5385_c1_g1_i13.p1	Hyva_DN9529_c0_g1_i3.p1, Hyva_DN8292_c0_g1_i2.p1, Hyva_DN14578_c0_g1_i1.p1, Hyva_DN6104_c0_g1_i2.p1
OG0004528	Shad_tr2838_c0_g1_i7.p1	Hyva_DN19318_c0_g1_i1.p1, Hyva_DN3178_c0_g1_i3.p1
OG0004530	Shad_tr54190_c0_g1_i1.p1	Hyva_DN38196_c0_g1_i1.p1
OG0004530	Shad_tr8430_c1_g1_i2.p1	Hyva_DN589_c0_g1_i6.p1
OG0004531	Shad_tr414_c0_g1_i1.p1	Hyva_DN15572_c0_g1_i1.p1
OG0004532	Shad_tr6577_c0_g2_i4.p1	Hyva_DN9349_c0_g1_i4.p1
OG0004533	Shad_tr15879_c0_g2_i2.p1	Hyva_DN2472_c0_g1_i3.p1
OG0004534	Shad_tr1767_c1_g1_i7.p1	Hyva_DN1112_c0_g3_i1.p1, Hyva_DN3325_c0_g1_i1.p1, Hyva_DN591_c0_g1_i6.p1, Hyva_DN2669_c0_g2_i2.p1
OG0004536	Shad_tr4612_c1_g2_i1.p1	Hyva_DN1405_c0_g1_i5.p1
OG0004537	Shad_tr745_c6_g1_i1.p1	Hyva_DN9177_c0_g1_i4.p1
OG0004540	Shad_tr10513_c0_g1_i1.p1	Hyva_DN8747_c0_g1_i1.p1
OG0004542	Shad_tr32311_c2_g2_i3.p1	Hyva_DN31485_c0_g1_i1.p1, Hyva_DN9627_c0_g1_i2.p1
OG0004543	Shad_tr6645_c0_g1_i4.p1	Hyva_DN39084_c0_g1_i1.p1, Hyva_DN9767_c0_g1_i1.p1
OG0004544	Shad_tr1268_c1_g1_i2.p1	Hyva_DN34960_c0_g1_i1.p1, Hyva_DN34116_c0_g1_i1.p1
OG0004546	Shad_tr11241_c0_g1_i1.p1	Hyva_DN10250_c0_g2_i1.p1
OG0004548	Shad_tr12041_c0_g1_i1.p1	Hyva_DN794_c0_g1_i4.p1
OG0004549	Shad_tr1090_c0_g2_i1.p1	Hyva_DN2140_c0_g1_i2.p1
OG0004550	Shad_tr33642_c0_g1_i1.p1	Hyva_DN5664_c0_g1_i4.p1
OG0004552	Shad_tr10466_c0_g1_i2.p1	Hyva_DN695_c0_g1_i1.p1, Hyva_DN5206_c0_g1_i2.p1
OG0004554	Shad_tr3203_c2_g1_i1.p1	Hyva_DN10068_c0_g1_i1.p1
OG0004559	Shad_tr739_c0_g1_i1.p1	Hyva_DN12801_c0_g1_i1.p1
OG0004565	Shad_tr3371_c2_g1_i1.p1	Hyva_DN1979_c0_g1_i1.p1
OG0004567	Shad_tr5712_c1_g1_i6.p1	Hyva_DN5060_c0_g1_i2.p1
OG0004570	Shad_tr3661_c0_g1_i1.p1, Shad_tr330_c0_g1_i3.p1	Hyva_DN3776_c0_g1_i1.p1
OG0004573	Shad_tr86938_c0_g1_i1.p1	Hyva_DN36063_c0_g1_i1.p1
OG0004575	Shad_tr38038_c0_g1_i1.p1	Hyva_DN1753_c0_g1_i6.p1
OG0004576	Shad_tr56117_c0_g1_i1.p1	Hyva_DN12861_c0_g1_i1.p1
OG0004577	Shad_tr16725_c0_g2_i1.p1	Hyva_DN2585_c0_g2_i1.p2, Hyva_DN2803_c0_g1_i3.p1
OG0004580	Shad_tr114612_c0_g1_i1.p1, Shad_tr3716_c0_g1_i1.p1	Hyva_DN1214_c0_g1_i2.p1
OG0004585	Shad_tr30252_c0_g2_i8.p1	Hyva_DN6996_c0_g1_i1.p1
OG0004587	Shad_tr12502_c1_g1_i1.p1	Hyva_DN2253_c0_g1_i2.p1
OG0004590	Shad_tr5163_c0_g4_i1.p1, Shad_tr5163_c0_g1_i1.p1	Hyva_DN4650_c0_g1_i1.p1
OG0004591	Shad_tr28166_c0_g1_i4.p1	Hyva_DN2829_c0_g1_i5.p1, Hyva_DN5396_c0_g1_i2.p1
OG0004594	Shad_tr24879_c0_g1_i6.p1	Hyva_DN5118_c0_g1_i1.p1
OG0004595	Shad_tr3501_c1_g1_i1.p1	Hyva_DN36326_c0_g1_i1.p1
OG0004596	Shad_tr13411_c1_g1_i9.p1	Hyva_DN23321_c0_g2_i1.p1
OG0004597	Shad_tr8499_c0_g2_i1.p1	Hyva_DN910_c0_g1_i3.p1, Hyva_DN25106_c0_g2_i1.p1, Hyva_DN28397_c0_g1_i1.p1, Hyva_DN25106_c0_g1_i1.p1
OG0004600	Shad_tr6750_c0_g1_i1.p1	Hyva_DN2272_c0_g1_i2.p1
OG0004601	Shad_tr18001_c0_g1_i1.p1	Hyva_DN15585_c0_g2_i1.p1, Hyva_DN15585_c0_g4_i1.p1
OG0004606	Shad_tr9919_c0_g1_i7.p1	Hyva_DN13094_c0_g1_i4.p1
OG0004607	Shad_tr1207_c7_g1_i1.p1	Hyva_DN2974_c0_g1_i1.p1
OG0004608	Shad_tr30965_c1_g2_i1.p1	Hyva_DN5178_c0_g1_i4.p1
OG0004610	Shad_tr43676_c0_g1_i1.p1	Hyva_DN14387_c0_g2_i1.p1
OG0004612	Shad_tr101451_c0_g1_i1.p1	Hyva_DN3603_c0_g2_i1.p1, Hyva_DN35195_c0_g1_i1.p1, Hyva_DN33071_c0_g1_i1.p1
OG0004614	Shad_tr101977_c0_g1_i1.p1	Hyva_DN35367_c0_g1_i1.p1, Hyva_DN21126_c0_g1_i1.p1
OG0004637	Shad_tr1006_c0_g1_i21.p1	Hyva_DN2011_c0_g1_i9.p1
OG0004639	Shad_tr2449_c0_g1_i3.p1	Hyva_DN134_c0_g1_i1.p1, Hyva_DN21406_c0_g1_i1.p1
OG0004640	Shad_tr4549_c0_g1_i16.p1	Hyva_DN38749_c0_g1_i1.p1, Hyva_DN8277_c0_g1_i4.p1, Hyva_DN23833_c0_g2_i1.p1
OG0004642	Shad_tr3370_c0_g3_i1.p1	Hyva_DN20913_c0_g3_i1.p1
OG0004644	Shad_tr9108_c0_g1_i3.p1	Hyva_DN3344_c0_g1_i3.p1
OG0004645	Shad_tr4338_c0_g1_i2.p1	Hyva_DN7578_c0_g1_i1.p1
OG0004646	Shad_tr2154_c1_g1_i11.p1	Hyva_DN1666_c0_g1_i4.p1
OG0004647	Shad_tr19678_c0_g1_i1.p1	Hyva_DN5184_c0_g1_i5.p1
OG0004648	Shad_tr8376_c5_g1_i1.p1	Hyva_DN15636_c0_g1_i1.p1
OG0004650	Shad_tr10439_c1_g2_i1.p1, Shad_tr106157_c0_g1_i1.p1	Hyva_DN796_c0_g1_i1.p1
OG0004652	Shad_tr5096_c0_g1_i19.p1	Hyva_DN4419_c0_g1_i8.p1
OG0004653	Shad_tr9698_c0_g1_i6.p1	Hyva_DN9102_c0_g1_i1.p1
OG0004654	Shad_tr10483_c0_g2_i8.p1	Hyva_DN6119_c0_g1_i3.p1
OG0004656	Shad_tr3056_c0_g1_i4.p1	Hyva_DN3111_c0_g3_i3.p1
OG0004658	Shad_tr5436_c0_g1_i41.p1	Hyva_DN10117_c0_g1_i1.p1
OG0004659	Shad_tr3064_c2_g1_i2.p1, Shad_tr50055_c1_g1_i5.p1, Shad_tr6298_c1_g1_i2.p1	Hyva_DN8709_c0_g1_i6.p1
OG0004660	Shad_tr1620_c0_g1_i2.p1	Hyva_DN11160_c0_g1_i1.p1
OG0004661	Shad_tr1027_c2_g2_i3.p1	Hyva_DN10760_c0_g1_i1.p1
