Orthogroup,Stichodactyla_haddoni_longest_pep,Stichidactyla_gigantea_longest_pep,Heteractic_macgnifica_longest_pep,Heteractis_crispa_longest_pep,Stichodactyla_mertensi_longest_pep,Heteractis_aurelias_longest_pep,Entacmea_quadricolor_longest_pep,Heterodactyla_longest_pep,Macrodactyla_doreensis_longest_pep,Oulactis_longest_pep,Actinia_tenebrosa_longest_pep,Galaxea_fascicularis_longest_pep,Anthopleura_dowii_longest_pep,Nematostella_vectensis_longest_pep,Nemopilema_nomurai_longest_pep,Hydra_vulgaris_longest_pep,Sanderia_malayensis_longest_pep,Cyanea_capillata_longest_pep,Chironex_fleckeri_longest_pep,Chrysaora_fuscescens_longest_pep
OG0005175,Shad_tr4144_c0_g1_i1.p1,Sgig_tr833_c0_g2_i1.p1,Hmag_tr9888_c0_g1_i1.p1,Hcri_tr8894_c0_g1_i2.p1,Smer_tr8002_c0_g1_i1.p1,Haur_tr73084_c0_g1_i1.p1,Equa_tr2856_c0_g1_i13.p1,Hetdac_DN486_c0_g1_i1.p1,Macdac_DN7168_c1_g1_i5.p1,Oula_DN310_c8_g1_i1.p1,Acte_DN3732_c1_g1_i1.p1,Gafa_DN1365_c1_g1_i2.p1,Ando_DN15504_c0_g1_i1.p1,"Neva_DN2974_c1_g2_i1.p1, Neva_DN2974_c1_g1_i1.p1",Neno_DN387_c1_g1_i1.p1,Hyva_DN113_c0_g1_i3.p1,Sama_DN1383_c0_g1_i1.p1,Cyca_DN479_c1_g1_i2.p1,Chfl_DN2342_c0_g1_i1.p1,"Chfu_DN1233_c0_g1_i1.p1, Chfu_DN5660_c0_g2_i1.p1"
OG0005178,Shad_tr14982_c1_g2_i1.p1,Sgig_tr4599_c0_g1_i6.p1,Hmag_tr4107_c0_g1_i1.p1,Hcri_tr2326_c0_g2_i3.p1,Smer_tr5431_c0_g2_i2.p1,"Haur_tr1553_c0_g1_i1.p1, Haur_tr1829_c4_g1_i2.p1",Equa_tr5987_c1_g1_i10.p1,Hetdac_DN2430_c0_g1_i1.p1,Macdac_DN19438_c0_g1_i3.p1,Oula_DN2492_c0_g1_i2.p1,Acte_DN3910_c0_g2_i1.p1,Gafa_DN2649_c5_g2_i1.p1,Ando_DN1137_c0_g1_i1.p1,Neva_DN3172_c0_g2_i6.p1,Neno_DN1738_c0_g1_i1.p1,Hyva_DN254_c0_g1_i4.p1,Sama_DN11159_c0_g1_i1.p1,"Cyca_DN22236_c0_g1_i1.p1, Cyca_DN22236_c0_g2_i1.p1",Chfl_DN2638_c0_g2_i1.p1,Chfu_DN3174_c0_g1_i2.p1
OG0005181,Shad_tr24348_c0_g1_i1.p1,Sgig_tr38747_c0_g1_i12.p1,Hmag_tr741_c1_g6_i1.p1,Hcri_tr6908_c0_g1_i15.p1,Smer_tr20483_c0_g1_i2.p1,Haur_tr6561_c0_g1_i1.p1,Equa_tr4367_c2_g1_i3.p1,Hetdac_DN29530_c0_g1_i3.p1,Macdac_DN4044_c0_g1_i1.p1,Oula_DN28469_c0_g1_i1.p1,Acte_DN98_c2_g1_i2.p1,Gafa_DN1584_c3_g1_i1.p1,Ando_DN9606_c0_g1_i1.p1,Neva_DN1873_c0_g1_i6.p1,Neno_DN3581_c0_g2_i4.p1,Hyva_DN983_c0_g1_i1.p1,Sama_DN4631_c0_g1_i2.p1,"Cyca_DN7892_c0_g2_i2.p1, Cyca_DN7892_c0_g1_i1.p1",Chfl_DN7846_c0_g1_i1.p1,"Chfu_DN11949_c0_g2_i1.p1, Chfu_DN11949_c0_g1_i1.p1"
OG0005186,Shad_tr424_c3_g1_i6.p1,Sgig_tr6268_c3_g1_i5.p1,Hmag_tr10247_c0_g3_i2.p1,Hcri_tr6195_c3_g1_i2.p1,Smer_tr30345_c0_g1_i8.p1,Haur_tr13658_c0_g2_i4.p1,Equa_tr4060_c1_g1_i2.p1,Hetdac_DN86657_c0_g1_i1.p1,Macdac_DN40276_c0_g1_i1.p1,Oula_DN2880_c0_g1_i1.p1,Acte_DN655_c0_g1_i1.p1,Gafa_DN15684_c0_g1_i4.p1,Ando_DN6273_c0_g1_i1.p1,Neva_DN708_c1_g2_i2.p1,Neno_DN18708_c0_g1_i1.p1,Hyva_DN3935_c0_g1_i2.p1,Sama_DN2782_c0_g1_i1.p1,"Cyca_DN15061_c0_g1_i1.p1, Cyca_DN1918_c0_g1_i2.p1",Chfl_DN3097_c1_g1_i1.p1,Chfu_DN4450_c1_g1_i1.p1
OG0005189,Shad_tr16419_c0_g1_i1.p1,Sgig_tr24226_c1_g1_i3.p1,Hmag_tr21502_c0_g1_i2.p1,Hcri_tr9376_c1_g1_i2.p1,Smer_tr26530_c0_g1_i3.p1,Haur_tr57150_c0_g1_i5.p1,Equa_tr34977_c0_g1_i3.p1,Hetdac_DN42921_c0_g1_i1.p1,Macdac_DN36892_c0_g1_i1.p1,Oula_DN6909_c0_g1_i1.p1,Acte_DN17599_c0_g1_i1.p1,"Gafa_DN89806_c0_g1_i1.p1, Gafa_DN17588_c0_g1_i2.p1","Ando_DN21901_c0_g1_i1.p1, Ando_DN21608_c0_g1_i1.p1",Neva_DN517_c0_g1_i14.p1,Neno_DN23061_c0_g1_i1.p1,Hyva_DN33517_c0_g1_i1.p1,Sama_DN1058_c0_g1_i1.p1,Cyca_DN2360_c0_g1_i1.p1,Chfl_DN9100_c0_g1_i1.p1,Chfu_DN11392_c0_g1_i1.p1
OG0005190,Shad_tr2694_c0_g2_i1.p1,Sgig_tr33925_c0_g1_i6.p1,Hmag_tr887_c1_g1_i8.p1,Hcri_tr2546_c0_g1_i1.p1,"Smer_tr4804_c0_g1_i1.p1, Smer_tr4804_c0_g2_i1.p1",Haur_tr14611_c0_g1_i1.p1,Equa_tr4586_c1_g1_i3.p1,Hetdac_DN940_c0_g1_i1.p1,Macdac_DN12565_c0_g1_i2.p1,Oula_DN584_c0_g1_i6.p1,Acte_DN1499_c2_g1_i1.p1,"Gafa_DN64118_c0_g1_i1.p1, Gafa_DN6020_c0_g1_i2.p1",Ando_DN462_c1_g1_i6.p1,Neva_DN5484_c0_g1_i9.p1,Neno_DN514_c0_g1_i2.p1,Hyva_DN982_c0_g1_i1.p1,Sama_DN898_c0_g1_i1.p1,Cyca_DN782_c0_g1_i3.p1,Chfl_DN2082_c0_g1_i2.p1,Chfu_DN6543_c0_g1_i2.p1
OG0005191,Shad_tr46185_c0_g2_i1.p1,Sgig_tr3564_c0_g1_i1.p1,Hmag_tr351_c3_g1_i1.p1,Hcri_tr12630_c0_g1_i1.p1,Smer_tr12052_c3_g1_i1.p1,Haur_tr795_c0_g1_i1.p1,Equa_tr1000_c2_g3_i1.p1,Hetdac_DN23125_c0_g1_i1.p1,Macdac_DN7164_c0_g1_i2.p1,Oula_DN4989_c0_g1_i1.p1,Acte_DN11784_c0_g1_i1.p1,"Gafa_DN58668_c0_g1_i1.p1, Gafa_DN17936_c0_g1_i2.p1",Ando_DN1294_c0_g1_i1.p1,Neva_DN71451_c0_g1_i3.p1,Neno_DN15750_c0_g1_i1.p1,"Hyva_DN29236_c0_g1_i1.p1, Hyva_DN2451_c0_g1_i2.p1",Sama_DN1229_c0_g1_i1.p1,Cyca_DN12704_c0_g1_i4.p1,Chfl_DN2249_c0_g1_i1.p1,Chfu_DN3701_c0_g1_i1.p1
OG0005195,Shad_tr87001_c0_g1_i1.p1,Sgig_tr64830_c0_g1_i1.p1,Hmag_tr86357_c0_g1_i1.p1,Hcri_tr3102_c0_g1_i1.p1,Smer_tr4712_c0_g1_i1.p1,Haur_tr73872_c0_g1_i1.p1,Equa_tr6251_c0_g1_i1.p1,Hetdac_DN1777_c0_g1_i1.p1,Macdac_DN1892_c0_g1_i1.p1,Oula_DN2336_c0_g1_i1.p1,Acte_DN39036_c0_g1_i1.p1,Gafa_DN17860_c0_g1_i4.p1,Ando_DN26188_c0_g1_i1.p1,Neva_DN231_c0_g2_i1.p1,Neno_DN1539_c0_g1_i2.p1,Hyva_DN2599_c0_g1_i1.p1,Sama_DN2086_c0_g4_i1.p1,Cyca_DN1943_c0_g1_i1.p1,Chfl_DN3075_c0_g1_i1.p1,Chfu_DN5714_c0_g2_i1.p1
OG0005196,Shad_tr1162_c0_g2_i1.p1,Sgig_tr5275_c0_g1_i5.p1,Hmag_tr13053_c4_g1_i7.p1,Hcri_tr2871_c1_g1_i2.p1,Smer_tr203_c0_g3_i1.p1,Haur_tr10190_c0_g1_i1.p1,Equa_tr2997_c0_g1_i2.p1,Hetdac_DN1189_c0_g1_i2.p1,Macdac_DN2588_c0_g1_i4.p1,Oula_DN5832_c0_g2_i3.p1,Acte_DN3778_c1_g1_i1.p1,Gafa_DN1375_c0_g1_i3.p1,Ando_DN58_c2_g1_i2.p1,Neva_DN13074_c2_g1_i2.p1,Neno_DN19220_c0_g1_i1.p1,Hyva_DN5634_c0_g3_i1.p1,Sama_DN49_c0_g1_i1.p1,Cyca_DN21668_c0_g1_i2.p1,Chfl_DN14344_c0_g1_i1.p1,Chfu_DN10504_c0_g1_i1.p1
OG0005198,"Shad_tr19074_c0_g1_i1.p1, Shad_tr82334_c0_g1_i1.p1",Sgig_tr2908_c0_g3_i1.p1,Hmag_tr1042_c2_g1_i1.p1,Hcri_tr30357_c0_g1_i2.p1,Smer_tr820_c0_g1_i6.p1,Haur_tr223_c9_g1_i1.p1,Equa_tr393_c12_g1_i3.p1,Hetdac_DN4604_c0_g1_i1.p1,Macdac_DN39409_c0_g1_i1.p1,Oula_DN729_c0_g1_i2.p1,Acte_DN3264_c0_g1_i2.p1,Gafa_DN6978_c0_g1_i1.p1,Ando_DN2152_c0_g1_i2.p1,"Neva_DN7288_c0_g1_i2.p1, Neva_DN39512_c0_g1_i1.p2",Neno_DN2337_c0_g1_i1.p1,Hyva_DN724_c0_g2_i1.p1,Sama_DN259_c0_g1_i1.p1,Cyca_DN3368_c0_g1_i1.p1,Chfl_DN3512_c0_g1_i1.p1,Chfu_DN1148_c0_g1_i1.p1
OG0005205,Shad_tr426_c0_g1_i1.p1,Sgig_tr13844_c0_g3_i1.p1,Hmag_tr55719_c0_g1_i1.p1,Hcri_tr271_c11_g1_i1.p1,Smer_tr225_c0_g1_i1.p1,"Haur_tr82834_c0_g1_i1.p1, Haur_tr15660_c0_g1_i2.p1","Equa_tr29606_c0_g1_i1.p1, Equa_tr143_c0_g1_i1.p1",Hetdac_DN64512_c0_g1_i1.p1,Macdac_DN5007_c0_g2_i1.p1,Oula_DN6447_c0_g1_i1.p1,Acte_DN10609_c0_g1_i1.p1,Gafa_DN10706_c0_g1_i1.p1,Ando_DN837_c0_g1_i1.p1,Neva_DN4291_c0_g1_i3.p1,Neno_DN1263_c0_g1_i3.p2,Hyva_DN4205_c0_g1_i2.p1,Sama_DN1840_c0_g1_i1.p1,Cyca_DN280_c0_g1_i4.p1,Chfl_DN3329_c0_g1_i2.p1,Chfu_DN18963_c0_g1_i1.p1
OG0005210,Shad_tr2714_c0_g1_i1.p1,Sgig_tr3937_c0_g2_i1.p1,Hmag_tr9295_c1_g1_i8.p1,Hcri_tr446_c1_g4_i1.p1,Smer_tr8861_c0_g1_i2.p1,Haur_tr163_c2_g1_i1.p1,"Equa_tr60009_c1_g1_i3.p1, Equa_tr1544_c0_g2_i1.p1",Hetdac_DN13297_c0_g1_i2.p1,Macdac_DN8301_c1_g1_i1.p1,Oula_DN5919_c0_g1_i2.p1,Acte_DN4622_c0_g1_i2.p1,Gafa_DN9054_c0_g1_i1.p1,Ando_DN6551_c0_g1_i3.p1,Neva_DN1317_c4_g2_i12.p1,Neno_DN4816_c0_g3_i2.p1,Hyva_DN971_c0_g1_i1.p1,Sama_DN5782_c0_g1_i1.p1,"Cyca_DN4120_c0_g2_i1.p1, Cyca_DN4120_c0_g1_i1.p1",Chfl_DN25745_c0_g1_i1.p1,Chfu_DN11133_c0_g1_i1.p1
OG0005211,Shad_tr15024_c0_g1_i8.p1,Sgig_tr9687_c1_g1_i1.p1,Hmag_tr10891_c1_g1_i1.p1,Hcri_tr1379_c0_g1_i3.p1,Smer_tr31888_c0_g2_i6.p1,Haur_tr12903_c0_g1_i3.p1,Equa_tr49405_c0_g2_i11.p1,Hetdac_DN6226_c1_g1_i1.p1,Macdac_DN20697_c0_g1_i1.p1,Oula_DN1077_c1_g1_i2.p1,Acte_DN11939_c0_g1_i3.p1,"Gafa_DN94_c0_g3_i1.p1, Gafa_DN35032_c0_g1_i1.p1, Gafa_DN7649_c0_g1_i14.p1",Ando_DN4307_c0_g1_i1.p1,Neva_DN95_c1_g1_i2.p1,Neno_DN10660_c0_g1_i2.p1,Hyva_DN3151_c0_g1_i8.p1,Sama_DN1883_c0_g1_i4.p1,Cyca_DN927_c0_g1_i2.p1,Chfl_DN3008_c0_g1_i2.p1,Chfu_DN17148_c0_g1_i1.p1
OG0005212,Shad_tr33433_c4_g1_i2.p1,Sgig_tr28631_c0_g2_i4.p1,Hmag_tr18593_c0_g2_i1.p1,Hcri_tr7230_c2_g1_i2.p1,Smer_tr29484_c2_g1_i1.p1,Haur_tr28090_c3_g1_i2.p1,Equa_tr50772_c0_g1_i1.p1,Hetdac_DN9877_c0_g1_i1.p1,Macdac_DN1926_c1_g1_i1.p1,Oula_DN8358_c0_g1_i1.p1,Acte_DN92_c4_g1_i1.p1,Gafa_DN32229_c0_g1_i2.p1,Ando_DN3456_c0_g1_i1.p1,Neva_DN4131_c0_g1_i2.p1,Neno_DN9096_c0_g1_i1.p1,Hyva_DN3500_c0_g1_i2.p1,Sama_DN2704_c0_g2_i2.p1,Cyca_DN7101_c0_g1_i2.p1,"Chfl_DN12591_c0_g2_i1.p1, Chfl_DN12591_c0_g1_i1.p1",Chfu_DN4653_c0_g1_i1.p1
OG0005217,Shad_tr3435_c0_g1_i3.p1,Sgig_tr9960_c0_g2_i4.p1,Hmag_tr484_c1_g1_i2.p1,Hcri_tr13299_c6_g1_i1.p1,Smer_tr12494_c0_g1_i6.p1,Haur_tr26_c16_g1_i1.p1,Equa_tr16343_c1_g1_i2.p1,Hetdac_DN258_c0_g1_i1.p1,Macdac_DN15128_c0_g1_i9.p1,Oula_DN445_c1_g1_i2.p1,Acte_DN15383_c0_g1_i3.p1,Gafa_DN15815_c0_g1_i11.p1,Ando_DN24935_c0_g1_i1.p1,"Neva_DN2005_c3_g1_i3.p1, Neva_DN969_c0_g1_i3.p1","Neno_DN10198_c0_g1_i1.p1, Neno_DN3029_c0_g1_i1.p1",Hyva_DN13880_c0_g1_i4.p1,Sama_DN11740_c0_g1_i1.p1,Cyca_DN2816_c0_g1_i2.p1,Chfl_DN14586_c0_g1_i2.p1,Chfu_DN4361_c0_g1_i1.p1
OG0005219,Shad_tr38355_c0_g1_i2.p1,Sgig_tr6115_c0_g1_i1.p1,Hmag_tr4875_c0_g1_i2.p1,"Hcri_tr34215_c0_g1_i5.p1, Hcri_tr34215_c0_g2_i2.p1",Smer_tr14269_c0_g1_i6.p1,Haur_tr10620_c0_g2_i1.p1,Equa_tr2293_c0_g1_i7.p1,Hetdac_DN5047_c0_g1_i2.p2,Macdac_DN4417_c1_g1_i2.p1,Oula_DN2433_c0_g1_i2.p1,Acte_DN3816_c0_g1_i1.p2,"Gafa_DN135135_c0_g1_i1.p1, Gafa_DN75220_c0_g1_i1.p1",Ando_DN7066_c0_g1_i2.p1,Neva_DN44561_c1_g1_i2.p1,Neno_DN683_c0_g1_i1.p1,Hyva_DN1297_c0_g1_i2.p1,Sama_DN12945_c0_g1_i1.p1,Cyca_DN12462_c0_g1_i1.p1,Chfl_DN28092_c0_g1_i1.p1,Chfu_DN17726_c0_g1_i1.p1
OG0005221,Shad_tr1416_c1_g1_i11.p1,Sgig_tr5989_c0_g1_i4.p1,Hmag_tr6866_c0_g1_i5.p1,Hcri_tr2276_c1_g1_i1.p1,Smer_tr18655_c2_g1_i1.p1,Haur_tr16137_c0_g1_i3.p1,Equa_tr14463_c0_g1_i12.p1,Hetdac_DN18059_c0_g1_i2.p1,Macdac_DN13252_c0_g1_i7.p1,Oula_DN4722_c0_g1_i2.p1,Acte_DN2196_c0_g5_i1.p1,Gafa_DN25220_c0_g1_i2.p1,Ando_DN4432_c2_g1_i1.p1,Neva_DN1935_c0_g1_i2.p1,Neno_DN3113_c0_g1_i1.p1,Hyva_DN11678_c0_g1_i1.p1,Sama_DN14001_c0_g1_i1.p1,Cyca_DN4900_c0_g1_i1.p1,Chfl_DN24259_c0_g1_i1.p1,Chfu_DN18565_c0_g1_i1.p1
OG0005223,Shad_tr11089_c0_g2_i1.p1,Sgig_tr23301_c3_g1_i5.p1,Hmag_tr58642_c0_g1_i1.p1,Hcri_tr29630_c0_g1_i1.p1,Smer_tr55243_c0_g1_i1.p1,Haur_tr18851_c0_g1_i4.p1,Equa_tr59626_c0_g1_i2.p1,Hetdac_DN70161_c0_g1_i1.p1,Macdac_DN22418_c0_g1_i1.p1,Oula_DN5815_c0_g1_i1.p1,Acte_DN13138_c0_g1_i1.p1,"Gafa_DN62454_c0_g1_i1.p1, Gafa_DN68796_c0_g1_i1.p1, Gafa_DN1410_c0_g1_i1.p1",Ando_DN5255_c0_g1_i1.p1,Neva_DN1737_c2_g1_i4.p1,Neno_DN1894_c0_g1_i2.p2,Hyva_DN7767_c0_g1_i3.p1,Sama_DN1805_c0_g1_i1.p1,Cyca_DN3289_c0_g1_i1.p1,Chfl_DN16953_c0_g1_i1.p1,Chfu_DN8393_c0_g1_i1.p1
OG0005225,Shad_tr27195_c0_g1_i3.p1,Sgig_tr38830_c0_g1_i2.p1,Hmag_tr13094_c0_g1_i1.p1,Hcri_tr44671_c0_g1_i2.p1,Smer_tr14250_c0_g1_i2.p1,Haur_tr76413_c0_g1_i1.p1,Equa_tr23134_c0_g1_i2.p1,Hetdac_DN59264_c0_g1_i1.p1,Macdac_DN66533_c0_g1_i1.p1,Oula_DN13154_c0_g1_i1.p1,Acte_DN38914_c0_g1_i1.p1,"Gafa_DN94265_c0_g1_i1.p1, Gafa_DN29112_c0_g1_i2.p1",Ando_DN12563_c0_g1_i1.p1,Neva_DN30988_c0_g1_i3.p1,Neno_DN7291_c0_g1_i1.p1,"Hyva_DN2825_c0_g1_i1.p1, Hyva_DN9902_c0_g1_i1.p1",Sama_DN1265_c0_g1_i1.p1,Cyca_DN3229_c0_g1_i1.p1,Chfl_DN5018_c0_g2_i3.p1,Chfu_DN2865_c0_g1_i1.p1
OG0005229,Shad_tr88362_c0_g1_i1.p1,Sgig_tr281_c0_g1_i1.p1,Hmag_tr603_c0_g1_i1.p1,Hcri_tr45256_c0_g2_i1.p1,Smer_tr2897_c0_g1_i1.p1,"Haur_tr65285_c0_g1_i1.p1, Haur_tr526_c0_g1_i1.p1",Equa_tr12148_c0_g1_i1.p1,Hetdac_DN20604_c0_g1_i1.p1,Macdac_DN4276_c0_g1_i1.p1,Oula_DN38669_c0_g1_i1.p1,Acte_DN15861_c0_g2_i1.p1,Gafa_DN7577_c2_g1_i2.p1,Ando_DN8354_c0_g1_i1.p1,"Neva_DN32592_c0_g2_i2.p1, Neva_DN32592_c0_g1_i2.p1",Neno_DN1204_c0_g1_i1.p1,Hyva_DN653_c0_g1_i3.p1,Sama_DN807_c0_g1_i1.p1,Cyca_DN4535_c0_g1_i1.p1,Chfl_DN7568_c0_g1_i1.p1,Chfu_DN18909_c0_g1_i1.p1
OG0005230,Shad_tr91742_c0_g1_i1.p1,Sgig_tr24897_c0_g1_i1.p1,Hmag_tr80152_c0_g1_i1.p1,Hcri_tr2477_c0_g1_i1.p1,Smer_tr6215_c0_g1_i1.p1,Haur_tr6405_c5_g1_i1.p1,Equa_tr23742_c0_g1_i2.p1,Hetdac_DN10084_c0_g1_i1.p1,Macdac_DN13584_c0_g1_i2.p1,Oula_DN364_c0_g1_i12.p1,Acte_DN6661_c0_g1_i2.p1,"Gafa_DN66668_c0_g1_i1.p2, Gafa_DN39011_c1_g2_i1.p1",Ando_DN960_c0_g1_i1.p1,Neva_DN4468_c1_g1_i1.p1,Neno_DN23157_c0_g2_i1.p1,Hyva_DN35411_c0_g1_i1.p1,Sama_DN1909_c0_g1_i1.p1,Cyca_DN17402_c0_g1_i2.p1,Chfl_DN18473_c0_g1_i1.p1,Chfu_DN15594_c0_g1_i1.p1
OG0005231,Shad_tr20972_c0_g1_i2.p1,Sgig_tr3560_c7_g1_i1.p1,Hmag_tr2680_c0_g5_i1.p1,Hcri_tr3082_c0_g1_i1.p1,"Smer_tr22267_c0_g1_i3.p1, Smer_tr22267_c1_g1_i1.p1",Haur_tr20301_c0_g3_i1.p1,Equa_tr21844_c0_g1_i3.p1,Hetdac_DN2828_c1_g1_i2.p1,Macdac_DN6798_c0_g1_i3.p1,Oula_DN6_c1_g1_i1.p1,Acte_DN3394_c0_g2_i1.p1,"Gafa_DN71861_c0_g1_i1.p1, Gafa_DN11666_c0_g1_i3.p1",Ando_DN26266_c0_g1_i1.p1,Neva_DN8630_c0_g1_i3.p1,Neno_DN5178_c0_g1_i1.p1,Hyva_DN329_c0_g1_i1.p1,Sama_DN13979_c0_g1_i1.p1,Cyca_DN536_c0_g1_i1.p1,Chfl_DN18801_c0_g1_i1.p1,Chfu_DN969_c0_g1_i1.p1
OG0005232,Shad_tr6360_c2_g2_i1.p1,Sgig_tr8511_c0_g1_i1.p1,Hmag_tr1812_c0_g1_i1.p1,Hcri_tr12001_c0_g1_i1.p1,Smer_tr84856_c0_g1_i1.p1,Haur_tr14817_c1_g1_i1.p1,Equa_tr3366_c0_g1_i2.p1,Hetdac_DN3905_c0_g1_i1.p1,Macdac_DN13399_c0_g1_i1.p1,Oula_DN6803_c0_g2_i1.p1,Acte_DN10429_c0_g1_i1.p2,Gafa_DN9003_c0_g1_i1.p1,Ando_DN5552_c0_g1_i1.p1,Neva_DN14455_c2_g1_i1.p1,Neno_DN5506_c0_g1_i1.p1,Hyva_DN39130_c0_g1_i1.p1,Sama_DN11361_c0_g1_i1.p1,Cyca_DN4212_c0_g1_i2.p1,Chfl_DN1484_c0_g1_i1.p1,Chfu_DN2876_c0_g1_i1.p1
OG0005234,Shad_tr23269_c0_g1_i2.p1,Sgig_tr61551_c0_g1_i1.p1,Hmag_tr8076_c0_g1_i1.p1,Hcri_tr1661_c0_g1_i1.p1,Smer_tr3694_c0_g1_i1.p1,Haur_tr9717_c0_g3_i2.p1,Equa_tr2518_c0_g1_i1.p1,Hetdac_DN24003_c0_g1_i1.p1,Macdac_DN2803_c0_g1_i11.p1,Oula_DN299_c0_g1_i1.p1,Acte_DN2930_c0_g1_i2.p1,"Gafa_DN136303_c0_g1_i1.p2, Gafa_DN137927_c0_g1_i1.p1",Ando_DN4322_c0_g2_i1.p1,Neva_DN13416_c3_g2_i2.p1,Neno_DN403_c0_g1_i1.p1,"Hyva_DN5821_c0_g1_i1.p1, Hyva_DN38065_c0_g1_i1.p1",Sama_DN6535_c0_g1_i1.p1,Cyca_DN3500_c0_g1_i1.p1,Chfl_DN4797_c2_g1_i1.p1,Chfu_DN11607_c0_g1_i1.p1
OG0005235,Shad_tr63204_c0_g1_i1.p1,Sgig_tr40748_c1_g1_i3.p1,Hmag_tr34914_c3_g1_i1.p1,Hcri_tr15573_c0_g2_i2.p1,Smer_tr5087_c6_g1_i1.p1,Haur_tr9460_c3_g1_i1.p1,Equa_tr93561_c0_g1_i1.p1,Hetdac_DN14360_c0_g1_i2.p1,Macdac_DN9570_c0_g2_i2.p1,Oula_DN2587_c0_g2_i1.p1,Acte_DN17360_c0_g1_i2.p1,Gafa_DN3040_c0_g1_i1.p1,Ando_DN22441_c0_g1_i1.p1,Neva_DN6215_c0_g1_i1.p1,Neno_DN5888_c0_g1_i1.p1,Hyva_DN39203_c0_g1_i1.p1,Sama_DN2570_c0_g1_i1.p1,Cyca_DN19553_c0_g1_i1.p1,Chfl_DN8209_c0_g1_i1.p1,Chfu_DN15063_c0_g1_i1.p1
OG0005238,Shad_tr88837_c0_g1_i1.p1,Sgig_tr83962_c0_g1_i1.p1,Hmag_tr549_c0_g1_i1.p1,Hcri_tr2222_c0_g1_i1.p1,Smer_tr16003_c0_g1_i1.p1,Haur_tr1269_c0_g1_i3.p1,Equa_tr6933_c1_g1_i1.p1,Hetdac_DN18867_c0_g1_i1.p1,Macdac_DN1392_c0_g2_i2.p1,Oula_DN4481_c0_g1_i2.p1,Acte_DN10180_c0_g1_i1.p1,Gafa_DN141763_c0_g1_i1.p2,Ando_DN142_c0_g2_i1.p1,Neva_DN45699_c2_g1_i1.p1,Neno_DN620_c0_g1_i1.p1,Hyva_DN3936_c0_g1_i1.p1,Sama_DN13608_c0_g1_i1.p1,"Cyca_DN4676_c0_g1_i2.p2, Cyca_DN785_c0_g1_i1.p2",Chfl_DN1417_c0_g1_i1.p1,Chfu_DN2677_c0_g1_i1.p1
OG0005244,Shad_tr362_c0_g1_i1.p1,Sgig_tr84707_c0_g1_i1.p1,Hmag_tr71_c4_g3_i1.p1,Hcri_tr3743_c0_g2_i1.p1,Smer_tr4390_c11_g1_i1.p1,Haur_tr4847_c0_g1_i3.p1,"Equa_tr54237_c0_g1_i1.p1, Equa_tr1391_c4_g1_i1.p1",Hetdac_DN642_c4_g1_i4.p1,Macdac_DN2948_c0_g2_i2.p1,Oula_DN1530_c1_g2_i3.p1,Acte_DN34059_c0_g1_i2.p1,"Gafa_DN99309_c0_g1_i1.p1, Gafa_DN1067_c0_g4_i1.p1",Ando_DN4633_c0_g2_i1.p1,Neva_DN6628_c0_g1_i1.p1,Neno_DN1068_c0_g1_i1.p1,Hyva_DN5916_c0_g1_i1.p1,Sama_DN1135_c0_g1_i1.p1,Cyca_DN382_c0_g1_i1.p1,Chfl_DN21673_c0_g1_i4.p1,Chfu_DN11570_c0_g1_i1.p1
OG0005247,Shad_tr7960_c1_g1_i2.p1,"Sgig_tr9704_c0_g1_i1.p1, Sgig_tr9704_c0_g2_i1.p1","Hmag_tr24045_c3_g1_i2.p1, Hmag_tr1359_c0_g1_i8.p1",Hcri_tr6551_c0_g1_i5.p1,Smer_tr7735_c1_g1_i2.p1,Haur_tr17315_c3_g2_i2.p1,Equa_tr8214_c1_g2_i2.p1,Hetdac_DN5235_c0_g1_i1.p1,Macdac_DN9655_c0_g1_i1.p1,Oula_DN5033_c0_g1_i1.p1,Acte_DN8869_c0_g1_i2.p1,Gafa_DN68437_c0_g1_i7.p1,Ando_DN9760_c0_g1_i1.p1,Neva_DN5404_c0_g4_i1.p1,Neno_DN4467_c0_g1_i3.p1,Hyva_DN22633_c0_g1_i1.p1,Sama_DN1995_c0_g1_i1.p1,Cyca_DN285_c0_g1_i4.p1,Chfl_DN8115_c0_g1_i1.p1,Chfu_DN7280_c0_g1_i1.p1
OG0005262,Shad_tr34504_c0_g1_i1.p1,Sgig_tr22361_c0_g3_i1.p1,Hmag_tr17023_c0_g1_i2.p1,Hcri_tr15856_c0_g1_i1.p1,Smer_tr54211_c0_g1_i1.p1,Haur_tr38673_c0_g1_i1.p2,Equa_tr20480_c0_g1_i1.p1,Hetdac_DN4196_c1_g1_i1.p1,Macdac_DN21575_c0_g2_i3.p1,Oula_DN11390_c0_g1_i6.p2,Acte_DN38492_c0_g1_i1.p1,"Gafa_DN134548_c0_g1_i1.p1, Gafa_DN127983_c0_g1_i1.p1, Gafa_DN9727_c0_g1_i1.p1",Ando_DN25862_c0_g1_i1.p1,Neva_DN4371_c0_g1_i9.p1,Neno_DN2340_c0_g1_i1.p1,Hyva_DN11391_c0_g1_i3.p1,Sama_DN1087_c0_g1_i1.p1,Cyca_DN1500_c0_g1_i2.p1,Chfl_DN11604_c0_g1_i1.p1,Chfu_DN16582_c0_g1_i1.p1
